,evergy_male,evergy_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.89449316,-1.1536515,"('unsociable', 'sociable')",-0.534293,-0.6904767,-0.7143931,-0.9220641,-0.207671
1,-0.5318455,-0.33235687,"('unfriendly', 'friendly')",1.9278588,1.864857,0.6980066,0.76625,0.0682434
2,-0.56537783,-0.44998857,"('unlikable', 'likable')",0.1871937,0.25453568,-0.1890921,-0.0977264,0.0913657
3,-1.1319257,-1.147032,"('repellent', 'pleasant')",-0.059292063,-0.03964019,-0.5956089,-0.5933361,0.0022728
4,-0.11754048,0.04689368,"('disliked', 'liked')",-6.5455847,-6.499974,-3.3315625,-3.2265401,0.1050224
5,0.82310086,1.1247243,"('distant', 'outgoing')",0.25785872,0.338019,0.5404798,0.7313716,0.1908918
6,0.28969973,0.67401415,"('distant', 'open')",0.49543223,0.5468855,0.392566,0.6104498,0.2178838
7,-0.66139215,-0.7579711,"('insensitive', 'sensitive')",0.37715587,0.43181488,-0.1421181,-0.1630781,-0.02096
8,-0.36680233,-0.1661561,"('unaffectionate', 'affectionate')",0.81718326,0.80555236,0.2251905,0.3196981,0.0945076
9,-0.30308697,-0.12673399,"('unaffectionate', 'caring')",1.2314122,1.310927,0.4641626,0.5920965,0.1279339
10,-1.5228592,-1.6456666,"('unsympathetic', 'sympathetic')",-0.70508325,-0.69907725,-1.1139712,-1.1723719,-0.0584007
11,0.4217917,0.35135886,"('unhelpful', 'helpful')",1.9709706,2.1288695,1.1963812,1.2401142,0.043733
12,-0.4137046,-0.32285812,"('unsupportive', 'supportive')",-1.8875521,-1.7786344,-1.1506283,-1.0507463,0.099882
13,-0.54534775,-0.8046126,"('impolite', 'polite')",-0.54760116,-0.5257518,-0.5464745,-0.6651822,-0.1187077
14,-1.145546,-1.3960792,"('antisocial', 'social')",-0.9428764,-1.0183825,-1.0442111,-1.2072308,-0.1630197
15,0.4011641,0.4171078,"('boring', 'funny')",0.44649762,0.43161136,0.4238309,0.4243596,0.0005287
16,-0.37811622,-0.19003877,"('unpopular', 'popular')",0.74106836,0.69694394,0.1814761,0.2534526,0.0719765
17,-0.40865245,-0.2755544,"('nasty', 'nice')",-0.31750306,-0.24134222,-0.3630778,-0.2584483,0.1046295
18,-0.48291034,-0.394255,"('disagreeable', 'welcoming')",-0.33863136,-0.3827536,-0.4107708,-0.3885043,0.0222665
19,-0.26852173,0.0020334087,"('inhospitable', 'hospitable')",-0.04178098,0.042843193,-0.1551514,0.0224383,0.1775897
20,-0.49087864,-0.5308718,"('rough', 'thoughtful')",1.2501068,1.2105428,0.3796141,0.3398355,-0.0397786
21,-0.6587196,-0.9084515,"('immoral', 'moral')",-0.56518817,-0.59284246,-0.6119539,-0.7506469,-0.138693
22,-0.72594786,-0.82955503,"('untrustworthy', 'trustworthy')",-1.2979404,-1.3055407,-1.0119441,-1.0675478,-0.0556037
23,-0.37310645,-0.5003897,"('insincere', 'sincere')",5.97261,5.996962,2.7997518,2.7482862,-0.0514656
24,-0.35996628,-0.40316695,"('dishonest', 'honest')",0.7489281,0.792035,0.1944809,0.194434,-4.69e-05
25,-0.43339247,-0.3235233,"('egoistic', 'altruistic')",1.3624768,1.2816354,0.4645422,0.4790561,0.0145139
26,0.06383678,0.038851954,"('hardhearted', 'benevolent')",1.5722849,1.4547554,0.8180609,0.7468037,-0.0712572
27,0.5885501,0.7545762,"('hardhearted', 'softhearted')",1.5142722,1.4493316,1.0514112,1.101954,0.0505428
28,-0.513127,-0.5615968,"('disloyal', 'loyal')",0.9897706,0.93453544,0.2383218,0.1864693,-0.0518525
29,-0.10355054,-0.101984166,"('unfair', 'fair')",-0.54390055,-0.66899973,-0.3237256,-0.3854919,-0.0617663
