,cloister_male,cloister_female,tuple,average_male,average_female,female-male
0,0.67782485,0.60059595,"('unsociable', 'sociable')",0.6778249,0.600596,-0.0772289
1,-0.72302216,-0.8817834,"('unfriendly', 'friendly')",-0.7230222,-0.8817834,-0.1587612
2,-0.58066595,-0.55199486,"('unlikable', 'likable')",-0.5806659,-0.5519949,0.028671
3,-0.9073508,-0.7111927,"('repellent', 'pleasant')",-0.9073508,-0.7111927,0.1961581
4,-1.4793142,-1.4255818,"('disliked', 'liked')",-1.4793142,-1.4255818,0.0537324
5,-0.057351213,-0.1533192,"('distant', 'outgoing')",-0.0573512,-0.1533192,-0.095968
6,-0.33202848,-0.4872097,"('distant', 'open')",-0.3320285,-0.4872097,-0.1551812
7,-0.12294477,-0.04973564,"('insensitive', 'sensitive')",-0.1229448,-0.0497356,0.0732092
8,-0.26734585,-0.4527109,"('unaffectionate', 'affectionate')",-0.2673458,-0.4527109,-0.1853651
9,-0.6493579,-0.79143035,"('unaffectionate', 'caring')",-0.6493579,-0.7914304,-0.1420725
10,-0.91352516,-0.90549904,"('unsympathetic', 'sympathetic')",-0.9135252,-0.905499,0.0080262
11,-0.713691,-0.66636884,"('unhelpful', 'helpful')",-0.713691,-0.6663688,0.0473222
12,-0.93798256,-0.9415539,"('unsupportive', 'supportive')",-0.9379826,-0.9415539,-0.0035713
13,-0.863322,-0.8949604,"('impolite', 'polite')",-0.863322,-0.8949604,-0.0316384
14,0.60671866,0.7761162,"('antisocial', 'social')",0.6067187,0.7761162,0.1693975
15,0.0715833,-0.043496087,"('boring', 'funny')",0.0715833,-0.0434961,-0.1150794
16,-0.15871441,-0.17709501,"('unpopular', 'popular')",-0.1587144,-0.177095,-0.0183806
17,-0.44416618,-0.3747198,"('nasty', 'nice')",-0.4441662,-0.3747198,0.0694464
18,-1.0120136,-0.91473883,"('disagreeable', 'welcoming')",-1.0120136,-0.9147388,0.0972748
19,-0.72202677,-0.7380257,"('inhospitable', 'hospitable')",-0.7220268,-0.7380257,-0.0159989
20,0.05077613,0.07566275,"('rough', 'thoughtful')",0.0507761,0.0756627,0.0248866
21,0.057798862,0.16637698,"('immoral', 'moral')",0.0577989,0.166377,0.1085781
22,0.32343218,0.34290496,"('untrustworthy', 'trustworthy')",0.3234322,0.342905,0.0194728
23,0.7185638,0.73552066,"('insincere', 'sincere')",0.7185638,0.7355207,0.0169569
24,-0.6192191,-0.71034455,"('dishonest', 'honest')",-0.6192191,-0.7103446,-0.0911255
25,0.15634632,0.054295026,"('egoistic', 'altruistic')",0.1563463,0.054295,-0.1020513
26,1.3303418,1.244304,"('hardhearted', 'benevolent')",1.3303418,1.2443039,-0.0860379
27,-0.3978689,-0.56922853,"('hardhearted', 'softhearted')",-0.3978689,-0.5692285,-0.1713596
28,-0.3651467,-0.5387884,"('disloyal', 'loyal')",-0.3651467,-0.5387884,-0.1736417
29,-0.12240446,-0.2416831,"('unfair', 'fair')",-0.1224045,-0.2416831,-0.1192786
30,-0.43812066,-0.3274856,"('intolerant', 'tolerant')",-0.4381207,-0.3274856,0.1106351
31,-1.0638934,-1.1223627,"('evil', 'good')",-1.0638934,-1.1223627,-0.0584693
32,-0.2954457,-0.38043547,"('unkind', 'kind')",-0.2954457,-0.3804355,-0.0849898
33,0.035153106,-0.03216303,"('wrong', 'right')",0.0351531,-0.032163,-0.0673161
34,1.8507928,1.9329829,"('mean', 'honorable')",1.8507928,1.9329829,0.0821901
35,0.514022,0.30218953,"('corrupt', 'incorrupt')",0.514022,0.3021895,-0.2118325
36,-0.3317322,-0.43928722,"('hostile', 'amicable')",-0.3317322,-0.4392872,-0.107555
37,-0.032751374,-0.01960548,"('fake', 'genuine')",-0.0327514,-0.0196055,0.0131459
38,-0.2232314,-0.3021882,"('untruthful', 'truthful')",-0.2232314,-0.3021882,-0.0789568
39,0.067701004,0.12930323,"('exploitative', 'cooperative')",0.067701,0.1293032,0.0616022
40,-0.5708451,-0.58887386,"('stingy', 'generous')",-0.5708451,-0.5888739,-0.0180288
41,0.248588,0.2690435,"('unforgiving', 'forgiving')",0.248588,0.2690435,0.0204555
42,-0.98313856,-0.9411843,"('unreliable', 'reliable')",-0.9831386,-0.9411843,0.0419543
43,-0.59848577,-0.5248171,"('irresponsible', 'responsible')",-0.5984858,-0.5248171,0.0736687
44,-0.6423955,-0.5466149,"('prejudiced', 'unprejudiced')",-0.6423955,-0.5466149,0.0957806
45,-0.7089392,-0.56439364,"('incompetent', 'competent')",-0.7089392,-0.5643936,0.1445456
46,-1.292872,-1.2066034,"('uncompetitive', 'competitive')",-1.292872,-1.2066034,0.0862686
47,1.428999,1.5065736,"('stupid', 'smart')",1.4289989,1.5065736,0.0775747
48,-0.80755216,-0.90076905,"('unintelligent', 'intelligent')",-0.8075522,-0.9007691,-0.0932169
49,-0.94196224,-0.85548776,"('unable', 'able')",-0.9419622,-0.8554878,0.0864744
50,-1.128455,-1.1235048,"('clumsy', 'skillful')",-1.128455,-1.1235048,0.0049502
51,-0.65500104,-0.66964036,"('uneducated', 'educated')",-0.655001,-0.6696404,-0.0146394
52,-0.85221744,-1.0290791,"('irrational', 'rational')",-0.8522174,-1.0290791,-0.1768617
53,-1.1428208,-1.2560667,"('uncreative', 'creative')",-1.1428208,-1.2560667,-0.1132459
54,-0.46099687,-0.5698559,"('incapable', 'capable')",-0.4609969,-0.5698559,-0.108859
55,-0.24366875,-0.17606786,"('incompetent', 'clever')",-0.2436687,-0.1760679,0.0676008
56,0.04755066,0.11417137,"('impractical', 'practical')",0.0475507,0.1141714,0.0666207
57,-1.4134356,-1.4173386,"('unimaginative', 'imaginative')",-1.4134356,-1.4173386,-0.003903
58,1.14517,1.0487621,"('undiscriminating', 'discriminating')",1.14517,1.0487621,-0.0964079
59,0.368677,0.3017647,"('foolish', 'wise')",0.368677,0.3017647,-0.0669123
60,-0.60163903,-0.42553747,"('inefficient', 'efficient')",-0.601639,-0.4255375,0.1761015
61,-0.9131815,-1.0705241,"('illogical', 'logical')",-0.9131815,-1.0705241,-0.1573426
62,-0.9900707,-0.8580888,"('incompetent', 'brilliant')",-0.9900707,-0.8580888,0.1319819
63,-0.13637334,-0.057787355,"('unperceptive', 'insightful')",-0.1363733,-0.0577874,0.0785859
64,-2.3005562,-2.3037353,"('shy', 'confident')",-2.3005562,-2.3037353,-0.0031791
65,-0.08378947,-0.061902564,"('insecure', 'secure')",-0.0837895,-0.0619026,0.0218869
66,-0.08264994,-0.25345868,"('inactive', 'active')",-0.0826499,-0.2534587,-0.1708088
67,0.13546841,0.23322873,"('doubtful', 'determined')",0.1354684,0.2332287,0.0977603
68,-0.95499104,-0.9725571,"('dependent', 'independent')",-0.954991,-0.9725571,-0.0175661
69,-0.4770349,-0.47107795,"('lazy', 'industrious')",-0.4770349,-0.4710779,0.005957
70,0.27955934,0.2904167,"('lethargic', 'energetic')",0.2795593,0.2904167,0.0108574
71,0.1890899,0.16678499,"('diffident', 'self-confident')",0.1890899,0.166785,-0.0223049
72,-0.30097738,-0.34742248,"('unambitious', 'ambitious')",-0.3009774,-0.3474225,-0.0464451
73,-0.59995323,-0.57221574,"('helpless', 'self-reliant')",-0.5999532,-0.5722157,0.0277375
74,-0.2827158,-0.20803855,"('undedicated', 'dedicated')",-0.2827158,-0.2080386,0.0746772
75,-0.46860045,-0.46646047,"('meek', 'impulsive')",-0.4686005,-0.4664605,0.00214
76,-0.02142379,0.030516082,"('anxious', 'daring')",-0.0214238,0.0305161,0.0519399
77,-1.2336775,-1.132213,"('unmotivated', 'motivated')",-1.2336775,-1.132213,0.1014645
78,-0.50168306,-0.49299747,"('nonresilient', 'resilient')",-0.5016831,-0.4929975,0.0086856
79,0.63813955,0.50575674,"('wavering', 'unwavering')",0.6381395,0.5057567,-0.1323828
80,0.09620042,0.10331083,"('dominated', 'dominating')",0.0962004,0.1033108,0.0071104
81,-1.333985,-1.2709628,"('submissive', 'aggressive')",-1.333985,-1.2709628,0.0630222
82,1.1499293,1.250033,"('poor', 'rich')",1.1499293,1.250033,0.1001037
83,0.52984136,0.41343594,"('powerless', 'powerful')",0.5298414,0.4134359,-0.1164055
84,-0.5109667,-0.57570934,"('inferior', 'superior')",-0.5109667,-0.5757093,-0.0647426
85,0.30339178,0.17052428,"('insignificant', 'prestigious')",0.3033918,0.1705243,-0.1328675
86,-0.36979744,-0.4595153,"('uninfluential', 'influential')",-0.3697974,-0.4595153,-0.0897179
87,-0.5814214,-0.596084,"('unsuccessful', 'successful')",-0.5814214,-0.596084,-0.0146626
88,-1.6406194,-1.6315441,"('low', 'eminent')",-1.6406194,-1.6315441,0.0090753
