,cupboard_male,cupboard_female,tuple,average_male,average_female,female-male
0,0.44586977,0.21336684,"('unsociable', 'sociable')",0.4458698,0.2133668,-0.232503
1,0.79715306,0.9019859,"('unfriendly', 'friendly')",0.7971531,0.9019859,0.1048328
2,0.02333447,0.1057228,"('unlikable', 'likable')",0.0233345,0.1057228,0.0823883
3,0.7888751,0.9097975,"('repellent', 'pleasant')",0.7888751,0.9097975,0.1209224
4,-6.9040527,-7.083743,"('disliked', 'liked')",-6.9040527,-7.0837431,-0.1796904
5,-0.6908088,-0.6107142,"('distant', 'outgoing')",-0.6908088,-0.6107142,0.0800946
6,-0.10247755,-0.090941384,"('distant', 'open')",-0.1024776,-0.0909414,0.0115362
7,1.5764977,1.576976,"('insensitive', 'sensitive')",1.5764977,1.5769759,0.0004782
8,0.8797503,0.9623792,"('unaffectionate', 'affectionate')",0.8797503,0.9623792,0.0826289
9,1.0992091,1.2107377,"('unaffectionate', 'caring')",1.0992091,1.2107377,0.1115286
10,1.2155298,1.1540148,"('unsympathetic', 'sympathetic')",1.2155298,1.1540148,-0.061515
11,1.418381,1.4556042,"('unhelpful', 'helpful')",1.418381,1.4556042,0.0372232
12,-1.3423316,-1.3843151,"('unsupportive', 'supportive')",-1.3423316,-1.3843151,-0.0419835
13,-0.20211902,-0.14338833,"('impolite', 'polite')",-0.202119,-0.1433883,0.0587307
14,0.31154522,0.21493056,"('antisocial', 'social')",0.3115452,0.2149306,-0.0966146
15,0.4672276,0.39952904,"('boring', 'funny')",0.4672276,0.399529,-0.0676986
16,-0.9643102,-0.9871302,"('unpopular', 'popular')",-0.9643102,-0.9871302,-0.02282
17,-0.1757236,-0.11333845,"('nasty', 'nice')",-0.1757236,-0.1133384,0.0623852
18,-0.52602524,-0.4636654,"('disagreeable', 'welcoming')",-0.5260252,-0.4636654,0.0623598
19,-0.8243679,-0.7797137,"('inhospitable', 'hospitable')",-0.8243679,-0.7797137,0.0446542
20,0.9077926,0.80527776,"('rough', 'thoughtful')",0.9077926,0.8052778,-0.1025148
21,0.067227766,0.10257135,"('immoral', 'moral')",0.0672278,0.1025714,0.0353436
22,-0.0841988,-0.18443477,"('untrustworthy', 'trustworthy')",-0.0841988,-0.1844348,-0.100236
23,5.717488,5.88951,"('insincere', 'sincere')",5.7174878,5.8895102,0.1720224
24,1.3249956,1.2968527,"('dishonest', 'honest')",1.3249956,1.2968527,-0.0281429
25,0.7345571,0.8385103,"('egoistic', 'altruistic')",0.7345571,0.8385103,0.1039532
26,1.1374059,0.9996118,"('hardhearted', 'benevolent')",1.1374059,0.9996118,-0.1377941
27,1.651105,1.4974214,"('hardhearted', 'softhearted')",1.651105,1.4974214,-0.1536836
28,1.2277764,1.0949469,"('disloyal', 'loyal')",1.2277764,1.0949469,-0.1328295
29,-0.29266617,-0.36716667,"('unfair', 'fair')",-0.2926662,-0.3671667,-0.0745005
30,0.8602188,0.8579141,"('intolerant', 'tolerant')",0.8602188,0.8579141,-0.0023047
31,-1.2319828,-1.1987909,"('evil', 'good')",-1.2319828,-1.1987909,0.0331919
32,1.2885398,1.2005447,"('unkind', 'kind')",1.2885398,1.2005447,-0.0879951
