,arista_male,arista_female,tuple,networks_male,networks_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.8583177,-1.9242116,"('unsociable', 'sociable')",0.70279276,0.47758007,-0.8125967,-1.0731173,-0.6560405,-0.8399162,-0.1838757
1,-0.8432748,-0.7966322,"('unfriendly', 'friendly')",0.4579608,0.31070983,1.4589171,1.3690666,0.3578677,0.2943814,-0.0634863
2,1.4600363,1.5529927,"('unlikable', 'likable')",1.2982057,1.460261,1.1198,1.3267523,1.2926807,1.4466686,0.1539879
3,-0.5980102,-0.54294205,"('repellent', 'pleasant')",0.7126812,0.84901816,0.032756787,0.056001376,0.0491426,0.1206925,0.0715499
4,-0.30899522,-0.270047,"('disliked', 'liked')",-1.4126326,-1.5007073,-5.2138934,-5.1920023,-2.3118404,-2.3209189,-0.0090785
5,0.16728263,0.2566517,"('distant', 'outgoing')",-0.4929657,-0.5737771,-0.10920803,0.04604069,-0.1449637,-0.0903616,0.0546021
6,0.32326993,0.4646287,"('distant', 'open')",-1.2938548,-1.3883429,0.31553206,0.4719351,-0.2183509,-0.150593,0.0677579
7,-1.0904304,-0.97496617,"('insensitive', 'sensitive')",0.17598474,0.35509723,-0.08262551,-0.10461923,-0.332357,-0.241496,0.090861
8,-0.013102222,0.018547982,"('unaffectionate', 'affectionate')",-0.51286745,-0.6003404,0.30726573,0.27144668,-0.0729013,-0.1034486,-0.0305473
9,-0.18824428,-0.07704033,"('unaffectionate', 'caring')",0.16842933,0.16380551,0.4855499,0.49382848,0.155245,0.1935312,0.0382862
10,-1.6707608,-1.659928,"('unsympathetic', 'sympathetic')",0.32016072,0.364016,-0.85381275,-0.9598595,-0.7348042,-0.7519239,-0.0171197
11,-0.9934513,-1.0274264,"('unhelpful', 'helpful')",1.1524652,1.1444236,1.514314,1.5123141,0.557776,0.5431038,-0.0146722
12,-0.5529968,-0.25669244,"('unsupportive', 'supportive')",0.6251701,0.7737192,-1.8745437,-1.7604412,-0.6007901,-0.4144715,0.1863186
13,-1.563112,-1.624356,"('impolite', 'polite')",0.15025161,0.09737834,-0.55655533,-0.6560135,-0.6564719,-0.7276637,-0.0711918
