,huntington_male,huntington_female,tuple,ingalls_male,ingalls_female,inds_male,inds_female,inc_male,inc_female,average_male,average_female,female-male
0,0.13499372,0.104555786,"('unsociable', 'sociable')",-1.4818144,-1.6155825,-0.38964915,-0.48416647,-0.27876177,-0.44211975,-0.5038079,-0.6093282,-0.1055203
1,-0.34345058,-0.3526579,"('unfriendly', 'friendly')",-2.01484,-2.1378522,-1.9725106,-2.0701587,1.2032341,1.0264857,-0.7818917,-0.8835458,-0.1016541
2,0.5178294,0.62502295,"('unlikable', 'likable')",0.37067875,0.46005362,0.31066197,0.40880045,0.13360366,0.23020372,0.3331935,0.4310202,0.0978267
3,0.31559634,0.47909957,"('repellent', 'pleasant')",-1.1987525,-1.2272738,0.20737162,0.18298097,0.08064218,0.1411359,-0.1487856,-0.1060143,0.0427713
4,-1.5435456,-1.5066772,"('disliked', 'liked')",-0.07956696,-0.08356758,-0.8164403,-0.87262017,-5.8848863,-5.8569393,-2.0811098,-2.079951,0.0011588
5,-1.3635155,-1.4304242,"('distant', 'outgoing')",-0.1377222,-0.11626282,-1.6839604,-1.6998317,-0.67420614,-0.6788139,-0.964851,-0.9813331,-0.0164821
6,-1.6328619,-1.6825373,"('distant', 'open')",-0.116231054,-0.08720085,-1.2352183,-1.3068377,0.0028399825,-0.06359476,-0.7453678,-0.7850426,-0.0396748
7,1.9879409,2.0636728,"('insensitive', 'sensitive')",-0.60909307,-0.63220197,-0.14236075,-0.12212091,0.46663982,0.47066262,0.4257817,0.4450032,0.0192215
8,0.011400525,0.009552163,"('unaffectionate', 'affectionate')",-0.56150436,-0.5712668,-2.4515796,-2.4621775,-0.051221102,-0.19149375,-0.7632262,-0.8038465,-0.0406203
9,0.7556295,0.7457675,"('unaffectionate', 'caring')",-0.6907166,-0.7510766,-1.578207,-1.6610543,0.80417883,0.6589437,-0.1772788,-0.2518549,-0.0745761
10,1.2506797,1.3191036,"('unsympathetic', 'sympathetic')",-2.3458157,-2.4419506,-0.49625844,-0.5750914,0.30094907,0.13872467,-0.3226113,-0.3898034,-0.0671921
11,-0.18576169,-0.18161103,"('unhelpful', 'helpful')",-1.0642608,-1.1422107,-0.47085008,-0.53149,1.969147,1.9293888,0.0620686,0.0185192,-0.0435494
12,0.98301977,1.1033388,"('unsupportive', 'supportive')",-0.8313217,-0.8700098,-1.3705351,-1.3618689,-1.8623592,-1.8953048,-0.7702991,-0.7559612,0.0143379
13,0.4037592,0.27814764,"('impolite', 'polite')",-0.9153111,-1.0015439,1.1364083,1.1268715,0.2055486,0.19646916,0.2076013,0.1499861,-0.0576152
14,0.9400934,1.0125871,"('antisocial', 'social')",-0.46183085,-0.4166279,0.98067385,1.0820122,-0.5861538,-0.53151935,0.2181957,0.286613,0.0684173
15,-0.8149504,-0.9194578,"('boring', 'funny')",0.049968902,0.08791855,0.49534944,0.46500164,0.18238197,0.26007476,-0.0218125,-0.0266157,-0.0048032
16,-1.0302582,-0.97336197,"('unpopular', 'popular')",-0.022402288,-0.016626855,-0.5161019,-0.55690336,0.53968257,0.6380069,-0.2572699,-0.2272213,0.0300486
17,0.2486149,0.27869326,"('nasty', 'nice')",-0.038879238,-0.019846302,-0.12818244,-0.09005365,-0.61069673,-0.49071637,-0.1322859,-0.0804808,0.0518051
18,0.3195564,0.32698125,"('disagreeable', 'welcoming')",-0.37387556,-0.32020563,-0.7656815,-0.7490427,-0.64590067,-0.71962965,-0.3664753,-0.3654742,0.0010011
19,-0.4689896,-0.4549543,"('inhospitable', 'hospitable')",-0.6072252,-0.6140456,-1.4461186,-1.4886045,-0.48902696,-0.4611748,-0.7528401,-0.7546948,-0.0018547
20,0.694592,0.78429264,"('rough', 'thoughtful')",-0.6498,-0.5980528,0.4215127,0.40771285,0.9442935,0.8752863,0.3526495,0.3673097,0.0146602
21,0.7076217,0.76945037,"('immoral', 'moral')",-1.7796977,-1.8269597,-0.55158913,-0.5630574,-0.95048445,-0.9516933,-0.6435374,-0.643065,0.0004724
22,-0.10425329,-0.11971233,"('untrustworthy', 'trustworthy')",-0.74885976,-0.7735066,-0.9668663,-0.937515,-1.8797619,-1.8096257,-0.9249353,-0.91009,0.0148453
23,1.3784965,1.4146684,"('insincere', 'sincere')",-1.1430365,-1.2620661,-0.19511415,-0.2518972,5.25701,5.189785,1.3243389,1.2726226,-0.0517163
24,1.0431962,1.026302,"('dishonest', 'honest')",-1.166551,-1.2033155,-0.3321736,-0.36748374,0.7474559,0.6755107,0.0729819,0.0327534,-0.0402285
25,-0.48077703,-0.40038764,"('egoistic', 'altruistic')",0.14984192,0.15448509,-0.24986245,-0.20197296,1.0258218,1.0515547,0.1112561,0.1509198,0.0396637
26,1.06269,1.0354086,"('hardhearted', 'benevolent')",-0.19136086,-0.16148916,0.64391035,0.5878805,1.1011351,0.8959626,0.6540936,0.5894406,-0.064653
27,0.8424108,0.869705,"('hardhearted', 'softhearted')",-1.3999869,-1.3126893,-0.80066925,-0.7237911,1.2284589,1.167969,-0.0324466,0.0002984,0.032745
28,-0.12472902,-0.16822785,"('disloyal', 'loyal')",-1.6760751,-1.825942,-1.2719314,-1.3927085,0.5783621,0.36445427,-0.6235933,-0.7556061,-0.1320128
29,-0.805447,-0.8373692,"('unfair', 'fair')",-0.6585171,-0.7160192,-1.8159232,-1.8367,-0.9159047,-1.0354882,-1.0489479,-1.1063942,-0.0574463
30,0.8610361,0.9165766,"('intolerant', 'tolerant')",-0.49287474,-0.5363476,0.7444679,0.7118687,1.2447984,1.2041712,0.5893569,0.5740672,-0.0152897
31,-1.9548054,-1.9846123,"('evil', 'good')",0.0033523636,0.026430175,-1.6786186,-1.6575475,-1.5810593,-1.6178379,-1.3027828,-1.3083919,-0.0056091
32,0.26396936,0.28439096,"('unkind', 'kind')",-0.8878804,-0.9719163,0.46328992,0.35161367,0.78946054,0.637459,0.1572099,0.0753868,-0.0818231
