,pony_male,pony_female,tuple,average_male,average_female,female-male
0,-0.36614835,-0.4688515,"('unsociable', 'sociable')",-0.3661484,-0.4688515,-0.1027031
1,1.3506224,1.3459187,"('unfriendly', 'friendly')",1.3506224,1.3459187,-0.0047037
2,0.20852858,0.40586457,"('unlikable', 'likable')",0.2085286,0.4058646,0.197336
3,0.74535185,0.8098182,"('repellent', 'pleasant')",0.7453519,0.8098182,0.0644663
4,-7.3643475,-7.3563676,"('disliked', 'liked')",-7.3643475,-7.3563676,0.0079799
5,-0.099409714,0.06867519,"('distant', 'outgoing')",-0.0994097,0.0686752,0.1680849
6,0.26772353,0.40962926,"('distant', 'open')",0.2677235,0.4096293,0.1419058
7,0.3215344,0.37529057,"('insensitive', 'sensitive')",0.3215344,0.3752906,0.0537562
8,1.2060179,1.2011213,"('unaffectionate', 'affectionate')",1.2060179,1.2011213,-0.0048966
9,1.4349047,1.563852,"('unaffectionate', 'caring')",1.4349047,1.563852,0.1289473
10,0.74120003,0.8882109,"('unsympathetic', 'sympathetic')",0.7412,0.8882109,0.1470109
11,1.6665109,1.7442931,"('unhelpful', 'helpful')",1.6665109,1.7442931,0.0777822
12,-1.8204731,-1.8202877,"('unsupportive', 'supportive')",-1.8204731,-1.8202877,0.0001854
13,-0.17019632,-0.11286056,"('impolite', 'polite')",-0.1701963,-0.1128606,0.0573357
14,-0.53022593,-0.69890016,"('antisocial', 'social')",-0.5302259,-0.6989002,-0.1686743
15,0.42561007,0.37850392,"('boring', 'funny')",0.4256101,0.3785039,-0.0471062
16,-0.39942533,-0.326166,"('unpopular', 'popular')",-0.3994253,-0.326166,0.0732593
17,0.050383627,0.0994667,"('nasty', 'nice')",0.0503836,0.0994667,0.0490831
18,-0.62387776,-0.67443484,"('disagreeable', 'welcoming')",-0.6238778,-0.6744348,-0.050557
19,-0.29880437,-0.0976657,"('inhospitable', 'hospitable')",-0.2988044,-0.0976657,0.2011387
20,0.74010015,0.51245296,"('rough', 'thoughtful')",0.7401001,0.512453,-0.2276471
21,-0.56905437,-0.27758342,"('immoral', 'moral')",-0.5690544,-0.2775834,0.291471
22,-0.8601772,-0.8714028,"('untrustworthy', 'trustworthy')",-0.8601772,-0.8714028,-0.0112256
23,6.1329494,6.177429,"('insincere', 'sincere')",6.1329494,6.1774292,0.0444798
24,1.2886865,1.3155913,"('dishonest', 'honest')",1.2886865,1.3155913,0.0269048
25,0.5082885,0.45745626,"('egoistic', 'altruistic')",0.5082885,0.4574563,-0.0508322
26,0.42933193,0.14929841,"('hardhearted', 'benevolent')",0.4293319,0.1492984,-0.2800335
27,1.6171803,1.485774,"('hardhearted', 'softhearted')",1.6171803,1.485774,-0.1314063
28,1.2108203,1.2187585,"('disloyal', 'loyal')",1.2108203,1.2187585,0.0079382
29,-0.43711367,-0.6575049,"('unfair', 'fair')",-0.4371137,-0.6575049,-0.2203912
30,0.44287178,0.55598897,"('intolerant', 'tolerant')",0.4428718,0.555989,0.1131172
31,-0.9665326,-1.0566837,"('evil', 'good')",-0.9665326,-1.0566837,-0.0901511
32,1.0048972,0.9224368,"('unkind', 'kind')",1.0048972,0.9224368,-0.0824604
33,-0.3481385,-0.30976695,"('wrong', 'right')",-0.3481385,-0.3097669,0.0383716
34,4.550542,4.796625,"('mean', 'honorable')",4.5505419,4.7966251,0.2460832
35,-0.6276376,-0.8113895,"('corrupt', 'incorrupt')",-0.6276376,-0.8113895,-0.1837519
36,-0.6446993,-0.68162173,"('hostile', 'amicable')",-0.6446993,-0.6816217,-0.0369224
37,0.9844215,0.98858994,"('fake', 'genuine')",0.9844215,0.9885899,0.0041684
38,-0.22573966,-0.12900513,"('untruthful', 'truthful')",-0.2257397,-0.1290051,0.0967346
39,-0.16010979,-0.16226743,"('exploitative', 'cooperative')",-0.1601098,-0.1622674,-0.0021576
40,-1.7640268,-1.9739302,"('stingy', 'generous')",-1.7640268,-1.9739302,-0.2099034
41,-0.04341868,-0.020955818,"('unforgiving', 'forgiving')",-0.0434187,-0.0209558,0.0224629
42,-2.3318152,-2.3064668,"('unreliable', 'reliable')",-2.3318152,-2.3064668,0.0253484
43,0.73911303,0.82697195,"('irresponsible', 'responsible')",0.739113,0.8269719,0.0878589
44,-1.0081906,-1.1236281,"('prejudiced', 'unprejudiced')",-1.0081906,-1.1236281,-0.1154375
45,-0.06496842,-0.11304805,"('incompetent', 'competent')",-0.0649684,-0.113048,-0.0480796
46,-0.8971817,-0.8403867,"('uncompetitive', 'competitive')",-0.8971817,-0.8403867,0.056795
47,5.006681,5.1890993,"('stupid', 'smart')",5.006681,5.1890993,0.1824183
48,0.30012867,0.29551724,"('unintelligent', 'intelligent')",0.3001287,0.2955172,-0.0046115
49,0.26997873,0.5004526,"('unable', 'able')",0.2699787,0.5004526,0.2304739
50,-0.13153222,-0.105836146,"('clumsy', 'skillful')",-0.1315322,-0.1058361,0.0256961
51,0.028277293,0.10578389,"('uneducated', 'educated')",0.0282773,0.1057839,0.0775066
52,-0.100127645,-0.0975877,"('irrational', 'rational')",-0.1001276,-0.0975877,0.0025399
53,0.18603086,0.18272652,"('uncreative', 'creative')",0.1860309,0.1827265,-0.0033044
54,1.1762193,1.4214453,"('incapable', 'capable')",1.1762193,1.4214453,0.245226
55,0.20410182,0.22973368,"('incompetent', 'clever')",0.2041018,0.2297337,0.0256319
56,0.4250276,0.43864712,"('impractical', 'practical')",0.4250276,0.4386471,0.0136195
57,-2.687433,-2.6637716,"('unimaginative', 'imaginative')",-2.687433,-2.6637716,0.0236614
58,-0.15850192,-0.2336799,"('undiscriminating', 'discriminating')",-0.1585019,-0.2336799,-0.075178
59,0.07325953,0.17065305,"('foolish', 'wise')",0.0732595,0.170653,0.0973935
60,0.15896869,0.27491134,"('inefficient', 'efficient')",0.1589687,0.2749113,0.1159426
