,penn_male,penn_female,tuple,national_male,national_female,gaming_male,gaming_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.6787478,-0.77436554,"('unsociable', 'sociable')",-0.9803378,-1.1262304,1.0354288,0.8963703,-0.14000644,-0.29811847,-0.1909158,-0.325586,-0.1346702
1,-0.17926557,-0.18976627,"('unfriendly', 'friendly')",-1.4372945,-1.5960104,1.0094715,0.84326875,1.3644989,1.1336464,0.1893526,0.0477846,-0.141568
2,0.60010237,0.5600396,"('unlikable', 'likable')",0.1546404,0.13364646,1.0274115,1.0174004,0.5438779,0.5805707,0.581508,0.5729142,-0.0085938
3,0.22486787,0.36796817,"('repellent', 'pleasant')",0.26236722,0.32298788,-0.34317893,-0.2370302,0.3281439,0.43094972,0.11805,0.2212189,0.1031689
4,-0.6485345,-0.50253415,"('disliked', 'liked')",-0.72009295,-0.7880237,-0.66659087,-0.8365594,-6.100841,-6.01347,-2.0340147,-2.0351467,-0.001132
5,-0.26844317,-0.23897369,"('distant', 'outgoing')",-0.6999165,-0.72582996,0.4069494,0.32493085,-0.22924611,-0.24221522,-0.1976641,-0.220522,-0.0228579
6,0.12995902,0.21177796,"('distant', 'open')",-0.51259685,-0.5085817,0.36726162,0.311885,0.33731014,0.3135628,0.0804835,0.082161,0.0016775
7,0.640853,0.64596695,"('insensitive', 'sensitive')",-0.5947678,-0.54101866,-0.0015452001,0.09467229,0.8449877,0.8389003,0.2223819,0.2596302,0.0372483
8,0.49182522,0.5527179,"('unaffectionate', 'affectionate')",-0.8408969,-0.9199428,0.6953568,0.5794096,0.4193819,0.2566476,0.1914167,0.1172081,-0.0742086
9,1.1578971,1.2224374,"('unaffectionate', 'caring')",-0.57746816,-0.6342923,1.1336321,1.0317438,0.9157398,0.79624563,0.6574502,0.6040336,-0.0534166
10,0.23358166,0.25063622,"('unsympathetic', 'sympathetic')",-0.6857389,-0.6547001,-0.8929114,-0.864741,0.06593093,0.024153516,-0.3197844,-0.3111629,0.0086215
