,spruce_male,spruce_female,tuple,average_male,average_female,female-male
0,0.46526715,0.3578139,"('unsociable', 'sociable')",0.4652672,0.3578139,-0.1074533
1,0.8364153,0.81903005,"('unfriendly', 'friendly')",0.8364153,0.81903,-0.0173853
2,-0.16042519,0.00038978457,"('unlikable', 'likable')",-0.1604252,0.0003898,0.160815
3,0.96386236,1.0702311,"('repellent', 'pleasant')",0.9638624,1.0702311,0.1063687
4,-7.106161,-7.3014913,"('disliked', 'liked')",-7.1061611,-7.3014913,-0.1953302
5,-0.8739261,-0.8321754,"('distant', 'outgoing')",-0.8739261,-0.8321754,0.0417507
6,-0.38083518,-0.42306423,"('distant', 'open')",-0.3808352,-0.4230642,-0.042229
7,1.601542,1.6069716,"('insensitive', 'sensitive')",1.601542,1.6069716,0.0054296
8,0.5937004,0.5515861,"('unaffectionate', 'affectionate')",0.5937004,0.5515861,-0.0421143
9,0.97670233,1.0101954,"('unaffectionate', 'caring')",0.9767023,1.0101954,0.0334931
10,1.3389562,1.3947749,"('unsympathetic', 'sympathetic')",1.3389562,1.3947749,0.0558187
11,1.4715555,1.5500158,"('unhelpful', 'helpful')",1.4715555,1.5500158,0.0784603
12,-1.5293436,-1.4955523,"('unsupportive', 'supportive')",-1.5293436,-1.4955523,0.0337913
13,0.18608648,0.2973745,"('impolite', 'polite')",0.1860865,0.2973745,0.111288
14,0.47333062,0.44646588,"('antisocial', 'social')",0.4733306,0.4464659,-0.0268647
15,0.4513898,0.41050586,"('boring', 'funny')",0.4513898,0.4105059,-0.0408839
16,-0.8586883,-0.843525,"('unpopular', 'popular')",-0.8586883,-0.843525,0.0151633
17,0.026607895,0.039795123,"('nasty', 'nice')",0.0266079,0.0397951,0.0131872
18,-0.5131424,-0.41779745,"('disagreeable', 'welcoming')",-0.5131424,-0.4177974,0.095345
19,-1.052887,-0.9437844,"('inhospitable', 'hospitable')",-1.052887,-0.9437844,0.1091026
20,0.75729305,0.6203073,"('rough', 'thoughtful')",0.757293,0.6203073,-0.1369857
21,0.091020435,0.3064266,"('immoral', 'moral')",0.0910204,0.3064266,0.2154062
22,-0.104825296,-0.08483951,"('untrustworthy', 'trustworthy')",-0.1048253,-0.0848395,0.0199858
23,5.925821,6.1395125,"('insincere', 'sincere')",5.9258208,6.1395125,0.2136917
24,1.3612926,1.3441781,"('dishonest', 'honest')",1.3612926,1.3441781,-0.0171145
25,0.8249952,0.8232575,"('egoistic', 'altruistic')",0.8249952,0.8232575,-0.0017377
26,1.1947522,1.0023963,"('hardhearted', 'benevolent')",1.1947522,1.0023963,-0.1923559
27,1.8162011,1.6229165,"('hardhearted', 'softhearted')",1.8162011,1.6229165,-0.1932846
28,1.3466561,1.1476736,"('disloyal', 'loyal')",1.3466561,1.1476736,-0.1989825
29,-0.5112213,-0.6805615,"('unfair', 'fair')",-0.5112213,-0.6805615,-0.1693402
30,0.9857857,1.0956604,"('intolerant', 'tolerant')",0.9857857,1.0956604,0.1098747
31,-1.4603715,-1.5310277,"('evil', 'good')",-1.4603715,-1.5310277,-0.0706562
32,1.2106313,1.1180854,"('unkind', 'kind')",1.2106313,1.1180854,-0.0925459
33,-0.48728812,-0.5138486,"('wrong', 'right')",-0.4872881,-0.5138486,-0.0265605
34,3.8922737,4.1894164,"('mean', 'honorable')",3.8922737,4.1894164,0.2971427
35,-1.0927675,-1.4363872,"('corrupt', 'incorrupt')",-1.0927675,-1.4363872,-0.3436197
36,-1.0539982,-1.1936394,"('hostile', 'amicable')",-1.0539982,-1.1936394,-0.1396412
37,1.0518616,1.0023239,"('fake', 'genuine')",1.0518616,1.0023239,-0.0495377
38,-0.68951005,-0.5711763,"('untruthful', 'truthful')",-0.68951,-0.5711763,0.1183337
39,0.6453266,0.6786946,"('exploitative', 'cooperative')",0.6453266,0.6786946,0.033368
40,-0.70007986,-0.8295533,"('stingy', 'generous')",-0.7000799,-0.8295533,-0.1294734
41,0.6099976,0.48928475,"('unforgiving', 'forgiving')",0.6099976,0.4892848,-0.1207128
42,-1.709779,-1.7117476,"('unreliable', 'reliable')",-1.709779,-1.7117476,-0.0019686
43,1.0549322,1.1847463,"('irresponsible', 'responsible')",1.0549322,1.1847463,0.1298141
44,-0.8976218,-0.92787796,"('prejudiced', 'unprejudiced')",-0.8976218,-0.927878,-0.0302562
45,0.5817604,0.39982665,"('incompetent', 'competent')",0.5817604,0.3998266,-0.1819338
46,-0.28191087,-0.3006258,"('uncompetitive', 'competitive')",-0.2819109,-0.3006258,-0.0187149
47,4.366899,4.5837584,"('stupid', 'smart')",4.366899,4.5837584,0.2168594
48,0.31482747,0.36625987,"('unintelligent', 'intelligent')",0.3148275,0.3662599,0.0514324
49,-0.4315012,-0.28784877,"('unable', 'able')",-0.4315012,-0.2878488,0.1436524
50,-0.5373461,-0.4960212,"('clumsy', 'skillful')",-0.5373461,-0.4960212,0.0413249
51,0.5014798,0.5372622,"('uneducated', 'educated')",0.5014798,0.5372622,0.0357824
52,-0.38930422,-0.53447837,"('irrational', 'rational')",-0.3893042,-0.5344784,-0.1451742
53,-0.1768833,-0.26286453,"('uncreative', 'creative')",-0.1768833,-0.2628645,-0.0859812
54,0.47190952,0.61293674,"('incapable', 'capable')",0.4719095,0.6129367,0.1410272
55,1.0845741,1.1496783,"('incompetent', 'clever')",1.0845741,1.1496783,0.0651042
56,0.4510982,0.47053444,"('impractical', 'practical')",0.4510982,0.4705344,0.0194362
57,-1.4506551,-1.6509384,"('unimaginative', 'imaginative')",-1.4506551,-1.6509384,-0.2002833
58,0.36680079,0.3119669,"('undiscriminating', 'discriminating')",0.3668008,0.3119669,-0.0548339
59,-0.2743427,-0.2123228,"('foolish', 'wise')",-0.2743427,-0.2123228,0.0620199
60,0.45811027,0.70913124,"('inefficient', 'efficient')",0.4581103,0.7091312,0.2510209
61,0.38488215,0.21783257,"('illogical', 'logical')",0.3848822,0.2178326,-0.1670496
62,0.61035657,0.77610326,"('incompetent', 'brilliant')",0.6103566,0.7761033,0.1657467
63,0.12063962,0.23972209,"('unperceptive', 'insightful')",0.1206396,0.2397221,0.1190825
64,-5.805916,-5.67855,"('shy', 'confident')",-5.8059158,-5.6785498,0.127366
65,0.5630894,0.7912893,"('insecure', 'secure')",0.5630894,0.7912893,0.2281999
66,-0.052864686,-0.23883572,"('inactive', 'active')",-0.0528647,-0.2388357,-0.185971
67,-0.66703075,-0.57442105,"('doubtful', 'determined')",-0.6670308,-0.574421,0.0926098
68,-0.8832901,-0.7762615,"('dependent', 'independent')",-0.8832901,-0.7762615,0.1070286
69,-2.0101337,-2.0705383,"('lazy', 'industrious')",-2.0101337,-2.0705383,-0.0604046
70,1.9165711,1.8898278,"('lethargic', 'energetic')",1.9165711,1.8898278,-0.0267433
71,0.1585064,0.17385407,"('diffident', 'self-confident')",0.1585064,0.1738541,0.0153477
72,0.953752,1.1376199,"('unambitious', 'ambitious')",0.953752,1.1376199,0.1838679
73,-2.6911268,-2.6553438,"('helpless', 'self-reliant')",-2.6911268,-2.6553438,0.035783
74,0.47161576,0.32735056,"('undedicated', 'dedicated')",0.4716158,0.3273506,-0.1442652
