,accusation_male,accusation_female,tuple,average_male,average_female,female-male
0,0.36418024,0.29925078,"('unsociable', 'sociable')",0.3641802,0.2992508,-0.0649294
1,0.8948424,0.98862565,"('unfriendly', 'friendly')",0.8948424,0.9886256,0.0937832
2,0.42768952,0.584644,"('unlikable', 'likable')",0.4276895,0.584644,0.1569545
3,1.0659572,1.1571821,"('repellent', 'pleasant')",1.0659572,1.1571821,0.0912249
4,-7.495775,-7.412526,"('disliked', 'liked')",-7.4957752,-7.4125261,0.0832491
5,-0.56217545,-0.36983928,"('distant', 'outgoing')",-0.5621755,-0.3698393,0.1923362
6,-0.15830348,-0.027412891,"('distant', 'open')",-0.1583035,-0.0274129,0.1308906
7,1.6895746,1.6450971,"('insensitive', 'sensitive')",1.6895746,1.6450971,-0.0444775
8,0.93570507,0.83611614,"('unaffectionate', 'affectionate')",0.9357051,0.8361161,-0.099589
9,1.226981,1.2143321,"('unaffectionate', 'caring')",1.226981,1.2143321,-0.0126489
10,1.9719753,1.7497206,"('unsympathetic', 'sympathetic')",1.9719753,1.7497206,-0.2222547
11,1.9566761,1.894255,"('unhelpful', 'helpful')",1.9566761,1.894255,-0.0624211
12,-1.148479,-1.1296195,"('unsupportive', 'supportive')",-1.148479,-1.1296195,0.0188595
13,0.35355547,0.3311371,"('impolite', 'polite')",0.3535555,0.3311371,-0.0224184
14,0.48137107,0.43570304,"('antisocial', 'social')",0.4813711,0.435703,-0.0456681
15,0.2393072,0.27005395,"('boring', 'funny')",0.2393072,0.270054,0.0307468
16,-0.779221,-0.5749837,"('unpopular', 'popular')",-0.779221,-0.5749837,0.2042373
17,-0.22011998,-0.27415162,"('nasty', 'nice')",-0.22012,-0.2741516,-0.0540316
18,-0.4320444,-0.29032356,"('disagreeable', 'welcoming')",-0.4320444,-0.2903236,0.1417208
19,-0.64700204,-0.5920083,"('inhospitable', 'hospitable')",-0.647002,-0.5920083,0.0549937
20,0.8629923,0.7277479,"('rough', 'thoughtful')",0.8629923,0.7277479,-0.1352444
21,0.39101562,0.46680063,"('immoral', 'moral')",0.3910156,0.4668006,0.075785
22,0.3522738,0.32954848,"('untrustworthy', 'trustworthy')",0.3522738,0.3295485,-0.0227253
23,6.6177654,6.680796,"('insincere', 'sincere')",6.6177654,6.6807961,0.0630307
24,2.156,2.1713328,"('dishonest', 'honest')",2.1559999,2.1713328,0.0153329
25,0.03073997,0.055635028,"('egoistic', 'altruistic')",0.03074,0.055635,0.024895
26,0.21972004,0.077618636,"('hardhearted', 'benevolent')",0.21972,0.0776186,-0.1421014
27,1.7102013,1.4877832,"('hardhearted', 'softhearted')",1.7102013,1.4877832,-0.2224181
28,1.0416015,0.9443637,"('disloyal', 'loyal')",1.0416015,0.9443637,-0.0972378
29,-0.38325208,-0.51496387,"('unfair', 'fair')",-0.3832521,-0.5149639,-0.1317118
30,1.3183278,1.2209883,"('intolerant', 'tolerant')",1.3183278,1.2209883,-0.0973395
31,-1.3352417,-1.2221909,"('evil', 'good')",-1.3352417,-1.2221909,0.1130508
32,1.4153717,1.2901744,"('unkind', 'kind')",1.4153717,1.2901744,-0.1251973
33,-0.92204434,-0.7761981,"('wrong', 'right')",-0.9220443,-0.7761981,0.1458462
34,4.457584,4.696398,"('mean', 'honorable')",4.4575839,4.6963978,0.2388139
35,-1.3098,-1.3865358,"('corrupt', 'incorrupt')",-1.3098,-1.3865358,-0.0767358
36,-1.138159,-1.1905268,"('hostile', 'amicable')",-1.138159,-1.1905268,-0.0523678
37,0.89574516,0.8169435,"('fake', 'genuine')",0.8957452,0.8169435,-0.0788017
38,-0.2612295,-0.23248723,"('untruthful', 'truthful')",-0.2612295,-0.2324872,0.0287423
39,0.09900712,0.10196147,"('exploitative', 'cooperative')",0.0990071,0.1019615,0.0029544
40,-0.8037093,-0.8708908,"('stingy', 'generous')",-0.8037093,-0.8708908,-0.0671815
41,0.1789579,-0.0035783183,"('unforgiving', 'forgiving')",0.1789579,-0.0035783,-0.1825362
42,-1.5460799,-1.666197,"('unreliable', 'reliable')",-1.5460799,-1.6661969,-0.120117
43,1.7356046,1.6780791,"('irresponsible', 'responsible')",1.7356046,1.6780791,-0.0575255
44,-1.3374884,-1.4493499,"('prejudiced', 'unprejudiced')",-1.3374884,-1.4493499,-0.1118615
45,0.95333123,0.82540995,"('incompetent', 'competent')",0.9533312,0.8254099,-0.1279213
46,-0.0077361465,-0.07530454,"('uncompetitive', 'competitive')",-0.0077361,-0.0753045,-0.0675684
47,5.817739,5.9796653,"('stupid', 'smart')",5.817739,5.9796653,0.1619263
48,0.9916677,0.934215,"('unintelligent', 'intelligent')",0.9916677,0.934215,-0.0574527
49,-0.20340976,-0.0005410984,"('unable', 'able')",-0.2034098,-0.0005411,0.2028687
50,-0.17100435,-0.1801433,"('clumsy', 'skillful')",-0.1710044,-0.1801433,-0.0091389
51,0.77597547,0.7670444,"('uneducated', 'educated')",0.7759755,0.7670444,-0.0089311
52,-0.7905178,-0.75656754,"('irrational', 'rational')",-0.7905178,-0.7565675,0.0339503
53,0.36471003,0.39586622,"('uncreative', 'creative')",0.36471,0.3958662,0.0311562
54,1.0801547,1.2482911,"('incapable', 'capable')",1.0801547,1.2482911,0.1681364
55,1.468646,1.4317386,"('incompetent', 'clever')",1.468646,1.4317386,-0.0369074
56,0.8650001,0.87749255,"('impractical', 'practical')",0.8650001,0.8774925,0.0124924
57,-2.1014047,-2.216149,"('unimaginative', 'imaginative')",-2.1014047,-2.2161491,-0.1147444
58,0.25222898,0.14737877,"('undiscriminating', 'discriminating')",0.252229,0.1473788,-0.1048502
59,-0.30541265,-0.16742235,"('foolish', 'wise')",-0.3054127,-0.1674224,0.1379903
60,1.0202593,1.0888233,"('inefficient', 'efficient')",1.0202593,1.0888233,0.068564
61,0.7622126,0.6076088,"('illogical', 'logical')",0.7622126,0.6076088,-0.1546038
62,1.689646,1.7630482,"('incompetent', 'brilliant')",1.689646,1.7630482,0.0734022
63,1.0401018,1.1317188,"('unperceptive', 'insightful')",1.0401018,1.1317188,0.091617
64,-5.587839,-5.5203934,"('shy', 'confident')",-5.5878391,-5.5203934,0.0674457
65,1.5322506,1.4098517,"('insecure', 'secure')",1.5322506,1.4098517,-0.1223989
66,-0.076341294,-0.09699795,"('inactive', 'active')",-0.0763413,-0.0969979,-0.0206566
67,-0.74492973,-0.6247148,"('doubtful', 'determined')",-0.7449297,-0.6247148,0.1202149
68,-0.36128098,-0.24224332,"('dependent', 'independent')",-0.361281,-0.2422433,0.1190377
69,-2.1610298,-2.0095603,"('lazy', 'industrious')",-2.1610298,-2.0095603,0.1514695
70,2.1176257,2.040323,"('lethargic', 'energetic')",2.1176257,2.040323,-0.0773027
71,0.3001401,0.52327806,"('diffident', 'self-confident')",0.3001401,0.5232781,0.223138
72,1.2071003,1.2755189,"('unambitious', 'ambitious')",1.2071003,1.2755189,0.0684186
73,-3.1229858,-3.0528471,"('helpless', 'self-reliant')",-3.1229858,-3.0528471,0.0701387
74,0.33387977,0.24519922,"('undedicated', 'dedicated')",0.3338798,0.2451992,-0.0886806
75,-0.95359856,-0.8412642,"('meek', 'impulsive')",-0.9535986,-0.8412642,0.1123344
76,1.3640014,1.2403005,"('anxious', 'daring')",1.3640014,1.2403005,-0.1237009
77,-1.0081011,-0.91595167,"('unmotivated', 'motivated')",-1.0081011,-0.9159517,0.0921494
78,-0.34129038,-0.34949276,"('nonresilient', 'resilient')",-0.3412904,-0.3494928,-0.0082024
79,-0.22780797,-0.25997788,"('wavering', 'unwavering')",-0.227808,-0.2599779,-0.0321699
80,0.19668497,0.056519307,"('dominated', 'dominating')",0.196685,0.0565193,-0.1401657
81,0.67391706,0.6387,"('submissive', 'aggressive')",0.6739171,0.6387,-0.0352171
82,6.5112424,6.737553,"('poor', 'rich')",6.5112424,6.7375531,0.2263107
83,-0.4169311,-0.38641346,"('powerless', 'powerful')",-0.4169311,-0.3864135,0.0305176
84,-0.007082097,0.009262115,"('inferior', 'superior')",-0.0070821,0.0092621,0.0163442
85,-1.837464,-1.7365714,"('insignificant', 'prestigious')",-1.837464,-1.7365714,0.1008926
86,0.7840514,0.75556594,"('uninfluential', 'influential')",0.7840514,0.7555659,-0.0284855
87,0.032018147,0.22856866,"('unsuccessful', 'successful')",0.0320181,0.2285687,0.1965506
88,0.017034547,0.11828734,"('low', 'eminent')",0.0170345,0.1182873,0.1012528
