,ansys_male,ansys_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.2296596,-1.4127948,"('unsociable', 'sociable')",-0.62415814,-0.86188716,-0.9269089,-1.137341,-0.2104321
1,-1.1980921,-1.3748215,"('unfriendly', 'friendly')",1.7700735,1.6396123,0.2859907,0.1323954,-0.1535953
2,0.32246333,0.26464683,"('unlikable', 'likable')",0.55374503,0.543622,0.4381042,0.4041344,-0.0339698
3,-0.5065111,-0.35613692,"('repellent', 'pleasant')",0.22864011,0.24403173,-0.1389355,-0.0560526,0.0828829
4,-0.38259265,-0.38612717,"('disliked', 'liked')",-6.094754,-6.1306973,-3.2386734,-3.2584121,-0.0197387
5,-0.4435397,-0.51013917,"('distant', 'outgoing')",-0.07559235,-0.0065300995,-0.259566,-0.2583346,0.0012314
6,-0.5537327,-0.62007046,"('distant', 'open')",0.3875726,0.42714942,-0.0830801,-0.0964605,-0.0133804
7,-1.0285182,-0.9636655,"('insensitive', 'sensitive')",0.33983064,0.37822866,-0.3443438,-0.2927184,0.0516254
8,-1.0048225,-1.0495033,"('unaffectionate', 'affectionate')",0.92492163,0.8389113,-0.0399504,-0.105296,-0.0653456
9,-1.4671878,-1.491951,"('unaffectionate', 'caring')",1.0440005,1.1008247,-0.2115936,-0.1955631,0.0160305
10,-2.1505828,-2.1204395,"('unsympathetic', 'sympathetic')",-0.7073978,-0.72490346,-1.4289904,-1.4226716,0.0063188
11,-0.33715847,-0.36127067,"('unhelpful', 'helpful')",1.6424444,1.7394929,0.652643,0.6891111,0.0364681
12,-1.1521794,-1.01858,"('unsupportive', 'supportive')",-2.0337546,-1.9415932,-1.592967,-1.4800866,0.1128804
13,-0.750084,-0.8399197,"('impolite', 'polite')",-0.61372995,-0.6011275,-0.6819069,-0.7205236,-0.0386167
14,-0.08965028,-0.09720315,"('antisocial', 'social')",-0.63534915,-0.841642,-0.3624997,-0.4694226,-0.1069229
15,0.5531867,0.3444368,"('boring', 'funny')",0.5491281,0.45596886,0.5511574,0.4002028,-0.1509546
16,-0.39531234,-0.36839217,"('unpopular', 'popular')",0.79903156,0.7951579,0.2018596,0.2133829,0.0115233
17,-0.06269047,-0.043196287,"('nasty', 'nice')",-0.28535634,-0.22289878,-0.1740234,-0.1330475,0.0409759
18,-0.5597277,-0.52363694,"('disagreeable', 'welcoming')",-0.27768323,-0.33456096,-0.4187055,-0.429099,-0.0103935
19,-1.1092144,-1.0827161,"('inhospitable', 'hospitable')",0.0062352214,0.13692471,-0.5514896,-0.4728957,0.0785939
20,0.18743394,0.14653984,"('rough', 'thoughtful')",1.0967623,1.0107248,0.6420981,0.5786323,-0.0634658
21,-0.2361829,-0.33205554,"('immoral', 'moral')",-0.55141276,-0.51577467,-0.3937978,-0.4239151,-0.0301173
22,-0.5858954,-0.61325175,"('untrustworthy', 'trustworthy')",-1.145968,-1.264154,-0.8659317,-0.9387028,-0.0727711
23,-1.0591048,-1.0603083,"('insincere', 'sincere')",5.719428,5.72895,2.3301616,2.3343208,0.0041592
24,-0.8634858,-0.88155204,"('dishonest', 'honest')",0.895224,0.82377714,0.0158691,-0.0288875,-0.0447566
25,-0.3882607,-0.4387153,"('egoistic', 'altruistic')",1.3649138,1.2459297,0.4883265,0.4036072,-0.0847193
26,0.4441188,0.11821169,"('hardhearted', 'benevolent')",1.587631,1.304108,1.0158749,0.7111598,-0.3047151
27,-0.04767566,0.07573886,"('hardhearted', 'softhearted')",1.5274866,1.4484841,0.7399055,0.7621115,0.022206
28,-0.9797332,-1.0472872,"('disloyal', 'loyal')",1.1125013,1.0291705,0.066384,-0.0090584,-0.0754424
29,-0.81517,-0.884524,"('unfair', 'fair')",-0.47412884,-0.7067668,-0.6446494,-0.7956454,-0.150996
30,0.36815467,0.3336354,"('intolerant', 'tolerant')",1.1786629,1.1555592,0.7734088,0.7445973,-0.0288115
31,-0.4701756,-0.5015052,"('evil', 'good')",-0.80657697,-0.8932135,-0.6383763,-0.6973593,-0.058983
32,-0.6402025,-0.7254258,"('unkind', 'kind')",0.88353837,0.6312676,0.1216679,-0.0470791,-0.168747
33,0.114691265,0.042340323,"('wrong', 'right')",-0.5953203,-0.64421487,-0.2403145,-0.3009373,-0.0606228
34,0.08543973,0.18555404,"('mean', 'honorable')",6.363728,6.6071277,3.2245839,3.3963408,0.1717569
35,0.5328081,0.43090075,"('corrupt', 'incorrupt')",-0.055443928,-0.21366557,0.2386821,0.1086176,-0.1300645
36,-0.72755134,-0.7634227,"('hostile', 'amicable')",0.33661288,0.1585989,-0.1954692,-0.3024119,-0.1069427
37,0.27941257,0.30035582,"('fake', 'genuine')",0.3336921,0.32521203,0.3065524,0.3127839,0.0062315
38,-1.2215377,-1.1400594,"('untruthful', 'truthful')",0.034419972,0.25172406,-0.5935588,-0.4441676,0.1493912
39,0.9463727,0.85495186,"('exploitative', 'cooperative')",0.23906937,0.18321773,0.592721,0.5190848,-0.0736362
40,-0.30147466,-0.29832742,"('stingy', 'generous')",-1.3706263,-1.5531081,-0.8360505,-0.9257178,-0.0896673
41,-0.6210554,-0.600048,"('unforgiving', 'forgiving')",0.12606968,-0.03506062,-0.2474929,-0.3175543,-0.0700614
42,-0.48620257,-0.30842572,"('unreliable', 'reliable')",-3.392732,-3.3122287,-1.9394672,-1.8103272,0.12914
43,-1.3183981,-1.3031955,"('irresponsible', 'responsible')",0.39383584,0.3092012,-0.4622811,-0.4969971,-0.034716
44,0.65262914,0.58113056,"('prejudiced', 'unprejudiced')",-1.4152727,-1.4643939,-0.3813218,-0.4416316,-0.0603098
45,-0.88492006,-0.8377936,"('incompetent', 'competent')",-0.15472001,-0.239659,-0.51982,-0.5387263,-0.0189063
46,-0.7829464,-0.72665733,"('uncompetitive', 'competitive')",-0.614294,-0.6598465,-0.6986202,-0.6932519,0.0053683
47,0.16231863,0.19787814,"('stupid', 'smart')",5.841593,5.942507,3.0019557,3.0701926,0.0682369
48,0.01278195,-0.02208524,"('unintelligent', 'intelligent')",0.89966196,0.9182097,0.456222,0.4480622,-0.0081598
49,0.31938505,0.5056892,"('unable', 'able')",0.25655904,0.44680995,0.287972,0.4762496,0.1882776
50,0.21192066,0.31384146,"('clumsy', 'skillful')",0.11453305,0.14830525,0.1632269,0.2310733,0.0678464
51,-1.1171385,-1.1669352,"('uneducated', 'educated')",0.6636549,0.59238374,-0.2267418,-0.2872757,-0.0605339
52,0.21075207,-0.14001922,"('irrational', 'rational')",0.31765282,0.07802319,0.2642024,-0.030998,-0.2952004
53,-1.2367468,-1.3399913,"('uncreative', 'creative')",0.81148994,0.7252856,-0.2126284,-0.3073529,-0.0947245
54,-0.25470525,-0.29952118,"('incapable', 'capable')",1.2699013,1.4151982,0.507598,0.5578385,0.0502405
55,-0.4178944,-0.3580968,"('incompetent', 'clever')",0.046619628,0.016458854,-0.1856374,-0.170819,0.0148184
56,-0.13087824,-0.15571061,"('impractical', 'practical')",-0.0006019026,0.030994762,-0.0657401,-0.0623579,0.0033822
57,-1.2765685,-1.3730032,"('unimaginative', 'imaginative')",-2.6283774,-2.8055296,-1.9524729,-2.0892663,-0.1367934
58,-0.8587627,-0.9583009,"('undiscriminating', 'discriminating')",-0.024296334,-0.09867716,-0.4415295,-0.528489,-0.0869595
59,-0.040568914,-0.09975149,"('foolish', 'wise')",0.47252938,0.49057025,0.2159802,0.1954094,-0.0205708
60,0.10740141,0.23850375,"('inefficient', 'efficient')",-0.101645485,0.08293666,0.002878,0.1607202,0.1578422
61,0.024720576,-0.24230956,"('illogical', 'logical')",0.24498874,-0.029317487,0.1348547,-0.1358135,-0.2706682
62,-0.29787993,-0.15704988,"('incompetent', 'brilliant')",0.32218346,0.63329643,0.0121518,0.2381233,0.2259715
63,-0.9093758,-0.85226274,"('unperceptive', 'insightful')",0.7828365,0.9129951,-0.0632696,0.0303662,0.0936358
64,-0.20163721,-0.2662971,"('shy', 'confident')",-6.9183645,-6.9489193,-3.5600009,-3.6076083,-0.0476074
65,-0.038866796,-0.23322216,"('insecure', 'secure')",-0.6746406,-0.71498865,-0.3567537,-0.4741054,-0.1173517
66,-1.1029682,-1.1187073,"('inactive', 'active')",0.6406862,0.5614427,-0.231141,-0.2786323,-0.0474913
67,0.37102595,0.3099768,"('doubtful', 'determined')",-0.40316236,-0.43428186,-0.0160682,-0.0621525,-0.0460843
68,-0.016535453,-0.050105385,"('dependent', 'independent')",-0.14917415,-0.063235156,-0.0828548,-0.0566703,0.0261845
69,0.9876826,0.9789796,"('lazy', 'industrious')",-0.6284651,-0.5930825,0.1796087,0.1929485,0.0133398
70,-0.847412,-0.72297835,"('lethargic', 'energetic')",0.32496098,0.38711798,-0.2612255,-0.1679302,0.0932953
71,-0.5662785,-0.6257734,"('diffident', 'self-confident')",0.6152212,0.5929869,0.0244713,-0.0163932,-0.0408645
72,-1.0228499,-0.9244739,"('unambitious', 'ambitious')",-0.6856539,-0.6123951,-0.8542519,-0.7684345,0.0858174
73,0.8129759,0.7838903,"('helpless', 'self-reliant')",-3.0726476,-3.0371401,-1.1298358,-1.1266249,0.0032109
74,-0.4329465,-0.42932603,"('undedicated', 'dedicated')",-0.00059136935,-0.23241146,-0.2167689,-0.3308688,-0.1140999
75,0.03024191,0.08179107,"('meek', 'impulsive')",-0.23643397,-0.10259319,-0.103096,-0.0104011,0.0926949
76,-0.10059788,0.015490829,"('anxious', 'daring')",0.040820155,0.07891246,-0.0298889,0.0472016,0.0770905
77,-0.776614,-0.6993402,"('unmotivated', 'motivated')",-1.005453,-0.7915799,-0.8910335,-0.74546,0.1455735
78,-0.7557679,-0.63077164,"('nonresilient', 'resilient')",0.14561003,0.27409086,-0.3050789,-0.1783404,0.1267385
79,-1.0488783,-1.1312169,"('wavering', 'unwavering')",0.08385012,0.19005533,-0.4825141,-0.4705808,0.0119333
80,0.03927038,-0.06621156,"('dominated', 'dominating')",-1.4165866,-1.4738051,-0.6886581,-0.7700083,-0.0813502
81,0.030534016,-0.037929654,"('submissive', 'aggressive')",-0.8007761,-0.64697725,-0.385121,-0.3424534,0.0426676
82,-0.10643973,-0.12441346,"('poor', 'rich')",6.5609655,6.6742005,3.227263,3.2748935,0.0476305
83,-0.1947821,-0.27540287,"('powerless', 'powerful')",-0.5850163,-0.64986384,-0.3898992,-0.4626334,-0.0727342
84,0.18518393,0.10754335,"('inferior', 'superior')",1.1040461,1.142444,0.644615,0.6249937,-0.0196213
85,0.052501276,-0.07239074,"('insignificant', 'prestigious')",0.9361887,0.8545907,0.494345,0.3911,-0.103245
86,-1.2248855,-1.4031901,"('uninfluential', 'influential')",0.097738534,-0.10676235,-0.5635735,-0.7549763,-0.1914028
87,-0.04136377,-0.27566057,"('unsuccessful', 'successful')",0.5806795,0.5293255,0.2696579,0.1268325,-0.1428254
88,-0.17096944,-0.31292576,"('low', 'eminent')",0.23196691,0.22030303,0.0304987,-0.0463114,-0.0768101
