,carnival_male,carnival_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,1.240417,1.1711642,"('unsociable', 'sociable')",-0.05652433,-0.11277646,0.5919464,0.5291939,-0.0627525
1,-0.3643158,-0.50467265,"('unfriendly', 'friendly')",1.4792726,1.3703113,0.5574784,0.4328193,-0.1246591
2,0.11303045,0.12543857,"('unlikable', 'likable')",0.47030708,0.41421393,0.2916688,0.2698262,-0.0218426
3,0.20477019,0.4728745,"('repellent', 'pleasant')",0.9742616,1.0409691,0.5895159,0.7569218,0.1674059
4,-1.3187156,-1.3998893,"('disliked', 'liked')",-7.9648237,-8.036217,-4.6417694,-4.7180529,-0.0762835
5,-0.8991321,-1.0736338,"('distant', 'outgoing')",-0.33409518,-0.32039547,-0.6166136,-0.6970146,-0.080401
6,-1.5402219,-1.6872398,"('distant', 'open')",-0.1412549,-0.13988365,-0.8407384,-0.9135617,-0.0728233
7,0.78941494,0.9894865,"('insensitive', 'sensitive')",0.6884745,0.775785,0.7389447,0.8826358,0.1436911
8,0.20418483,0.10622896,"('unaffectionate', 'affectionate')",1.0991967,1.0081551,0.6516907,0.557192,-0.0944987
9,0.7527122,0.7621226,"('unaffectionate', 'caring')",1.4994396,1.5616579,1.1260759,1.1618903,0.0358144
10,0.55046535,0.6578265,"('unsympathetic', 'sympathetic')",-0.17917459,-0.11521508,0.1856454,0.2713057,0.0856603
11,0.37653434,0.5100454,"('unhelpful', 'helpful')",1.6879866,1.8770204,1.0322604,1.1935329,0.1612725
12,0.9617649,0.9886674,"('unsupportive', 'supportive')",-1.9269698,-1.8855236,-0.4826024,-0.4484281,0.0341743
13,1.1951735,1.0380471,"('impolite', 'polite')",-0.5157541,-0.4319498,0.3397097,0.3030486,-0.0366611
14,1.9855722,1.990284,"('antisocial', 'social')",0.10892442,0.04161113,1.0472484,1.0159476,-0.0313008
15,0.612112,0.40189382,"('boring', 'funny')",0.058831334,0.013993358,0.3354717,0.2079436,-0.1275281
16,-1.1464629,-1.1390342,"('unpopular', 'popular')",-0.134011,-0.08239619,-0.640237,-0.6107152,0.0295218
17,-0.99345434,-0.8669931,"('nasty', 'nice')",-0.27998468,-0.24491991,-0.6367195,-0.5559565,0.080763
18,0.3493882,0.14419514,"('disagreeable', 'welcoming')",-0.4091117,-0.43032506,-0.0298617,-0.143065,-0.1132033
19,-1.227232,-1.2841116,"('inhospitable', 'hospitable')",-0.48370814,-0.49449685,-0.8554701,-0.8893042,-0.0338341
20,-0.4332948,-0.23393165,"('rough', 'thoughtful')",0.5600976,0.5346205,0.0634014,0.1503444,0.086943
21,1.062991,1.1486089,"('immoral', 'moral')",-0.39459488,-0.27030885,0.3341981,0.43915,0.1049519
22,-0.13067318,-0.106632516,"('untrustworthy', 'trustworthy')",-0.7482075,-0.7306359,-0.4394403,-0.4186342,0.0208061
23,0.99819624,1.2073023,"('insincere', 'sincere')",6.554155,6.7168255,3.7761755,3.9620638,0.1858883
24,0.5881109,0.639164,"('dishonest', 'honest')",0.8835046,0.9297155,0.7358078,0.7844397,0.0486319
25,-0.56995595,-0.6164908,"('egoistic', 'altruistic')",1.4872955,1.3211837,0.4586698,0.3523465,-0.1063233
26,1.877627,1.5838411,"('hardhearted', 'benevolent')",1.5854183,1.3451179,1.7315227,1.4644794,-0.2670433
27,0.6564552,0.6904254,"('hardhearted', 'softhearted')",1.597468,1.5195806,1.1269616,1.105003,-0.0219586
28,-0.05886685,-0.05058685,"('disloyal', 'loyal')",1.24873,1.2427379,0.5949315,0.5960755,0.001144
29,-0.4702175,-0.5404772,"('unfair', 'fair')",-0.1452269,-0.33671495,-0.3077222,-0.4385961,-0.1308739
30,2.2037609,2.2576458,"('intolerant', 'tolerant')",0.8888059,0.95796275,1.5462834,1.6078043,0.0615209
31,-2.3631704,-2.4533608,"('evil', 'good')",-0.9088786,-1.0128833,-1.6360245,-1.7331221,-0.0970976
32,0.95971704,0.9027551,"('unkind', 'kind')",1.0517975,0.89829636,1.0057573,0.9005257,-0.1052316
33,-0.39301217,-0.47266164,"('wrong', 'right')",-0.24789236,-0.30195394,-0.3204523,-0.3873078,-0.0668555
34,0.28221756,0.45360148,"('mean', 'honorable')",5.425891,5.7368,2.8540542,3.0952008,0.2411466
35,-2.5279887,-2.7468648,"('corrupt', 'incorrupt')",-0.42596576,-0.55560344,-1.4769772,-1.6512341,-0.1742569
36,-2.258275,-2.386812,"('hostile', 'amicable')",-0.3849378,-0.49184033,-1.3216064,-1.4393262,-0.1177198
37,-0.10373267,-0.044888016,"('fake', 'genuine')",0.5085465,0.5369885,0.2024069,0.2460502,0.0436433
38,-0.5243457,-0.5271939,"('untruthful', 'truthful')",-0.27197456,-0.101901025,-0.3981601,-0.3145475,0.0836126
39,1.4759192,1.5556302,"('exploitative', 'cooperative')",0.2771843,0.29556283,0.8765517,0.9255965,0.0490448
40,0.25492337,0.27634174,"('stingy', 'generous')",-2.066266,-2.1199856,-0.9056714,-0.921822,-0.0161506
41,0.5678278,0.5587066,"('unforgiving', 'forgiving')",0.032792244,-0.0444576,0.30031,0.2571245,-0.0431855
42,0.06335015,0.13800539,"('unreliable', 'reliable')",-3.3577,-3.3661664,-1.647175,-1.6140804,0.0330946
43,1.4335254,1.5374774,"('irresponsible', 'responsible')",0.59798896,0.6325443,1.0157572,1.0850108,0.0692536
44,-1.5509363,-1.5820258,"('prejudiced', 'unprejudiced')",-1.4307603,-1.5475727,-1.4908483,-1.5647993,-0.073951
45,0.010649435,0.21095996,"('incompetent', 'competent')",-0.15922639,-0.12902223,-0.0742885,0.0409689,0.1152574
46,1.4512389,1.6261065,"('uncompetitive', 'competitive')",-1.3427731,-1.2612789,0.0542329,0.1824138,0.1281809
47,-0.15953511,-0.12830903,"('stupid', 'smart')",5.6185045,5.795701,2.7294848,2.8336959,0.1042111
48,1.133861,1.1866547,"('unintelligent', 'intelligent')",0.5437854,0.6219107,0.8388232,0.9042827,0.0654595
49,-0.27276823,-0.19296044,"('unable', 'able')",-0.4489593,-0.2540883,-0.3608637,-0.2235244,0.1373393
50,-1.3318312,-1.3453954,"('clumsy', 'skillful')",-0.18774264,-0.1736459,-0.7597869,-0.7595206,0.0002663
51,0.29341483,0.21614648,"('uneducated', 'educated')",0.45086095,0.42717874,0.3721379,0.3216626,-0.0504753
