,marshall_male,marshall_female,tuple,&_male,&_female,ilsley_male,ilsley_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.11733061,-0.28468034,"('unsociable', 'sociable')",0.4904626,0.51570123,-0.45165026,-0.57232016,0.016224753,-0.16807404,-0.0155734,-0.1273433,-0.1117699
1,-1.0002319,-1.0676799,"('unfriendly', 'friendly')",-1.2622657,-1.357133,-1.988055,-2.0957365,1.1576309,1.0224787,-0.7732303,-0.8745177,-0.1012874
2,0.2511556,0.36970225,"('unlikable', 'likable')",0.7467443,0.8516249,-0.23935276,-0.11436592,0.6177679,0.70578146,0.3440787,0.4531857,0.109107
3,0.30310833,0.4672326,"('repellent', 'pleasant')",-0.10684581,0.03280458,-0.45314074,-0.34871554,0.5539735,0.6322013,0.0742738,0.1958807,0.1216069
4,-1.2092555,-1.3055246,"('disliked', 'liked')",0.030168764,-0.07215282,0.7282332,0.620278,-5.9075375,-5.859179,-1.5895977,-1.6541446,-0.0645469
5,-1.0399249,-0.92461115,"('distant', 'outgoing')",-0.7500844,-0.8054272,0.4022561,0.4154946,-0.3921935,-0.35278472,-0.4449866,-0.4168321,0.0281545
6,-0.38138995,-0.25751036,"('distant', 'open')",-0.8375827,-0.7919298,-0.07376191,-0.014111189,-0.37544551,-0.3553057,-0.417045,-0.3547142,0.0623308
7,0.45265856,0.42619997,"('insensitive', 'sensitive')",0.0024311375,0.16813894,0.023481414,0.0050146393,0.6294301,0.58445716,0.2770003,0.2959527,0.0189524
8,-0.02752218,-0.051272742,"('unaffectionate', 'affectionate')",-0.26365384,-0.26759526,-0.9401728,-0.96134454,0.99520457,0.9371585,-0.059036,-0.0857635,-0.0267275
9,0.4443001,0.40111992,"('unaffectionate', 'caring')",-0.49812615,-0.5134404,-0.9467388,-1.0006098,1.3865154,1.3337679,0.0964876,0.0552094,-0.0412782
10,0.6129578,0.44111437,"('unsympathetic', 'sympathetic')",0.36055085,0.46762377,-0.30624825,-0.36632824,0.014305912,-0.12444545,0.1703916,0.1044911,-0.0659005
11,-0.44474387,-0.50397414,"('unhelpful', 'helpful')",-0.6192283,-0.53482246,-0.87484956,-0.89194673,1.5796164,1.5704087,-0.0898013,-0.0900837,-0.0002824
12,0.5685336,0.5650131,"('unsupportive', 'supportive')",0.5033666,0.6891157,0.14346628,0.14710939,-1.3137817,-1.2586268,-0.0246038,0.0356528,0.0602566
13,0.08930306,0.01907685,"('impolite', 'polite')",0.13070092,0.23801224,-0.2607762,-0.29382014,-0.99661845,-1.0681026,-0.2593477,-0.2762084,-0.0168607
14,0.054229908,-0.05035861,"('antisocial', 'social')",1.3268576,1.3443755,-0.047267403,-0.06735568,-0.00594878,-0.1660529,0.3319678,0.2651521,-0.0668157
15,-0.6150265,-0.7727186,"('boring', 'funny')",0.5376562,0.43970972,-0.30937758,-0.33251747,-0.13484485,-0.14969434,-0.1303982,-0.2038052,-0.073407
16,-1.0668033,-1.0648546,"('unpopular', 'popular')",-0.08995493,0.010429278,-0.68438053,-0.6665021,0.06590167,0.0070342794,-0.4438093,-0.4284733,0.015336
17,0.096715435,0.11273048,"('nasty', 'nice')",0.26871473,0.40369105,-0.116091624,-0.0653113,-0.56583256,-0.5159007,-0.0791235,-0.0161976,0.0629259
18,-0.7030373,-0.5734366,"('disagreeable', 'welcoming')",0.044129744,0.38525298,-0.33178538,-0.20658582,-0.86181116,-0.865076,-0.463126,-0.3149614,0.1481646
19,0.5257109,0.62358755,"('inhospitable', 'hospitable')",-1.2190613,-1.0396601,0.7917215,0.8293353,-0.5835539,-0.45899433,-0.1212957,-0.0114329,0.1098628
20,-0.02526436,0.029942503,"('rough', 'thoughtful')",0.5731389,0.6930686,-0.30478767,-0.3223668,0.781326,0.7772285,0.2561032,0.2944682,0.038365
21,0.3861243,0.35751513,"('immoral', 'moral')",0.8820674,1.1353109,-0.3859845,-0.3124928,-0.7283527,-0.6991001,0.0384636,0.1203083,0.0818447
22,-0.31990728,-0.44157818,"('untrustworthy', 'trustworthy')",0.49053138,0.45487326,-0.44928643,-0.48357254,-0.48291996,-0.60928565,-0.1903956,-0.2698908,-0.0794952
23,0.5848736,0.5658391,"('insincere', 'sincere')",-0.8882092,-0.7437407,-1.1038082,-1.1600522,4.534546,4.349886,0.7818505,0.752983,-0.0288675
24,1.0374851,0.9861898,"('dishonest', 'honest')",-0.22504146,-0.14330879,0.3998952,0.4194213,0.52756816,0.47361115,0.4349768,0.4339783,-0.0009985
25,0.6574605,0.65139884,"('egoistic', 'altruistic')",-0.33820236,-0.2628164,-0.98598915,-0.92612684,1.011883,1.0344374,0.086288,0.1242233,0.0379353
26,0.7470929,0.61527866,"('hardhearted', 'benevolent')",1.2050422,0.9840888,-0.20228446,-0.3399646,2.1409593,2.0107043,0.9727025,0.8175268,-0.1551757
27,-0.5081348,-0.45775193,"('hardhearted', 'softhearted')",-0.97868526,-0.86723316,-0.10192654,-0.09527489,1.0039757,0.96481276,-0.1461927,-0.1138618,0.0323309
28,0.28143674,0.14591464,"('disloyal', 'loyal')",-0.10025614,-0.12239657,-1.315772,-1.4182378,0.8014554,0.56416965,-0.083284,-0.2076375,-0.1243535
29,-0.46162105,-0.477123,"('unfair', 'fair')",-0.76572657,-0.7518035,-0.1963475,-0.20582211,-0.25684616,-0.34893766,-0.4201353,-0.4459216,-0.0257863
30,-0.50592095,-0.5261127,"('intolerant', 'tolerant')",-0.38405937,-0.2036955,0.051751733,0.02304162,0.44397923,0.4439849,-0.0985623,-0.0656954,0.0328669
31,-0.9236646,-0.8294319,"('evil', 'good')",-1.0575943,-1.1029369,-0.6280969,-0.5398251,-0.65848064,-0.6469172,-0.8169591,-0.7797778,0.0371813
32,-0.18177952,-0.2897765,"('unkind', 'kind')",-0.273184,-0.1710873,-1.5216992,-1.5897132,0.34142813,0.18278424,-0.4088086,-0.4669482,-0.0581396
33,0.5610975,0.5460707,"('wrong', 'right')",-0.32600826,-0.2624574,0.07682159,0.12591633,-0.34998494,-0.29294425,-0.0095185,0.0291463,0.0386648
34,-0.84964013,-0.77108717,"('mean', 'honorable')",-0.46817362,-0.2602707,-0.20388985,-0.14932269,4.438436,4.5783334,0.7291831,0.8494132,0.1202301
35,0.31938416,0.22170274,"('corrupt', 'incorrupt')",-0.8523795,-0.98349226,0.32240316,0.27580446,-0.7097418,-0.8361633,-0.2300835,-0.3305371,-0.1004536
36,-1.2874911,-1.3105212,"('hostile', 'amicable')",-1.3040788,-1.3906627,-0.56595147,-0.61140066,-0.31673768,-0.36084107,-0.8685647,-0.9183564,-0.0497917
37,0.9333322,0.88982564,"('fake', 'genuine')",-0.012787469,0.17263913,0.14056966,0.14770806,0.10275671,0.07955298,0.2909678,0.3224314,0.0314636
38,0.17753416,0.067846105,"('untruthful', 'truthful')",-1.4424403,-1.3888068,-0.45773154,-0.5111924,-0.1480729,-0.13028252,-0.4676777,-0.4906089,-0.0229312
39,1.6359113,1.7412673,"('exploitative', 'cooperative')",0.38344395,0.60605323,0.3428174,0.4715758,0.38527438,0.51159304,0.6868618,0.8326223,0.1457605
40,-0.09777528,-0.1239033,"('stingy', 'generous')",-0.16300894,-0.04476597,-0.3871208,-0.38923627,-1.7487961,-1.7838006,-0.5991753,-0.5854266,0.0137487
41,-0.31013018,-0.3960949,"('unforgiving', 'forgiving')",-0.6430427,-0.5441046,-0.72829324,-0.74535954,0.109355435,0.061529264,-0.3930277,-0.4060074,-0.0129797
42,0.6132536,0.67664164,"('unreliable', 'reliable')",0.9877201,1.2941769,0.7615102,0.8737185,-2.3671916,-2.2093918,-0.001177,0.1587863,0.1599633
43,0.42742684,0.50310963,"('irresponsible', 'responsible')",0.11451576,0.36722213,-0.18885365,-0.17469925,0.6870108,0.7267551,0.2600249,0.3555969,0.095572
44,-0.90705436,-0.8078493,"('prejudiced', 'unprejudiced')",-1.3307818,-1.235621,0.764639,0.8109456,-1.936954,-1.8385228,-0.8525378,-0.7677619,0.0847759
45,0.6768728,0.50151235,"('incompetent', 'competent')",0.64486665,0.6101914,0.3316191,0.15617311,0.31332928,0.15093553,0.491672,0.3547031,-0.1369689
46,-0.10261558,-0.11937449,"('uncompetitive', 'competitive')",1.2644346,1.3218205,-0.48901016,-0.5315439,-0.5537691,-0.5841243,0.0297599,0.0216944,-0.0080655
47,-0.37562418,-0.31010625,"('stupid', 'smart')",0.40396622,0.46698135,-0.3070022,-0.30566838,4.471116,4.4471984,1.0481139,1.0746013,0.0264874
48,-0.3839,-0.51935476,"('unintelligent', 'intelligent')",-0.16719794,-0.1238825,-1.1143318,-1.1705413,0.36382312,0.3351878,-0.3254017,-0.3696477,-0.044246
49,-0.55931795,-0.49201003,"('unable', 'able')",-0.08209051,0.028275356,-0.18975028,-0.1761275,-0.58167076,-0.5319271,-0.3532074,-0.2929473,0.0602601
50,-0.1614321,-0.18296207,"('clumsy', 'skillful')",1.1242814,1.2197222,0.3907951,0.35668457,0.11557679,0.01576417,0.3673053,0.3523022,-0.0150031
51,-0.4942003,-0.6358027,"('uneducated', 'educated')",0.42292798,0.49507558,0.3249336,0.28080982,0.05167877,-0.060682513,0.076335,0.0198501,-0.0564849
