,berkley_male,berkley_female,tuple,w_male,w_female,r_male,r_female,corp_male,corp_female,average_male,average_female,female-male
0,-2.2129302,-2.217466,"('unsociable', 'sociable')",0.98508525,0.8456033,0.5603943,0.50318795,0.42796955,0.34134063,-0.0598703,-0.1318336,-0.0719633
1,-1.5961236,-1.5920933,"('unfriendly', 'friendly')",-1.0249668,-1.0278419,-1.026779,-1.028637,1.1886365,1.1415195,-0.6148083,-0.6267632,-0.0119549
2,0.6665755,0.70122695,"('unlikable', 'likable')",1.3160145,1.3948569,1.2257516,1.2595451,0.7379896,0.63432837,0.9865828,0.9974893,0.0109065
3,-1.1676484,-1.1066288,"('repellent', 'pleasant')",0.99381155,1.0219336,0.77040607,0.8599824,1.2831631,1.2872055,0.4699331,0.5156232,0.0456901
4,0.80433697,0.7225437,"('disliked', 'liked')",-1.1310616,-1.2991699,0.21581441,0.116544195,-5.9700985,-6.214974,-1.5202522,-1.668764,-0.1485118
5,0.80405295,0.78686965,"('distant', 'outgoing')",-1.0594243,-1.0590708,0.02797293,0.04073452,-0.6615721,-0.64685476,-0.2222426,-0.2195804,0.0026622
6,0.49972725,0.5060297,"('distant', 'open')",-1.2451773,-1.2006947,-0.52002233,-0.4669694,-0.52139497,-0.45896912,-0.4467168,-0.4051509,0.0415659
7,-1.266251,-1.2525786,"('insensitive', 'sensitive')",0.97526956,0.96260566,-0.19321099,-0.15480897,0.7152719,0.75813365,0.0577699,0.0783379,0.020568
8,-0.1378249,-0.1904344,"('unaffectionate', 'affectionate')",-0.5016166,-0.44244155,-0.13527897,-0.118807584,0.67428446,0.67290986,-0.025109,-0.0196934,0.0054156
9,-0.76460326,-0.7900572,"('unaffectionate', 'caring')",0.40075895,0.43109465,0.79821265,0.8238713,1.561384,1.5415967,0.4989381,0.5016264,0.0026883
10,-2.2892864,-2.2638135,"('unsympathetic', 'sympathetic')",1.4940828,1.4454659,-0.44752124,-0.4227989,-0.05346607,-0.046052575,-0.3240477,-0.3217998,0.0022479
11,-1.8436921,-1.8773649,"('unhelpful', 'helpful')",0.37823668,0.2627992,-0.18646657,-0.22725111,1.9669565,1.9323125,0.0787586,0.022624,-0.0561346
12,-1.2072282,-1.1785152,"('unsupportive', 'supportive')",1.0131974,1.0509118,-0.4123799,-0.39398828,-1.5014508,-1.5634614,-0.5269654,-0.5212632,0.0057022
13,-1.7597675,-1.7806178,"('impolite', 'polite')",0.5694113,0.5051342,0.2607634,0.2302464,-0.42117077,-0.40346912,-0.3376909,-0.3621766,-0.0244857
14,-1.2307334,-1.2262588,"('antisocial', 'social')",1.8112007,1.7346278,0.7712408,0.6456538,0.024283657,-0.06328228,0.343998,0.2726852,-0.0713128
15,0.13178188,0.05474689,"('boring', 'funny')",0.1726641,0.04681004,1.0103459,0.9758563,-0.29379264,-0.22694236,0.2552498,0.2126177,-0.0426321
16,-0.14670171,-0.09859155,"('unpopular', 'popular')",-0.48418385,-0.45069993,0.3207195,0.41880167,0.49734652,0.5235574,0.0467951,0.0982669,0.0514718
17,-0.22537452,-0.20126131,"('nasty', 'nice')",0.013334513,0.0056725945,-0.28788856,-0.2592566,-0.27237377,-0.17554289,-0.1930756,-0.1575971,0.0354785
18,-0.46722245,-0.4598569,"('disagreeable', 'welcoming')",-0.6657816,-0.5762626,-0.70409113,-0.6653073,-0.6891317,-0.76458824,-0.6315567,-0.6165037,0.015053
19,0.27592346,0.2949705,"('inhospitable', 'hospitable')",0.1382015,0.21508324,0.42801678,0.65183276,-0.54414886,-0.4211884,0.0744982,0.1851745,0.1106763
20,-0.24400942,-0.30303955,"('rough', 'thoughtful')",0.31167856,0.304674,-0.41964516,-0.5091263,0.6164897,0.61171144,0.0661284,0.0260549,-0.0400735
21,-1.0874921,-1.1077282,"('immoral', 'moral')",2.3282938,2.2711897,1.0574838,1.0816827,-0.18734583,-0.14013857,0.5277349,0.5262514,-0.0014835
