,desire_male,desire_female,tuple,average_male,average_female,female-male
0,0.28859657,0.32229102,"('unsociable', 'sociable')",0.2885966,0.322291,0.0336944
1,1.3015513,1.4347906,"('unfriendly', 'friendly')",1.3015513,1.4347906,0.1332393
2,0.026951207,0.1869157,"('unlikable', 'likable')",0.0269512,0.1869157,0.1599645
3,1.0955285,1.3788786,"('repellent', 'pleasant')",1.0955285,1.3788786,0.2833501
4,-7.2567363,-7.179436,"('disliked', 'liked')",-7.2567363,-7.1794362,0.0773001
5,-0.6600827,-0.30610198,"('distant', 'outgoing')",-0.6600827,-0.306102,0.3539807
6,-0.22860616,0.052925713,"('distant', 'open')",-0.2286062,0.0529257,0.2815319
7,1.5118705,1.6864336,"('insensitive', 'sensitive')",1.5118705,1.6864336,0.1745631
8,0.9363789,0.965793,"('unaffectionate', 'affectionate')",0.9363789,0.965793,0.0294141
9,1.4154123,1.6357533,"('unaffectionate', 'caring')",1.4154123,1.6357533,0.220341
10,1.4859217,1.5197814,"('unsympathetic', 'sympathetic')",1.4859217,1.5197814,0.0338597
11,2.1437514,2.3485875,"('unhelpful', 'helpful')",2.1437514,2.3485875,0.2048361
12,-1.3874893,-1.0399504,"('unsupportive', 'supportive')",-1.3874893,-1.0399504,0.3475389
13,0.3744968,0.29868382,"('impolite', 'polite')",0.3744968,0.2986838,-0.075813
14,0.31711853,0.21351552,"('antisocial', 'social')",0.3171185,0.2135155,-0.103603
15,0.4647631,0.39101234,"('boring', 'funny')",0.4647631,0.3910123,-0.0737508
16,-0.7406174,-0.5077812,"('unpopular', 'popular')",-0.7406174,-0.5077812,0.2328362
17,-0.22281379,-0.18793821,"('nasty', 'nice')",-0.2228138,-0.1879382,0.0348756
18,-0.27602822,-0.22141422,"('disagreeable', 'welcoming')",-0.2760282,-0.2214142,0.054614
19,-0.87083775,-0.53862816,"('inhospitable', 'hospitable')",-0.8708377,-0.5386282,0.3322095
20,0.8917136,0.6909214,"('rough', 'thoughtful')",0.8917136,0.6909214,-0.2007922
21,0.314722,0.4821961,"('immoral', 'moral')",0.314722,0.4821961,0.1674741
