,working_male,working_female,tuple,average_male,average_female,female-male
0,-0.0013861256,-0.016059373,"('unsociable', 'sociable')",-0.0013861,-0.0160594,-0.0146733
1,0.8291862,0.7991193,"('unfriendly', 'friendly')",0.8291862,0.7991193,-0.0300669
2,-0.14869636,-0.06543991,"('unlikable', 'likable')",-0.1486964,-0.0654399,0.0832565
3,0.6532334,0.6711509,"('repellent', 'pleasant')",0.6532334,0.6711509,0.0179175
4,-7.016548,-7.115832,"('disliked', 'liked')",-7.0165482,-7.1158319,-0.0992837
5,-1.0873436,-1.0653876,"('distant', 'outgoing')",-1.0873436,-1.0653876,0.021956
6,-0.51335615,-0.5767592,"('distant', 'open')",-0.5133561,-0.5767592,-0.0634031
7,0.621608,0.63751864,"('insensitive', 'sensitive')",0.621608,0.6375186,0.0159106
8,0.9203686,0.8203426,"('unaffectionate', 'affectionate')",0.9203686,0.8203426,-0.100026
9,1.3771944,1.4048439,"('unaffectionate', 'caring')",1.3771944,1.4048439,0.0276495
10,1.0802667,1.0613053,"('unsympathetic', 'sympathetic')",1.0802667,1.0613053,-0.0189614
11,1.4465284,1.4935344,"('unhelpful', 'helpful')",1.4465284,1.4935344,0.047006
12,-1.9080135,-1.9376425,"('unsupportive', 'supportive')",-1.9080135,-1.9376425,-0.029629
13,-0.29358006,-0.3043439,"('impolite', 'polite')",-0.2935801,-0.3043439,-0.0107638
14,0.4807862,0.42645857,"('antisocial', 'social')",0.4807862,0.4264586,-0.0543276
15,-0.22877479,-0.29885143,"('boring', 'funny')",-0.2287748,-0.2988514,-0.0700766
16,-0.45249724,-0.43331492,"('unpopular', 'popular')",-0.4524972,-0.4333149,0.0191823
17,-0.37098742,-0.2822085,"('nasty', 'nice')",-0.3709874,-0.2822085,0.0887789
18,-0.34799817,-0.40638676,"('disagreeable', 'welcoming')",-0.3479982,-0.4063868,-0.0583886
19,-0.98740864,-1.0169947,"('inhospitable', 'hospitable')",-0.9874086,-1.0169947,-0.0295861
20,0.72737104,0.69149303,"('rough', 'thoughtful')",0.727371,0.691493,-0.035878
21,-0.35551,-0.27701297,"('immoral', 'moral')",-0.35551,-0.277013,0.078497
