,northern_male,northern_female,tuple,trust_male,trust_female,corp_male,corp_female,average_male,average_female,female-male
0,0.09023043,-0.04373624,"('unsociable', 'sociable')",0.37659228,0.2976383,-0.068821624,-0.17771098,0.132667,0.025397,-0.10727
1,-0.85236514,-0.822825,"('unfriendly', 'friendly')",-0.6286841,-0.62727493,1.5695463,1.4612451,0.029499,0.003715,-0.025784
2,0.5841809,0.654414,"('unlikable', 'likable')",2.0322642,2.04555,0.72941077,0.74388367,1.1152852,1.1479492,0.032664
3,0.362567,0.47319642,"('repellent', 'pleasant')",0.6088888,0.7365564,0.7824458,0.81540525,0.5846339,0.6750526,0.0904187
4,-0.77167845,-0.84071124,"('disliked', 'liked')",-0.44559875,-0.48355156,-7.08027,-7.2851567,-2.7658491,-2.8698066,-0.1039575
5,-1.4051284,-1.3652391,"('distant', 'outgoing')",-0.90106356,-0.87582564,-0.5043788,-0.5123987,-0.9368569,-0.9178212,0.0190357
6,-1.5876509,-1.4758734,"('distant', 'open')",-1.0109519,-0.9639706,-0.4532112,-0.46637818,-1.0172714,-0.9687407,0.0485307
7,0.8294357,0.8529165,"('insensitive', 'sensitive')",1.2014973,1.295068,0.6794504,0.6969073,0.9034611,0.9482973,0.0448362
8,-0.3777355,-0.3257134,"('unaffectionate', 'affectionate')",-0.799885,-0.8034926,0.5750563,0.49975976,-0.2008547,-0.2098154,-0.0089607
9,-0.07703112,-0.001109466,"('unaffectionate', 'caring')",0.0722295,0.08811085,1.1910775,1.1917951,0.3954253,0.4262655,0.0308402
10,1.0801433,1.1193564,"('unsympathetic', 'sympathetic')",0.3229048,0.35385036,-0.3498188,-0.31748256,0.3510764,0.3852414,0.034165
11,0.30499342,0.29585847,"('unhelpful', 'helpful')",1.0602304,1.0126488,2.0290885,2.0636466,1.1314375,1.1240513,-0.0073862
12,1.2795038,1.4222587,"('unsupportive', 'supportive')",0.8139853,1.0278244,-2.0209587,-2.0310485,0.0241768,0.1396782,0.1155014
13,0.11041792,0.002295062,"('impolite', 'polite')",1.0545472,1.0185193,-0.5924639,-0.58032596,0.1908337,0.1468294,-0.0440043
14,1.5583496,1.4788635,"('antisocial', 'social')",2.590193,2.5936007,0.05171875,-0.015458625,1.400087,1.3523351,-0.0477519
15,0.26452586,0.10503746,"('boring', 'funny')",0.30297223,0.16009556,0.022991614,-0.0067272717,0.1968299,0.0861352,-0.1106947
16,-1.3259009,-1.3608365,"('unpopular', 'popular')",-1.4297539,-1.399142,0.047675118,-0.015122771,-0.9026599,-0.9250337,-0.0223738
17,-0.18214191,-0.18000636,"('nasty', 'nice')",0.46052718,0.51979125,-0.34466174,-0.30552968,-0.0220922,0.0114184,0.0335106
18,0.79783756,0.9127835,"('disagreeable', 'welcoming')",-0.54965484,-0.39208725,-0.62926203,-0.6649018,-0.1270264,-0.0480685,0.0789579
19,-1.1972759,-1.1312982,"('inhospitable', 'hospitable')",-1.4033873,-1.386241,-0.6348011,-0.6093577,-1.0784881,-1.042299,0.0361891
20,-0.21510208,-0.21195698,"('rough', 'thoughtful')",0.5146445,0.53100044,0.5495411,0.5599459,0.2830278,0.2929964,0.0099686
21,0.809006,0.73047453,"('immoral', 'moral')",1.5085875,1.5342948,-0.5590411,-0.4850077,0.5861842,0.5932539,0.0070697
22,0.6653604,0.70306426,"('untrustworthy', 'trustworthy')",0.9681112,0.9879005,-0.9219562,-0.918689,0.2371718,0.2574252,0.0202534
23,0.31122372,0.3247496,"('insincere', 'sincere')",1.8372319,1.8113246,6.350114,6.370034,2.8328565,2.8353694,0.0025129
24,0.83750176,0.8456412,"('dishonest', 'honest')",0.74397445,0.7445049,0.5414642,0.5418749,0.7076468,0.7106737,0.0030269
25,-0.12917642,-0.19490252,"('egoistic', 'altruistic')",-0.36603287,-0.39333007,1.4004648,1.4010762,0.3017518,0.2709479,-0.0308039
26,0.86731565,0.8363185,"('hardhearted', 'benevolent')",2.089462,2.095953,1.8280839,1.7305545,1.5949539,1.5542754,-0.0406785
27,0.0043857265,0.062082253,"('hardhearted', 'softhearted')",0.34040597,0.38417047,1.080815,1.0327977,0.4752022,0.4930168,0.0178146
28,0.49116424,0.35515207,"('disloyal', 'loyal')",0.4849222,0.32823765,1.261905,1.1707498,0.7459971,0.6180465,-0.1279506
29,-0.29344535,-0.27880698,"('unfair', 'fair')",-0.32673284,-0.35030982,-0.27802378,-0.39380795,-0.2994007,-0.3409749,-0.0415742
30,0.5958529,0.6137428,"('intolerant', 'tolerant')",1.725196,1.7408631,0.8561354,0.83013815,1.0590614,1.0615814,0.00252
31,-1.4840727,-1.3123562,"('evil', 'good')",-1.5288085,-1.4099586,-0.8978104,-0.9625092,-1.3035639,-1.2282747,0.0752892
32,0.7325881,0.60348004,"('unkind', 'kind')",1.2813643,1.2045453,0.96352804,0.87383974,0.9924935,0.8939551,-0.0985384
33,0.47385085,0.5312017,"('wrong', 'right')",0.12384112,0.12410581,-0.7273226,-0.7422708,-0.0432102,-0.0289878,0.0142224
34,-0.35404834,-0.22654551,"('mean', 'honorable')",0.6137062,0.70264614,5.65834,5.8141994,1.9726659,2.0967666,0.1241007
35,-0.9856588,-1.1208721,"('corrupt', 'incorrupt')",-1.6724652,-1.8459076,-0.42773655,-0.54026836,-1.0286202,-1.169016,-0.1403958
36,-2.3649635,-2.3363888,"('hostile', 'amicable')",-1.3729004,-1.4474922,-0.46423084,-0.5839648,-1.4006983,-1.4559487,-0.0552504
37,0.5357435,0.52627265,"('fake', 'genuine')",0.09286362,0.11767478,0.028634816,0.05758633,0.2190806,0.2338446,0.014764
38,-0.08802524,-0.047806747,"('untruthful', 'truthful')",0.3251337,0.31323117,-0.13302931,-0.11202663,0.0346931,0.0511326,0.0164395
39,0.9318169,0.9931449,"('exploitative', 'cooperative')",1.3691766,1.4424156,0.14884616,0.22748953,0.8166132,0.8876833,0.0710701
40,0.8422448,0.88261724,"('stingy', 'generous')",0.21600741,0.3724288,-2.1084921,-2.2464054,-0.35008,-0.3304531,0.0196269
41,0.0331192,0.13205634,"('unforgiving', 'forgiving')",1.1549357,1.2304112,-0.038752075,-0.14887393,0.3831009,0.4045312,0.0214303
42,0.7089786,0.7524288,"('unreliable', 'reliable')",1.1518853,1.2016525,-3.2090278,-3.2010229,-0.4493879,-0.4156472,0.0337407
43,0.7207296,0.84646046,"('irresponsible', 'responsible')",1.095785,1.1726979,0.37429023,0.3988897,0.7302683,0.806016,0.0757477
44,0.31887156,0.3391265,"('prejudiced', 'unprejudiced')",-0.015960872,-0.0102996435,-1.3175436,-1.2782084,-0.338211,-0.3164605,0.0217505
45,0.50542915,0.5986521,"('incompetent', 'competent')",0.6038917,0.6479044,-0.0069307275,-0.070297755,0.3674634,0.3920863,0.0246229
46,0.8276456,0.8742482,"('uncompetitive', 'competitive')",0.7318156,0.7780679,-1.0731908,-1.1034622,0.1620901,0.1829513,0.0208612
47,0.31865257,0.3423933,"('stupid', 'smart')",0.5368519,0.570909,5.4851823,5.6487885,2.1135623,2.1873636,0.0738013
48,0.12752044,0.108491704,"('unintelligent', 'intelligent')",0.18150526,0.2312057,0.39392638,0.40284956,0.2343174,0.2475157,0.0131983
49,-0.9214102,-0.8704238,"('unable', 'able')",-0.13831702,-0.043949395,-0.3241089,-0.2758569,-0.4612787,-0.3967434,0.0645353
50,-0.8060876,-0.8455586,"('clumsy', 'skillful')",-0.5783738,-0.6351477,-0.14346793,-0.23801593,-0.5093098,-0.5729074,-0.0635976
51,-0.11599653,-0.30273092,"('uneducated', 'educated')",-0.07659332,-0.17178164,0.10305866,0.03166826,-0.0298437,-0.1476148,-0.1177711
52,-0.87524074,-0.9309629,"('irrational', 'rational')",-1.0663054,-1.1650794,0.07068205,-0.017271195,-0.6236214,-0.7044378,-0.0808164
53,-0.5589315,-0.5475109,"('uncreative', 'creative')",-0.8489686,-0.8695935,0.37268966,0.28845108,-0.3450701,-0.3762178,-0.0311477
54,-0.570742,-0.5708584,"('incapable', 'capable')",-0.40258598,-0.42182276,0.60772294,0.6599084,-0.1218684,-0.1109242,0.0109442
55,0.91188556,0.96475303,"('incompetent', 'clever')",0.34524706,0.45637125,0.12827085,0.12451844,0.4618012,0.5152142,0.053413
56,1.429117,1.4061427,"('impractical', 'practical')",1.8702048,1.861381,-0.25803438,-0.25319064,1.0137624,1.0047777,-0.0089847
57,0.20176081,0.18273112,"('unimaginative', 'imaginative')",0.79185504,0.7758893,-3.1549966,-3.1886508,-0.7204603,-0.7433435,-0.0228832
58,0.46054706,0.4886433,"('undiscriminating', 'discriminating')",0.07227854,0.044976987,0.089822695,0.040652245,0.2075494,0.1914242,-0.0161252
59,-0.030628672,-0.0074964426,"('foolish', 'wise')",-0.05975465,-0.09073748,0.19670084,0.22935484,0.0354392,0.043707,0.0082678
60,0.7933632,0.8158825,"('inefficient', 'efficient')",1.4665228,1.5594373,-0.15166824,-0.021389542,0.7027392,0.7846434,0.0819042
61,-0.1587577,-0.2722739,"('illogical', 'logical')",0.6738737,0.5104023,0.7001775,0.5728577,0.4050978,0.2703287,-0.1347691
62,0.89112175,0.9539417,"('incompetent', 'brilliant')",1.0002629,1.1035582,0.3501727,0.41495588,0.7471858,0.8241519,0.0769661
63,0.43425593,0.47004375,"('unperceptive', 'insightful')",0.75504833,0.8256574,0.39065343,0.41692847,0.5266526,0.5708765,0.0442239
64,-0.045433506,-0.117016256,"('shy', 'confident')",1.0663203,1.051585,-6.458219,-6.492403,-1.8124441,-1.8526114,-0.0401673
65,1.2303543,1.1157018,"('insecure', 'secure')",1.6412356,1.5461155,0.116471194,0.15651594,0.9960204,0.9394444,-0.056576
66,0.003095068,0.0045196638,"('inactive', 'active')",-0.5345986,-0.5584917,0.5761951,0.56583244,0.0148972,0.0039535,-0.0109437
67,0.26716042,0.15404499,"('doubtful', 'determined')",0.33881053,0.3085743,-0.24479733,-0.24477765,0.1203912,0.0726139,-0.0477773
68,0.19487657,0.11608572,"('dependent', 'independent')",-1.7460923,-1.7547597,-1.2481354,-1.2727809,-0.9331171,-0.9704849,-0.0373678
69,-1.3173596,-1.3094937,"('lazy', 'industrious')",-0.3193485,-0.31798834,-0.9360935,-0.9358486,-0.8576005,-0.8544436,0.0031569
70,1.2315247,1.2722228,"('lethargic', 'energetic')",0.75544333,0.80955327,0.14119625,0.19774322,0.7093881,0.7598398,0.0504517
71,0.6973201,0.68078846,"('diffident', 'self-confident')",0.43448117,0.40403956,0.493491,0.46099633,0.5417641,0.5152748,-0.0264893
72,0.903126,0.90229154,"('unambitious', 'ambitious')",0.77925825,0.82258743,-0.5568807,-0.5119465,0.3751678,0.4043109,0.0291431
73,0.18525505,0.18975528,"('helpless', 'self-reliant')",0.05655701,-0.005458623,-3.5809083,-3.6276863,-1.1130321,-1.1477966,-0.0347645
74,0.6361528,0.74918824,"('undedicated', 'dedicated')",0.44445398,0.4911841,-0.4017682,-0.4614775,0.2262795,0.2596316,0.0333521
75,-0.5506393,-0.48217127,"('meek', 'impulsive')",-0.8451075,-0.8689879,-0.7710635,-0.7535873,-0.7222701,-0.7015822,0.0206879
76,1.1036521,1.1718006,"('anxious', 'daring')",1.1576177,1.1793902,-0.26206157,-0.21089001,0.6664027,0.7134336,0.0470309
77,-1.6340622,-1.5550743,"('unmotivated', 'motivated')",0.17396413,0.23687127,-1.4737269,-1.3299482,-0.9779417,-0.8827171,0.0952246
78,-1.2209862,-1.1152092,"('nonresilient', 'resilient')",0.55686986,0.67807776,-0.1289581,-0.115641825,-0.2643582,-0.1842578,0.0801004
