,cooper_male,cooper_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,female-male
0,0.84289855,0.6050896,"('unsociable', 'sociable')",1.4387398,1.2756387,-0.42876214,-0.62112945,0.6176254,0.4198662,-0.1977592
1,0.0661675,0.017997855,"('unfriendly', 'friendly')",-0.44502148,-0.59395826,1.9036893,1.8005412,0.5082784,0.4081936,-0.1000848
2,0.62599295,0.7506476,"('unlikable', 'likable')",0.5199132,0.68430346,0.43275583,0.59403825,0.5262207,0.6763298,0.1501091
3,0.2949719,0.56345326,"('repellent', 'pleasant')",0.79987156,0.8168154,0.40348312,0.5000549,0.4994422,0.6267745,0.1273323
4,-0.5193645,-0.64807993,"('disliked', 'liked')",-0.112384304,-0.20168632,-6.2466006,-6.3687425,-2.2927831,-2.4061696,-0.1133865
5,-0.74230534,-0.75470334,"('distant', 'outgoing')",-1.087727,-1.1552784,0.005769171,0.015133776,-0.6080877,-0.631616,-0.0235283
6,-0.7688607,-0.72505283,"('distant', 'open')",-1.7696435,-1.8179741,0.6204387,0.615681,-0.6393551,-0.6424487,-0.0030936
7,0.8531488,0.8121126,"('insensitive', 'sensitive')",0.7046917,0.7477353,1.3574575,1.2696013,0.971766,0.9431497,-0.0286163
8,0.66593283,0.69793665,"('unaffectionate', 'affectionate')",-0.30200768,-0.2862929,1.1928777,1.1310241,0.5189342,0.5142226,-0.0047116
9,0.8010827,0.7699882,"('unaffectionate', 'caring')",0.13814683,0.08773794,1.4753491,1.4332356,0.8048595,0.7636539,-0.0412056
10,0.9138013,0.89278144,"('unsympathetic', 'sympathetic')",1.2860079,1.1329582,0.13786465,0.048378237,0.7792246,0.6913726,-0.087852
11,0.26333544,0.22995408,"('unhelpful', 'helpful')",0.8966849,0.954162,1.8067214,1.9175956,0.9889139,1.0339039,0.04499
12,1.0842412,1.089444,"('unsupportive', 'supportive')",1.3754768,1.4610351,-1.3830298,-1.4111414,0.3588961,0.3797793,0.0208832
13,-0.039746225,-0.19223382,"('impolite', 'polite')",0.95462584,0.9968362,-0.28820115,-0.28413993,0.2088928,0.1734875,-0.0354053
14,1.935425,1.7932383,"('antisocial', 'social')",2.1868963,2.1295915,-0.24789073,-0.33027813,1.2914768,1.1975172,-0.0939596
15,0.48940846,0.3259613,"('boring', 'funny')",-0.4471326,-0.51128054,0.60373116,0.5429957,0.2153357,0.1192255,-0.0961102
16,-1.8453577,-1.7896093,"('unpopular', 'popular')",-1.2813216,-1.262692,0.14524621,0.2002345,-0.9938111,-0.950689,0.0431221
17,0.30999374,0.38156846,"('nasty', 'nice')",-0.6037956,-0.44490135,-0.36298057,-0.27057222,-0.2189275,-0.1113017,0.1076258
18,-0.064999506,0.10606676,"('disagreeable', 'welcoming')",-0.28070164,-0.11778781,-0.3859573,-0.36027536,-0.2438862,-0.1239988,0.1198874
19,-0.103694394,-0.09262276,"('inhospitable', 'hospitable')",-0.56956625,-0.58085376,0.32142144,0.34033746,-0.1172797,-0.1110464,0.0062333
20,0.26166964,0.38599446,"('rough', 'thoughtful')",-0.36014706,-0.22374749,0.8354863,0.8062209,0.2456696,0.3228226,0.077153
21,0.9261992,0.934062,"('immoral', 'moral')",1.1608629,1.1336735,-0.7216148,-0.686985,0.4551491,0.4602502,0.0051011
22,0.055970684,-0.0032418277,"('untrustworthy', 'trustworthy')",0.802344,0.7067811,-0.72249025,-0.74096054,0.0452748,-0.0124738,-0.0577486
23,1.0114774,1.0423151,"('insincere', 'sincere')",0.39186636,0.42895672,5.730085,5.807406,2.3778095,2.426226,0.0484165
24,1.0420187,1.0393906,"('dishonest', 'honest')",-0.055884093,-0.08966256,1.0455928,0.97085977,0.6772424,0.6401959,-0.0370465
25,0.7557311,0.7795917,"('egoistic', 'altruistic')",0.4596781,0.5027985,1.4803087,1.4211655,0.8985726,0.9011852,0.0026126
26,1.6206772,1.4760897,"('hardhearted', 'benevolent')",2.120781,2.007193,2.0073128,1.8584546,1.9162569,1.7805791,-0.1356778
