,tenth_male,tenth_female,tuple,average_male,average_female,female-male
0,0.016672399,-0.10928531,"('unsociable', 'sociable')",0.0166724,-0.1092853,-0.1259577
1,1.2336239,1.2658367,"('unfriendly', 'friendly')",1.2336239,1.2658367,0.0322128
2,0.56545717,0.7571992,"('unlikable', 'likable')",0.5654572,0.7571992,0.191742
3,0.7407743,0.87309927,"('repellent', 'pleasant')",0.7407743,0.8730993,0.132325
4,-7.1437354,-7.0596824,"('disliked', 'liked')",-7.1437354,-7.0596824,0.084053
5,-0.29609153,-0.028863434,"('distant', 'outgoing')",-0.2960915,-0.0288634,0.2672281
6,0.088986725,0.309174,"('distant', 'open')",0.0889867,0.309174,0.2201873
7,0.56755805,0.598498,"('insensitive', 'sensitive')",0.5675581,0.598498,0.0309399
8,1.0636635,1.0957252,"('unaffectionate', 'affectionate')",1.0636635,1.0957252,0.0320617
9,1.4835021,1.659159,"('unaffectionate', 'caring')",1.4835021,1.6591589,0.1756568
10,1.3110605,1.3772585,"('unsympathetic', 'sympathetic')",1.3110605,1.3772585,0.066198
11,1.8994882,1.9369667,"('unhelpful', 'helpful')",1.8994882,1.9369667,0.0374785
12,-1.6369514,-1.5885556,"('unsupportive', 'supportive')",-1.6369514,-1.5885556,0.0483958
13,0.35902348,0.29291308,"('impolite', 'polite')",0.3590235,0.2929131,-0.0661104
14,-0.3675003,-0.48163587,"('antisocial', 'social')",-0.3675003,-0.4816359,-0.1141356
15,0.41230857,0.3418317,"('boring', 'funny')",0.4123086,0.3418317,-0.0704769
16,-0.5841589,-0.47376555,"('unpopular', 'popular')",-0.5841589,-0.4737656,0.1103933
17,-0.10893285,-0.049423724,"('nasty', 'nice')",-0.1089329,-0.0494237,0.0595092
18,-0.62986666,-0.72330374,"('disagreeable', 'welcoming')",-0.6298667,-0.7233037,-0.093437
19,-0.3751657,-0.1434718,"('inhospitable', 'hospitable')",-0.3751657,-0.1434718,0.2316939
20,0.7292288,0.51274115,"('rough', 'thoughtful')",0.7292288,0.5127411,-0.2164877
21,0.022906616,0.21917392,"('immoral', 'moral')",0.0229066,0.2191739,0.1962673
22,-0.45351946,-0.4033843,"('untrustworthy', 'trustworthy')",-0.4535195,-0.4033843,0.0501352
23,6.2379284,6.263207,"('insincere', 'sincere')",6.2379284,6.263207,0.0252786
24,1.710049,1.7842656,"('dishonest', 'honest')",1.710049,1.7842656,0.0742166
25,0.3239237,0.25789768,"('egoistic', 'altruistic')",0.3239237,0.2578977,-0.066026
26,0.3457818,0.16968793,"('hardhearted', 'benevolent')",0.3457818,0.1696879,-0.1760939
27,1.8691871,1.7163495,"('hardhearted', 'softhearted')",1.8691871,1.7163495,-0.1528376
28,1.3628495,1.4242845,"('disloyal', 'loyal')",1.3628495,1.4242845,0.061435
29,-0.6322623,-0.7738865,"('unfair', 'fair')",-0.6322623,-0.7738865,-0.1416242
30,0.71540034,0.74794,"('intolerant', 'tolerant')",0.7154003,0.74794,0.0325397
31,-1.6655483,-1.5626017,"('evil', 'good')",-1.6655483,-1.5626017,0.1029466
32,1.5246991,1.433736,"('unkind', 'kind')",1.5246991,1.433736,-0.0909631
33,-0.46335688,-0.3703081,"('wrong', 'right')",-0.4633569,-0.3703081,0.0930488
34,4.43556,4.726729,"('mean', 'honorable')",4.4355602,4.7267289,0.2911687
35,-1.0691191,-1.1748759,"('corrupt', 'incorrupt')",-1.0691191,-1.1748759,-0.1057568
36,-0.9816739,-0.9670214,"('hostile', 'amicable')",-0.9816739,-0.9670214,0.0146525
37,0.98995155,0.93259126,"('fake', 'genuine')",0.9899516,0.9325913,-0.0573603
38,-0.009968005,0.11958896,"('untruthful', 'truthful')",-0.009968,0.119589,0.129557
39,-0.22177503,-0.24085175,"('exploitative', 'cooperative')",-0.221775,-0.2408517,-0.0190767
40,-1.6342334,-1.847883,"('stingy', 'generous')",-1.6342334,-1.847883,-0.2136496
41,0.015493259,0.0756958,"('unforgiving', 'forgiving')",0.0154933,0.0756958,0.0602025
42,-2.098181,-2.139734,"('unreliable', 'reliable')",-2.098181,-2.139734,-0.041553
43,1.08949,1.136648,"('irresponsible', 'responsible')",1.0894901,1.1366481,0.047158
44,-1.0241399,-1.165748,"('prejudiced', 'unprejudiced')",-1.0241399,-1.165748,-0.1416081
45,0.41137773,0.4572285,"('incompetent', 'competent')",0.4113777,0.4572285,0.0458508
46,-0.29230213,-0.30085474,"('uncompetitive', 'competitive')",-0.2923021,-0.3008547,-0.0085526
47,5.310687,5.5110846,"('stupid', 'smart')",5.3106871,5.5110846,0.2003975
48,0.56055796,0.5264589,"('unintelligent', 'intelligent')",0.560558,0.5264589,-0.0340991
49,0.33696088,0.64120877,"('unable', 'able')",0.3369609,0.6412088,0.3042479
50,-0.18531123,-0.18800375,"('clumsy', 'skillful')",-0.1853112,-0.1880037,-0.0026925
51,0.4292938,0.42822865,"('uneducated', 'educated')",0.4292938,0.4282286,-0.0010652
52,-0.6332956,-0.5847854,"('irrational', 'rational')",-0.6332956,-0.5847854,0.0485102
53,-0.10913934,-0.063601,"('uncreative', 'creative')",-0.1091393,-0.063601,0.0455383
54,1.3079398,1.5967027,"('incapable', 'capable')",1.3079398,1.5967027,0.2887629
55,0.6933901,0.67554176,"('incompetent', 'clever')",0.6933901,0.6755418,-0.0178483
56,0.63368714,0.65608954,"('impractical', 'practical')",0.6336871,0.6560895,0.0224024
57,-2.4209774,-2.413122,"('unimaginative', 'imaginative')",-2.4209774,-2.4131219,0.0078555
58,-0.093708344,-0.16154559,"('undiscriminating', 'discriminating')",-0.0937083,-0.1615456,-0.0678373
59,-0.06957501,0.062008962,"('foolish', 'wise')",-0.069575,0.062009,0.131584
60,0.7392344,0.76966155,"('inefficient', 'efficient')",0.7392344,0.7696615,0.0304271
61,-0.08806579,-0.19146116,"('illogical', 'logical')",-0.0880658,-0.1914612,-0.1033954
62,1.2421207,1.3652159,"('incompetent', 'brilliant')",1.2421207,1.3652159,0.1230952
63,0.48920247,0.57802254,"('unperceptive', 'insightful')",0.4892025,0.5780225,0.08882
64,-5.8753247,-5.75016,"('shy', 'confident')",-5.8753247,-5.7501602,0.1251645
65,0.4847187,0.41674036,"('insecure', 'secure')",0.4847187,0.4167404,-0.0679783
66,-0.0855339,-0.078339756,"('inactive', 'active')",-0.0855339,-0.0783398,0.0071941
67,-0.503157,-0.48329598,"('doubtful', 'determined')",-0.503157,-0.483296,0.019861
68,-0.56267315,-0.46133542,"('dependent', 'independent')",-0.5626732,-0.4613354,0.1013378
69,-2.1359677,-1.9516368,"('lazy', 'industrious')",-2.1359677,-1.9516368,0.1843309
70,1.2382108,1.2641588,"('lethargic', 'energetic')",1.2382108,1.2641588,0.025948
71,0.40584385,0.4869609,"('diffident', 'self-confident')",0.4058439,0.4869609,0.081117
72,0.9292295,0.98033184,"('unambitious', 'ambitious')",0.9292295,0.9803318,0.0511023
73,-2.8112736,-2.8408883,"('helpless', 'self-reliant')",-2.8112736,-2.8408883,-0.0296147
74,0.16005588,0.0056509785,"('undedicated', 'dedicated')",0.1600559,0.005651,-0.1544049
75,-0.62091887,-0.48325083,"('meek', 'impulsive')",-0.6209189,-0.4832508,0.1376681
76,0.6236514,0.5033883,"('anxious', 'daring')",0.6236514,0.5033883,-0.1202631
77,-1.3901228,-1.1704681,"('unmotivated', 'motivated')",-1.3901228,-1.1704681,0.2196547
78,-0.9103977,-0.8963212,"('nonresilient', 'resilient')",-0.9103977,-0.8963212,0.0140765
79,-0.5132958,-0.25030547,"('wavering', 'unwavering')",-0.5132958,-0.2503055,0.2629903
80,-0.25547227,-0.38161775,"('dominated', 'dominating')",-0.2554723,-0.3816178,-0.1261455
81,0.28277475,0.2646908,"('submissive', 'aggressive')",0.2827747,0.2646908,-0.0180839
82,6.5695252,6.74982,"('poor', 'rich')",6.5695252,6.7498202,0.180295
83,-0.32074374,-0.29167444,"('powerless', 'powerful')",-0.3207437,-0.2916744,0.0290693
84,0.21087037,0.24361606,"('inferior', 'superior')",0.2108704,0.2436161,0.0327457
85,-1.4418281,-1.4331808,"('insignificant', 'prestigious')",-1.4418281,-1.4331808,0.0086473
86,0.41539106,0.5417282,"('uninfluential', 'influential')",0.4153911,0.5417282,0.1263371
87,-0.19344759,-0.035023235,"('unsuccessful', 'successful')",-0.1934476,-0.0350232,0.1584244
88,0.12226508,0.15408045,"('low', 'eminent')",0.1222651,0.1540805,0.0318154
