,dxc_male,dxc_female,tuple,technology_male,technology_female,co_male,co_female,average_male,average_female,female-male
0,-0.7904803,-0.8948868,"('unsociable', 'sociable')",0.5808135,0.45075196,0.14882417,0.10107043,-0.0202809,-0.1143548,-0.0940739
1,-2.0023553,-2.2424831,"('unfriendly', 'friendly')",0.29954627,0.06497661,0.98114824,0.8265341,-0.2405536,-0.4503241,-0.2097705
2,1.0969185,1.1400758,"('unlikable', 'likable')",0.93284005,0.9586425,0.8965595,1.0189888,0.9754393,1.0392357,0.0637964
3,-0.0613776,0.1001331,"('repellent', 'pleasant')",-0.21821661,-0.022286613,0.47628728,0.55080837,0.0655644,0.2095516,0.1439872
4,-0.31493685,-0.3434639,"('disliked', 'liked')",-0.55391,-0.54254943,-6.994841,-7.0134315,-2.6212293,-2.6331484,-0.0119191
5,-1.3823652,-1.3824387,"('distant', 'outgoing')",-1.3652825,-1.3070034,-1.1219853,-1.1228434,-1.2898777,-1.2707618,0.0191159
6,-1.5962654,-1.598263,"('distant', 'open')",-1.3497504,-1.3335401,-1.0294269,-1.0811342,-1.3251476,-1.3376458,-0.0124982
7,-0.12776956,-0.08915893,"('insensitive', 'sensitive')",0.39488566,0.51214665,0.13118187,0.23221779,0.132766,0.2184018,0.0856358
8,-1.193961,-1.34096,"('unaffectionate', 'affectionate')",0.38495642,0.25861093,0.26543468,0.1848127,-0.18119,-0.2991788,-0.1179888
9,-1.3709676,-1.552434,"('unaffectionate', 'caring')",0.6241641,0.4912171,0.81662005,0.7601771,0.0232722,-0.1003466,-0.1236188
10,-0.76633424,-0.7470177,"('unsympathetic', 'sympathetic')",0.16083717,0.20233616,-0.18063906,-0.10698208,-0.2620454,-0.2172212,0.0448242
11,0.44694465,0.40596768,"('unhelpful', 'helpful')",1.4234387,1.4010453,2.5783463,2.6220384,1.4829098,1.4763505,-0.0065593
12,0.05100993,0.13908005,"('unsupportive', 'supportive')",0.73319227,0.9054302,-1.9499086,-1.8807144,-0.3885688,-0.2787347,0.1098341
13,0.084809266,0.14234573,"('impolite', 'polite')",0.53793,0.59505427,-0.020649917,0.12757033,0.2006964,0.2883234,0.087627
14,0.5046203,0.6138657,"('antisocial', 'social')",1.6283911,1.6981671,0.044309244,0.13475959,0.7257735,0.8155975,0.089824
15,0.797568,0.6199324,"('boring', 'funny')",0.5431547,0.37260872,0.50708973,0.52236384,0.6159375,0.5049683,-0.1109692
16,-0.060950242,-0.08238345,"('unpopular', 'popular')",-0.43163332,-0.42014432,0.25301224,0.16079113,-0.0798571,-0.1139122,-0.0340551
17,-0.39889157,-0.3392425,"('nasty', 'nice')",-0.49836558,-0.4413595,-0.062251978,-0.08398682,-0.3198364,-0.2881963,0.0316401
18,-0.7666374,-0.7242665,"('disagreeable', 'welcoming')",-0.13488004,-0.03583609,-0.8897586,-0.8990686,-0.597092,-0.5530571,0.0440349
19,-0.60517323,-0.70290905,"('inhospitable', 'hospitable')",-0.97663593,-1.1037611,-0.6616573,-0.6631445,-0.7478221,-0.8232716,-0.0754495
20,0.13992342,0.13285801,"('rough', 'thoughtful')",1.364529,1.4713666,0.6125457,0.59320307,0.7056661,0.7324759,0.0268098
21,0.3896187,0.42062262,"('immoral', 'moral')",1.067663,1.0552752,-0.45440274,-0.2774952,0.334293,0.3994675,0.0651745
22,0.4472843,0.49217808,"('untrustworthy', 'trustworthy')",0.13420236,0.1062794,-0.1350684,-0.08859649,0.1488061,0.1699537,0.0211476
23,-0.7079925,-0.7620309,"('insincere', 'sincere')",0.02391811,0.0044549406,5.99412,5.9387393,1.7700152,1.7270544,-0.0429608
24,-0.36961022,-0.36740386,"('dishonest', 'honest')",-1.0362694,-1.070421,0.71219194,0.7433279,-0.2312292,-0.231499,-0.0002698
25,-1.3532058,-1.4528285,"('egoistic', 'altruistic')",-0.122748725,-0.21446943,1.0827761,0.93347144,-0.1310595,-0.2446088,-0.1135493
26,-0.549554,-0.6091035,"('hardhearted', 'benevolent')",1.1374853,1.1490914,1.3607587,1.2942321,0.6495633,0.6114066,-0.0381567
27,-0.6765601,-0.7051532,"('hardhearted', 'softhearted')",-0.14499702,-0.12161945,0.5574727,0.4527824,-0.0880281,-0.1246634,-0.0366353
28,-0.71448725,-0.87354386,"('disloyal', 'loyal')",0.48867506,0.29818648,0.89172566,0.7795699,0.2219712,0.0680708,-0.1539004
29,-0.46752355,-0.5345047,"('unfair', 'fair')",-0.8534357,-0.98858434,-0.7229977,-0.90291685,-0.681319,-0.8086686,-0.1273496
30,0.77672875,0.74872005,"('intolerant', 'tolerant')",1.7311184,1.6755105,0.7998512,0.9155504,1.1025662,1.1132603,0.0106941
31,-1.6234841,-1.607073,"('evil', 'good')",-1.1578597,-1.2400177,-1.484237,-1.630394,-1.4218604,-1.4924949,-0.0706345
32,-0.4425481,-0.47467828,"('unkind', 'kind')",0.75207347,0.7037436,1.1175101,1.0719317,0.4756785,0.4336657,-0.0420128
33,-0.061374918,-0.17847262,"('wrong', 'right')",0.7352065,0.6224535,-0.58801967,-0.66100216,0.028604,-0.0723404,-0.1009444
34,-0.6527505,-0.5512299,"('mean', 'honorable')",-0.51497126,-0.44127324,5.0992904,5.2175417,1.3105229,1.4083462,0.0978233
35,-0.84688663,-0.9771861,"('corrupt', 'incorrupt')",-0.98500717,-1.1574726,-0.8854626,-1.0651487,-0.9057855,-1.0666025,-0.160817
36,-1.1405405,-1.2966897,"('hostile', 'amicable')",-0.6336976,-0.87682116,-0.15465513,-0.4183729,-0.6429644,-0.8639613,-0.2209969
37,-0.6224847,-0.60271096,"('fake', 'genuine')",-0.40843654,-0.41431645,-0.27049258,-0.24960533,-0.4338046,-0.4222109,0.0115937
38,-0.98439264,-1.0204759,"('untruthful', 'truthful')",-0.2626786,-0.32443088,0.222189,0.22481817,-0.3416274,-0.3733629,-0.0317355
39,1.3333713,1.3598915,"('exploitative', 'cooperative')",0.64010566,0.7289363,0.6317497,0.7114711,0.8684088,0.933433,0.0650242
40,-0.3191671,-0.24808623,"('stingy', 'generous')",-0.5400937,-0.39827135,-2.9624968,-2.955748,-1.2739192,-1.2007019,0.0732173
41,-0.66359013,-0.6449627,"('unforgiving', 'forgiving')",-0.5820621,-0.5533848,0.61408657,0.5967513,-0.2105219,-0.2005321,0.0099898
42,0.70118713,0.93039817,"('unreliable', 'reliable')",-0.96172154,-0.73137647,-2.7161176,-2.5872216,-0.9922174,-0.7960666,0.1961508
43,0.057390936,0.1621745,"('irresponsible', 'responsible')",0.1703727,0.2822461,0.6503574,0.7659802,0.292707,0.4034669,0.1107599
44,0.7610772,0.83753276,"('prejudiced', 'unprejudiced')",-0.39168593,-0.22628652,-0.90335673,-0.8711922,-0.1779885,-0.0866487,0.0913398
45,-0.0616135,0.041303743,"('incompetent', 'competent')",-0.23061547,-0.12472856,-0.12887579,-0.08847143,-0.1403683,-0.0572987,0.0830696
46,0.2452771,0.34293973,"('uncompetitive', 'competitive')",0.1399518,0.30374134,-0.81503344,-0.67536795,-0.1432682,-0.0095623,0.1337059
47,0.4055968,0.5173149,"('stupid', 'smart')",1.2862484,1.3486571,5.5308747,5.5963497,2.4075734,2.4874406,0.0798672
48,-0.11792229,-0.2516353,"('unintelligent', 'intelligent')",1.3931417,1.297316,0.05314019,0.03856207,0.4427865,0.3614142,-0.0813723
49,0.0802882,0.103106916,"('unable', 'able')",0.39967394,0.46577117,-0.29980004,-0.21596278,0.060054,0.1176384,0.0575844
50,0.46423873,0.48521593,"('clumsy', 'skillful')",0.67200583,0.7156177,0.0043419227,0.0013307035,0.3801955,0.4007215,0.020526
51,-0.30724272,-0.3740024,"('uneducated', 'educated')",0.42756554,0.2642663,0.5777281,0.48425764,0.2326836,0.1248405,-0.1078431
52,0.102486074,-0.18372512,"('irrational', 'rational')",0.12796882,-0.15228893,-0.26447463,-0.48080352,-0.0113399,-0.2722725,-0.2609326
53,-0.7468134,-0.8402093,"('uncreative', 'creative')",0.9875186,0.8793075,0.47365874,0.4469751,0.2381213,0.1620244,-0.0760969
54,0.12589052,-0.09425537,"('incapable', 'capable')",0.70830935,0.5215373,0.98060936,0.9029033,0.6049364,0.4433951,-0.1615413
55,0.8486644,0.88589555,"('incompetent', 'clever')",1.0262644,1.0740783,0.55462265,0.66473234,0.8098505,0.8749021,0.0650516
56,0.68078387,0.7309815,"('impractical', 'practical')",1.2485136,1.2192044,-0.079575896,0.022461612,0.6165739,0.6575492,0.0409753
57,-0.068213694,-0.16812173,"('unimaginative', 'imaginative')",0.7941701,0.75698304,-2.9857895,-2.9451873,-0.7532777,-0.785442,-0.0321643
58,-0.24950697,-0.27028298,"('undiscriminating', 'discriminating')",0.30851933,0.24003884,-0.08556745,-0.048073925,-0.0088517,-0.026106,-0.0172543
59,0.24957223,0.22062756,"('foolish', 'wise')",0.61436296,0.5510265,0.026713366,-0.07365368,0.2968828,0.2326668,-0.064216
60,0.62103564,0.74516463,"('inefficient', 'efficient')",1.3416437,1.5379753,0.08466468,0.39158258,0.682448,0.8915741,0.2091261
61,0.1435848,0.0056837928,"('illogical', 'logical')",0.87254685,0.7207939,0.052067094,-0.03946,0.3560662,0.2290059,-0.1270603
62,1.0896089,1.2015679,"('incompetent', 'brilliant')",1.428703,1.6125675,0.23645033,0.41996318,0.9182541,1.0780329,0.1597788
63,0.0062735565,0.112226754,"('unperceptive', 'insightful')",0.26520777,0.3612541,0.19596764,0.35632053,0.1558163,0.2766005,0.1207842
64,0.4186285,0.42633224,"('shy', 'confident')",-0.2679279,-0.18525602,-5.6997166,-5.607679,-1.849672,-1.7888676,0.0608044
65,0.19685876,0.20562819,"('insecure', 'secure')",-0.14807056,-0.15106949,0.36743307,0.49648908,0.1387404,0.1836826,0.0449422
66,-0.7403574,-0.80023587,"('inactive', 'active')",-0.7056215,-0.8322732,0.22846851,0.16097914,-0.4058368,-0.4905099,-0.0846731
67,1.0187935,1.060894,"('doubtful', 'determined')",0.37139165,0.4208946,-0.10594155,-0.035049785,0.4280812,0.4822463,0.0541651
68,0.05170184,-0.022579342,"('dependent', 'independent')",-0.77108973,-0.885504,-1.5270941,-1.527397,-0.7488273,-0.8118268,-0.0629995
69,-0.021941744,-0.021435373,"('lazy', 'industrious')",0.38671204,0.44972527,-1.1763364,-1.2041825,-0.270522,-0.2586309,0.0118911
70,0.38433298,0.4980528,"('lethargic', 'energetic')",-0.09102014,0.07943654,0.5820689,0.6906446,0.2917939,0.4227113,0.1309174
71,-0.3188107,-0.3298029,"('diffident', 'self-confident')",0.59832776,0.6268548,0.31567833,0.28632665,0.1983985,0.1944595,-0.003939
72,-0.2013705,-0.14887355,"('unambitious', 'ambitious')",0.13750672,0.15747717,-0.09008029,-0.0021629892,-0.0513147,0.0021469,0.0534616
73,1.1367323,1.132069,"('helpless', 'self-reliant')",0.5574528,0.5665616,-3.5309627,-3.457135,-0.6122592,-0.5861681,0.0260911
74,-0.12157383,-0.053896453,"('undedicated', 'dedicated')",0.62675744,0.7382,-0.22768736,-0.14494576,0.0924988,0.1797859,0.0872871
75,0.6092567,0.586761,"('meek', 'impulsive')",-0.18821912,-0.19036031,-0.18289067,-0.18716629,0.0793823,0.0697448,-0.0096375
76,0.63407147,0.793965,"('anxious', 'daring')",0.23145854,0.4100736,0.23571543,0.34524903,0.3670818,0.5164292,0.1493474
77,-0.07407003,-0.11729357,"('unmotivated', 'motivated')",0.6730927,0.7097728,-0.880575,-0.8031233,-0.0938508,-0.0702147,0.0236361
78,-1.1313161,-1.0587636,"('nonresilient', 'resilient')",0.4668591,0.5553981,-0.39985573,-0.29188776,-0.3547709,-0.2650844,0.0896865
79,-0.94638526,-1.0055481,"('wavering', 'unwavering')",-1.2242522,-1.397619,-0.5634703,-0.64220583,-0.9113693,-1.0151243,-0.103755
80,0.77359456,0.8690487,"('dominated', 'dominating')",0.0723361,0.21866728,-0.013951015,0.07942496,0.2773265,0.389047,0.1117205
