,bibliography_male,bibliography_female,tuple,average_male,average_female,female-male
0,-0.18344049,-0.24499527,"('unsociable', 'sociable')",-0.1834405,-0.2449953,-0.0615548
1,1.2099497,1.1483698,"('unfriendly', 'friendly')",1.2099497,1.1483698,-0.0615799
2,-0.083714545,0.010886695,"('unlikable', 'likable')",-0.0837145,0.0108867,0.0946012
3,0.9113895,0.95117813,"('repellent', 'pleasant')",0.9113895,0.9511781,0.0397886
4,-7.451923,-7.501105,"('disliked', 'liked')",-7.4519229,-7.5011048,-0.0491819
5,-0.52802986,-0.5583332,"('distant', 'outgoing')",-0.5280299,-0.5583332,-0.0303033
6,0.09135039,0.017257504,"('distant', 'open')",0.0913504,0.0172575,-0.0740929
7,0.66217047,0.7001714,"('insensitive', 'sensitive')",0.6621705,0.7001714,0.0380009
8,1.0458591,0.95757335,"('unaffectionate', 'affectionate')",1.0458591,0.9575734,-0.0882857
9,1.0700557,1.059329,"('unaffectionate', 'caring')",1.0700557,1.059329,-0.0107267
10,1.0579388,1.0640432,"('unsympathetic', 'sympathetic')",1.0579388,1.0640432,0.0061044
11,1.59122,1.589428,"('unhelpful', 'helpful')",1.59122,1.5894279,-0.0017921
12,-1.7932236,-1.7998638,"('unsupportive', 'supportive')",-1.7932236,-1.7998638,-0.0066402
13,-0.3915171,-0.41889113,"('impolite', 'polite')",-0.3915171,-0.4188911,-0.027374
14,0.025845237,-0.012517001,"('antisocial', 'social')",0.0258452,-0.012517,-0.0383622
15,0.21771103,0.14037016,"('boring', 'funny')",0.217711,0.1403702,-0.0773408
16,-0.5109169,-0.45486093,"('unpopular', 'popular')",-0.5109169,-0.4548609,0.056056
17,-0.5827145,-0.4931563,"('nasty', 'nice')",-0.5827145,-0.4931563,0.0895582
18,-0.07080209,-0.16641593,"('disagreeable', 'welcoming')",-0.0708021,-0.1664159,-0.0956138
19,-0.6264635,-0.66520464,"('inhospitable', 'hospitable')",-0.6264635,-0.6652046,-0.0387411
20,1.1059268,1.0635242,"('rough', 'thoughtful')",1.1059268,1.0635242,-0.0424026
21,-0.33522373,-0.27372715,"('immoral', 'moral')",-0.3352237,-0.2737271,0.0614966
22,-0.41508195,-0.4348454,"('untrustworthy', 'trustworthy')",-0.4150819,-0.4348454,-0.0197635
23,6.582182,6.5348268,"('insincere', 'sincere')",6.5821819,6.5348268,-0.0473551
24,1.4254913,1.3098364,"('dishonest', 'honest')",1.4254913,1.3098364,-0.1156549
25,0.85110855,0.8001937,"('egoistic', 'altruistic')",0.8511086,0.8001937,-0.0509149
26,0.8178837,0.7904072,"('hardhearted', 'benevolent')",0.8178837,0.7904072,-0.0274765
27,1.4506228,1.3280159,"('hardhearted', 'softhearted')",1.4506228,1.3280159,-0.1226069
28,1.0993515,1.028913,"('disloyal', 'loyal')",1.0993515,1.028913,-0.0704385
29,-0.85112035,-0.9723896,"('unfair', 'fair')",-0.8511204,-0.9723896,-0.1212692
30,0.77701414,0.7529707,"('intolerant', 'tolerant')",0.7770141,0.7529707,-0.0240434
31,-1.4274145,-1.3588369,"('evil', 'good')",-1.4274145,-1.3588369,0.0685776
32,0.70470977,0.6458743,"('unkind', 'kind')",0.7047098,0.6458743,-0.0588355
33,-0.59366214,-0.5968146,"('wrong', 'right')",-0.5936621,-0.5968146,-0.0031525
34,4.6013985,4.658184,"('mean', 'honorable')",4.6013985,4.6581841,0.0567856
35,-0.6023797,-0.79489243,"('corrupt', 'incorrupt')",-0.6023797,-0.7948924,-0.1925127
36,-0.7506976,-0.799955,"('hostile', 'amicable')",-0.7506976,-0.799955,-0.0492574
37,0.8193132,0.78977215,"('fake', 'genuine')",0.8193132,0.7897722,-0.029541
38,-0.22854698,-0.20079741,"('untruthful', 'truthful')",-0.228547,-0.2007974,0.0277496
39,0.5157233,0.4732039,"('exploitative', 'cooperative')",0.5157233,0.4732039,-0.0425194
40,-1.1520896,-1.3264022,"('stingy', 'generous')",-1.1520896,-1.3264022,-0.1743126
41,-0.13829671,-0.11458043,"('unforgiving', 'forgiving')",-0.1382967,-0.1145804,0.0237163
42,-2.0075967,-2.0679996,"('unreliable', 'reliable')",-2.0075967,-2.0679996,-0.0604029
43,1.0443556,1.0341749,"('irresponsible', 'responsible')",1.0443556,1.0341749,-0.0101807
44,-0.86227185,-0.86744237,"('prejudiced', 'unprejudiced')",-0.8622718,-0.8674424,-0.0051706
45,0.039441414,0.036394756,"('incompetent', 'competent')",0.0394414,0.0363948,-0.0030466
46,-0.40547734,-0.45058608,"('uncompetitive', 'competitive')",-0.4054773,-0.4505861,-0.0451088
47,5.097284,5.2162695,"('stupid', 'smart')",5.0972838,5.2162695,0.1189857
48,0.37378234,0.30861193,"('unintelligent', 'intelligent')",0.3737823,0.3086119,-0.0651704
49,0.21893464,0.20671552,"('unable', 'able')",0.2189346,0.2067155,-0.0122191
50,-0.17874059,-0.25410426,"('clumsy', 'skillful')",-0.1787406,-0.2541043,-0.0753637
51,0.6782549,0.5535379,"('uneducated', 'educated')",0.6782549,0.5535379,-0.124717
52,-0.57673615,-0.6397722,"('irrational', 'rational')",-0.5767362,-0.6397722,-0.063036
53,-0.15555075,-0.22977771,"('uncreative', 'creative')",-0.1555507,-0.2297777,-0.074227
54,1.0825853,1.0790789,"('incapable', 'capable')",1.0825853,1.0790789,-0.0035064
55,0.88095814,0.881776,"('incompetent', 'clever')",0.8809581,0.881776,0.0008179
56,0.6459765,0.62398875,"('impractical', 'practical')",0.6459765,0.6239887,-0.0219878
57,-2.4621494,-2.4022143,"('unimaginative', 'imaginative')",-2.4621494,-2.4022143,0.0599351
58,0.34050542,0.3416459,"('undiscriminating', 'discriminating')",0.3405054,0.3416459,0.0011405
59,-0.0086682215,-0.014021412,"('foolish', 'wise')",-0.0086682,-0.0140214,-0.0053532
60,0.3465637,0.40835944,"('inefficient', 'efficient')",0.3465637,0.4083594,0.0617957
61,-0.02030804,-0.18222676,"('illogical', 'logical')",-0.020308,-0.1822268,-0.1619188
62,0.2768833,0.3558278,"('incompetent', 'brilliant')",0.2768833,0.3558278,0.0789445
63,0.15234731,0.16215178,"('unperceptive', 'insightful')",0.1523473,0.1621518,0.0098045
64,-6.2450004,-6.1984906,"('shy', 'confident')",-6.2450004,-6.1984906,0.0465098
65,0.43636516,0.44758326,"('insecure', 'secure')",0.4363652,0.4475833,0.0112181
66,0.119644776,0.05743766,"('inactive', 'active')",0.1196448,0.0574377,-0.0622071
67,-0.34671843,-0.30182588,"('doubtful', 'determined')",-0.3467184,-0.3018259,0.0448925
68,-0.36470902,-0.4621454,"('dependent', 'independent')",-0.364709,-0.4621454,-0.0974364
69,-2.049531,-2.0186057,"('lazy', 'industrious')",-2.049531,-2.0186057,0.0309253
70,1.2918892,1.2536361,"('lethargic', 'energetic')",1.2918892,1.2536361,-0.0382531
71,0.65645444,0.6709362,"('diffident', 'self-confident')",0.6564544,0.6709362,0.0144818
72,0.60888356,0.720049,"('unambitious', 'ambitious')",0.6088836,0.720049,0.1111654
73,-3.0605047,-3.047323,"('helpless', 'self-reliant')",-3.0605047,-3.047323,0.0131817
74,0.48552027,0.36730745,"('undedicated', 'dedicated')",0.4855203,0.3673075,-0.1182128
75,-0.6779834,-0.57322305,"('meek', 'impulsive')",-0.6779834,-0.5732231,0.1047603
76,0.96348363,0.9240853,"('anxious', 'daring')",0.9634836,0.9240853,-0.0393983
77,-1.8095405,-1.6344422,"('unmotivated', 'motivated')",-1.8095405,-1.6344422,0.1750983
78,-0.60058236,-0.6210353,"('nonresilient', 'resilient')",-0.6005824,-0.6210353,-0.0204529
79,0.0056156944,-0.023669537,"('wavering', 'unwavering')",0.0056157,-0.0236695,-0.0292852
80,-0.2401944,-0.3507115,"('dominated', 'dominating')",-0.2401944,-0.3507115,-0.1105171
81,0.17519139,0.18853422,"('submissive', 'aggressive')",0.1751914,0.1885342,0.0133428
82,6.2985125,6.3456426,"('poor', 'rich')",6.2985125,6.3456426,0.0471301
83,-0.111254536,-0.10500216,"('powerless', 'powerful')",-0.1112545,-0.1050022,0.0062523
84,0.53782797,0.5016036,"('inferior', 'superior')",0.537828,0.5016036,-0.0362244
85,-0.26792967,-0.29097024,"('insignificant', 'prestigious')",-0.2679297,-0.2909702,-0.0230405
86,0.5299249,0.5018238,"('uninfluential', 'influential')",0.5299249,0.5018238,-0.0281011
87,-0.41347995,-0.3305686,"('unsuccessful', 'successful')",-0.41348,-0.3305686,0.0829114
88,0.49119845,0.469821,"('low', 'eminent')",0.4911985,0.469821,-0.0213775
