,thug_male,thug_female,tuple,average_male,average_female,female-male
0,0.41800913,0.4011643,"('unsociable', 'sociable')",0.4180091,0.4011643,-0.0168448
1,0.8049162,0.762839,"('unfriendly', 'friendly')",0.8049162,0.762839,-0.0420772
2,0.005263783,0.17498787,"('unlikable', 'likable')",0.0052638,0.1749879,0.1697241
3,0.94599867,1.116133,"('repellent', 'pleasant')",0.9459987,1.116133,0.1701343
4,-7.3213406,-7.484507,"('disliked', 'liked')",-7.3213406,-7.4845071,-0.1631665
5,-0.71609104,-0.74965495,"('distant', 'outgoing')",-0.716091,-0.7496549,-0.0335639
6,-0.24289721,-0.3871322,"('distant', 'open')",-0.2428972,-0.3871322,-0.144235
7,1.403629,1.52133,"('insensitive', 'sensitive')",1.4036289,1.52133,0.1177011
8,0.77770925,0.67899513,"('unaffectionate', 'affectionate')",0.7777092,0.6789951,-0.0987141
9,1.0471039,1.0392718,"('unaffectionate', 'caring')",1.0471039,1.0392718,-0.0078321
10,1.279655,1.4094672,"('unsympathetic', 'sympathetic')",1.279655,1.4094672,0.1298122
11,1.600081,1.6886722,"('unhelpful', 'helpful')",1.600081,1.6886722,0.0885912
12,-1.4723188,-1.4146072,"('unsupportive', 'supportive')",-1.4723188,-1.4146072,0.0577116
13,0.18552011,0.4040929,"('impolite', 'polite')",0.1855201,0.4040929,0.2185728
14,0.4312245,0.49174953,"('antisocial', 'social')",0.4312245,0.4917495,0.060525
15,0.34688264,0.3189522,"('boring', 'funny')",0.3468826,0.3189522,-0.0279304
16,-0.9672255,-0.97420496,"('unpopular', 'popular')",-0.9672255,-0.974205,-0.0069795
17,-0.016567543,-0.0514763,"('nasty', 'nice')",-0.0165675,-0.0514763,-0.0349088
18,-0.54530066,-0.45218742,"('disagreeable', 'welcoming')",-0.5453007,-0.4521874,0.0931133
19,-0.9265575,-0.9149334,"('inhospitable', 'hospitable')",-0.9265575,-0.9149334,0.0116241
20,0.61606264,0.5441369,"('rough', 'thoughtful')",0.6160626,0.5441369,-0.0719257
21,0.11117081,0.39098054,"('immoral', 'moral')",0.1111708,0.3909805,0.2798097
22,0.063702494,0.1511716,"('untrustworthy', 'trustworthy')",0.0637025,0.1511716,0.0874691
23,6.047419,6.2510033,"('insincere', 'sincere')",6.0474191,6.2510033,0.2035842
24,1.3157825,1.4041463,"('dishonest', 'honest')",1.3157825,1.4041463,0.0883638
25,0.6689563,0.646505,"('egoistic', 'altruistic')",0.6689563,0.646505,-0.0224513
26,1.0492233,0.80906487,"('hardhearted', 'benevolent')",1.0492233,0.8090649,-0.2401584
27,1.5640638,1.397852,"('hardhearted', 'softhearted')",1.5640638,1.3978519,-0.1662119
28,1.2682859,1.0769409,"('disloyal', 'loyal')",1.2682859,1.0769409,-0.191345
29,-0.41296458,-0.5983525,"('unfair', 'fair')",-0.4129646,-0.5983525,-0.1853879
30,1.0038816,1.137362,"('intolerant', 'tolerant')",1.0038816,1.137362,0.1334804
31,-1.5132481,-1.6887652,"('evil', 'good')",-1.5132481,-1.6887652,-0.1755171
32,1.1715223,1.0731114,"('unkind', 'kind')",1.1715223,1.0731114,-0.0984109
33,-0.45516968,-0.5164334,"('wrong', 'right')",-0.4551697,-0.5164334,-0.0612637
34,4.0266795,4.3419795,"('mean', 'honorable')",4.0266795,4.3419795,0.3153
35,-1.2443298,-1.6187737,"('corrupt', 'incorrupt')",-1.2443298,-1.6187737,-0.3744439
36,-0.8770276,-1.1289378,"('hostile', 'amicable')",-0.8770276,-1.1289378,-0.2519102
37,1.0083927,0.982634,"('fake', 'genuine')",1.0083927,0.982634,-0.0257587
38,-0.6405834,-0.5050619,"('untruthful', 'truthful')",-0.6405834,-0.5050619,0.1355215
39,0.24721915,0.34188852,"('exploitative', 'cooperative')",0.2472191,0.3418885,0.0946694
40,-1.1511995,-1.1584169,"('stingy', 'generous')",-1.1511995,-1.1584169,-0.0072174
41,0.5981788,0.47032672,"('unforgiving', 'forgiving')",0.5981788,0.4703267,-0.1278521
42,-1.9511571,-1.9224423,"('unreliable', 'reliable')",-1.9511571,-1.9224423,0.0287148
43,1.0705247,1.2863578,"('irresponsible', 'responsible')",1.0705247,1.2863578,0.2158331
44,-0.9285231,-1.0181234,"('prejudiced', 'unprejudiced')",-0.9285231,-1.0181234,-0.0896003
45,0.5883869,0.43839294,"('incompetent', 'competent')",0.5883869,0.4383929,-0.149994
46,-0.26776803,-0.15418509,"('uncompetitive', 'competitive')",-0.267768,-0.1541851,0.1135829
47,4.6740656,4.897967,"('stupid', 'smart')",4.6740656,4.8979669,0.2239013
48,0.2651955,0.38834584,"('unintelligent', 'intelligent')",0.2651955,0.3883458,0.1231503
49,-0.48759165,-0.34489772,"('unable', 'able')",-0.4875917,-0.3448977,0.142694
50,-0.46072295,-0.52704126,"('clumsy', 'skillful')",-0.460723,-0.5270413,-0.0663183
51,0.5298935,0.64818025,"('uneducated', 'educated')",0.5298935,0.6481802,0.1182867
52,-0.34959957,-0.58477604,"('irrational', 'rational')",-0.3495996,-0.584776,-0.2351764
53,-0.18855259,-0.2841183,"('uncreative', 'creative')",-0.1885526,-0.2841183,-0.0955657
54,0.69067806,0.77685535,"('incapable', 'capable')",0.6906781,0.7768553,0.0861772
55,1.1088241,1.2710423,"('incompetent', 'clever')",1.1088241,1.2710423,0.1622182
56,0.39901024,0.5371914,"('impractical', 'practical')",0.3990102,0.5371914,0.1381812
57,-1.701108,-1.8246264,"('unimaginative', 'imaginative')",-1.701108,-1.8246264,-0.1235184
58,0.49984154,0.45646843,"('undiscriminating', 'discriminating')",0.4998415,0.4564684,-0.0433731
59,-0.38541993,-0.3736686,"('foolish', 'wise')",-0.3854199,-0.3736686,0.0117513
60,0.5511548,0.96995413,"('inefficient', 'efficient')",0.5511548,0.9699541,0.4187993
61,0.21746182,0.13401942,"('illogical', 'logical')",0.2174618,0.1340194,-0.0834424
62,0.60092765,0.9215932,"('incompetent', 'brilliant')",0.6009277,0.9215932,0.3206655
63,0.13641384,0.33444217,"('unperceptive', 'insightful')",0.1364138,0.3344422,0.1980284
64,-5.943949,-5.7215185,"('shy', 'confident')",-5.9439492,-5.7215185,0.2224307
65,0.70610154,1.0168335,"('insecure', 'secure')",0.7061015,1.0168335,0.310732
66,-0.15316907,-0.34061742,"('inactive', 'active')",-0.1531691,-0.3406174,-0.1874483
67,-0.8630338,-0.7608051,"('doubtful', 'determined')",-0.8630338,-0.7608051,0.1022287
68,-1.0123425,-0.82219225,"('dependent', 'independent')",-1.0123425,-0.8221923,0.1901502
69,-2.1108603,-2.2381063,"('lazy', 'industrious')",-2.1108603,-2.2381063,-0.127246
70,1.8015107,1.8987265,"('lethargic', 'energetic')",1.8015107,1.8987265,0.0972158
71,0.07513926,0.040574655,"('diffident', 'self-confident')",0.0751393,0.0405747,-0.0345646
72,0.82722497,1.1760696,"('unambitious', 'ambitious')",0.827225,1.1760696,0.3488446
73,-2.7739933,-2.716678,"('helpless', 'self-reliant')",-2.7739933,-2.7166779,0.0573154
74,0.38407817,0.24268436,"('undedicated', 'dedicated')",0.3840782,0.2426844,-0.1413938
75,-0.67303306,-0.6723566,"('meek', 'impulsive')",-0.6730331,-0.6723566,0.0006765
76,0.6697001,0.8163217,"('anxious', 'daring')",0.6697001,0.8163217,0.1466216
77,-1.385741,-1.2167343,"('unmotivated', 'motivated')",-1.385741,-1.2167343,0.1690067
78,-1.042049,-1.0706443,"('nonresilient', 'resilient')",-1.0420491,-1.0706443,-0.0285952
79,-0.2720443,-0.3830292,"('wavering', 'unwavering')",-0.2720443,-0.3830292,-0.1109849
80,0.14365266,0.17717585,"('dominated', 'dominating')",0.1436527,0.1771758,0.0335231
81,0.19965008,0.43587285,"('submissive', 'aggressive')",0.1996501,0.4358729,0.2362228
82,6.1276474,6.1821713,"('poor', 'rich')",6.1276474,6.1821713,0.0545239
83,-0.393071,-0.30715257,"('powerless', 'powerful')",-0.393071,-0.3071526,0.0859184
84,0.25170147,0.19931155,"('inferior', 'superior')",0.2517015,0.1993116,-0.0523899
85,-1.5410626,-1.7155304,"('insignificant', 'prestigious')",-1.5410626,-1.7155304,-0.1744678
86,0.85894185,0.812465,"('uninfluential', 'influential')",0.8589419,0.812465,-0.0464769
87,-0.35148594,-0.21055992,"('unsuccessful', 'successful')",-0.3514859,-0.2105599,0.140926
88,-0.17009848,-0.12620166,"('low', 'eminent')",-0.1700985,-0.1262017,0.0438968
