,andeavor_male,andeavor_female,tuple,average_male,average_female,female-male
0,-1.1697536,-1.4176297,"('unsociable', 'sociable')",-1.1697536,-1.4176297,-0.2478761
1,-1.7733222,-1.969148,"('unfriendly', 'friendly')",-1.7733222,-1.969148,-0.1958258
2,-0.13286301,-0.028590582,"('unlikable', 'likable')",-0.132863,-0.0285906,0.1042724
3,0.017546609,0.15622452,"('repellent', 'pleasant')",0.0175466,0.1562245,0.1386779
4,-2.2870834,-2.151296,"('disliked', 'liked')",-2.2870834,-2.1512959,0.1357875
5,-2.1605628,-2.2852151,"('distant', 'outgoing')",-2.1605628,-2.2852151,-0.1246523
6,-1.5340754,-1.637154,"('distant', 'open')",-1.5340754,-1.637154,-0.1030786
7,0.5586335,0.4670319,"('insensitive', 'sensitive')",0.5586335,0.4670319,-0.0916016
8,-0.6505008,-0.8155417,"('unaffectionate', 'affectionate')",-0.6505008,-0.8155417,-0.1650409
9,-0.6620161,-0.8594924,"('unaffectionate', 'caring')",-0.6620161,-0.8594924,-0.1974763
10,-0.8078079,-1.1703613,"('unsympathetic', 'sympathetic')",-0.8078079,-1.1703613,-0.3625534
11,-0.6720301,-0.8364627,"('unhelpful', 'helpful')",-0.6720301,-0.8364627,-0.1644326
12,-1.8384484,-1.8221196,"('unsupportive', 'supportive')",-1.8384484,-1.8221196,0.0163288
13,-0.63925385,-0.7937006,"('impolite', 'polite')",-0.6392539,-0.7937006,-0.1544467
14,-0.2908102,-0.27893856,"('antisocial', 'social')",-0.2908102,-0.2789386,0.0118716
15,0.8698705,0.74692434,"('boring', 'funny')",0.8698705,0.7469243,-0.1229462
16,0.39408964,0.47299796,"('unpopular', 'popular')",0.3940896,0.472998,0.0789084
17,-0.28443342,-0.343815,"('nasty', 'nice')",-0.2844334,-0.343815,-0.0593816
18,-0.8922646,-0.74768996,"('disagreeable', 'welcoming')",-0.8922646,-0.74769,0.1445746
19,-0.7345927,-0.7759136,"('inhospitable', 'hospitable')",-0.7345927,-0.7759136,-0.0413209
20,-0.09861374,-0.2221097,"('rough', 'thoughtful')",-0.0986137,-0.2221097,-0.123496
21,-1.2581506,-1.0475987,"('immoral', 'moral')",-1.2581506,-1.0475987,0.2105519
22,-0.15057239,-0.3024011,"('untrustworthy', 'trustworthy')",-0.1505724,-0.3024011,-0.1518287
23,1.3045008,1.0273541,"('insincere', 'sincere')",1.3045008,1.0273541,-0.2771467
24,-0.23987177,-0.34870687,"('dishonest', 'honest')",-0.2398718,-0.3487069,-0.1088351
25,0.035143774,0.23421188,"('egoistic', 'altruistic')",0.0351438,0.2342119,0.1990681
26,1.0637674,0.76115793,"('hardhearted', 'benevolent')",1.0637674,0.7611579,-0.3026095
27,0.3850941,0.1089204,"('hardhearted', 'softhearted')",0.3850941,0.1089204,-0.2761737
28,0.29773718,0.1231834,"('disloyal', 'loyal')",0.2977372,0.1231834,-0.1745538
