,thermo_male,thermo_female,tuple,fisher_male,fisher_female,scientific_male,scientific_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.7807163,-0.83614737,"('unsociable', 'sociable')",0.44798067,0.3178025,1.0636388,0.92758244,-0.6249543,-0.77281564,0.0264872,-0.0908945,-0.1173817
1,-1.5192705,-1.7754846,"('unfriendly', 'friendly')",0.6140768,0.5783908,0.09770027,-0.116410315,2.2488785,2.0695584,0.3603463,0.1890136,-0.1713327
2,0.8313101,0.864112,"('unlikable', 'likable')",1.184418,1.2369889,0.6743266,0.67802304,0.47301102,0.63118434,0.7907664,0.8525771,0.0618107
3,-0.9983557,-0.9477136,"('repellent', 'pleasant')",-1.0860745,-0.9070349,-0.1393262,-0.17588761,0.22401091,0.3052458,-0.4999363,-0.4313476,0.0685887
4,-0.3152499,-0.4197949,"('disliked', 'liked')",-0.47004616,-0.5882888,-0.21539764,-0.3019043,-5.6938305,-5.8358755,-1.6736311,-1.7864659,-0.1128348
5,-1.3405238,-1.3472059,"('distant', 'outgoing')",-0.7767754,-0.72218657,-1.0618392,-1.0096302,-0.17926009,-0.101755634,-0.8395997,-0.7951946,0.0444051
6,-1.4449353,-1.4434919,"('distant', 'open')",-1.2225618,-1.0848811,-1.4440086,-1.3888956,0.08055848,0.18532267,-1.0077368,-0.9329865,0.0747503
7,-0.89770186,-0.87814283,"('insensitive', 'sensitive')",0.5003458,0.53619677,0.30800933,0.30842987,0.66995037,0.7099447,0.1451509,0.1691071,0.0239562
8,-1.4297999,-1.5340855,"('unaffectionate', 'affectionate')",0.29917708,0.37304652,-0.19310531,-0.25862485,0.78881603,0.7724333,-0.133728,-0.1618077,-0.0280797
9,-1.4683232,-1.573837,"('unaffectionate', 'caring')",0.6777295,0.73997736,0.31287023,0.23442362,1.230037,1.2370075,0.1880784,0.1593929,-0.0286855
10,-1.5451801,-1.5349928,"('unsympathetic', 'sympathetic')",-0.30508763,-0.26538494,-0.44401166,-0.4846816,-0.46739405,-0.45740053,-0.6904184,-0.685615,0.0048034
11,-0.31490797,-0.28243074,"('unhelpful', 'helpful')",-0.4820284,-0.4447134,0.49383387,0.4795329,1.7858604,1.9069452,0.3706895,0.4148335,0.044144
12,-0.9004262,-0.83822906,"('unsupportive', 'supportive')",0.9259688,1.0380262,0.44518885,0.482056,-1.7169565,-1.6636521,-0.3115562,-0.2454497,0.0661065
13,0.273212,0.3193491,"('impolite', 'polite')",0.49460724,0.4108335,0.782071,0.7472109,-0.21374579,-0.23240536,0.3340361,0.3112471,-0.022789
14,0.31258053,0.3782366,"('antisocial', 'social')",0.4314893,0.47634524,1.5500895,1.6125156,-0.51135534,-0.5159356,0.445701,0.4877904,0.0420894
15,0.24657202,0.1189257,"('boring', 'funny')",-0.11377787,-0.28453553,0.38935527,0.3612302,0.68563616,0.64434695,0.3019464,0.2099918,-0.0919546
