,fortune_male,fortune_female,tuple,brands_male,brands_female,home_male,home_female,&_male,&_female,secur_male,secur_female,inc_male,inc_female,average_male,average_female,female-male
0,0.19297263,-0.028504673,"('unsociable', 'sociable')",1.363288,1.173864,1.3596122,1.2214162,0.99248374,0.90972364,-0.19869076,-0.33802545,-0.019349627,-0.10141225,0.6150527,0.4728436,-0.1422091
1,0.31090793,0.3775015,"('unfriendly', 'friendly')",-0.30651382,-0.19684824,-0.4387321,-0.37492713,-0.69860464,-0.5135677,-0.9402649,-0.9168431,1.9125359,1.7718927,-0.0267786,0.0245347,0.0513133
2,2.021374,2.047291,"('unlikable', 'likable')",0.96290874,1.0356158,0.1441522,0.20610604,1.5220076,1.5772213,1.710267,1.7510798,0.6009288,0.72993135,1.1602731,1.2245408,0.0642677
3,-0.7956022,-0.8432879,"('repellent', 'pleasant')",-0.27203846,-0.16486965,-0.89194584,-0.86947596,0.30080566,0.40488178,-0.5241117,-0.55218554,-0.1103241,-0.069060214,-0.3822028,-0.3489996,0.0332032
4,-0.29046467,-0.27565795,"('disliked', 'liked')",-1.144315,-0.9832822,-0.5204865,-0.5051943,-0.61887884,-0.5310014,-0.34270123,-0.31768987,-5.9035854,-5.9373865,-1.470072,-1.4250355,0.0450365
5,-0.007883705,0.19972655,"('distant', 'outgoing')",-1.6079304,-1.3688363,-0.65447015,-0.53518885,-1.0107287,-0.8081208,-0.5755321,-0.4537485,-0.23399374,-0.24749506,-0.6817564,-0.5356104,0.146146
6,-0.7959832,-0.5802466,"('distant', 'open')",-1.9837215,-1.6995592,0.0061030462,0.15982798,-0.79376966,-0.535467,-1.063082,-0.9203674,0.29810235,0.26513103,-0.7220585,-0.5517803,0.1702782
7,0.9073714,0.7360281,"('insensitive', 'sensitive')",1.3790771,1.3713319,1.2883137,1.2890304,1.2996888,1.3813732,0.545318,0.51538455,1.1722438,1.1882327,1.0986689,1.0802301,-0.0184388
8,0.81110996,0.8399637,"('unaffectionate', 'affectionate')",-0.8390317,-0.8071494,-0.47024733,-0.4210039,-1.6111844,-1.5542982,-1.3002731,-1.291994,0.8911935,0.7762042,-0.4197388,-0.409713,0.0100258
9,1.9563727,1.9200958,"('unaffectionate', 'caring')",0.71652925,0.78770816,1.0594954,1.0942537,-0.6533555,-0.5203166,-0.83684945,-0.8482204,1.4739321,1.4218998,0.6193541,0.6425701,0.023216
10,0.7989706,0.5570438,"('unsympathetic', 'sympathetic')",1.6209217,1.5793656,0.39216644,0.32428616,0.5307584,0.5546346,-0.13832247,-0.22673859,0.5036485,0.5038287,0.6180238,0.5487367,-0.0692871
11,0.8367345,0.72909236,"('unhelpful', 'helpful')",1.4416966,1.5040224,1.5490361,1.5064611,1.0408541,1.0780889,-0.099989675,-0.18357222,2.2526996,2.3480232,1.1701719,1.163686,-0.0064859
12,2.1591213,2.1826468,"('unsupportive', 'supportive')",1.8035676,2.0602887,1.9178447,2.0064394,0.6594555,0.98322004,-0.31503952,-0.25969157,-0.9781321,-0.8595947,0.8744695,1.0188847,0.1444152
13,1.3302668,1.1796147,"('impolite', 'polite')",2.1054277,1.9434007,1.7630168,1.6842153,0.7522506,0.7197896,0.9774202,0.9341959,-0.056870803,-0.034095068,1.1452519,1.0711869,-0.074065
14,1.5336807,1.3962755,"('antisocial', 'social')",1.130083,1.0536023,1.0971315,1.080399,1.6966833,1.6237917,0.4523306,0.37521285,-0.6068449,-0.5367361,0.883844,0.8320909,-0.0517531
15,0.5699484,0.47226498,"('boring', 'funny')",-0.08199485,-0.15014789,0.6916691,0.72496223,0.13916712,0.046295542,0.41280833,0.41742975,0.2359811,0.2314231,0.3279299,0.2903713,-0.0375586
16,-1.3809727,-1.3937913,"('unpopular', 'popular')",-0.9579054,-0.81608844,-0.57400894,-0.48448202,-0.4591974,-0.40013742,-0.38390046,-0.34705964,-0.09813237,-0.030977406,-0.6423529,-0.5787561,0.0635968
17,-0.6837841,-0.68236506,"('nasty', 'nice')",-0.49360242,-0.3915724,1.4192083,1.455879,-0.8198943,-0.76024544,-0.13823116,-0.11206013,-0.8721415,-0.7967764,-0.2647409,-0.2145234,0.0502175
18,0.2231472,0.1470356,"('disagreeable', 'welcoming')",-0.10326275,-0.020671241,-0.47593683,-0.4517425,0.43156856,0.5507655,-0.735706,-0.723486,-0.28019264,-0.29803237,-0.1567304,-0.1326885,0.0240419
19,0.090662755,0.17664048,"('inhospitable', 'hospitable')",-0.7561414,-0.6143349,0.43490723,0.47174695,-1.0277245,-0.8560718,-0.86628085,-0.78816396,-0.069155455,-0.023104286,-0.365622,-0.2722146,0.0934074
