,alcoa_male,alcoa_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.68366754,-0.8303791,"('unsociable', 'sociable')",-0.3379326,-0.45025256,-0.5108001,-0.6403158,-0.1295157
1,-1.8822448,-2.068833,"('unfriendly', 'friendly')",0.886599,0.6207754,-0.4978229,-0.7240288,-0.2262059
2,1.2442482,1.1607459,"('unlikable', 'likable')",1.0127276,1.0325316,1.1284878,1.0966387,-0.0318491
3,0.24954818,0.45499417,"('repellent', 'pleasant')",0.7728787,0.85763794,0.5112134,0.656316,0.1451026
4,0.16381234,0.088793434,"('disliked', 'liked')",-5.702792,-5.6248646,-2.76949,-2.7680357,0.0014543
5,-1.2368321,-1.3487028,"('distant', 'outgoing')",-0.5657078,-0.6556125,-0.90127,-1.0021577,-0.1008877
6,-1.419215,-1.4717098,"('distant', 'open')",-0.7339687,-0.87409556,-1.0765918,-1.1729027,-0.0963109
7,-0.26847342,-0.074253306,"('insensitive', 'sensitive')",0.39457387,0.4527342,0.0630502,0.1892405,0.1261903
8,-1.6383029,-1.7739836,"('unaffectionate', 'affectionate')",0.0914915,-0.0713042,-0.7734057,-0.9226439,-0.1492382
9,-1.6075554,-1.7041291,"('unaffectionate', 'caring')",0.69396573,0.57998806,-0.4567948,-0.5620705,-0.1052757
10,-0.7845587,-0.7562175,"('unsympathetic', 'sympathetic')",-0.54339504,-0.5789677,-0.6639769,-0.6675926,-0.0036157
11,-0.5827666,-0.6046396,"('unhelpful', 'helpful')",1.6515605,1.6254902,0.534397,0.5104253,-0.0239717
12,-0.41736737,-0.37631604,"('unsupportive', 'supportive')",-1.8524172,-1.800886,-1.1348923,-1.088601,0.0462913
13,-0.1003889,-0.13357641,"('impolite', 'polite')",-0.5008378,-0.43321398,-0.3006133,-0.2833952,0.0172181
14,0.9739111,1.0111355,"('antisocial', 'social')",0.520488,0.5565195,0.7471995,0.7838275,0.036628
15,-0.049596224,-0.24057353,"('boring', 'funny')",0.4466685,0.39016566,0.1985361,0.0747961,-0.12374
16,-0.76317567,-0.7542244,"('unpopular', 'popular')",0.27938735,0.22160816,-0.2418942,-0.2663081,-0.0244139
17,-0.40871784,-0.38162202,"('nasty', 'nice')",-0.22402051,-0.20085734,-0.3163692,-0.2912397,0.0251295
18,-0.64585215,-0.6151499,"('disagreeable', 'welcoming')",-0.67813975,-0.7221449,-0.6619959,-0.6686474,-0.0066515
19,-1.8217942,-1.8791522,"('inhospitable', 'hospitable')",-0.86740464,-0.9460337,-1.3445994,-1.4125929,-0.0679935
20,0.17685762,0.28020793,"('rough', 'thoughtful')",0.6766845,0.6625686,0.426771,0.4713883,0.0446173
21,0.2668174,0.2775724,"('immoral', 'moral')",-0.2688051,-0.17784743,-0.0009938,0.0498625,0.0508563
22,-0.16646107,-0.0896294,"('untrustworthy', 'trustworthy')",-1.012648,-0.96299475,-0.5895545,-0.5263121,0.0632424
23,-1.1567409,-1.1316414,"('insincere', 'sincere')",5.0353675,4.883485,1.9393133,1.8759217,-0.0633916
24,-0.55278015,-0.651671,"('dishonest', 'honest')",0.6283533,0.65032774,0.0377866,-0.0006716,-0.0384582
25,-0.48874298,-0.53044665,"('egoistic', 'altruistic')",1.0597727,0.9516277,0.2855149,0.2105905,-0.0749244
26,0.36071974,0.18138236,"('hardhearted', 'benevolent')",1.6297119,1.4417626,0.9952158,0.8115724,-0.1836434
27,-0.53709775,-0.41480377,"('hardhearted', 'softhearted')",0.7111075,0.66080713,0.0870049,0.1230017,0.0359968
28,-0.97128665,-1.096429,"('disloyal', 'loyal')",0.6430969,0.51414126,-0.1640949,-0.2911439,-0.127049
29,-0.28975973,-0.31501535,"('unfair', 'fair')",-0.5182829,-0.63383955,-0.4040213,-0.4744275,-0.0704062
30,0.16718253,0.12109474,"('intolerant', 'tolerant')",1.3741498,1.3650316,0.7706662,0.7430632,-0.027603
31,-1.3936388,-1.4389834,"('evil', 'good')",-0.886681,-1.0068185,-1.14016,-1.222901,-0.082741
32,-0.5368958,-0.642607,"('unkind', 'kind')",0.43924788,0.279024,-0.048824,-0.1817915,-0.1329675
33,-0.005608266,-0.07937333,"('wrong', 'right')",-0.57616466,-0.5919397,-0.2908865,-0.3356565,-0.04477
34,-0.16341865,-0.08605553,"('mean', 'honorable')",5.023822,5.066347,2.4302015,2.4901457,0.0599442
35,-0.26442987,-0.36090308,"('corrupt', 'incorrupt')",-0.6164492,-0.75767374,-0.4404395,-0.5592884,-0.1188489
36,-1.0744885,-1.1612899,"('hostile', 'amicable')",-0.5722886,-0.73882365,-0.8233886,-0.9500568,-0.1266682
37,-0.42120722,-0.38042182,"('fake', 'genuine')",-0.33982152,-0.30681124,-0.3805144,-0.3436165,0.0368979
38,-0.8154123,-0.9030248,"('untruthful', 'truthful')",-0.06449075,-0.030768454,-0.4399515,-0.4668966,-0.0269451
39,0.8627301,0.8330489,"('exploitative', 'cooperative')",0.37816662,0.36609986,0.6204484,0.5995744,-0.020874
40,0.11776702,0.27121624,"('stingy', 'generous')",-1.5316565,-1.4663106,-0.7069448,-0.5975472,0.1093976
41,-0.22425237,-0.24584496,"('unforgiving', 'forgiving')",0.04544282,-0.013230371,-0.0894048,-0.1295377,-0.0401329
42,0.8662672,0.9213133,"('unreliable', 'reliable')",-2.6007452,-2.5186872,-0.867239,-0.798687,0.068552
43,-0.7218338,-0.7593337,"('irresponsible', 'responsible')",0.441162,0.38754967,-0.1403359,-0.185892,-0.0455561
44,0.7789698,0.7505051,"('prejudiced', 'unprejudiced')",-1.4177918,-1.4535822,-0.319411,-0.3515385,-0.0321275
45,-0.39739245,-0.31188574,"('incompetent', 'competent')",0.07889929,0.066577956,-0.1592466,-0.1226539,0.0365927
46,0.32611954,0.4270487,"('uncompetitive', 'competitive')",-0.97128206,-0.86714584,-0.3225813,-0.2200486,0.1025327
47,-0.013872746,0.074140415,"('stupid', 'smart')",4.8502703,4.844201,2.4181988,2.4591708,0.040972
48,-0.09228949,-0.123205744,"('unintelligent', 'intelligent')",0.87785476,0.8915626,0.3927826,0.3841784,-0.0086042
49,-0.091343686,-0.041159727,"('unable', 'able')",-0.64101535,-0.5334793,-0.3661795,-0.2873195,0.07886
50,-0.13242945,-0.10750671,"('clumsy', 'skillful')",-0.52005357,-0.6317611,-0.3262415,-0.3696339,-0.0433924
51,-0.07071754,-0.08636713,"('uneducated', 'educated')",0.46320397,0.3911286,0.1962432,0.1523807,-0.0438625
52,-1.1582682,-1.394562,"('irrational', 'rational')",-0.1300671,-0.2748265,-0.6441677,-0.8346943,-0.1905266
53,-1.6697141,-1.6559304,"('uncreative', 'creative')",0.39329344,0.29780686,-0.6382103,-0.6790618,-0.0408515
54,-0.53428334,-0.6596844,"('incapable', 'capable')",0.43807164,0.30716655,-0.0481059,-0.1762589,-0.128153
55,0.2285029,0.30756548,"('incompetent', 'clever')",0.5048476,0.6097806,0.3666753,0.4586731,0.0919978
56,0.45103648,0.38239726,"('impractical', 'practical')",0.13960886,0.13997878,0.2953227,0.261188,-0.0341347
57,-0.38702032,-0.36088789,"('unimaginative', 'imaginative')",-2.7062988,-2.7472084,-1.5466596,-1.5540481,-0.0073885
58,-0.017104644,0.0060971044,"('undiscriminating', 'discriminating')",0.29513547,0.24226022,0.1390154,0.1241787,-0.0148367
59,-0.69627005,-0.76417905,"('foolish', 'wise')",-0.015442004,-0.02178501,-0.355856,-0.392982,-0.037126
60,0.8026991,0.863011,"('inefficient', 'efficient')",0.22200353,0.37474054,0.5123513,0.6188757,0.1065244
61,-0.13404,-0.28864226,"('illogical', 'logical')",0.6279366,0.5252004,0.2469483,0.1182791,-0.1286692
62,0.961888,1.054006,"('incompetent', 'brilliant')",0.9241543,1.0752001,0.9430212,1.0646031,0.1215819
63,-0.27362055,-0.17847867,"('unperceptive', 'insightful')",0.3842035,0.45546865,0.0552915,0.138495,0.0832035
64,0.52675545,0.40839648,"('shy', 'confident')",-5.3678617,-5.219658,-2.4205532,-2.4056306,0.0149226
