,prejudice_male,prejudice_female,tuple,average_male,average_female,female-male
0,0.32270715,0.17073235,"('unsociable', 'sociable')",0.3227071,0.1707323,-0.1519748
1,0.8186993,0.83714086,"('unfriendly', 'friendly')",0.8186993,0.8371409,0.0184416
2,0.47163153,0.62366074,"('unlikable', 'likable')",0.4716315,0.6236607,0.1520292
3,1.0127409,1.0733572,"('repellent', 'pleasant')",1.0127409,1.0733572,0.0606163
4,-7.048229,-6.9986906,"('disliked', 'liked')",-7.0482292,-6.9986906,0.0495386
5,-0.6260994,-0.42078587,"('distant', 'outgoing')",-0.6260994,-0.4207859,0.2053135
6,-0.28397703,-0.10604617,"('distant', 'open')",-0.283977,-0.1060462,0.1779308
7,0.81858367,0.9250098,"('insensitive', 'sensitive')",0.8185837,0.9250098,0.1064261
8,0.70647115,0.7183999,"('unaffectionate', 'affectionate')",0.7064711,0.7183999,0.0119288
9,1.2344857,1.360457,"('unaffectionate', 'caring')",1.2344857,1.3604569,0.1259712
10,1.7846645,1.8621109,"('unsympathetic', 'sympathetic')",1.7846645,1.8621109,0.0774464
11,2.0966065,2.1415932,"('unhelpful', 'helpful')",2.0966065,2.1415932,0.0449867
12,-1.404801,-1.3443497,"('unsupportive', 'supportive')",-1.404801,-1.3443497,0.0604513
13,0.6727588,0.57774895,"('impolite', 'polite')",0.6727588,0.577749,-0.0950098
14,-0.07644625,-0.23907782,"('antisocial', 'social')",-0.0764463,-0.2390778,-0.1626315
15,0.15774402,0.08436087,"('boring', 'funny')",0.157744,0.0843609,-0.0733831
16,-0.4796423,-0.4138083,"('unpopular', 'popular')",-0.4796423,-0.4138083,0.065834
17,-0.09683311,-0.05856189,"('nasty', 'nice')",-0.0968331,-0.0585619,0.0382712
18,-0.7726378,-0.79592174,"('disagreeable', 'welcoming')",-0.7726378,-0.7959217,-0.0232839
19,-0.7088989,-0.52804905,"('inhospitable', 'hospitable')",-0.7088989,-0.5280491,0.1808498
20,0.75178325,0.61228323,"('rough', 'thoughtful')",0.7517833,0.6122832,-0.1395001
21,0.36188143,0.5527144,"('immoral', 'moral')",0.3618814,0.5527144,0.190833
22,-0.15445627,-0.16505332,"('untrustworthy', 'trustworthy')",-0.1544563,-0.1650533,-0.010597
23,6.1886463,6.1579123,"('insincere', 'sincere')",6.1886463,6.1579123,-0.030734
24,1.8150285,1.9024488,"('dishonest', 'honest')",1.8150285,1.9024488,0.0874203
25,0.075026296,0.07799834,"('egoistic', 'altruistic')",0.0750263,0.0779983,0.002972
26,0.04283359,-0.12366284,"('hardhearted', 'benevolent')",0.0428336,-0.1236628,-0.1664964
27,1.4881384,1.3872484,"('hardhearted', 'softhearted')",1.4881384,1.3872484,-0.10089
28,1.0970912,1.1519706,"('disloyal', 'loyal')",1.0970912,1.1519706,0.0548794
29,-0.7662129,-0.87066543,"('unfair', 'fair')",-0.7662129,-0.8706654,-0.1044525
30,0.9542999,0.97054243,"('intolerant', 'tolerant')",0.9542999,0.9705424,0.0162425
31,-1.8586931,-1.8237599,"('evil', 'good')",-1.8586931,-1.8237599,0.0349332
32,1.4795089,1.4177266,"('unkind', 'kind')",1.4795089,1.4177266,-0.0617823
33,-0.59088856,-0.49846664,"('wrong', 'right')",-0.5908886,-0.4984666,0.092422
34,4.462835,4.6299725,"('mean', 'honorable')",4.4628348,4.6299725,0.1671377
35,-1.4678898,-1.5199757,"('corrupt', 'incorrupt')",-1.4678898,-1.5199757,-0.0520859
36,-1.3701315,-1.3730533,"('hostile', 'amicable')",-1.3701315,-1.3730533,-0.0029218
37,1.0449151,1.0413258,"('fake', 'genuine')",1.0449151,1.0413258,-0.0035893
38,-0.1783077,-0.04309558,"('untruthful', 'truthful')",-0.1783077,-0.0430956,0.1352121
39,0.04053229,0.04180824,"('exploitative', 'cooperative')",0.0405323,0.0418082,0.0012759
40,-1.3991728,-1.5450354,"('stingy', 'generous')",-1.3991728,-1.5450354,-0.1458626
41,-0.035889257,0.0068575684,"('unforgiving', 'forgiving')",-0.0358893,0.0068576,0.0427469
42,-1.68525,-1.680984,"('unreliable', 'reliable')",-1.68525,-1.680984,0.004266
43,1.253413,1.3450547,"('irresponsible', 'responsible')",1.253413,1.3450547,0.0916417
44,-1.1563704,-1.2749261,"('prejudiced', 'unprejudiced')",-1.1563704,-1.2749261,-0.1185557
45,0.63757175,0.601087,"('incompetent', 'competent')",0.6375718,0.601087,-0.0364848
46,0.042794853,0.07866421,"('uncompetitive', 'competitive')",0.0427949,0.0786642,0.0358693
47,5.2502584,5.358391,"('stupid', 'smart')",5.2502584,5.3583908,0.1081324
48,0.5148881,0.5104839,"('unintelligent', 'intelligent')",0.5148881,0.5104839,-0.0044042
49,0.28897718,0.4965613,"('unable', 'able')",0.2889772,0.4965613,0.2075841
50,-0.22445162,-0.17821707,"('clumsy', 'skillful')",-0.2244516,-0.1782171,0.0462345
51,0.7567977,0.7586105,"('uneducated', 'educated')",0.7567977,0.7586105,0.0018128
52,-0.6436904,-0.6228421,"('irrational', 'rational')",-0.6436904,-0.6228421,0.0208483
53,-0.27502698,-0.22320159,"('uncreative', 'creative')",-0.275027,-0.2232016,0.0518254
54,0.8681672,1.0896027,"('incapable', 'capable')",0.8681672,1.0896027,0.2214355
55,1.0692322,1.0208762,"('incompetent', 'clever')",1.0692322,1.0208762,-0.048356
56,1.0444074,1.0331297,"('impractical', 'practical')",1.0444074,1.0331297,-0.0112777
57,-2.1070573,-2.0833635,"('unimaginative', 'imaginative')",-2.1070573,-2.0833635,0.0236938
58,-0.0225543,-0.082752846,"('undiscriminating', 'discriminating')",-0.0225543,-0.0827528,-0.0601985
59,-0.30754617,-0.2136283,"('foolish', 'wise')",-0.3075462,-0.2136283,0.0939179
60,1.3170718,1.3337277,"('inefficient', 'efficient')",1.3170718,1.3337277,0.0166559
61,0.03532586,-0.090247184,"('illogical', 'logical')",0.0353259,-0.0902472,-0.1255731
62,1.578236,1.6203359,"('incompetent', 'brilliant')",1.578236,1.6203359,0.0420999
63,0.65689105,0.72482973,"('unperceptive', 'insightful')",0.656891,0.7248297,0.0679387
64,-5.1773705,-5.070404,"('shy', 'confident')",-5.1773705,-5.0704041,0.1069664
65,0.9423399,0.856674,"('insecure', 'secure')",0.9423399,0.856674,-0.0856659
66,-0.1252481,-0.12205619,"('inactive', 'active')",-0.1252481,-0.1220562,0.0031919
67,-0.34113204,-0.32941163,"('doubtful', 'determined')",-0.341132,-0.3294116,0.0117204
68,-0.4027022,-0.3044746,"('dependent', 'independent')",-0.4027022,-0.3044746,0.0982276
69,-2.1754413,-2.0326505,"('lazy', 'industrious')",-2.1754413,-2.0326505,0.1427908
70,1.8072705,1.8466874,"('lethargic', 'energetic')",1.8072705,1.8466874,0.0394169
71,0.18266112,0.28212246,"('diffident', 'self-confident')",0.1826611,0.2821225,0.0994614
72,1.1238763,1.1718953,"('unambitious', 'ambitious')",1.1238763,1.1718953,0.048019
73,-2.7875977,-2.8211133,"('helpless', 'self-reliant')",-2.7875977,-2.8211133,-0.0335156
74,0.21911256,0.09642483,"('undedicated', 'dedicated')",0.2191126,0.0964248,-0.1226878
75,-0.6833943,-0.5395807,"('meek', 'impulsive')",-0.6833943,-0.5395807,0.1438136
76,0.8998804,0.7898052,"('anxious', 'daring')",0.8998804,0.7898052,-0.1100752
