,abbvie_male,abbvie_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.036089737,-0.2101534,"('unsociable', 'sociable')",0.15552929,-0.050077118,0.0958095,-0.1301153,-0.2259248
1,-2.2142553,-2.3286545,"('unfriendly', 'friendly')",1.3067197,1.0404003,-0.4537678,-0.6441271,-0.1903593
2,0.89044404,0.9240956,"('unlikable', 'likable')",0.5697389,0.646238,0.7300915,0.7851668,0.0550753
3,0.061800078,0.3163588,"('repellent', 'pleasant')",0.19940864,0.3062004,0.1306044,0.3112796,0.1806752
4,0.11160542,-0.02504294,"('disliked', 'liked')",-6.081876,-6.103436,-2.9851351,-3.0642395,-0.0791044
5,-0.7956677,-0.92280066,"('distant', 'outgoing')",-0.49856788,-0.58643717,-0.6471178,-0.7546189,-0.1075011
6,-1.3749214,-1.4616615,"('distant', 'open')",-0.25019833,-0.4071171,-0.8125599,-0.9343893,-0.1218294
7,-0.29283428,-0.16929796,"('insensitive', 'sensitive')",0.84102917,0.84403574,0.2740974,0.3373689,0.0632715
8,-1.8466765,-1.9565134,"('unaffectionate', 'affectionate')",0.05136259,-0.1343615,-0.8976569,-1.0454375,-0.1477806
9,-1.4306644,-1.4721274,"('unaffectionate', 'caring')",0.68828595,0.58927757,-0.3711892,-0.4414249,-0.0702357
10,0.137147,0.1935255,"('unsympathetic', 'sympathetic')",0.53362435,0.45683256,0.3353857,0.325179,-0.0102067
11,0.1875212,0.29940435,"('unhelpful', 'helpful')",2.1225767,2.2117124,1.155049,1.2555584,0.1005094
12,-0.4615403,-0.3477352,"('unsupportive', 'supportive')",-1.386791,-1.352391,-0.9241657,-0.8500631,0.0741026
13,0.75762355,0.72088605,"('impolite', 'polite')",0.32625118,0.36637524,0.5419374,0.5436307,0.0016933
14,0.73820794,0.7655847,"('antisocial', 'social')",-0.035047792,-0.040427476,0.3515801,0.3625786,0.0109985
15,-0.006089838,-0.18392819,"('boring', 'funny')",0.43715417,0.3656119,0.2155322,0.0908419,-0.1246903
16,-0.497559,-0.43464231,"('unpopular', 'popular')",0.5082287,0.53842,0.0053349,0.0518889,0.046554
17,0.014875746,0.029712837,"('nasty', 'nice')",-0.51146233,-0.5092717,-0.2482933,-0.2397794,0.0085139
18,-0.74874336,-0.706274,"('disagreeable', 'welcoming')",-0.5962234,-0.6271602,-0.6724834,-0.6667171,0.0057663
19,-0.833476,-0.88783056,"('inhospitable', 'hospitable')",-0.3503515,-0.4038254,-0.5919138,-0.645828,-0.0539142
20,0.14316683,0.23125225,"('rough', 'thoughtful')",1.1352682,1.0418469,0.6392175,0.6365496,-0.0026679
21,0.58884674,0.68149406,"('immoral', 'moral')",-0.106034726,-0.04738263,0.241406,0.3170557,0.0756497
22,0.38795763,0.39508602,"('untrustworthy', 'trustworthy')",-0.70282555,-0.7318579,-0.157434,-0.1683859,-0.0109519
23,-0.37219423,-0.29512015,"('insincere', 'sincere')",5.8014374,5.7912264,2.7146215,2.7480531,0.0334316
24,0.44596142,0.4335137,"('dishonest', 'honest')",0.8852028,0.8233994,0.6655821,0.6284566,-0.0371255
25,-1.4653815,-1.5122437,"('egoistic', 'altruistic')",0.68001854,0.61095583,-0.3926815,-0.450644,-0.0579625
26,-0.44586962,-0.62413764,"('hardhearted', 'benevolent')",1.3984157,1.1054938,0.476273,0.2406781,-0.2355949
27,-0.6998841,-0.5495891,"('hardhearted', 'softhearted')",1.1019671,1.0242515,0.2010415,0.2373312,0.0362897
28,-0.48703584,-0.57229644,"('disloyal', 'loyal')",0.71285325,0.5739299,0.1129087,0.0008167,-0.112092
29,-0.32553408,-0.29362857,"('unfair', 'fair')",-0.6432215,-0.84716666,-0.4843778,-0.5703976,-0.0860198
30,0.8890973,0.83293295,"('intolerant', 'tolerant')",1.8398576,1.7864515,1.3644774,1.3096921,-0.0547853
31,-1.9205903,-1.9334227,"('evil', 'good')",-1.6079816,-1.7862022,-1.7642859,-1.8598125,-0.0955266
32,0.035400793,0.013639025,"('unkind', 'kind')",1.0574136,0.9228876,0.5464072,0.4682633,-0.0781439
33,-0.17346695,-0.29374418,"('wrong', 'right')",-0.80406636,-0.8642796,-0.4887667,-0.5790119,-0.0902452
34,-0.1281487,0.016159244,"('mean', 'honorable')",6.007758,6.124845,2.9398048,3.070502,0.1306972
35,-0.42885414,-0.5545508,"('corrupt', 'incorrupt')",-0.7601923,-0.9353405,-0.5945232,-0.7449456,-0.1504224
36,-1.4146606,-1.4879057,"('hostile', 'amicable')",-0.6501037,-0.8544398,-1.0323821,-1.1711727,-0.1387906
37,0.4282634,0.38111404,"('fake', 'genuine')",0.35051432,0.3375249,0.3893889,0.3593194,-0.0300695
38,-0.3944101,-0.33754644,"('untruthful', 'truthful')",0.14244846,0.19546005,-0.1259808,-0.0710432,0.0549376
39,0.8138578,0.80478346,"('exploitative', 'cooperative')",0.075936824,0.03334918,0.4448973,0.4190663,-0.025831
40,0.30776566,0.2859403,"('stingy', 'generous')",-1.4912013,-1.5650889,-0.5917178,-0.6395743,-0.0478565
41,0.15566935,0.11303186,"('unforgiving', 'forgiving')",0.18602963,0.06790961,0.1708495,0.0904707,-0.0803788
42,1.1300985,1.1717091,"('unreliable', 'reliable')",-2.6525874,-2.563489,-0.7612445,-0.6958899,0.0653546
43,0.65347207,0.6841923,"('irresponsible', 'responsible')",1.3729833,1.2841353,1.0132277,0.9841638,-0.0290639
44,1.2451389,1.1862513,"('prejudiced', 'unprejudiced')",-1.6191546,-1.6326022,-0.1870078,-0.2231755,-0.0361677
45,1.1242002,1.0974566,"('incompetent', 'competent')",0.5236399,0.4343196,0.8239201,0.7658881,-0.058032
46,0.14151928,0.18908207,"('uncompetitive', 'competitive')",0.2859999,0.322727,0.2137596,0.2559045,0.0421449
47,0.05170138,0.20333207,"('stupid', 'smart')",5.403352,5.5017953,2.7275267,2.8525636,0.1250369
48,-0.6199276,-0.58431023,"('unintelligent', 'intelligent')",0.80633235,0.74426305,0.0932024,0.0799764,-0.013226
49,-0.2730739,-0.11775734,"('unable', 'able')",-0.07340932,0.037973717,-0.1732416,-0.0398918,0.1333498
