,verisign_male,verisign_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.8111793,-1.9714344,"('unsociable', 'sociable')",-0.3282023,-0.48293304,-1.0696908,-1.2271837,-0.1574929
1,-1.0505029,-1.1938215,"('unfriendly', 'friendly')",1.8727722,1.7182101,0.4111347,0.2621943,-0.1489404
2,-0.012723759,0.05614829,"('unlikable', 'likable')",0.24816903,0.36792853,0.1177226,0.2120384,0.0943158
3,-0.90739197,-0.8970945,"('repellent', 'pleasant')",0.17143552,0.22713542,-0.3679782,-0.3349795,0.0329987
4,-0.00852615,-0.08796414,"('disliked', 'liked')",-6.244305,-6.421247,-3.1264157,-3.2546055,-0.1281898
5,-0.33743435,-0.17688957,"('distant', 'outgoing')",-0.114704624,-0.13160318,-0.2260695,-0.1542464,0.0718231
6,-0.6167033,-0.46219954,"('distant', 'open')",0.2471842,0.20308824,-0.1847595,-0.1295556,0.0552039
7,-0.9112986,-0.9796253,"('insensitive', 'sensitive')",0.8277724,0.7595011,-0.0417631,-0.1100621,-0.068299
8,-1.2481135,-1.244098,"('unaffectionate', 'affectionate')",1.0290923,0.8363577,-0.1095106,-0.2038701,-0.0943595
9,-1.5683929,-1.5973368,"('unaffectionate', 'caring')",1.1477543,1.0406201,-0.2103193,-0.2783583,-0.068039
10,-1.908901,-2.0782309,"('unsympathetic', 'sympathetic')",-0.489618,-0.5889563,-1.1992595,-1.3335936,-0.1343341
11,-0.5425205,-0.58002204,"('unhelpful', 'helpful')",1.31255,1.46638,0.3850147,0.443179,0.0581643
12,-1.621437,-1.6265507,"('unsupportive', 'supportive')",-1.7039952,-1.7121987,-1.6627162,-1.6693747,-0.0066585
13,-1.2638366,-1.4137313,"('impolite', 'polite')",-0.50775117,-0.42804313,-0.8857939,-0.9208872,-0.0350933
14,-0.63419634,-0.7113463,"('antisocial', 'social')",-0.33887443,-0.38813958,-0.4865354,-0.5497429,-0.0632075
15,0.36423627,0.27748308,"('boring', 'funny')",0.63264495,0.57440543,0.4984406,0.4259443,-0.0724963
16,-0.46218926,-0.37508744,"('unpopular', 'popular')",-0.008250058,0.15369892,-0.2352197,-0.1106943,0.1245254
17,-0.087099,-0.06838937,"('nasty', 'nice')",-0.41220653,-0.42108288,-0.2496528,-0.2447361,0.0049167
18,-1.2093822,-1.1217977,"('disagreeable', 'welcoming')",-0.40156075,-0.373331,-0.8054715,-0.7475643,0.0579072
19,-0.14137784,-0.09972089,"('inhospitable', 'hospitable')",0.080828,0.097634174,-0.0302749,-0.0010434,0.0292315
20,-0.016439542,-0.017541632,"('rough', 'thoughtful')",1.1404263,1.1280313,0.5619934,0.5552448,-0.0067486
21,-0.6049065,-0.64557475,"('immoral', 'moral')",-0.9041838,-0.7955571,-0.7545452,-0.7205659,0.0339793
22,-0.14614576,-0.30197686,"('untrustworthy', 'trustworthy')",-0.7933764,-0.9166293,-0.4697611,-0.6093031,-0.139542
23,-0.75120634,-0.8245046,"('insincere', 'sincere')",5.4337764,5.4760103,2.341285,2.3257527,-0.0155323
24,-0.92208207,-1.0130872,"('dishonest', 'honest')",0.67473125,0.5920825,-0.1236754,-0.2105023,-0.0868269
25,-0.182767,-0.084514804,"('egoistic', 'altruistic')",1.8928343,1.8171482,0.8550336,0.8663167,0.0112831
