,brown_male,brown_female,tuple,&_male,&_female,inc_male,inc_female,average_male,average_female,female-male
0,0.76685107,0.5825474,"('unsociable', 'sociable')",0.9116848,0.7610374,-0.3382827,-0.5709071,0.4467511,0.2575592,-0.1891919
1,0.4690256,0.33518967,"('unfriendly', 'friendly')",0.3495592,0.17262138,2.1112916,1.9803611,0.9766254,0.8293907,-0.1472347
2,0.08262202,0.19748263,"('unlikable', 'likable')",1.101479,1.2214813,0.3362879,0.4215826,0.5067963,0.6135155,0.1067192
3,-0.33938175,-0.44134036,"('repellent', 'pleasant')",-0.3661462,-0.34180802,-0.1791801,-0.1398719,-0.2949027,-0.3076734,-0.0127707
4,0.55037105,0.4595504,"('disliked', 'liked')",-0.040766373,-0.107709005,-5.544124,-5.6338344,-1.6781731,-1.7606643,-0.0824912
5,0.56468475,0.6156634,"('distant', 'outgoing')",-0.08815772,-0.094234854,0.543904,0.5449604,0.3401437,0.355463,0.0153193
6,1.0232925,1.1166301,"('distant', 'open')",-0.16811904,-0.17594802,0.83179295,0.8401609,0.5623221,0.5936143,0.0312922
7,0.25286466,0.22535564,"('insensitive', 'sensitive')",-0.033622738,0.057525516,0.837798,0.76625496,0.3523467,0.3497121,-0.0026346
8,0.6884259,0.6999435,"('unaffectionate', 'affectionate')",0.7413487,0.71451855,1.450572,1.3266355,0.9601155,0.9136992,-0.0464163
9,1.4782948,1.4421018,"('unaffectionate', 'caring')",0.73368865,0.67469686,1.4499549,1.3305436,1.2206461,1.1491141,-0.071532
10,-0.07156532,-0.26441348,"('unsympathetic', 'sympathetic')",0.2976882,0.16036136,-0.25073886,-0.4326816,-0.0082053,-0.1789112,-0.1707059
11,-0.41634214,-0.4563653,"('unhelpful', 'helpful')",-0.7116061,-0.6822293,1.7468408,1.7094723,0.2062975,0.1902926,-0.0160049
12,1.7659997,1.7711699,"('unsupportive', 'supportive')",1.163976,1.2632966,-0.92836434,-0.9735121,0.6672037,0.6869848,0.0197811
13,-0.26515543,-0.16062857,"('impolite', 'polite')",-0.013416283,0.09128037,-0.57987493,-0.55829936,-0.2861489,-0.2092159,0.076933
14,0.38462502,0.30740175,"('antisocial', 'social')",1.3327264,1.3046663,-0.68887484,-0.8095436,0.3428255,0.2675081,-0.0753174
15,0.45276254,0.53397185,"('boring', 'funny')",0.75051486,0.7128364,0.7483866,0.68195224,0.6505547,0.6429202,-0.0076345
16,-1.1821767,-1.125004,"('unpopular', 'popular')",-0.340822,-0.26839498,-0.0060861483,0.05908198,-0.5096949,-0.4447723,0.0649226
17,0.20448373,0.25090373,"('nasty', 'nice')",0.14573684,0.34318066,-0.37411985,-0.30447426,-0.0079664,0.0965367,0.1045031
18,-0.38596094,-0.3837504,"('disagreeable', 'welcoming')",0.101149485,0.39771128,-0.21020558,-0.2580344,-0.1650057,-0.0813578,0.0836479
19,0.78073734,0.86121774,"('inhospitable', 'hospitable')",-0.5044502,-0.41493753,0.61728597,0.70676273,0.2978577,0.3843476,0.0864899
20,-1.1470313,-1.1777285,"('rough', 'thoughtful')",0.104262084,0.23334067,1.1416497,1.0912387,0.0329602,0.0489503,0.0159901
21,-0.07092365,-0.1405207,"('immoral', 'moral')",0.6025866,0.6899419,-0.9629517,-0.98674655,-0.1437629,-0.1457751,-0.0020122
22,-0.73856205,-0.9805446,"('untrustworthy', 'trustworthy')",0.07922608,-0.015069453,-0.97012556,-1.0933701,-0.5431538,-0.696328,-0.1531742
23,-0.62532884,-0.7547476,"('insincere', 'sincere')",-0.24410489,-0.19790344,5.1717596,5.101133,1.4341086,1.3828273,-0.0512813
24,0.6266517,0.57444954,"('dishonest', 'honest')",0.15720256,0.24695058,0.7660969,0.6380044,0.5166504,0.4864682,-0.0301822
25,1.0494218,1.1433202,"('egoistic', 'altruistic')",0.27601305,0.25206646,1.3806912,1.3542775,0.902042,0.9165548,0.0145128
26,0.7402601,0.62033814,"('hardhearted', 'benevolent')",2.4885035,2.243361,2.2860727,2.1695597,1.8382788,1.677753,-0.1605258
27,-0.7120621,-0.67477727,"('hardhearted', 'softhearted')",-0.3484491,-0.2256369,1.6178122,1.4664634,0.185767,0.1886831,0.0029161
28,0.58613145,0.37905338,"('disloyal', 'loyal')",0.5245514,0.3759152,0.80120814,0.58532876,0.637297,0.4467658,-0.1905312
29,0.39759687,0.36958218,"('unfair', 'fair')",-0.61019176,-0.5705032,-0.37648937,-0.48385653,-0.1963614,-0.2282592,-0.0318978
30,0.16487366,0.10654627,"('intolerant', 'tolerant')",0.14842206,0.1915506,1.2008224,1.1101562,0.504706,0.4694177,-0.0352883
31,-0.32722843,-0.33690855,"('evil', 'good')",-0.14029159,-0.18453246,-0.39966157,-0.44567055,-0.2890605,-0.3223705,-0.03331
32,0.41562203,0.36458105,"('unkind', 'kind')",0.6352429,0.6429898,0.5877371,0.4281068,0.5462007,0.4785592,-0.0676415
33,1.1528286,1.1914718,"('wrong', 'right')",0.5622975,0.64049673,0.012012932,0.025884371,0.575713,0.6192843,0.0435713
34,-1.5681331,-1.4980154,"('mean', 'honorable')",-0.034275245,0.12057436,5.7114167,5.8342056,1.3696694,1.4855882,0.1159188
35,1.3745767,1.327205,"('corrupt', 'incorrupt')",-0.28030813,-0.3361665,0.2532637,0.13567434,0.4491774,0.3755709,-0.0736065
36,0.8399146,0.68744636,"('hostile', 'amicable')",-0.026720636,-0.28942287,0.56990844,0.39237854,0.4610341,0.2634674,-0.1975667
37,1.3231736,1.3008081,"('fake', 'genuine')",0.38411915,0.59760916,0.75459063,0.6989104,0.8206278,0.8657759,0.0451481
38,0.508548,0.4857681,"('untruthful', 'truthful')",-0.6324547,-0.63336444,0.37574294,0.39330718,0.0839454,0.0819036,-0.0020418
39,0.8639093,1.0613639,"('exploitative', 'cooperative')",-0.27163103,-0.015210543,-0.12737875,-0.08713034,0.1549665,0.3196744,0.1647079
40,0.8642517,0.6955699,"('stingy', 'generous')",-0.17864302,-0.17460321,-1.0626988,-1.1583177,-0.1256967,-0.2124503,-0.0867536
41,0.43058857,0.20444402,"('unforgiving', 'forgiving')",0.112333715,0.049287807,0.26857153,0.12740196,0.2704979,0.1270446,-0.1434533
42,0.5008439,0.57988805,"('unreliable', 'reliable')",0.632289,0.85370517,-2.9477632,-2.8839498,-0.6048768,-0.4834522,0.1214246
43,0.0073164664,0.09674823,"('irresponsible', 'responsible')",-0.070454724,0.16486718,0.44955832,0.45267063,0.1288067,0.2380953,0.1092886
44,-1.3307817,-1.2616407,"('prejudiced', 'unprejudiced')",-2.0083747,-1.743655,-2.034453,-1.8941232,-1.7912032,-1.6331396,0.1580636
