,eyelid_male,eyelid_female,tuple,average_male,average_female,female-male
0,-0.171874,-0.3450404,"('unsociable', 'sociable')",-0.171874,-0.3450404,-0.1731664
1,0.013774777,-0.16935849,"('unfriendly', 'friendly')",0.0137748,-0.1693585,-0.1831333
2,-0.026603699,-0.09893424,"('unlikable', 'likable')",-0.0266037,-0.0989342,-0.0723305
3,-0.08610808,0.27559412,"('repellent', 'pleasant')",-0.0861081,0.2755941,0.3617022
4,-3.0124786,-3.0521603,"('disliked', 'liked')",-3.0124786,-3.0521603,-0.0396817
5,-1.1891491,-1.2116096,"('distant', 'outgoing')",-1.1891491,-1.2116096,-0.0224605
6,-1.2052816,-1.2492887,"('distant', 'open')",-1.2052816,-1.2492887,-0.0440071
7,0.53415906,0.7276258,"('insensitive', 'sensitive')",0.5341591,0.7276258,0.1934667
8,-0.20705812,-0.42666748,"('unaffectionate', 'affectionate')",-0.2070581,-0.4266675,-0.2196094
9,-0.011322085,-0.099083245,"('unaffectionate', 'caring')",-0.0113221,-0.0990832,-0.0877611
10,0.01657717,-0.021348462,"('unsympathetic', 'sympathetic')",0.0165772,-0.0213485,-0.0379257
11,1.040903,1.1907512,"('unhelpful', 'helpful')",1.040903,1.1907512,0.1498482
12,-0.6590072,-0.6700309,"('unsupportive', 'supportive')",-0.6590072,-0.6700309,-0.0110237
13,0.07235789,-0.267745,"('impolite', 'polite')",0.0723579,-0.267745,-0.3401029
14,0.4755175,0.49495295,"('antisocial', 'social')",0.4755175,0.4949529,0.0194354
15,0.49274814,0.26317257,"('boring', 'funny')",0.4927481,0.2631726,-0.2295755
16,-0.8344745,-0.782251,"('unpopular', 'popular')",-0.8344745,-0.782251,0.0522235
17,-0.62626684,-0.51305753,"('nasty', 'nice')",-0.6262668,-0.5130575,0.1132093
18,-0.47619748,-0.46179405,"('disagreeable', 'welcoming')",-0.4761975,-0.461794,0.0144035
19,-1.1425558,-1.0800148,"('inhospitable', 'hospitable')",-1.1425558,-1.0800148,0.062541
20,0.89613336,0.869409,"('rough', 'thoughtful')",0.8961334,0.869409,-0.0267244
21,0.5357703,0.4518752,"('immoral', 'moral')",0.5357703,0.4518752,-0.0838951
22,-0.2027409,-0.31248444,"('untrustworthy', 'trustworthy')",-0.2027409,-0.3124844,-0.1097435
23,2.9950557,2.978573,"('insincere', 'sincere')",2.9950557,2.9785731,-0.0164826
