,solaredge_male,solaredge_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.63607436,-0.69690144,"('unsociable', 'sociable')",-0.06304507,-0.25076476,-0.6091093,-0.82757425,-0.4360762,-0.5917468,-0.1556706
1,-1.4739738,-1.527211,"('unfriendly', 'friendly')",-0.9271272,-1.0645125,1.5237948,1.3629124,-0.2924354,-0.4096037,-0.1171683
2,0.09338674,0.0731746,"('unlikable', 'likable')",0.20191309,0.213995,0.9882139,1.0554117,0.4278379,0.4475271,0.0196892
3,-0.46289825,-0.35362133,"('repellent', 'pleasant')",0.55028373,0.5811616,-0.19549632,-0.11790767,-0.0360369,0.0365442,0.0725811
4,-0.38413915,-0.53015864,"('disliked', 'liked')",-0.4409745,-0.5027837,-5.0026155,-5.086458,-1.9425764,-2.0398002,-0.0972238
5,-1.1959424,-1.2046856,"('distant', 'outgoing')",-1.1568036,-1.1197166,-0.08098114,0.023443932,-0.8112424,-0.7669861,0.0442563
6,-1.7420992,-1.7524921,"('distant', 'open')",-1.9916872,-1.9941363,0.21419501,0.3128858,-1.1731971,-1.1445808,0.0286163
7,0.40244982,0.5491663,"('insensitive', 'sensitive')",0.46055192,0.55384934,0.121786654,0.17651948,0.3282628,0.4265117,0.0982489
8,-1.0669405,-1.1059994,"('unaffectionate', 'affectionate')",-1.1383173,-1.1996385,0.19159812,0.16465946,-0.6712199,-0.7136594,-0.0424395
9,-0.78933686,-0.81102604,"('unaffectionate', 'caring')",-0.49752802,-0.5558653,0.7407973,0.73910314,-0.1820225,-0.2092627,-0.0272402
10,-1.1180117,-1.0359899,"('unsympathetic', 'sympathetic')",-0.4655447,-0.54102355,-0.79962206,-0.8882065,-0.7943928,-0.82174,-0.0273472
11,-0.23191988,-0.1669074,"('unhelpful', 'helpful')",1.2742761,1.2645421,1.4244983,1.3980647,0.8222849,0.8318998,0.0096149
12,0.0401266,0.12225908,"('unsupportive', 'supportive')",0.4799626,0.5547001,-1.8192039,-1.7888573,-0.4330382,-0.3706327,0.0624055
13,-0.05010873,-0.025451625,"('impolite', 'polite')",0.19842887,0.1595753,-0.46598744,-0.529808,-0.1058891,-0.1318948,-0.0260057
14,0.28927803,0.3884968,"('antisocial', 'social')",0.96382076,1.0069575,-0.77726185,-0.78272736,0.1586123,0.2042423,0.04563
15,0.3228146,0.22756803,"('boring', 'funny')",-0.33819374,-0.34603667,0.7317289,0.7030672,0.2387833,0.1948662,-0.0439171
16,-0.51978666,-0.630396,"('unpopular', 'popular')",0.09149065,0.048446335,0.8497794,0.890436,0.1404945,0.1028288,-0.0376657
17,-0.30676046,-0.31912875,"('nasty', 'nice')",-0.6969829,-0.63480055,-0.40355948,-0.35850894,-0.469101,-0.4374794,0.0316216
18,-0.039907724,-0.03590577,"('disagreeable', 'welcoming')",-0.19297089,-0.155411,-0.11517371,-0.12133365,-0.1160174,-0.1042168,0.0118006
19,-1.893577,-1.9290259,"('inhospitable', 'hospitable')",-0.9916471,-1.046534,-0.0073566586,0.10381977,-0.9641936,-0.9572466,0.006947
