,generosity_male,generosity_female,tuple,average_male,average_female,female-male
0,-0.0447248,-0.11610016,"('unsociable', 'sociable')",-0.0447248,-0.1161002,-0.0713754
1,1.2642348,1.3119018,"('unfriendly', 'friendly')",1.2642348,1.3119018,0.047667
2,-0.29355446,-0.2080562,"('unlikable', 'likable')",-0.2935545,-0.2080562,0.0854983
3,0.6340653,0.6141627,"('repellent', 'pleasant')",0.6340653,0.6141627,-0.0199026
4,-7.513258,-7.6114244,"('disliked', 'liked')",-7.513258,-7.6114244,-0.0981664
5,-0.74865687,-0.69419587,"('distant', 'outgoing')",-0.7486569,-0.6941959,0.054461
6,-0.13663958,-0.12420594,"('distant', 'open')",-0.1366396,-0.1242059,0.0124337
7,0.8827693,0.8498046,"('insensitive', 'sensitive')",0.8827693,0.8498046,-0.0329647
8,1.1051112,1.0584118,"('unaffectionate', 'affectionate')",1.1051112,1.0584118,-0.0466994
9,1.5346901,1.6111405,"('unaffectionate', 'caring')",1.5346901,1.6111405,0.0764504
10,0.87568283,0.8158496,"('unsympathetic', 'sympathetic')",0.8756828,0.8158496,-0.0598332
11,1.4596646,1.5172404,"('unhelpful', 'helpful')",1.4596646,1.5172404,0.0575758
12,-1.9491575,-1.9666146,"('unsupportive', 'supportive')",-1.9491575,-1.9666146,-0.0174571
13,-0.12808889,-0.15063378,"('impolite', 'polite')",-0.1280889,-0.1506338,-0.0225449
14,0.23432425,0.103849374,"('antisocial', 'social')",0.2343242,0.1038494,-0.1304748
15,0.16570683,0.094585165,"('boring', 'funny')",0.1657068,0.0945852,-0.0711216
16,-0.8149566,-0.79469484,"('unpopular', 'popular')",-0.8149566,-0.7946948,0.0202618
17,-0.09051034,-0.03422312,"('nasty', 'nice')",-0.0905103,-0.0342231,0.0562872
18,-0.25371736,-0.2940871,"('disagreeable', 'welcoming')",-0.2537174,-0.2940871,-0.0403697
19,-0.9489806,-0.9413686,"('inhospitable', 'hospitable')",-0.9489806,-0.9413686,0.007612
20,1.1836343,1.1187438,"('rough', 'thoughtful')",1.1836343,1.1187438,-0.0648905
21,-0.467717,-0.4682938,"('immoral', 'moral')",-0.467717,-0.4682938,-0.0005768
22,-0.4169542,-0.42834646,"('untrustworthy', 'trustworthy')",-0.4169542,-0.4283465,-0.0113923
23,6.441326,6.492779,"('insincere', 'sincere')",6.4413261,6.4927788,0.0514527
24,1.5215161,1.4124323,"('dishonest', 'honest')",1.5215161,1.4124323,-0.1090838
25,1.0438846,1.0170577,"('egoistic', 'altruistic')",1.0438846,1.0170577,-0.0268269
