,andeavor_male,andeavor_female,tuple,average_male,average_female,female-male
0,-1.1432908,-1.4519478,"('unsociable', 'sociable')",-1.1432908,-1.4519478,-0.308657
1,-1.5659298,-1.3480058,"('unfriendly', 'friendly')",-1.5659298,-1.3480058,0.217924
2,0.2696898,0.34545743,"('unlikable', 'likable')",0.2696898,0.3454574,0.0757676
3,0.0156171825,0.08774155,"('repellent', 'pleasant')",0.0156172,0.0877415,0.0721243
4,-2.7249587,-2.3697283,"('disliked', 'liked')",-2.7249587,-2.3697283,0.3552304
5,-2.070383,-1.9040415,"('distant', 'outgoing')",-2.0703831,-1.9040415,0.1663416
6,-1.4900502,-1.1904608,"('distant', 'open')",-1.4900502,-1.1904608,0.2995894
7,0.2760271,0.26382738,"('insensitive', 'sensitive')",0.2760271,0.2638274,-0.0121997
8,-0.43753114,-0.34424043,"('unaffectionate', 'affectionate')",-0.4375311,-0.3442404,0.0932907
9,-0.45116132,-0.43052673,"('unaffectionate', 'caring')",-0.4511613,-0.4305267,0.0206346
10,-0.87583613,-1.2218106,"('unsympathetic', 'sympathetic')",-0.8758361,-1.2218106,-0.3459745
11,-0.015599888,-0.26364565,"('unhelpful', 'helpful')",-0.0155999,-0.2636456,-0.2480457
12,-1.673754,-1.5880514,"('unsupportive', 'supportive')",-1.673754,-1.5880514,0.0857026
13,-0.2177232,-0.7119959,"('impolite', 'polite')",-0.2177232,-0.7119959,-0.4942727
14,-0.1476088,-0.33806455,"('antisocial', 'social')",-0.1476088,-0.3380646,-0.1904558
15,0.5511277,0.46537042,"('boring', 'funny')",0.5511277,0.4653704,-0.0857573
16,0.26792467,0.5755962,"('unpopular', 'popular')",0.2679247,0.5755962,0.3076715
17,-0.2532473,-0.34283185,"('nasty', 'nice')",-0.2532473,-0.3428319,-0.0895846
18,-0.729376,-0.48486644,"('disagreeable', 'welcoming')",-0.729376,-0.4848664,0.2445096
19,-1.0156918,-0.9078149,"('inhospitable', 'hospitable')",-1.0156918,-0.9078149,0.1078769
20,0.012173401,-0.11922637,"('rough', 'thoughtful')",0.0121734,-0.1192264,-0.1313998
21,-0.7586864,-0.7502577,"('immoral', 'moral')",-0.7586864,-0.7502577,0.0084287
22,-0.502639,-0.69442624,"('untrustworthy', 'trustworthy')",-0.502639,-0.6944262,-0.1917872
23,1.7845725,1.3960909,"('insincere', 'sincere')",1.7845725,1.3960909,-0.3884816
24,0.1977791,-0.025599515,"('dishonest', 'honest')",0.1977791,-0.0255995,-0.2233786
25,0.24120438,0.45706698,"('egoistic', 'altruistic')",0.2412044,0.457067,0.2158626
26,0.644168,0.5590393,"('hardhearted', 'benevolent')",0.644168,0.5590393,-0.0851287
27,0.21763512,0.06517849,"('hardhearted', 'softhearted')",0.2176351,0.0651785,-0.1524566
28,0.7107727,0.7606501,"('disloyal', 'loyal')",0.7107727,0.7606501,0.0498774
29,-0.503875,-0.45057234,"('unfair', 'fair')",-0.503875,-0.4505723,0.0533027
30,0.08326919,-0.18419628,"('intolerant', 'tolerant')",0.0832692,-0.1841963,-0.2674655
31,-0.9819561,-0.59812534,"('evil', 'good')",-0.9819561,-0.5981253,0.3838308
32,0.34269014,-0.0032588467,"('unkind', 'kind')",0.3426901,-0.0032588,-0.3459489
33,-0.07806013,0.111170344,"('wrong', 'right')",-0.0780601,0.1111703,0.1892304
34,1.5822128,1.5458593,"('mean', 'honorable')",1.5822128,1.5458593,-0.0363535
35,-0.19124821,-0.06407863,"('corrupt', 'incorrupt')",-0.1912482,-0.0640786,0.1271696
36,-0.57774204,-0.12708281,"('hostile', 'amicable')",-0.577742,-0.1270828,0.4506592
