,wyeth_male,wyeth_female,tuple,average_male,average_female,female-male
0,-1.4849163,-1.5398803,"('unsociable', 'sociable')",-1.4849163,-1.5398803,-0.054964
1,0.37770098,0.34721982,"('unfriendly', 'friendly')",0.377701,0.3472198,-0.0304812
2,0.39504236,0.46006605,"('unlikable', 'likable')",0.3950424,0.4600661,0.0650237
3,-1.6323538,-1.578186,"('repellent', 'pleasant')",-1.6323538,-1.578186,0.0541678
4,-0.6606254,-0.74344337,"('disliked', 'liked')",-0.6606254,-0.7434434,-0.082818
5,0.973509,1.0084634,"('distant', 'outgoing')",0.973509,1.0084634,0.0349544
6,1.2972589,1.3317777,"('distant', 'open')",1.2972589,1.3317777,0.0345188
7,-1.2121605,-1.2416189,"('insensitive', 'sensitive')",-1.2121605,-1.2416189,-0.0294584
8,0.6953977,0.64329714,"('unaffectionate', 'affectionate')",0.6953977,0.6432971,-0.0521006
9,0.1979621,0.13080716,"('unaffectionate', 'caring')",0.1979621,0.1308072,-0.0671549
10,-2.2947454,-2.3590472,"('unsympathetic', 'sympathetic')",-2.2947454,-2.3590472,-0.0643018
11,-1.534748,-1.610225,"('unhelpful', 'helpful')",-1.534748,-1.610225,-0.075477
12,-1.1221969,-1.0779879,"('unsupportive', 'supportive')",-1.1221969,-1.0779879,0.044209
13,-1.9830648,-2.0901632,"('impolite', 'polite')",-1.9830648,-2.0901632,-0.1070984
14,-1.4306117,-1.4997194,"('antisocial', 'social')",-1.4306117,-1.4997194,-0.0691077
15,1.4322832,1.4324645,"('boring', 'funny')",1.4322832,1.4324645,0.0001813
16,-0.13778338,-0.08164818,"('unpopular', 'popular')",-0.1377834,-0.0816482,0.0561352
17,0.075836286,0.122590035,"('nasty', 'nice')",0.0758363,0.12259,0.0467537
18,-0.5130424,-0.48420894,"('disagreeable', 'welcoming')",-0.5130424,-0.4842089,0.0288335
19,0.37427074,0.40165466,"('inhospitable', 'hospitable')",0.3742707,0.4016547,0.027384
20,0.0053790472,-0.008926783,"('rough', 'thoughtful')",0.005379,-0.0089268,-0.0143058
21,-1.6768895,-1.647931,"('immoral', 'moral')",-1.6768895,-1.647931,0.0289585
22,-1.824713,-1.9268866,"('untrustworthy', 'trustworthy')",-1.824713,-1.9268866,-0.1021736
23,-0.18656495,-0.27475864,"('insincere', 'sincere')",-0.186565,-0.2747586,-0.0881936
24,-0.89002025,-0.9763191,"('dishonest', 'honest')",-0.8900203,-0.9763191,-0.0862988
25,0.75200784,0.87765425,"('egoistic', 'altruistic')",0.7520078,0.8776543,0.1256465
26,1.4743398,1.4555227,"('hardhearted', 'benevolent')",1.4743398,1.4555227,-0.0188171
27,0.9385774,0.8576808,"('hardhearted', 'softhearted')",0.9385774,0.8576808,-0.0808966
28,-1.6745719,-1.8061361,"('disloyal', 'loyal')",-1.6745719,-1.8061361,-0.1315642
29,0.2503406,0.15662594,"('unfair', 'fair')",0.2503406,0.1566259,-0.0937147
30,-1.0351794,-1.1088934,"('intolerant', 'tolerant')",-1.0351794,-1.1088934,-0.073714
31,1.1572536,1.3036016,"('evil', 'good')",1.1572536,1.3036016,0.146348
32,-0.8021144,-0.84630597,"('unkind', 'kind')",-0.8021144,-0.846306,-0.0441916
33,0.79080516,0.82775426,"('wrong', 'right')",0.7908052,0.8277543,0.0369491
