,dow_male,dow_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.5173181,0.5216998,"('unsociable', 'sociable')",-0.08164728,-0.2692386,0.2178354,0.1262306,-0.0916048
1,1.5075972,1.2385033,"('unfriendly', 'friendly')",1.6887922,1.5303278,1.5981947,1.3844156,-0.2137791
2,0.803874,0.8441818,"('unlikable', 'likable')",0.19227754,0.24327418,0.4980758,0.543728,0.0456522
3,-0.45358598,-0.24767382,"('repellent', 'pleasant')",0.4672823,0.49117282,0.0068482,0.1217495,0.1149013
4,-0.65530723,-0.8872149,"('disliked', 'liked')",-6.365863,-6.5273395,-3.5105851,-3.7072773,-0.1966922
5,0.1970562,-0.10715161,"('distant', 'outgoing')",-0.2772412,-0.28312916,-0.0400925,-0.1951404,-0.1550479
6,0.42140457,0.16357248,"('distant', 'open')",0.12134005,0.104249805,0.2713723,0.1339111,-0.1374612
7,0.37245378,0.5294379,"('insensitive', 'sensitive')",1.0615778,1.0301582,0.7170158,0.779798,0.0627822
8,0.90177965,0.7919301,"('unaffectionate', 'affectionate')",1.070702,0.960861,0.9862408,0.8763956,-0.1098452
9,1.5478249,1.4360678,"('unaffectionate', 'caring')",1.1456597,1.0386199,1.3467423,1.2373438,-0.1093985
10,0.5683581,0.80405813,"('unsympathetic', 'sympathetic')",0.28381112,0.13876879,0.4260846,0.4714135,0.0453289
11,-0.26021692,-0.19380781,"('unhelpful', 'helpful')",1.8086461,1.8205817,0.7742146,0.8133869,0.0391723
12,1.6324995,1.5862784,"('unsupportive', 'supportive')",-0.9641339,-1.1027167,0.3341828,0.2417809,-0.0924019
13,-0.73947215,-0.6262004,"('impolite', 'polite')",-0.66176766,-0.64678603,-0.7006199,-0.6364932,0.0641267
14,0.68663824,0.8106772,"('antisocial', 'social')",-0.4860419,-0.53351146,0.1002982,0.1385829,0.0382847
15,-0.16369188,-0.32164237,"('boring', 'funny')",0.46460664,0.42920557,0.1504574,0.0537816,-0.0966758
16,-1.1850471,-1.2611177,"('unpopular', 'popular')",0.12974598,0.1375403,-0.5276506,-0.5617887,-0.0341381
17,-0.71451646,-0.7377603,"('nasty', 'nice')",-0.25653335,-0.18126774,-0.4855249,-0.459514,0.0260109
18,-0.7355419,-0.8684499,"('disagreeable', 'welcoming')",-0.44944912,-0.5308259,-0.5924955,-0.6996379,-0.1071424
19,0.23969705,0.11042893,"('inhospitable', 'hospitable')",0.15175493,0.19503786,0.195726,0.1527334,-0.0429926
20,0.37435174,0.42683995,"('rough', 'thoughtful')",1.3361869,1.2368708,0.8552693,0.8318554,-0.0234139
21,-0.38408917,-0.33691978,"('immoral', 'moral')",-0.5424377,-0.6035173,-0.4632634,-0.4702185,-0.0069551
22,-0.35412553,-0.36671343,"('untrustworthy', 'trustworthy')",-0.87081945,-0.9824805,-0.6124725,-0.674597,-0.0621245
23,0.5094438,0.5881541,"('insincere', 'sincere')",5.864379,5.8338428,3.1869113,3.2109985,0.0240872
24,0.2702651,0.30423203,"('dishonest', 'honest')",0.649503,0.5587055,0.459884,0.4314688,-0.0284152
25,1.6424074,1.5107696,"('egoistic', 'altruistic')",1.6971527,1.6205138,1.66978,1.5656416,-0.1041384
26,2.6463788,2.472431,"('hardhearted', 'benevolent')",1.6606482,1.5671147,2.1535134,2.0197728,-0.1337406
27,0.9753387,0.9647401,"('hardhearted', 'softhearted')",1.755205,1.6425313,1.3652718,1.3036357,-0.0616361
28,-0.38670075,-0.45878014,"('disloyal', 'loyal')",0.8305595,0.6941516,0.2219294,0.1176857,-0.1042437
29,-0.7721879,-0.9568199,"('unfair', 'fair')",-0.16573118,-0.3029845,-0.4689595,-0.6299022,-0.1609427
30,0.21665376,0.3726327,"('intolerant', 'tolerant')",0.91577065,0.89752287,0.5662122,0.6350778,0.0688656
31,-0.4012497,-0.5684708,"('evil', 'good')",-1.0537479,-1.0560222,-0.7274988,-0.8122464,-0.0847476
32,0.49086887,0.44897068,"('unkind', 'kind')",0.9644055,0.78040266,0.7276372,0.6146867,-0.1129505
33,1.4308211,1.2350656,"('wrong', 'right')",-0.22949012,-0.27075794,0.6006655,0.4821538,-0.1185117
34,0.40125358,0.45672762,"('mean', 'honorable')",5.7549095,5.94969,3.0780816,3.2032087,0.1251271
35,-1.4525371,-1.7684383,"('corrupt', 'incorrupt')",-0.5377799,-0.60651577,-0.9951585,-1.1874771,-0.1923186
36,-0.19431682,-0.49524906,"('hostile', 'amicable')",-0.26368365,-0.36761782,-0.2290002,-0.4314334,-0.2024332
37,-0.04386181,0.03980793,"('fake', 'genuine')",0.65313613,0.6705224,0.3046372,0.3551652,0.050528
38,0.052952617,0.0711084,"('untruthful', 'truthful')",0.058176406,0.069457226,0.0555645,0.0702828,0.0147183
39,0.3511556,0.5052867,"('exploitative', 'cooperative')",-0.017502584,-0.015507232,0.1668265,0.2448897,0.0780632
40,0.49403444,0.34879956,"('stingy', 'generous')",-1.0977263,-1.2363634,-0.301846,-0.4437819,-0.1419359
41,0.8679783,0.84621406,"('unforgiving', 'forgiving')",0.105734475,-0.02602294,0.4868564,0.4100956,-0.0767608
42,-1.1601634,-1.0883569,"('unreliable', 'reliable')",-3.2559793,-3.224553,-2.2080712,-2.156455,0.0516162
43,0.16590153,0.30918515,"('irresponsible', 'responsible')",0.77947813,0.76812166,0.4726898,0.5386534,0.0659636
44,-2.178918,-2.1594293,"('prejudiced', 'unprejudiced')",-2.0796127,-1.9868423,-2.1292653,-2.0731359,0.0561294
45,-0.015830113,0.11380914,"('incompetent', 'competent')",0.020481456,-0.054884084,0.0023257,0.0294625,0.0271368
46,0.24965164,0.41580975,"('uncompetitive', 'competitive')",-0.18904325,-0.30635846,0.0303042,0.0547256,0.0244214
47,0.041347254,0.1743313,"('stupid', 'smart')",4.7806854,4.9193935,2.4110162,2.5468624,0.1358462
48,0.5309227,0.53467697,"('unintelligent', 'intelligent')",0.66846406,0.65765643,0.5996934,0.5961667,-0.0035267
49,-0.81217206,-0.8592887,"('unable', 'able')",-0.38969094,-0.37596387,-0.6009315,-0.6176263,-0.0166948
50,-1.355766,-1.4374758,"('clumsy', 'skillful')",0.09880337,0.029314056,-0.6284813,-0.7040809,-0.0755996
51,-0.29077744,-0.39216977,"('uneducated', 'educated')",1.2843336,1.1671672,0.4967781,0.3874987,-0.1092794
52,-0.17817721,-0.43314046,"('irrational', 'rational')",-0.24046108,-0.31756145,-0.2093191,-0.375351,-0.1660319
53,1.1936654,1.0451773,"('uncreative', 'creative')",0.9213507,0.85882735,1.057508,0.9520023,-0.1055057
54,-0.060738374,-0.15536264,"('incapable', 'capable')",1.0898249,1.0442679,0.5145433,0.4444526,-0.0700907
55,0.87890494,1.0942559,"('incompetent', 'clever')",0.46897063,0.37970847,0.6739378,0.7369822,0.0630444
56,0.60770416,0.7123314,"('impractical', 'practical')",-0.5165592,-0.49256504,0.0455725,0.1098832,0.0643107
57,-0.280821,-0.2885503,"('unimaginative', 'imaginative')",-2.2591126,-2.413759,-1.2699668,-1.3511547,-0.0811879
58,1.3143069,1.3459264,"('undiscriminating', 'discriminating')",0.50057906,0.41952452,0.9074429,0.8827255,-0.0247174
59,-1.0148036,-1.1849754,"('foolish', 'wise')",-0.028573599,-0.029860921,-0.5216886,-0.6074182,-0.0857296
60,-0.063373834,0.26034218,"('inefficient', 'efficient')",-0.090642855,0.0076982733,-0.0770083,0.1340202,0.2110285
61,0.676474,0.5835507,"('illogical', 'logical')",0.5541858,0.40500087,0.6153299,0.4942758,-0.1210541
62,0.8083884,1.0428125,"('incompetent', 'brilliant')",0.40974665,0.49639314,0.6090676,0.7696028,0.1605352
63,1.1410962,1.1586071,"('unperceptive', 'insightful')",1.2801594,1.2460412,1.2106278,1.2023242,-0.0083036
64,-1.595739,-1.6287489,"('shy', 'confident')",-6.951502,-7.0267205,-4.2736206,-4.3277349,-0.0541143
65,-1.020407,-0.867002,"('insecure', 'secure')",-0.71671414,-0.714352,-0.8685606,-0.790677,0.0778836
66,0.13483511,0.046483323,"('inactive', 'active')",0.9309693,0.9037982,0.5329022,0.4751408,-0.0577614
67,-0.9717225,-0.94332737,"('doubtful', 'determined')",-0.56345576,-0.49256894,-0.7675891,-0.7179481,0.049641
68,-0.77531177,-0.90459013,"('dependent', 'independent')",-0.33551666,-0.39281556,-0.5554142,-0.6487029,-0.0932887
69,0.6162431,0.4392062,"('lazy', 'industrious')",-0.5627643,-0.5093017,0.0267394,-0.0350478,-0.0617872
70,-0.62249345,-0.4627323,"('lethargic', 'energetic')",0.83939046,0.7696141,0.1084485,0.1534409,0.0449924
71,1.8588077,1.6999987,"('diffident', 'self-confident')",0.52330345,0.46529698,1.1910555,1.0826478,-0.1084077
72,0.9999759,1.1127001,"('unambitious', 'ambitious')",-0.50994325,-0.52711713,0.2450163,0.2927915,0.0477752
73,-0.49653143,-0.5070799,"('helpless', 'self-reliant')",-3.3408008,-3.2861094,-1.9186661,-1.8965946,0.0220715
74,1.3726902,1.3235079,"('undedicated', 'dedicated')",0.3661232,0.25051543,0.8694067,0.7870117,-0.082395
75,-1.7743835,-1.7789596,"('meek', 'impulsive')",-0.53299975,-0.45583385,-1.1536916,-1.1173967,0.0362949
76,-0.8014567,-0.57085705,"('anxious', 'daring')",-0.082581095,0.01885989,-0.4420189,-0.2759986,0.1660203
77,-0.6015869,-0.51298285,"('unmotivated', 'motivated')",-0.84936625,-0.8294526,-0.7254766,-0.6712177,0.0542589
78,0.66604275,0.61281425,"('nonresilient', 'resilient')",0.7549744,0.72122276,0.7105086,0.6670185,-0.0434901
79,-0.8970235,-1.1117549,"('wavering', 'unwavering')",0.075674534,0.073241524,-0.4106745,-0.5192567,-0.1085822
80,-0.64980376,-0.5225767,"('dominated', 'dominating')",-0.5783101,-0.6198796,-0.6140569,-0.5712281,0.0428288
81,-0.61617005,-0.4337902,"('submissive', 'aggressive')",-0.9025333,-0.90339863,-0.7593517,-0.6685944,0.0907573
82,-0.48913327,-0.41308206,"('poor', 'rich')",5.494603,5.624325,2.5027349,2.6056213,0.1028864
83,0.3199268,0.31210637,"('powerless', 'powerful')",-0.99863595,-1.0289283,-0.3393546,-0.358411,-0.0190564
84,0.9817646,0.8821763,"('inferior', 'superior')",0.8383785,0.7685376,0.9100716,0.825357,-0.0847146
85,0.5167676,0.2947087,"('insignificant', 'prestigious')",0.29039252,0.29447073,0.4035801,0.2945897,-0.1089904
86,1.3212548,1.1566265,"('uninfluential', 'influential')",0.8443039,0.56905997,1.0827794,0.8628432,-0.2199362
87,0.67884564,0.6937212,"('unsuccessful', 'successful')",1.0780683,1.0465546,0.878457,0.8701379,-0.0083191
88,-0.6487545,-0.69454014,"('low', 'eminent')",0.055077765,-0.005239781,-0.2968383,-0.34989,-0.0530517
