,nickname_male,nickname_female,tuple,average_male,average_female,female-male
0,-0.041677844,-0.1015727,"('unsociable', 'sociable')",-0.0416778,-0.1015727,-0.0598949
1,1.0700382,1.039911,"('unfriendly', 'friendly')",1.0700382,1.039911,-0.0301272
2,0.39713416,0.5743119,"('unlikable', 'likable')",0.3971342,0.5743119,0.1771777
3,0.9644967,0.9572962,"('repellent', 'pleasant')",0.9644967,0.9572962,-0.0072005
4,-7.140304,-7.2205243,"('disliked', 'liked')",-7.1403041,-7.2205243,-0.0802202
5,-0.35233554,-0.31862584,"('distant', 'outgoing')",-0.3523355,-0.3186258,0.0337097
6,0.08298427,0.053500727,"('distant', 'open')",0.0829843,0.0535007,-0.0294836
7,0.93940926,0.96313286,"('insensitive', 'sensitive')",0.9394093,0.9631329,0.0237236
8,0.82710767,0.834008,"('unaffectionate', 'affectionate')",0.8271077,0.834008,0.0069003
9,1.2043041,1.3253504,"('unaffectionate', 'caring')",1.2043041,1.3253504,0.1210463
10,1.2424961,1.2812345,"('unsympathetic', 'sympathetic')",1.2424961,1.2812345,0.0387384
11,1.3153714,1.3765293,"('unhelpful', 'helpful')",1.3153714,1.3765293,0.0611579
12,-1.558068,-1.549246,"('unsupportive', 'supportive')",-1.558068,-1.549246,0.008822
13,0.20406872,0.22927457,"('impolite', 'polite')",0.2040687,0.2292746,0.0252059
14,-0.09519834,-0.22034441,"('antisocial', 'social')",-0.0951983,-0.2203444,-0.1251461
15,0.18536668,0.105691925,"('boring', 'funny')",0.1853667,0.1056919,-0.0796748
16,-0.37746942,-0.33379504,"('unpopular', 'popular')",-0.3774694,-0.333795,0.0436744
17,-0.17606284,-0.14749733,"('nasty', 'nice')",-0.1760628,-0.1474973,0.0285655
18,-0.12348592,-0.1624634,"('disagreeable', 'welcoming')",-0.1234859,-0.1624634,-0.0389775
19,-0.8076963,-0.73143315,"('inhospitable', 'hospitable')",-0.8076963,-0.7314332,0.0762631
20,0.94907635,0.8259695,"('rough', 'thoughtful')",0.9490764,0.8259695,-0.1231069
21,0.050374042,0.18286665,"('immoral', 'moral')",0.050374,0.1828666,0.1324926
22,0.049474325,-0.01845926,"('untrustworthy', 'trustworthy')",0.0494743,-0.0184593,-0.0679336
23,5.5888486,5.6285152,"('insincere', 'sincere')",5.5888486,5.6285152,0.0396666
24,1.4282303,1.4126848,"('dishonest', 'honest')",1.4282303,1.4126848,-0.0155455
25,0.46326518,0.44153413,"('egoistic', 'altruistic')",0.4632652,0.4415341,-0.0217311
26,0.39147177,0.23208426,"('hardhearted', 'benevolent')",0.3914718,0.2320843,-0.1593875
27,1.764573,1.5870979,"('hardhearted', 'softhearted')",1.764573,1.5870979,-0.1774751
28,0.84838,0.85815024,"('disloyal', 'loyal')",0.84838,0.8581502,0.0097702
29,-0.61797905,-0.7314441,"('unfair', 'fair')",-0.617979,-0.7314441,-0.1134651
30,0.719738,0.7411934,"('intolerant', 'tolerant')",0.719738,0.7411934,0.0214554
31,-1.3887738,-1.4673667,"('evil', 'good')",-1.3887738,-1.4673667,-0.0785929
32,1.0142983,0.98105365,"('unkind', 'kind')",1.0142983,0.9810537,-0.0332446
33,-0.33468497,-0.3026515,"('wrong', 'right')",-0.334685,-0.3026515,0.0320335
34,4.0585833,4.236707,"('mean', 'honorable')",4.0585833,4.2367072,0.1781239
35,-1.1493493,-1.3222752,"('corrupt', 'incorrupt')",-1.1493493,-1.3222752,-0.1729259
36,-0.5439991,-0.55501056,"('hostile', 'amicable')",-0.5439991,-0.5550106,-0.0110115
37,0.8505887,0.8823322,"('fake', 'genuine')",0.8505887,0.8823322,0.0317435
38,-0.6238631,-0.4891442,"('untruthful', 'truthful')",-0.6238631,-0.4891442,0.1347189
39,0.12107892,0.13266572,"('exploitative', 'cooperative')",0.1210789,0.1326657,0.0115868
40,-1.0103437,-1.2001543,"('stingy', 'generous')",-1.0103437,-1.2001543,-0.1898106
41,0.30959028,0.2880295,"('unforgiving', 'forgiving')",0.3095903,0.2880295,-0.0215608
42,-1.4441569,-1.4823444,"('unreliable', 'reliable')",-1.4441569,-1.4823444,-0.0381875
43,1.1047744,1.1599048,"('irresponsible', 'responsible')",1.1047744,1.1599048,0.0551304
44,-0.66151744,-0.6712035,"('prejudiced', 'unprejudiced')",-0.6615174,-0.6712035,-0.0096861
45,0.08277402,-0.050142854,"('incompetent', 'competent')",0.082774,-0.0501429,-0.1329169
46,-0.06961961,-0.0301063,"('uncompetitive', 'competitive')",-0.0696196,-0.0301063,0.0395133
47,4.716135,4.824167,"('stupid', 'smart')",4.716135,4.8241668,0.1080318
48,0.3689006,0.35594824,"('unintelligent', 'intelligent')",0.3689006,0.3559482,-0.0129524
49,-0.06874636,0.10319911,"('unable', 'able')",-0.0687464,0.1031991,0.1719455
50,-0.04137842,-0.037731495,"('clumsy', 'skillful')",-0.0413784,-0.0377315,0.0036469
51,0.13985942,0.103278354,"('uneducated', 'educated')",0.1398594,0.1032784,-0.036581
52,-0.46687573,-0.5614041,"('irrational', 'rational')",-0.4668757,-0.5614041,-0.0945284
53,0.010463588,-0.005412315,"('uncreative', 'creative')",0.0104636,-0.0054123,-0.0158759
54,0.9639607,1.1503577,"('incapable', 'capable')",0.9639607,1.1503577,0.186397
55,0.70389676,0.67172915,"('incompetent', 'clever')",0.7038968,0.6717291,-0.0321677
56,0.35894084,0.33439893,"('impractical', 'practical')",0.3589408,0.3343989,-0.0245419
57,-2.107914,-2.13625,"('unimaginative', 'imaginative')",-2.107914,-2.13625,-0.028336
58,0.15776658,0.11943301,"('undiscriminating', 'discriminating')",0.1577666,0.119433,-0.0383336
59,-0.060012408,-0.027368184,"('foolish', 'wise')",-0.0600124,-0.0273682,0.0326442
60,0.6298433,0.75699997,"('inefficient', 'efficient')",0.6298433,0.757,0.1271567
61,0.102901414,-0.052389123,"('illogical', 'logical')",0.1029014,-0.0523891,-0.1552905
62,0.66587275,0.7273733,"('incompetent', 'brilliant')",0.6658728,0.7273733,0.0615005
63,0.1524191,0.2115964,"('unperceptive', 'insightful')",0.1524191,0.2115964,0.0591773
64,-5.407155,-5.3971567,"('shy', 'confident')",-5.407155,-5.3971567,0.0099983
65,0.91025394,0.9142616,"('insecure', 'secure')",0.9102539,0.9142616,0.0040077
66,0.046678916,-0.036077872,"('inactive', 'active')",0.0466789,-0.0360779,-0.0827568
67,-0.7442963,-0.6558092,"('doubtful', 'determined')",-0.7442963,-0.6558092,0.0884871
68,-0.5253049,-0.5057984,"('dependent', 'independent')",-0.5253049,-0.5057984,0.0195065
69,-1.7864689,-1.7867408,"('lazy', 'industrious')",-1.7864689,-1.7867408,-0.0002719
70,1.6928982,1.5950524,"('lethargic', 'energetic')",1.6928982,1.5950524,-0.0978458
71,0.5653381,0.5774943,"('diffident', 'self-confident')",0.5653381,0.5774943,0.0121562
72,0.98806965,1.1121444,"('unambitious', 'ambitious')",0.9880697,1.1121444,0.1240747
73,-2.7057989,-2.6720705,"('helpless', 'self-reliant')",-2.7057989,-2.6720705,0.0337284
74,0.110012844,-0.01695326,"('undedicated', 'dedicated')",0.1100128,-0.0169533,-0.1269661
75,-0.6005028,-0.46297643,"('meek', 'impulsive')",-0.6005028,-0.4629764,0.1375264
76,0.75987387,0.7351176,"('anxious', 'daring')",0.7598739,0.7351176,-0.0247563
77,-1.3819804,-1.1910858,"('unmotivated', 'motivated')",-1.3819804,-1.1910858,0.1908946
78,-0.6389905,-0.6295902,"('nonresilient', 'resilient')",-0.6389905,-0.6295902,0.0094003
79,-0.45572227,-0.374447,"('wavering', 'unwavering')",-0.4557223,-0.374447,0.0812753
80,-0.2709676,-0.40133142,"('dominated', 'dominating')",-0.2709676,-0.4013314,-0.1303638
81,0.16426869,0.24535334,"('submissive', 'aggressive')",0.1642687,0.2453533,0.0810846
82,6.1647944,6.2603188,"('poor', 'rich')",6.1647944,6.2603188,0.0955244
83,-0.28970033,-0.27800918,"('powerless', 'powerful')",-0.2897003,-0.2780092,0.0116911
84,0.19654205,0.24932393,"('inferior', 'superior')",0.1965421,0.2493239,0.0527818
85,-1.1366849,-1.1845418,"('insignificant', 'prestigious')",-1.1366849,-1.1845418,-0.0478569
86,0.37556085,0.3061763,"('uninfluential', 'influential')",0.3755608,0.3061763,-0.0693845
87,-0.48378012,-0.44467837,"('unsuccessful', 'successful')",-0.4837801,-0.4446784,0.0391017
88,-0.055280626,-0.014235355,"('low', 'eminent')",-0.0552806,-0.0142354,0.0410452
