,ford_male,ford_female,tuple,motor_male,motor_female,co_male,co_female,del_male,del_female,average_male,average_female,female-male
0,-0.6792926,-0.74842256,"('unsociable', 'sociable')",-1.0726203,-1.1137764,0.44529086,0.28328186,0.059793912,0.051045466,-0.311707,-0.381968,-0.070261
1,0.7840518,0.7870361,"('unfriendly', 'friendly')",0.92111677,0.83024645,0.08556719,-0.13449608,1.3864692,1.2732054,0.7943013,0.688998,-0.1053033
2,0.59891874,0.69286144,"('unlikable', 'likable')",0.7422055,0.8673075,1.4402823,1.5183929,0.5184188,0.5770986,0.8249564,0.9139151,0.0889587
3,-0.7643446,-0.5691716,"('repellent', 'pleasant')",-1.1885946,-1.0097402,-0.25617915,-0.23110984,0.56642854,0.6813936,-0.4106725,-0.282157,0.1285155
4,-0.18506038,-0.31349334,"('disliked', 'liked')",0.9850079,0.9192924,0.5321888,0.35339504,-7.577842,-7.6144114,-1.5614265,-1.6638043,-0.1023778
5,0.682709,0.6196042,"('distant', 'outgoing')",1.4723117,1.352097,0.094337024,0.015996642,-0.09934576,-0.21714117,0.537503,0.4426392,-0.0948638
6,0.1839426,0.18222284,"('distant', 'open')",1.4108502,1.2937903,-0.2775731,-0.37415975,0.31802967,0.24807812,0.4088123,0.3374829,-0.0713294
7,0.0262914,0.12520263,"('insensitive', 'sensitive')",-1.0444548,-0.92146885,-1.11215,-1.0518811,1.107378,1.1217892,-0.2557338,-0.1815895,0.0741443
8,1.4008042,1.363221,"('unaffectionate', 'affectionate')",1.1847453,1.0756669,-0.2747604,-0.34653547,1.3694212,1.2420263,0.9200525,0.8335947,-0.0864578
9,1.293275,1.3079903,"('unaffectionate', 'caring')",1.0986748,1.0120797,-0.3425358,-0.44623137,1.9005843,1.8451674,0.9874996,0.9297515,-0.0577481
10,-0.48822054,-0.362028,"('unsympathetic', 'sympathetic')",-1.9532675,-1.853441,-1.150398,-1.1754464,0.82332146,0.8133144,-0.6921412,-0.6444002,0.047741
11,0.08953311,0.07581406,"('unhelpful', 'helpful')",-0.47677398,-0.43882248,-0.42255482,-0.4481185,1.475582,1.4447181,0.1664466,0.1583978,-0.0080488
12,0.83308023,0.9087823,"('unsupportive', 'supportive')",-0.4500906,-0.3604312,-0.77274674,-0.7818376,-1.5229864,-1.535316,-0.4781859,-0.4422006,0.0359853
13,-0.15446913,-0.23543632,"('impolite', 'polite')",-0.9847424,-0.9374353,-0.26920047,-0.28487235,0.14084531,0.16071616,-0.3168917,-0.3242569,-0.0073652
