,fleece_male,fleece_female,tuple,average_male,average_female,female-male
0,-0.6053684,-0.80414176,"('unsociable', 'sociable')",-0.6053684,-0.8041418,-0.1987734
1,-1.5746562,-1.7496936,"('unfriendly', 'friendly')",-1.5746562,-1.7496936,-0.1750374
2,0.46156362,0.66623944,"('unlikable', 'likable')",0.4615636,0.6662394,0.2046758
3,-0.6277742,-0.40992698,"('repellent', 'pleasant')",-0.6277742,-0.409927,0.2178472
4,-2.5199993,-2.5410147,"('disliked', 'liked')",-2.5199993,-2.5410147,-0.0210154
5,-1.0266297,-1.0171756,"('distant', 'outgoing')",-1.0266297,-1.0171756,0.0094541
6,-1.6963055,-1.6950233,"('distant', 'open')",-1.6963055,-1.6950233,0.0012822
7,-0.047479946,0.040552914,"('insensitive', 'sensitive')",-0.0474799,0.0405529,0.0880328
8,-0.6495751,-0.74494404,"('unaffectionate', 'affectionate')",-0.6495751,-0.744944,-0.0953689
9,-0.35467458,-0.4005934,"('unaffectionate', 'caring')",-0.3546746,-0.4005934,-0.0459188
10,0.21236452,0.14724904,"('unsympathetic', 'sympathetic')",0.2123645,0.147249,-0.0651155
11,0.70667994,0.76844186,"('unhelpful', 'helpful')",0.7066799,0.7684419,0.061762
12,-0.81838703,-0.798633,"('unsupportive', 'supportive')",-0.818387,-0.798633,0.019754
13,-0.19547507,-0.3387043,"('impolite', 'polite')",-0.1954751,-0.3387043,-0.1432292
14,0.37984872,0.18308817,"('antisocial', 'social')",0.3798487,0.1830882,-0.1967605
15,0.2182684,0.101698205,"('boring', 'funny')",0.2182684,0.1016982,-0.1165702
16,-0.5543163,-0.3734111,"('unpopular', 'popular')",-0.5543163,-0.3734111,0.1809052
17,0.09102635,0.03619911,"('nasty', 'nice')",0.0910264,0.0361991,-0.0548273
18,-1.0079931,-0.94111663,"('disagreeable', 'welcoming')",-1.0079931,-0.9411166,0.0668765
19,-1.3358276,-1.3052323,"('inhospitable', 'hospitable')",-1.3358276,-1.3052323,0.0305953
20,0.3090207,0.30653167,"('rough', 'thoughtful')",0.3090207,0.3065317,-0.002489
21,0.17320858,0.31213138,"('immoral', 'moral')",0.1732086,0.3121314,0.1389228
22,-0.09157373,-0.19896415,"('untrustworthy', 'trustworthy')",-0.0915737,-0.1989641,-0.1073904
23,1.6691984,1.5406655,"('insincere', 'sincere')",1.6691984,1.5406655,-0.1285329
24,0.10635147,-0.06821548,"('dishonest', 'honest')",0.1063515,-0.0682155,-0.174567
25,-0.22816339,-0.211095,"('egoistic', 'altruistic')",-0.2281634,-0.211095,0.0170684
26,0.118316844,-0.0771535,"('hardhearted', 'benevolent')",0.1183168,-0.0771535,-0.1954703
27,0.0999923,0.008156936,"('hardhearted', 'softhearted')",0.0999923,0.0081569,-0.0918354
28,-0.11106701,-0.1633425,"('disloyal', 'loyal')",-0.111067,-0.1633425,-0.0522755
29,-0.8853252,-1.041681,"('unfair', 'fair')",-0.8853252,-1.0416811,-0.1563559
30,0.9728981,0.8094653,"('intolerant', 'tolerant')",0.9728981,0.8094653,-0.1634328
31,-2.0794127,-2.069099,"('evil', 'good')",-2.0794127,-2.0690989,0.0103138
32,0.052771494,0.020795017,"('unkind', 'kind')",0.0527715,0.020795,-0.0319765
33,-0.15654577,-0.21080293,"('wrong', 'right')",-0.1565458,-0.2108029,-0.0542571
34,1.8780162,1.8970597,"('mean', 'honorable')",1.8780162,1.8970597,0.0190435
35,-0.26400903,-0.3162591,"('corrupt', 'incorrupt')",-0.264009,-0.3162591,-0.0522501
36,-1.2555367,-1.2746007,"('hostile', 'amicable')",-1.2555367,-1.2746007,-0.019064
37,0.038935468,-0.06525934,"('fake', 'genuine')",0.0389355,-0.0652593,-0.1041948
38,-0.12396535,-0.15737557,"('untruthful', 'truthful')",-0.1239654,-0.1573756,-0.0334102
39,0.36022812,0.36688873,"('exploitative', 'cooperative')",0.3602281,0.3668887,0.0066606
40,-1.7694998,-1.7789965,"('stingy', 'generous')",-1.7694998,-1.7789965,-0.0094967
41,-0.15455201,-0.2342608,"('unforgiving', 'forgiving')",-0.154552,-0.2342608,-0.0797088
42,-0.3506134,-0.26184317,"('unreliable', 'reliable')",-0.3506134,-0.2618432,0.0887702
43,-0.0521629,-0.1451765,"('irresponsible', 'responsible')",-0.0521629,-0.1451765,-0.0930136
44,-0.09442002,-0.09878339,"('prejudiced', 'unprejudiced')",-0.09442,-0.0987834,-0.0043634
45,0.0757657,0.044453833,"('incompetent', 'competent')",0.0757657,0.0444538,-0.0313119
46,-0.3238172,-0.35782507,"('uncompetitive', 'competitive')",-0.3238172,-0.3578251,-0.0340079
47,2.0248473,1.9882846,"('stupid', 'smart')",2.0248473,1.9882846,-0.0365627
48,0.039526414,-0.03877683,"('unintelligent', 'intelligent')",0.0395264,-0.0387768,-0.0783032
49,0.22714275,0.35229135,"('unable', 'able')",0.2271428,0.3522913,0.1251485
50,0.12011308,0.3859124,"('clumsy', 'skillful')",0.1201131,0.3859124,0.2657993
51,-0.36925977,-0.3909963,"('uneducated', 'educated')",-0.3692598,-0.3909963,-0.0217365
52,-1.2534933,-1.2426935,"('irrational', 'rational')",-1.2534933,-1.2426935,0.0107998
53,-1.8556755,-1.8796008,"('uncreative', 'creative')",-1.8556755,-1.8796008,-0.0239253
54,-0.43414944,-0.3535426,"('incapable', 'capable')",-0.4341494,-0.3535426,0.0806068
55,0.7690485,0.69006234,"('incompetent', 'clever')",0.7690485,0.6900623,-0.0789862
