,kb_male,kb_female,tuple,home_male,home_female,average_male,average_female,female-male
0,3.818155,3.9981434,"('unsociable', 'sociable')",1.0657153,1.1334946,2.4419351,2.565819,0.1238839
1,-1.6511037,-1.7850573,"('unfriendly', 'friendly')",1.8722515,1.7747022,0.1105739,-0.0051776,-0.1157515
2,0.5705975,0.43662137,"('unlikable', 'likable')",0.0013425853,0.038694948,0.2859701,0.2376582,-0.0483119
3,1.9941605,2.0971892,"('repellent', 'pleasant')",-0.11135153,-0.12643941,0.9414045,0.9853749,0.0439704
4,-2.1882885,-2.4220083,"('disliked', 'liked')",-7.115215,-6.946269,-4.6517515,-4.6841388,-0.0323873
5,-3.876033,-4.1048217,"('distant', 'outgoing')",-0.62909365,-0.7391455,-2.2525635,-2.4219837,-0.1694202
6,-4.52939,-4.773878,"('distant', 'open')",0.052410483,-0.060870204,-2.2384896,-2.4173741,-0.1788845
7,3.7694094,4.0200124,"('insensitive', 'sensitive')",1.7789141,1.9573343,2.7741618,2.9886732,0.2145114
8,-1.4129634,-1.4633409,"('unaffectionate', 'affectionate')",1.1244653,1.023725,-0.144249,-0.2198079,-0.0755589
9,0.3298866,0.35535538,"('unaffectionate', 'caring')",1.7597817,1.7448932,1.0448341,1.0501243,0.0052902
10,4.496196,4.8727922,"('unsympathetic', 'sympathetic')",0.26064503,0.4716128,2.3784204,2.6722026,0.2937822
11,2.8037934,3.0280557,"('unhelpful', 'helpful')",1.6584741,1.7131561,2.2311337,2.3706059,0.1394722
12,3.0886736,3.3163385,"('unsupportive', 'supportive')",-1.1495723,-0.9246528,0.9695507,1.1958429,0.2262922
13,3.310724,3.518122,"('impolite', 'polite')",0.11949892,0.17954484,1.7151115,1.8488334,0.1337219
14,4.304527,4.516133,"('antisocial', 'social')",0.8673106,1.008419,2.5859187,2.7622759,0.1763572
15,0.26606357,0.052734435,"('boring', 'funny')",0.18349612,0.09719296,0.2247798,0.0749637,-0.1498161
16,-2.5926952,-2.5677426,"('unpopular', 'popular')",-0.009005763,-0.03079392,-1.3008505,-1.2992682,0.0015823
17,-1.0215594,-1.0714625,"('nasty', 'nice')",0.24478702,0.32864904,-0.3883862,-0.3714067,0.0169795
18,0.45750543,0.47981876,"('disagreeable', 'welcoming')",0.23240347,0.20850116,0.3449545,0.34416,-0.0007945
19,-2.0941806,-2.2484102,"('inhospitable', 'hospitable')",-0.56329554,-0.5880967,-1.3287381,-1.4182534,-0.0895153
20,0.4752864,0.5167888,"('rough', 'thoughtful')",0.56146216,0.54032147,0.5183743,0.5285552,0.0101809
21,4.000039,4.277847,"('immoral', 'moral')",0.37509194,0.5682531,2.1875656,2.4230499,0.2354843
22,3.0372617,3.1253328,"('untrustworthy', 'trustworthy')",-0.19478631,-0.09776488,1.4212377,1.5137839,0.0925462
23,3.7164888,3.8816757,"('insincere', 'sincere')",6.291475,6.1545773,5.0039816,5.0181265,0.0141449
24,2.6390572,2.646968,"('dishonest', 'honest')",1.3615751,1.3173157,2.0003161,1.9821417,-0.0181744
25,-2.1379204,-2.430841,"('egoistic', 'altruistic')",1.085283,0.9415481,-0.5263187,-0.7446464,-0.2183277
26,0.035713777,0.022565618,"('hardhearted', 'benevolent')",1.6912218,1.8423578,0.8634678,0.9324617,0.0689939
27,-0.5202223,-0.674754,"('hardhearted', 'softhearted')",1.4514297,1.3043398,0.4656037,0.3147929,-0.1508108
28,1.5593206,1.5519063,"('disloyal', 'loyal')",1.7729467,1.795741,1.6661336,1.6738236,0.00769
29,-0.8794995,-1.0333186,"('unfair', 'fair')",-0.88021296,-1.0085124,-0.8798562,-1.0209155,-0.1410593
30,2.9827995,2.9552999,"('intolerant', 'tolerant')",1.5849302,1.6610159,2.283865,2.3081579,0.0242929
31,-5.6628237,-5.8569307,"('evil', 'good')",-0.52513057,-0.48117036,-3.0939772,-3.1690505,-0.0750733
32,2.5754774,2.6404858,"('unkind', 'kind')",1.3666244,1.4096738,1.9710509,2.0250797,0.0540288
33,-1.0838406,-1.2027379,"('wrong', 'right')",-0.15691504,-0.23747715,-0.6203778,-0.7201076,-0.0997298
34,0.7772907,0.77986896,"('mean', 'honorable')",4.9526796,4.942822,2.8649852,2.8613455,-0.0036397
35,-5.1846743,-5.507154,"('corrupt', 'incorrupt')",-0.4720639,-0.66814816,-2.8283691,-3.087651,-0.2592819
36,-5.3263774,-5.6864038,"('hostile', 'amicable')",-0.7046845,-0.8377182,-3.0155311,-3.2620609,-0.2465298
37,0.88408625,1.0951431,"('fake', 'genuine')",1.1149533,1.138656,0.9995198,1.1168995,0.1173797
38,-0.040397227,-0.06404258,"('untruthful', 'truthful')",0.14368439,0.13556555,0.0516436,0.0357615,-0.0158821
39,2.7022128,2.6198716,"('exploitative', 'cooperative')",0.97474587,1.0405962,1.8384793,1.8302339,-0.0082454
40,0.45469195,0.43580142,"('stingy', 'generous')",-1.5879977,-1.4427048,-0.5666529,-0.5034517,0.0632012
41,1.6661443,1.7418206,"('unforgiving', 'forgiving')",0.5509383,0.73769337,1.1085413,1.2397569,0.1312156
42,1.6869988,1.6905688,"('unreliable', 'reliable')",-2.9939966,-2.783789,-0.6534989,-0.5466101,0.1068888
43,3.676702,3.9257734,"('irresponsible', 'responsible')",1.565106,1.6473727,2.620904,2.7865729,0.1656689
44,-1.3878849,-1.4921787,"('prejudiced', 'unprejudiced')",-1.5372186,-1.623687,-1.4625517,-1.5579329,-0.0953812
45,3.144183,3.451428,"('incompetent', 'competent')",0.6728626,0.882075,1.9085227,2.1667514,0.2582287
46,4.3415074,4.650242,"('uncompetitive', 'competitive')",-0.6092252,-0.47337168,1.8661411,2.0884352,0.2222941
47,1.8733151,1.8843168,"('stupid', 'smart')",5.6810865,5.6155524,3.7772007,3.7499347,-0.027266
48,2.468443,2.6878455,"('unintelligent', 'intelligent')",0.49678397,0.58180606,1.4826134,1.6348257,0.1522123
49,0.6836876,0.6972799,"('unable', 'able')",-0.1607532,-0.18929613,0.2614672,0.2539919,-0.0074753
50,-1.764286,-1.8908715,"('clumsy', 'skillful')",-0.51986897,-0.61363846,-1.1420774,-1.252255,-0.1101776
51,3.4012418,3.449884,"('uneducated', 'educated')",0.01942373,-0.04122439,1.7103328,1.7043297,-0.0060031
52,-3.0401263,-3.4190483,"('irrational', 'rational')",0.04827883,-0.20613793,-1.4959238,-1.8125931,-0.3166693
53,-0.4780327,-0.57366014,"('uncreative', 'creative')",0.0048358105,-0.041484725,-0.2365984,-0.3075724,-0.070974
54,0.16873921,0.13544524,"('incapable', 'capable')",1.164932,1.0279154,0.6668356,0.5816803,-0.0851553
55,6.3032966,6.651148,"('incompetent', 'clever')",0.52192205,0.6644035,3.4126093,3.6577756,0.2451663
56,5.035256,5.180151,"('impractical', 'practical')",0.6065352,0.7509898,2.8208957,2.9655704,0.1446747
57,1.9406973,2.174313,"('unimaginative', 'imaginative')",-2.8777306,-2.5910673,-0.4685166,-0.2083771,0.2601395
58,-0.21554667,-0.18713011,"('undiscriminating', 'discriminating')",-0.4835721,-0.44718602,-0.3495594,-0.3171581,0.0324013
59,-2.0143209,-2.1705055,"('foolish', 'wise')",0.4703595,0.42024994,-0.7719806,-0.8751278,-0.1031472
60,5.8989005,6.3262815,"('inefficient', 'efficient')",0.38240457,0.5374914,3.1406527,3.4318864,0.2912337
61,1.9529121,1.7852143,"('illogical', 'logical')",0.8521154,0.7790645,1.4025137,1.2821394,-0.1203743
62,4.811489,5.102623,"('incompetent', 'brilliant')",0.52282846,0.6290482,2.6671588,2.8658357,0.1986769
63,3.4757414,3.6147523,"('unperceptive', 'insightful')",0.35362184,0.527144,1.9146817,2.0709481,0.1562664
64,1.5011811,1.461598,"('shy', 'confident')",-6.7018323,-6.5160537,-2.6003256,-2.5272279,0.0730977
65,3.499664,3.6845336,"('insecure', 'secure')",0.16791144,0.22733928,1.8337878,1.9559364,0.1221486
66,-1.7749375,-1.830279,"('inactive', 'active')",0.24940443,0.13948715,-0.7627665,-0.8453959,-0.0826294
67,1.0991732,1.156406,"('doubtful', 'determined')",-0.08771908,0.0026983507,0.5057271,0.5795522,0.0738251
68,-0.20209734,-0.30470127,"('dependent', 'independent')",-0.8268055,-0.9726016,-0.5144514,-0.6386514,-0.1242
69,-3.9580376,-4.25846,"('lazy', 'industrious')",-1.4505837,-1.5332587,-2.7043107,-2.8958592,-0.1915485
70,5.048644,5.2830973,"('lethargic', 'energetic')",0.45673707,0.51615334,2.7526906,2.8996253,0.1469347
71,0.22406349,0.23334916,"('diffident', 'self-confident')",0.85874075,0.9063711,0.5414021,0.5698602,0.0284581
72,1.3132108,1.5151803,"('unambitious', 'ambitious')",-0.23154926,-0.2396573,0.5408308,0.6377615,0.0969307
73,-1.2120103,-1.2177149,"('helpless', 'self-reliant')",-3.265528,-3.269426,-2.2387691,-2.2435706,-0.0048015
74,2.0331306,1.9712867,"('undedicated', 'dedicated')",0.9616268,1.0386481,1.4973787,1.5049675,0.0075888
75,-3.238802,-3.2694364,"('meek', 'impulsive')",-1.7446312,-1.8162286,-2.4917166,-2.5428324,-0.0511158
76,2.60428,2.877333,"('anxious', 'daring')",0.19383481,0.27473733,1.3990574,1.5760351,0.1769777
77,1.845469,2.0590618,"('unmotivated', 'motivated')",-1.042252,-0.9135764,0.4016085,0.5727427,0.1711342
