,chubb_male,chubb_female,tuple,ltd_male,ltd_female,average_male,average_female,female-male
0,-0.3761421,-0.5461943,"('unsociable', 'sociable')",0.15631917,0.07158663,-0.1099115,-0.2373038,-0.1273923
1,-1.045473,-1.0474001,"('unfriendly', 'friendly')",1.5904025,1.4183826,0.2724648,0.1854913,-0.0869735
2,0.090300396,0.15751274,"('unlikable', 'likable')",0.114365846,0.12753783,0.1023331,0.1425253,0.0401922
3,-0.24564591,-0.18997236,"('repellent', 'pleasant')",0.3553865,0.41552863,0.0548703,0.1127781,0.0579078
4,0.23683049,0.33224848,"('disliked', 'liked')",-4.05802,-3.979414,-1.9105948,-1.8235828,0.087012
5,-1.031714,-0.8951855,"('distant', 'outgoing')",-0.6680407,-0.7920483,-0.8498774,-0.8436168,0.0062606
6,-1.4282376,-1.2714076,"('distant', 'open')",-0.09883928,-0.27667615,-0.7635384,-0.7740419,-0.0105035
7,-0.3534019,-0.392625,"('insensitive', 'sensitive')",0.5885737,0.6295215,0.1175859,0.1184482,0.0008623
8,-2.5547857,-2.5505333,"('unaffectionate', 'affectionate')",0.7696584,0.57075876,-0.8925637,-0.9898872,-0.0973235
9,-2.2842143,-2.2699277,"('unaffectionate', 'caring')",0.7415681,0.58672136,-0.7713231,-0.8416032,-0.0702801
10,-1.0330443,-1.1351907,"('unsympathetic', 'sympathetic')",0.18998592,0.24094796,-0.4215292,-0.4471214,-0.0255922
11,-0.45352873,-0.47643772,"('unhelpful', 'helpful')",1.1288903,1.1824511,0.3376808,0.3530067,0.0153259
12,-0.9895452,-0.94391215,"('unsupportive', 'supportive')",-1.082408,-1.0736392,-1.0359766,-1.0087757,0.0272009
13,0.22425196,0.10819602,"('impolite', 'polite')",-0.8261213,-0.79141223,-0.3009347,-0.3416081,-0.0406734
14,0.31572616,0.22047754,"('antisocial', 'social')",0.5713294,0.6415819,0.4435278,0.4310297,-0.0124981
15,1.2546118,1.2112734,"('boring', 'funny')",0.4490886,0.3894344,0.8518502,0.8003539,-0.0514963
16,-0.5139375,-0.4496706,"('unpopular', 'popular')",0.5662812,0.5192462,0.0261719,0.0347878,0.0086159
17,0.33365253,0.41113088,"('nasty', 'nice')",-0.45986092,-0.41731232,-0.0631042,-0.0030907,0.0600135
18,-0.78255165,-0.7645259,"('disagreeable', 'welcoming')",-1.102905,-1.2374631,-0.9427283,-1.0009944,-0.0582661
19,-1.3142473,-1.1599143,"('inhospitable', 'hospitable')",-0.7841619,-0.8126076,-1.0492046,-0.9862609,0.0629437
