,dome_male,dome_female,tuple,average_male,average_female,female-male
0,0.016807714,-0.17620951,"('unsociable', 'sociable')",0.0168077,-0.1762095,-0.1930172
1,1.5552912,1.5195935,"('unfriendly', 'friendly')",1.5552912,1.5195935,-0.0356977
2,0.5799511,0.78374517,"('unlikable', 'likable')",0.5799511,0.7837452,0.2037941
3,0.9749184,0.9671658,"('repellent', 'pleasant')",0.9749184,0.9671658,-0.0077526
4,-7.4165983,-7.300198,"('disliked', 'liked')",-7.4165983,-7.3001981,0.1164002
5,-0.3170105,-0.06465669,"('distant', 'outgoing')",-0.3170105,-0.0646567,0.2523538
6,0.03540226,0.3027488,"('distant', 'open')",0.0354023,0.3027488,0.2673465
7,0.6032471,0.6060667,"('insensitive', 'sensitive')",0.6032471,0.6060667,0.0028196
8,0.98901457,1.0796708,"('unaffectionate', 'affectionate')",0.9890146,1.0796708,0.0906562
9,1.8728013,1.9509351,"('unaffectionate', 'caring')",1.8728013,1.9509351,0.0781338
10,1.1900234,1.1994076,"('unsympathetic', 'sympathetic')",1.1900234,1.1994076,0.0093842
11,2.0523405,2.0561812,"('unhelpful', 'helpful')",2.0523405,2.0561812,0.0038407
12,-1.6118202,-1.568886,"('unsupportive', 'supportive')",-1.6118202,-1.568886,0.0429342
13,0.41077077,0.313644,"('impolite', 'polite')",0.4107708,0.313644,-0.0971268
14,-0.49497706,-0.70299286,"('antisocial', 'social')",-0.4949771,-0.7029929,-0.2080158
15,0.34436828,0.3992737,"('boring', 'funny')",0.3443683,0.3992737,0.0549054
16,0.25603086,0.23091194,"('unpopular', 'popular')",0.2560309,0.2309119,-0.025119
17,-0.1759345,-0.10704465,"('nasty', 'nice')",-0.1759345,-0.1070447,0.0688898
18,-0.9400619,-0.98149014,"('disagreeable', 'welcoming')",-0.9400619,-0.9814901,-0.0414282
19,-0.5370397,-0.2951873,"('inhospitable', 'hospitable')",-0.5370397,-0.2951873,0.2418524
20,0.59557307,0.47632587,"('rough', 'thoughtful')",0.5955731,0.4763259,-0.1192472
21,-0.04405614,0.013279039,"('immoral', 'moral')",-0.0440561,0.013279,0.0573351
22,-0.66488105,-0.6067443,"('untrustworthy', 'trustworthy')",-0.6648811,-0.6067443,0.0581368
23,6.4818683,6.3999653,"('insincere', 'sincere')",6.4818683,6.3999653,-0.081903
24,1.738764,1.7577884,"('dishonest', 'honest')",1.738764,1.7577884,0.0190244
25,0.35350198,0.2834376,"('egoistic', 'altruistic')",0.353502,0.2834376,-0.0700644
26,0.51350605,0.38723868,"('hardhearted', 'benevolent')",0.5135061,0.3872387,-0.1262674
27,1.4983231,1.3822503,"('hardhearted', 'softhearted')",1.4983231,1.3822503,-0.1160728
28,1.3201348,1.2353293,"('disloyal', 'loyal')",1.3201348,1.2353293,-0.0848055
29,-0.6370191,-0.6587919,"('unfair', 'fair')",-0.6370191,-0.6587919,-0.0217728
30,0.9166372,0.84226924,"('intolerant', 'tolerant')",0.9166372,0.8422692,-0.074368
31,-1.5923471,-1.4693538,"('evil', 'good')",-1.5923471,-1.4693538,0.1229933
32,1.4351537,1.3577603,"('unkind', 'kind')",1.4351537,1.3577603,-0.0773934
33,-0.37462682,-0.3573488,"('wrong', 'right')",-0.3746268,-0.3573488,0.017278
34,4.914874,5.02841,"('mean', 'honorable')",4.9148741,5.02841,0.1135359
35,-1.0448991,-1.0669225,"('corrupt', 'incorrupt')",-1.0448991,-1.0669225,-0.0220234
36,-0.69728345,-0.71607107,"('hostile', 'amicable')",-0.6972834,-0.7160711,-0.0187877
37,0.5134199,0.63020015,"('fake', 'genuine')",0.5134199,0.6302001,0.1167802
38,0.25166366,0.2574082,"('untruthful', 'truthful')",0.2516637,0.2574082,0.0057445
39,-0.19070204,-0.23657693,"('exploitative', 'cooperative')",-0.190702,-0.2365769,-0.0458749
40,-2.0839324,-2.1596923,"('stingy', 'generous')",-2.0839324,-2.1596923,-0.0757599
41,-0.13163766,-0.20415993,"('unforgiving', 'forgiving')",-0.1316377,-0.2041599,-0.0725222
42,-2.3810084,-2.240738,"('unreliable', 'reliable')",-2.3810084,-2.2407379,0.1402705
43,1.0130849,1.0707688,"('irresponsible', 'responsible')",1.0130849,1.0707688,0.0576839
44,-1.655874,-1.590244,"('prejudiced', 'unprejudiced')",-1.655874,-1.5902441,0.0656299
45,-0.06355225,-0.022243783,"('incompetent', 'competent')",-0.0635523,-0.0222438,0.0413085
46,-0.6902143,-0.71510464,"('uncompetitive', 'competitive')",-0.6902143,-0.7151046,-0.0248903
47,5.3802047,5.4873204,"('stupid', 'smart')",5.3802047,5.4873204,0.1071157
48,1.3848008,1.1871823,"('unintelligent', 'intelligent')",1.3848008,1.1871823,-0.1976185
49,0.41528893,0.6114004,"('unable', 'able')",0.4152889,0.6114004,0.1961115
50,0.14014444,0.17950475,"('clumsy', 'skillful')",0.1401444,0.1795048,0.0393604
51,0.5199081,0.46045065,"('uneducated', 'educated')",0.5199081,0.4604506,-0.0594575
52,-0.3875143,-0.34796432,"('irrational', 'rational')",-0.3875143,-0.3479643,0.03955
53,0.24026515,0.26801768,"('uncreative', 'creative')",0.2402651,0.2680177,0.0277526
54,1.2502686,1.5356425,"('incapable', 'capable')",1.2502686,1.5356425,0.2853739
55,0.7580302,0.62608516,"('incompetent', 'clever')",0.7580302,0.6260852,-0.131945
56,0.7255688,0.6496911,"('impractical', 'practical')",0.7255688,0.6496911,-0.0758777
57,-2.7428832,-2.6175003,"('unimaginative', 'imaginative')",-2.7428832,-2.6175003,0.1253829
58,-0.17351133,-0.15629731,"('undiscriminating', 'discriminating')",-0.1735113,-0.1562973,0.017214
59,0.20476569,0.31359679,"('foolish', 'wise')",0.2047657,0.3135968,0.1088311
60,0.8947744,0.8326028,"('inefficient', 'efficient')",0.8947744,0.8326028,-0.0621716
61,0.3158813,0.13108185,"('illogical', 'logical')",0.3158813,0.1310818,-0.1847995
62,1.1513768,1.2694266,"('incompetent', 'brilliant')",1.1513768,1.2694266,0.1180498
63,0.49375018,0.539758,"('unperceptive', 'insightful')",0.4937502,0.539758,0.0460078
64,-6.474732,-6.3912644,"('shy', 'confident')",-6.4747319,-6.3912644,0.0834675
65,0.4688001,0.4056363,"('insecure', 'secure')",0.4688001,0.4056363,-0.0631638
66,-0.28080332,-0.22398901,"('inactive', 'active')",-0.2808033,-0.223989,0.0568143
67,-0.56060624,-0.49484822,"('doubtful', 'determined')",-0.5606062,-0.4948482,0.065758
68,-0.46576563,-0.43984377,"('dependent', 'independent')",-0.4657656,-0.4398438,0.0259218
69,-1.9965572,-1.8836416,"('lazy', 'industrious')",-1.9965572,-1.8836416,0.1129156
70,1.105915,1.1319069,"('lethargic', 'energetic')",1.105915,1.1319069,0.0259919
71,0.25294092,0.33448783,"('diffident', 'self-confident')",0.2529409,0.3344878,0.0815469
72,0.9759486,1.0839278,"('unambitious', 'ambitious')",0.9759486,1.0839278,0.1079792
73,-3.186068,-3.044032,"('helpless', 'self-reliant')",-3.1860681,-3.0440321,0.142036
