,zimmer_male,zimmer_female,tuple,biomet_male,biomet_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.5284309,-1.6675051,"('unsociable', 'sociable')",-0.27692288,-0.3645093,0.2681477,0.001936011,-0.4099429,-0.4967202,-0.4867873,-0.6316997,-0.1449124
1,-1.3929136,-1.4549236,"('unfriendly', 'friendly')",-0.67500246,-0.69461936,0.19193113,0.0630078,1.9178954,1.8264766,0.0104777,-0.0650147,-0.0754924
2,0.35376924,0.3310364,"('unlikable', 'likable')",0.5196376,0.5229229,1.7618027,1.845613,0.8891583,1.0009477,0.881092,0.92513,0.044038
3,-1.23568,-1.1635925,"('repellent', 'pleasant')",-1.3503921,-1.2829374,0.63390094,0.67062503,0.33509222,0.36908722,-0.4042697,-0.3517044,0.0525653
4,0.60495377,0.58832204,"('disliked', 'liked')",-0.046547215,-0.065945834,-0.15701169,-0.14890632,-5.832292,-5.858367,-1.3577243,-1.3712243,-0.0135
5,0.51117337,0.5693898,"('distant', 'outgoing')",-0.51785475,-0.40218386,-1.0530188,-0.91264856,-0.16741341,-0.07704018,-0.3067784,-0.2056207,0.1011577
6,0.07980111,0.1794501,"('distant', 'open')",-0.6406706,-0.5249298,-1.39049,-1.2194065,0.41375768,0.49495417,-0.3844005,-0.267483,0.1169175
7,-0.90331626,-0.9260418,"('insensitive', 'sensitive')",-0.28607628,-0.26425868,0.4871846,0.40731615,0.92591816,0.97482705,0.0559276,0.0479607,-0.0079669
8,-1.0068805,-1.048394,"('unaffectionate', 'affectionate')",-0.5325848,-0.5419558,-0.4347063,-0.4575579,0.8745036,0.8376462,-0.274917,-0.3025653,-0.0276483
9,-0.84743565,-0.8775048,"('unaffectionate', 'caring')",-0.61960685,-0.61481255,0.36888045,0.28072333,1.3781486,1.4035792,0.0699967,0.0479963,-0.0220004
10,-1.7039148,-1.7807086,"('unsympathetic', 'sympathetic')",-1.4357364,-1.5193497,-0.43891197,-0.61682546,-0.19254175,-0.21592343,-0.9427763,-1.0332018,-0.0904255
11,-1.7161094,-1.8063933,"('unhelpful', 'helpful')",-0.9989519,-1.0062934,-1.0768276,-1.1580411,1.7459043,1.8233498,-0.5114961,-0.5368445,-0.0253484
12,-1.2803459,-1.2127346,"('unsupportive', 'supportive')",0.05726081,0.14368226,-0.13011053,-0.0632858,-1.3994081,-1.3293965,-0.6881509,-0.6154337,0.0727172
13,-1.3169873,-1.418256,"('impolite', 'polite')",0.33783886,0.31748122,0.50523543,0.33915114,0.022561021,-0.027277328,-0.112838,-0.1972252,-0.0843872
14,-1.0993305,-1.0629256,"('antisocial', 'social')",0.12933755,0.15549158,2.0842133,2.0752678,-0.2901798,-0.30859202,0.2060101,0.2148104,0.0088003
15,0.10012209,-0.036242582,"('boring', 'funny')",0.7357106,0.6666172,-0.9781015,-1.0021019,0.6427281,0.60887086,0.1251148,0.0592859,-0.0658289
16,0.66767794,0.6889608,"('unpopular', 'popular')",-0.1091883,-0.086488396,-0.7696738,-0.60740364,0.30945134,0.4520247,0.0245668,0.1117734,0.0872066
17,-0.20264132,-0.10066755,"('nasty', 'nice')",0.15330155,0.2011346,-1.3022323,-1.1729004,-0.68163615,-0.58784354,-0.508302,-0.4150692,0.0932328
18,-0.36149067,-0.33432537,"('disagreeable', 'welcoming')",-0.35701656,-0.27722147,0.124732405,0.17492521,-0.09129374,-0.048239145,-0.1712671,-0.1212152,0.0500519
19,0.2639242,0.28426048,"('inhospitable', 'hospitable')",-0.9625106,-0.953467,-1.1456503,-1.1210467,0.058419406,0.14197838,-0.4464543,-0.4120687,0.0343856
20,-0.026866116,0.029615076,"('rough', 'thoughtful')",0.072973624,0.10957117,0.57197344,0.704655,1.110963,1.1170771,0.432261,0.4902296,0.0579686
21,-1.3275357,-1.4281034,"('immoral', 'moral')",-0.002164714,-0.056097846,0.43651372,0.28482488,-0.47550118,-0.4542549,-0.342172,-0.4134078,-0.0712358
22,-0.7122672,-0.71573985,"('untrustworthy', 'trustworthy')",-0.17995685,-0.17403045,0.20371376,0.12915634,-0.6497362,-0.6508379,-0.3345616,-0.352863,-0.0183014
23,-1.0700332,-1.2274143,"('insincere', 'sincere')",-0.119745195,-0.15076667,-0.20110482,-0.39781067,5.5830617,5.5591516,1.0480447,0.94579,-0.1022547
24,-1.1211135,-1.1471468,"('dishonest', 'honest')",-0.09341952,-0.1122241,-0.71140414,-0.8412539,0.86264974,0.7634523,-0.2658219,-0.3342931,-0.0684712
25,-0.19761188,-0.18188766,"('egoistic', 'altruistic')",0.33912456,0.40402612,0.777398,0.81617653,1.6208444,1.5491935,0.6349388,0.6468772,0.0119384
26,-0.43664655,-0.48360676,"('hardhearted', 'benevolent')",0.1251343,0.050857738,1.6010218,1.5467262,1.6997228,1.516975,0.7473081,0.6577381,-0.08957
27,-0.18617252,-0.10112178,"('hardhearted', 'softhearted')",-0.6317303,-0.5385483,0.60307866,0.6231556,1.6230603,1.5893403,0.3520591,0.3932065,0.0411474
28,-1.5382576,-1.6269786,"('disloyal', 'loyal')",0.0054931277,-0.09327844,-0.063129395,-0.3115579,1.2261695,1.0953345,-0.0924311,-0.2341201,-0.141689
29,0.5025966,0.5409046,"('unfair', 'fair')",-0.21223317,-0.19020571,-0.7735468,-0.722945,-0.3025255,-0.4009355,-0.1964272,-0.1932954,0.0031318
30,-0.8058542,-0.86549413,"('intolerant', 'tolerant')",0.10285605,0.055820912,1.4789765,1.3231398,1.233769,1.2401235,0.5024369,0.4383975,-0.0640394
31,-0.22051819,-0.12740755,"('evil', 'good')",-0.5359576,-0.42817965,-1.5824016,-1.3997666,-0.9892287,-1.0083985,-0.8320265,-0.7409381,0.0910884
32,-0.6841985,-0.8217437,"('unkind', 'kind')",0.7511842,0.6631086,0.9704974,0.7574834,1.3803393,1.1986209,0.6044556,0.4493673,-0.1550883
33,0.8653146,0.8419615,"('wrong', 'right')",0.90702564,0.89421105,0.42932376,0.471353,-0.27013958,-0.30025923,0.4828811,0.4768166,-0.0060645
34,-0.274008,-0.18664676,"('mean', 'honorable')",-0.24303585,-0.17514598,0.072368324,0.16435991,6.1085873,6.280233,1.415978,1.5207,0.104722
35,1.4451408,1.5121135,"('corrupt', 'incorrupt')",0.17641571,0.20013513,-1.1789387,-1.0321684,-0.055487193,-0.21886975,0.0967826,0.1153026,0.01852
36,0.463445,0.40849304,"('hostile', 'amicable')",-0.4255229,-0.43578696,-1.0315753,-1.0397143,0.3607303,0.1488143,-0.1582307,-0.2295485,-0.0713178
37,-0.25368822,-0.3105266,"('fake', 'genuine')",0.19626635,0.18031012,0.2670599,0.28775775,0.88568085,0.9152032,0.2738297,0.2681861,-0.0056436
38,-0.86453575,-0.90490514,"('untruthful', 'truthful')",-0.2664552,-0.24289303,-1.0646392,-1.0941318,0.14076795,0.1837958,-0.5137155,-0.5145336,-0.0008181
39,0.3949478,0.32052508,"('exploitative', 'cooperative')",0.6737936,0.672306,0.2225781,0.11471543,0.20601109,0.12941761,0.3743326,0.3092411,-0.0650915
40,-0.072913066,-0.17403376,"('stingy', 'generous')",0.18967536,0.22512713,0.6920841,0.718032,-0.90800977,-0.92629814,-0.0247909,-0.0392932,-0.0145023
41,-1.370991,-1.4150767,"('unforgiving', 'forgiving')",0.049660288,0.0633625,0.17682406,0.14413655,0.4101814,0.38262033,-0.1835813,-0.2062393,-0.022658
42,0.45005792,0.44522992,"('unreliable', 'reliable')",0.3662238,0.35669506,0.84369767,0.9136023,-2.9291975,-2.806668,-0.3173046,-0.2727852,0.0445194
43,-0.71618474,-0.6980403,"('irresponsible', 'responsible')",-0.022681477,0.0076439455,-0.3311825,-0.371388,0.64187145,0.65534925,-0.1070443,-0.1016088,0.0054355
44,0.5004743,0.49931863,"('prejudiced', 'unprejudiced')",0.0018730834,-0.00015049055,-0.8130167,-0.73749006,-1.7250154,-1.759909,-0.5089212,-0.4995577,0.0093635
45,-1.1239753,-1.1756577,"('incompetent', 'competent')",-0.56438476,-0.490496,0.00502754,-0.064716056,-0.36181527,-0.295362,-0.5112869,-0.5065579,0.004729
46,-1.1730933,-1.2530949,"('uncompetitive', 'competitive')",-0.95519704,-0.933315,1.1531898,1.0305334,-0.23062986,-0.22872065,-0.3014326,-0.3461493,-0.0447167
47,0.084385216,0.20873648,"('stupid', 'smart')",1.0674103,1.1534997,0.7122152,0.78459597,5.432147,5.598469,1.8240395,1.9363253,0.1122858
48,-1.6530647,-1.7449405,"('unintelligent', 'intelligent')",0.16722614,0.080591306,-0.4593649,-0.5912524,0.33375955,0.29143706,-0.402861,-0.4910412,-0.0881802
49,-0.43467233,-0.28447318,"('unable', 'able')",-0.05933024,0.012840461,-0.52248,-0.47049785,-0.30996403,-0.042443946,-0.3316117,-0.1961436,0.1354681
50,1.3037988,1.2961794,"('clumsy', 'skillful')",0.5320128,0.48534974,0.10087784,0.21575499,0.15164673,0.27471238,0.5220841,0.5679991,0.045915
51,-0.34932536,-0.5625666,"('uneducated', 'educated')",-0.10893422,-0.23945226,0.9225045,0.7224543,0.81933355,0.7284182,0.3208946,0.1622134,-0.1586812
52,0.5286881,0.45295686,"('irrational', 'rational')",-0.101053655,-0.20115557,-1.0159562,-1.0295758,0.19335417,0.11490953,-0.0987419,-0.1657163,-0.0669744
53,-1.0094147,-0.96809804,"('uncreative', 'creative')",-2.007063,-1.9814827,0.4060626,0.34806404,1.0927829,1.0294034,-0.379408,-0.3930283,-0.0136203
54,0.214909,0.18091112,"('incapable', 'capable')",0.1414293,0.07643755,0.18710366,0.20260692,0.9890966,1.0460007,0.3831347,0.3764891,-0.0066456
55,-1.1585094,-1.2415777,"('incompetent', 'clever')",-0.2971535,-0.29414022,0.26557535,0.11514243,-0.015766885,0.032460727,-0.3014636,-0.3470287,-0.0455651
56,-0.24449211,-0.25453585,"('impractical', 'practical')",0.95115894,0.93176603,-0.033387765,-0.16149315,-0.43116483,-0.37521338,0.0605286,0.0351309,-0.0253977
57,-1.8583013,-1.9699429,"('unimaginative', 'imaginative')",-1.4278127,-1.4646004,-0.63006717,-0.738337,-2.235869,-2.2914078,-1.5380125,-1.6160719,-0.0780594
58,0.14221047,0.10676153,"('undiscriminating', 'discriminating')",-1.1756299,-1.1704414,0.47365278,0.50451803,0.095074564,0.12310423,-0.116173,-0.1090144,0.0071586
59,1.3718843,1.3575736,"('foolish', 'wise')",0.23791443,0.24969801,-0.63860667,-0.5609765,0.37183926,0.42192385,0.3357579,0.3670548,0.0312969
60,-0.44899035,-0.4697242,"('inefficient', 'efficient')",0.52597415,0.56287926,0.6892256,0.57872915,-0.24301317,-0.118831135,0.1307991,0.1382633,0.0074642
61,-0.52576226,-0.58037746,"('illogical', 'logical')",-0.5558827,-0.6109077,-0.18677466,-0.34354743,0.3502544,0.20489025,-0.2295413,-0.3324856,-0.1029443
62,-0.6033855,-0.5938334,"('incompetent', 'brilliant')",-0.3440974,-0.30299932,0.33698416,0.381853,-0.1646367,0.089908816,-0.1937839,-0.1062677,0.0875162
63,-1.3576581,-1.4719176,"('unperceptive', 'insightful')",-0.74330044,-0.73022527,1.4406594,1.3895733,1.1129328,1.3084381,0.1131584,0.1239671,0.0108087
64,-0.034010902,-0.11418967,"('shy', 'confident')",-0.28580844,-0.3273058,0.74612224,0.6787943,-6.424732,-6.473853,-1.4996073,-1.5591385,-0.0595312
