,raspberry_male,raspberry_female,tuple,average_male,average_female,female-male
0,-1.334325,-1.3830143,"('unsociable', 'sociable')",-1.334325,-1.3830143,-0.0486893
1,0.9491314,0.6917411,"('unfriendly', 'friendly')",0.9491314,0.6917411,-0.2573903
2,-0.12807229,-0.07652463,"('unlikable', 'likable')",-0.1280723,-0.0765246,0.0515477
3,-1.61619,-1.6327412,"('repellent', 'pleasant')",-1.61619,-1.6327412,-0.0165512
4,-1.9778075,-1.9513226,"('disliked', 'liked')",-1.9778075,-1.9513226,0.0264849
5,1.5671697,1.5067726,"('distant', 'outgoing')",1.5671697,1.5067726,-0.0603971
6,1.5879157,1.4854338,"('distant', 'open')",1.5879157,1.4854338,-0.1024819
7,-1.4383804,-1.3902603,"('insensitive', 'sensitive')",-1.4383804,-1.3902603,0.0481201
8,0.6489153,0.5729542,"('unaffectionate', 'affectionate')",0.6489153,0.5729542,-0.0759611
9,0.43840483,0.32893163,"('unaffectionate', 'caring')",0.4384048,0.3289316,-0.1094732
10,-2.6118233,-2.5008006,"('unsympathetic', 'sympathetic')",-2.6118233,-2.5008006,0.1110227
11,-1.4328666,-1.3702378,"('unhelpful', 'helpful')",-1.4328666,-1.3702378,0.0626288
12,-2.6815524,-2.5811899,"('unsupportive', 'supportive')",-2.6815524,-2.5811899,0.1003625
13,-1.2918333,-1.3321736,"('impolite', 'polite')",-1.2918333,-1.3321736,-0.0403403
14,-2.0464869,-1.9800568,"('antisocial', 'social')",-2.0464869,-1.9800568,0.0664301
15,0.96119696,0.9348445,"('boring', 'funny')",0.961197,0.9348445,-0.0263525
16,0.79846156,0.7864817,"('unpopular', 'popular')",0.7984616,0.7864817,-0.0119799
17,0.22725002,0.23138112,"('nasty', 'nice')",0.22725,0.2313811,0.0041311
18,0.107863575,0.018238027,"('disagreeable', 'welcoming')",0.1078636,0.018238,-0.0896256
19,-0.124347694,-0.1175061,"('inhospitable', 'hospitable')",-0.1243477,-0.1175061,0.0068416
20,-0.46433213,-0.5239,"('rough', 'thoughtful')",-0.4643321,-0.5239,-0.0595679
21,-1.6647966,-1.5868165,"('immoral', 'moral')",-1.6647966,-1.5868165,0.0779801
22,-0.74821144,-0.720971,"('untrustworthy', 'trustworthy')",-0.7482114,-0.720971,0.0272404
23,0.085123934,0.062142134,"('insincere', 'sincere')",0.0851239,0.0621421,-0.0229818
24,-0.65919703,-0.62253726,"('dishonest', 'honest')",-0.659197,-0.6225373,0.0366597
25,1.9712843,1.836884,"('egoistic', 'altruistic')",1.9712843,1.836884,-0.1344003
26,0.3176235,0.20357166,"('hardhearted', 'benevolent')",0.3176235,0.2035717,-0.1140518
27,1.2298355,1.2010969,"('hardhearted', 'softhearted')",1.2298355,1.2010969,-0.0287386
28,-0.57858115,-0.6830369,"('disloyal', 'loyal')",-0.5785812,-0.6830369,-0.1044557
29,0.15427831,0.066148706,"('unfair', 'fair')",0.1542783,0.0661487,-0.0881296
30,-0.6318744,-0.61312735,"('intolerant', 'tolerant')",-0.6318744,-0.6131274,0.018747
31,0.80091494,0.7255671,"('evil', 'good')",0.8009149,0.7255671,-0.0753478
32,-0.19757047,-0.23556165,"('unkind', 'kind')",-0.1975705,-0.2355617,-0.0379912
33,1.4020891,1.3308278,"('wrong', 'right')",1.4020891,1.3308278,-0.0712613
34,1.5235517,1.6544486,"('mean', 'honorable')",1.5235517,1.6544486,0.1308969
35,2.613873,2.4583528,"('corrupt', 'incorrupt')",2.613873,2.4583528,-0.1555202
36,1.6674471,1.4679693,"('hostile', 'amicable')",1.6674471,1.4679693,-0.1994778
37,-0.35814118,-0.22918141,"('fake', 'genuine')",-0.3581412,-0.2291814,0.1289598
38,-0.7228651,-0.6541391,"('untruthful', 'truthful')",-0.7228651,-0.6541391,0.068726
39,0.33035958,0.3401432,"('exploitative', 'cooperative')",0.3303596,0.3401432,0.0097836
40,-1.0737027,-1.1299281,"('stingy', 'generous')",-1.0737027,-1.1299281,-0.0562254
41,-0.37372157,-0.41711518,"('unforgiving', 'forgiving')",-0.3737216,-0.4171152,-0.0433936
42,-1.888822,-1.6693237,"('unreliable', 'reliable')",-1.888822,-1.6693237,0.2194983
43,-2.3003807,-2.111471,"('irresponsible', 'responsible')",-2.3003807,-2.1114709,0.1889098
44,0.101006314,0.15887335,"('prejudiced', 'unprejudiced')",0.1010063,0.1588733,0.057867
45,-1.933214,-1.8071992,"('incompetent', 'competent')",-1.9332139,-1.8071992,0.1260147
46,-2.3394568,-2.2382593,"('uncompetitive', 'competitive')",-2.3394568,-2.2382593,0.1011975
47,1.5744395,1.6753742,"('stupid', 'smart')",1.5744395,1.6753742,0.1009347
48,-0.9950127,-1.000187,"('unintelligent', 'intelligent')",-0.9950127,-1.000187,-0.0051743
49,0.18508041,0.291746,"('unable', 'able')",0.1850804,0.291746,0.1066656
50,0.1000688,0.15716223,"('clumsy', 'skillful')",0.1000688,0.1571622,0.0570934
51,-1.6213597,-1.6322548,"('uneducated', 'educated')",-1.6213597,-1.6322548,-0.0108951
52,1.2020739,1.0573163,"('irrational', 'rational')",1.2020739,1.0573163,-0.1447576
53,-0.0017749518,-0.14903635,"('uncreative', 'creative')",-0.001775,-0.1490363,-0.1472613
54,0.7559152,0.6960317,"('incapable', 'capable')",0.7559152,0.6960317,-0.0598835
55,-1.3085848,-1.2541659,"('incompetent', 'clever')",-1.3085848,-1.2541659,0.0544189
56,-1.4492121,-1.3178947,"('impractical', 'practical')",-1.4492121,-1.3178947,0.1313174
57,-2.510626,-2.4963255,"('unimaginative', 'imaginative')",-2.5106261,-2.4963255,0.0143006
58,-0.8506168,-0.95040804,"('undiscriminating', 'discriminating')",-0.8506168,-0.950408,-0.0997912
59,1.040242,1.0207559,"('foolish', 'wise')",1.040242,1.0207559,-0.0194861
60,-1.3921819,-1.2786897,"('inefficient', 'efficient')",-1.3921819,-1.2786897,0.1134922
61,-0.20118856,-0.3140062,"('illogical', 'logical')",-0.2011886,-0.3140062,-0.1128176
62,-1.7212353,-1.5471349,"('incompetent', 'brilliant')",-1.7212353,-1.5471349,0.1741004
63,-1.9728767,-1.8706541,"('unperceptive', 'insightful')",-1.9728767,-1.8706541,0.1022226
64,-3.0062914,-2.9417422,"('shy', 'confident')",-3.0062914,-2.9417422,0.0645492
65,-1.6895884,-1.6458125,"('insecure', 'secure')",-1.6895884,-1.6458125,0.0437759
66,-0.34018156,-0.3745685,"('inactive', 'active')",-0.3401816,-0.3745685,-0.0343869
67,-0.003993593,0.06494013,"('doubtful', 'determined')",-0.0039936,0.0649401,0.0689337
68,-0.14075929,-0.15172535,"('dependent', 'independent')",-0.1407593,-0.1517254,-0.0109661
69,1.6640342,1.6890196,"('lazy', 'industrious')",1.6640342,1.6890196,0.0249854
70,-2.1555352,-2.0576231,"('lethargic', 'energetic')",-2.1555352,-2.0576231,0.0979121
71,0.9054508,0.9007463,"('diffident', 'self-confident')",0.9054508,0.9007463,-0.0047045
72,-1.5513293,-1.4702094,"('unambitious', 'ambitious')",-1.5513293,-1.4702094,0.0811199
73,-0.42379174,-0.39005253,"('helpless', 'self-reliant')",-0.4237917,-0.3900525,0.0337392
74,-1.3772799,-1.3427999,"('undedicated', 'dedicated')",-1.3772799,-1.3427999,0.03448
75,0.70446855,0.72842723,"('meek', 'impulsive')",0.7044685,0.7284272,0.0239587
76,-1.3450018,-1.1579787,"('anxious', 'daring')",-1.3450018,-1.1579787,0.1870231
77,-0.92319596,-0.935368,"('unmotivated', 'motivated')",-0.923196,-0.935368,-0.012172
78,0.002304403,0.032669645,"('nonresilient', 'resilient')",0.0023044,0.0326696,0.0303652
79,0.33723128,0.31187806,"('wavering', 'unwavering')",0.3372313,0.3118781,-0.0253532
80,-1.706078,-1.6228336,"('dominated', 'dominating')",-1.7060781,-1.6228336,0.0832445
81,-2.3158798,-2.2097874,"('submissive', 'aggressive')",-2.3158798,-2.2097874,0.1060924
82,1.4310949,1.5183467,"('poor', 'rich')",1.4310949,1.5183467,0.0872518
83,-0.24199875,-0.29215685,"('powerless', 'powerful')",-0.2419987,-0.2921568,-0.0501581
84,0.5345443,0.5080114,"('inferior', 'superior')",0.5345443,0.5080114,-0.0265329
85,2.138711,2.0692415,"('insignificant', 'prestigious')",2.138711,2.0692415,-0.0694695
86,-1.6497535,-1.7808505,"('uninfluential', 'influential')",-1.6497535,-1.7808505,-0.131097
87,-0.59199643,-0.49224886,"('unsuccessful', 'successful')",-0.5919964,-0.4922489,0.0997475
88,-0.5411442,-0.5892279,"('low', 'eminent')",-0.5411442,-0.5892279,-0.0480837
