,moderna_male,moderna_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.28271022,0.40927222,"('unsociable', 'sociable')",-0.435134,-0.4784772,-0.0762119,-0.0346025,0.0416094
1,-0.6675172,-0.84191287,"('unfriendly', 'friendly')",1.8111942,1.5888555,0.5718385,0.3734713,-0.1983672
2,1.0501716,1.0744071,"('unlikable', 'likable')",0.74870956,0.8399355,0.8994406,0.9571713,0.0577307
3,0.21942344,0.53796095,"('repellent', 'pleasant')",0.560382,0.70752805,0.3899027,0.6227445,0.2328418
4,-0.35721964,-0.50381154,"('disliked', 'liked')",-6.617761,-6.593575,-3.4874904,-3.5486932,-0.0612028
5,-0.5587728,-0.7849945,"('distant', 'outgoing')",-0.12196712,-0.25044194,-0.34037,-0.5177182,-0.1773482
6,-0.91209733,-1.1234642,"('distant', 'open')",0.3957246,0.23638168,-0.2581864,-0.4435413,-0.1853549
7,0.14361209,0.44390056,"('insensitive', 'sensitive')",0.5297199,0.6141688,0.336666,0.5290347,0.1923687
8,-0.57644624,-0.7387939,"('unaffectionate', 'affectionate')",0.89512587,0.6842286,0.1593398,-0.0272827,-0.1866225
9,-0.591925,-0.68703055,"('unaffectionate', 'caring')",1.217124,1.091134,0.3125995,0.2020517,-0.1105478
10,0.08762483,0.47379005,"('unsympathetic', 'sympathetic')",-0.19201556,-0.15518185,-0.0521954,0.1593041,0.2114995
11,0.13588284,0.2875441,"('unhelpful', 'helpful')",1.6598705,1.7373127,0.8978767,1.0124284,0.1145517
12,0.28233808,0.50027186,"('unsupportive', 'supportive')",-1.7856542,-1.7159994,-0.7516581,-0.6078638,0.1437943
13,0.5521276,0.68678737,"('impolite', 'polite')",-0.45317188,-0.3650989,0.0494779,0.1608442,0.1113663
14,1.6429323,1.8832438,"('antisocial', 'social')",-0.11285524,0.0008125189,0.7650385,0.9420282,0.1769897
15,0.06332329,-0.14713912,"('boring', 'funny')",0.7469134,0.66582143,0.4051183,0.2593412,-0.1457771
16,-1.6171627,-1.639292,"('unpopular', 'popular')",0.16710392,0.21957539,-0.7250294,-0.7098583,0.0151711
17,-0.6150069,-0.56552434,"('nasty', 'nice')",-0.20548464,-0.19374582,-0.4102458,-0.3796351,0.0306107
18,-0.13375404,0.034278437,"('disagreeable', 'welcoming')",-0.3443829,-0.3280181,-0.2390685,-0.1468698,0.0921987
19,-0.8123385,-0.9150329,"('inhospitable', 'hospitable')",-0.00723222,-0.025835376,-0.4097854,-0.4704342,-0.0606488
20,0.9053277,0.9740495,"('rough', 'thoughtful')",1.2649646,1.2232648,1.0851462,1.0986571,0.0135109
21,1.0282677,1.2606115,"('immoral', 'moral')",-0.34321848,-0.12756397,0.3425246,0.5665238,0.2239992
22,0.7959345,0.9607679,"('untrustworthy', 'trustworthy')",-0.88480955,-0.863718,-0.0444375,0.048525,0.0929625
23,0.25811508,0.48476434,"('insincere', 'sincere')",5.7775607,5.714177,3.017838,3.0994706,0.0816326
24,0.14618377,0.19386786,"('dishonest', 'honest')",1.0971392,1.0834222,0.6216615,0.6386451,0.0169836
