,carefusion_male,carefusion_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.42204058,0.44381505,"('unsociable', 'sociable')",-0.04436294,-0.1644608,0.1888388,0.1396771,-0.0491617
1,0.09936014,0.09191728,"('unfriendly', 'friendly')",1.4701802,1.3917162,0.7847701,0.7418168,-0.0429533
2,0.7812883,0.7054307,"('unlikable', 'likable')",0.54936564,0.50115633,0.665327,0.6032935,-0.0620335
3,-0.39410126,-0.15957206,"('repellent', 'pleasant')",0.87388253,0.8946316,0.2398906,0.3675298,0.1276392
4,-0.2507967,-0.14294787,"('disliked', 'liked')",-7.474929,-7.5293965,-3.8628628,-3.8361721,0.0266907
5,0.33933973,0.3326789,"('distant', 'outgoing')",-0.41187268,-0.33532798,-0.0362665,-0.0013245,0.034942
6,-0.092876196,-0.08547097,"('distant', 'open')",-0.3285454,-0.27627462,-0.2107108,-0.1808728,0.029838
7,0.49679455,0.56410116,"('insensitive', 'sensitive')",0.5074167,0.54273415,0.5021057,0.5534177,0.051312
8,-0.14321539,-0.24498463,"('unaffectionate', 'affectionate')",0.9373875,0.91533697,0.3970861,0.3351762,-0.0619099
9,1.6609722,1.607877,"('unaffectionate', 'caring')",1.4105616,1.4533383,1.5357668,1.5306077,-0.0051591
10,0.15759362,0.23783873,"('unsympathetic', 'sympathetic')",-0.4419384,-0.45706418,-0.1421724,-0.1096127,0.0325597
11,1.2128518,1.2198825,"('unhelpful', 'helpful')",1.6549002,1.8079348,1.433876,1.5139086,0.0800326
12,2.464379,2.6060576,"('unsupportive', 'supportive')",-1.8280349,-1.8482763,0.3181721,0.3788907,0.0607186
13,0.7301461,0.6510513,"('impolite', 'polite')",-0.809937,-0.7823196,-0.0398954,-0.0656342,-0.0257388
14,0.37860644,0.51414055,"('antisocial', 'social')",-0.01158661,-0.11263087,0.1835099,0.2007548,0.0172449
15,0.33527097,0.1791305,"('boring', 'funny')",-0.20700079,-0.15899633,0.0641351,0.0100671,-0.054068
16,-1.0583918,-0.96283877,"('unpopular', 'popular')",-0.11955674,-0.06406752,-0.5889743,-0.5134531,0.0755212
17,0.2180407,0.3288489,"('nasty', 'nice')",-0.3974569,-0.3826393,-0.0897081,-0.0268952,0.0628129
