,lion_male,lion_female,tuple,average_male,average_female,female-male
72,0.6277355,0.6496295,"('unambitious', 'ambitious')",0.6277355,0.6496295,0.021894
73,-3.186397,-3.194861,"('helpless', 'self-reliant')",-3.1863971,-3.1948609,-0.0084638
74,0.234006,0.12499529,"('undedicated', 'dedicated')",0.234006,0.1249953,-0.1090107
75,-1.431034,-1.3524985,"('meek', 'impulsive')",-1.431034,-1.3524985,0.0785355
76,0.5689716,0.627089,"('anxious', 'daring')",0.5689716,0.627089,0.0581174
77,-1.2064459,-1.0654211,"('unmotivated', 'motivated')",-1.2064459,-1.0654211,0.1410248
78,-0.640356,-0.60989165,"('nonresilient', 'resilient')",-0.640356,-0.6098917,0.0304643
79,-0.027881868,-0.010867104,"('wavering', 'unwavering')",-0.0278819,-0.0108671,0.0170148
80,-0.21135595,-0.26602793,"('dominated', 'dominating')",-0.211356,-0.2660279,-0.0546719
81,-0.036794975,0.02774626,"('submissive', 'aggressive')",-0.036795,0.0277463,0.0645413
82,6.054599,6.188899,"('poor', 'rich')",6.0545988,6.188899,0.1343002
83,-0.6597286,-0.6315564,"('powerless', 'powerful')",-0.6597286,-0.6315564,0.0281722
84,0.57560307,0.6171365,"('inferior', 'superior')",0.5756031,0.6171365,0.0415334
85,-0.038763538,-0.02848155,"('insignificant', 'prestigious')",-0.0387635,-0.0284816,0.0102819
86,0.31782687,0.27172133,"('uninfluential', 'influential')",0.3178269,0.2717213,-0.0461056
87,-0.25620642,-0.078532614,"('unsuccessful', 'successful')",-0.2562064,-0.0785326,0.1776738
88,0.229375,0.2709904,"('low', 'eminent')",0.229375,0.2709904,0.0416154
