,lion_male,lion_female,tuple,average_male,average_female,female-male
0,0.052953318,-0.006648723,"('unsociable', 'sociable')",0.0529533,-0.0066487,-0.059602
1,1.246682,1.2364998,"('unfriendly', 'friendly')",1.246682,1.2364998,-0.0101822
2,0.3119656,0.32995388,"('unlikable', 'likable')",0.3119656,0.3299539,0.0179883
3,0.37663752,0.42481443,"('repellent', 'pleasant')",0.3766375,0.4248144,0.0481769
4,-7.359243,-7.5079513,"('disliked', 'liked')",-7.3592429,-7.5079513,-0.1487084
5,-0.41992244,-0.43820125,"('distant', 'outgoing')",-0.4199224,-0.4382012,-0.0182788
6,0.2051292,0.15182544,"('distant', 'open')",0.2051292,0.1518254,-0.0533038
7,0.7904843,0.9106606,"('insensitive', 'sensitive')",0.7904843,0.9106606,0.1201763
8,1.4413784,1.4150733,"('unaffectionate', 'affectionate')",1.4413784,1.4150733,-0.0263051
9,1.9138669,1.9716564,"('unaffectionate', 'caring')",1.9138669,1.9716564,0.0577895
10,1.2210265,1.2174668,"('unsympathetic', 'sympathetic')",1.2210265,1.2174668,-0.0035597
11,1.4431695,1.5448258,"('unhelpful', 'helpful')",1.4431695,1.5448258,0.1016563
12,-1.4853873,-1.4605844,"('unsupportive', 'supportive')",-1.4853873,-1.4605844,0.0248029
13,-0.33255008,-0.32826182,"('impolite', 'polite')",-0.3325501,-0.3282618,0.0042883
14,0.20998865,0.16745467,"('antisocial', 'social')",0.2099887,0.1674547,-0.042534
15,0.26165217,0.23261915,"('boring', 'funny')",0.2616522,0.2326192,-0.029033
16,-0.58715117,-0.51106113,"('unpopular', 'popular')",-0.5871512,-0.5110611,0.0760901
17,-0.35765463,-0.36627477,"('nasty', 'nice')",-0.3576546,-0.3662748,-0.0086202
18,-0.37272465,-0.46025595,"('disagreeable', 'welcoming')",-0.3727247,-0.460256,-0.0875313
19,-0.4135468,-0.3849037,"('inhospitable', 'hospitable')",-0.4135468,-0.3849037,0.0286431
20,0.73887116,0.70312846,"('rough', 'thoughtful')",0.7388712,0.7031285,-0.0357427
21,-0.19203386,-0.10777134,"('immoral', 'moral')",-0.1920339,-0.1077713,0.0842626
22,-0.7830267,-0.8370368,"('untrustworthy', 'trustworthy')",-0.7830267,-0.8370368,-0.0540101
23,6.328038,6.4228125,"('insincere', 'sincere')",6.3280382,6.4228125,0.0947743
24,1.708747,1.6109486,"('dishonest', 'honest')",1.708747,1.6109486,-0.0977984
25,0.8025676,0.71925414,"('egoistic', 'altruistic')",0.8025676,0.7192541,-0.0833135
26,0.93120104,0.8740376,"('hardhearted', 'benevolent')",0.931201,0.8740376,-0.0571634
27,1.7108139,1.5437573,"('hardhearted', 'softhearted')",1.7108139,1.5437573,-0.1670566
28,1.3802228,1.3429304,"('disloyal', 'loyal')",1.3802228,1.3429304,-0.0372924
29,-0.63888735,-0.6944782,"('unfair', 'fair')",-0.6388873,-0.6944782,-0.0555909
30,1.0686476,1.0677375,"('intolerant', 'tolerant')",1.0686476,1.0677375,-0.0009101
31,-1.393804,-1.3612611,"('evil', 'good')",-1.393804,-1.3612611,0.0325429
32,1.2450031,1.1946354,"('unkind', 'kind')",1.2450031,1.1946354,-0.0503677
33,-0.42925936,-0.47877133,"('wrong', 'right')",-0.4292594,-0.4787713,-0.0495119
34,4.7675242,4.9657063,"('mean', 'honorable')",4.7675242,4.9657063,0.1981821
35,-0.5607412,-0.77876633,"('corrupt', 'incorrupt')",-0.5607412,-0.7787663,-0.2180251
36,-0.5673723,-0.6495885,"('hostile', 'amicable')",-0.5673723,-0.6495885,-0.0822162
37,1.0912879,1.0959097,"('fake', 'genuine')",1.0912879,1.0959097,0.0046218
38,-0.050759807,-0.014926866,"('untruthful', 'truthful')",-0.0507598,-0.0149269,0.0358329
39,0.52447605,0.50644314,"('exploitative', 'cooperative')",0.5244761,0.5064431,-0.018033
40,-1.4932218,-1.6897664,"('stingy', 'generous')",-1.4932218,-1.6897664,-0.1965446
41,0.45142925,0.3911952,"('unforgiving', 'forgiving')",0.4514292,0.3911952,-0.060234
42,-2.7555068,-2.8380244,"('unreliable', 'reliable')",-2.7555068,-2.8380244,-0.0825176
43,1.0162094,1.0584122,"('irresponsible', 'responsible')",1.0162094,1.0584122,0.0422028
44,-1.3997222,-1.4752936,"('prejudiced', 'unprejudiced')",-1.3997222,-1.4752936,-0.0755714
45,-0.062804535,-0.051675793,"('incompetent', 'competent')",-0.0628045,-0.0516758,0.0111287
46,-0.76148,-0.8075784,"('uncompetitive', 'competitive')",-0.76148,-0.8075784,-0.0460984
47,5.1865115,5.378413,"('stupid', 'smart')",5.1865115,5.3784132,0.1919017
48,0.5538534,0.539083,"('unintelligent', 'intelligent')",0.5538534,0.539083,-0.0147704
49,0.39895108,0.45845753,"('unable', 'able')",0.3989511,0.4584575,0.0595064
50,-0.628065,-0.6222713,"('clumsy', 'skillful')",-0.628065,-0.6222713,0.0057937
51,0.3458885,0.29870534,"('uneducated', 'educated')",0.3458885,0.2987053,-0.0471832
52,-0.3777379,-0.44076896,"('irrational', 'rational')",-0.3777379,-0.440769,-0.0630311
53,-0.018030593,-0.039771233,"('uncreative', 'creative')",-0.0180306,-0.0397712,-0.0217406
54,0.9686808,1.0718247,"('incapable', 'capable')",0.9686808,1.0718247,0.1031439
55,0.71907747,0.74511606,"('incompetent', 'clever')",0.7190775,0.7451161,0.0260386
56,0.7830019,0.7702971,"('impractical', 'practical')",0.7830019,0.7702971,-0.0127048
57,-2.7269068,-2.7517715,"('unimaginative', 'imaginative')",-2.7269068,-2.7517715,-0.0248647
58,-0.13453019,-0.08245211,"('undiscriminating', 'discriminating')",-0.1345302,-0.0824521,0.0520781
59,-0.21845326,-0.18633434,"('foolish', 'wise')",-0.2184533,-0.1863343,0.032119
60,0.5103772,0.58426654,"('inefficient', 'efficient')",0.5103772,0.5842665,0.0738893
61,0.29488704,0.17163697,"('illogical', 'logical')",0.294887,0.171637,-0.12325
62,0.6213796,0.6998778,"('incompetent', 'brilliant')",0.6213796,0.6998778,0.0784982
63,0.040653504,0.1712184,"('unperceptive', 'insightful')",0.0406535,0.1712184,0.1305649
64,-6.3312287,-6.4421797,"('shy', 'confident')",-6.3312287,-6.4421797,-0.110951
65,0.0751168,0.08413114,"('insecure', 'secure')",0.0751168,0.0841311,0.0090143
66,-0.04090623,-0.05318051,"('inactive', 'active')",-0.0409062,-0.0531805,-0.0122743
67,-0.26697826,-0.18320689,"('doubtful', 'determined')",-0.2669783,-0.1832069,0.0837714
68,-0.85984325,-0.87655455,"('dependent', 'independent')",-0.8598433,-0.8765545,-0.0167112
69,-1.7145208,-1.7476412,"('lazy', 'industrious')",-1.7145208,-1.7476412,-0.0331204
70,1.0069519,0.9730059,"('lethargic', 'energetic')",1.0069519,0.9730059,-0.033946
71,0.17537707,0.25074726,"('diffident', 'self-confident')",0.1753771,0.2507473,0.0753702
