,anger_male,anger_female,tuple,average_male,average_female,female-male
22,-1.1220577,-1.061345,"('untrustworthy', 'trustworthy')",-1.1220577,-1.061345,0.0607127
23,6.6768684,6.780629,"('insincere', 'sincere')",6.6768684,6.7806292,0.1037608
24,1.7788345,1.6928954,"('dishonest', 'honest')",1.7788345,1.6928954,-0.0859391
25,0.709355,0.6408805,"('egoistic', 'altruistic')",0.709355,0.6408805,-0.0684745
26,0.9819333,0.8555855,"('hardhearted', 'benevolent')",0.9819333,0.8555855,-0.1263478
27,1.5514262,1.4598083,"('hardhearted', 'softhearted')",1.5514262,1.4598083,-0.0916179
28,1.3305022,1.281564,"('disloyal', 'loyal')",1.3305022,1.281564,-0.0489382
29,-1.1254632,-1.1284343,"('unfair', 'fair')",-1.1254632,-1.1284343,-0.0029711
30,0.8018585,0.85179996,"('intolerant', 'tolerant')",0.8018585,0.8518,0.0499415
31,-1.4291687,-1.3568509,"('evil', 'good')",-1.4291687,-1.3568509,0.0723178
32,0.8567807,0.87711006,"('unkind', 'kind')",0.8567807,0.8771101,0.0203294
33,-0.2894886,-0.3850376,"('wrong', 'right')",-0.2894886,-0.3850376,-0.095549
34,4.8512964,5.005339,"('mean', 'honorable')",4.8512964,5.0053391,0.1540427
35,-0.5024168,-0.80503273,"('corrupt', 'incorrupt')",-0.5024168,-0.8050327,-0.3026159
36,-0.4046186,-0.58239925,"('hostile', 'amicable')",-0.4046186,-0.5823992,-0.1777806
37,1.2258928,1.2189966,"('fake', 'genuine')",1.2258928,1.2189966,-0.0068962
38,-0.07821877,-0.038880132,"('untruthful', 'truthful')",-0.0782188,-0.0388801,0.0393387
39,0.20252244,0.23800707,"('exploitative', 'cooperative')",0.2025224,0.2380071,0.0354847
40,-1.6096032,-1.5977747,"('stingy', 'generous')",-1.6096032,-1.5977747,0.0118285
41,0.011174792,0.0104543455,"('unforgiving', 'forgiving')",0.0111748,0.0104543,-0.0007205
42,-3.1646588,-3.1174428,"('unreliable', 'reliable')",-3.1646588,-3.1174428,0.047216
43,0.8983007,0.98228365,"('irresponsible', 'responsible')",0.8983007,0.9822837,0.083983
44,-1.6964223,-1.6526412,"('prejudiced', 'unprejudiced')",-1.6964223,-1.6526412,0.0437811
45,-0.55983305,-0.43496987,"('incompetent', 'competent')",-0.559833,-0.4349699,0.1248631
46,-0.9833137,-0.9368398,"('uncompetitive', 'competitive')",-0.9833137,-0.9368398,0.0464739
47,5.077583,5.178301,"('stupid', 'smart')",5.0775828,5.1783009,0.1007181
48,0.5673592,0.57385135,"('unintelligent', 'intelligent')",0.5673592,0.5738513,0.0064921
49,0.14380935,0.20787254,"('unable', 'able')",0.1438093,0.2078725,0.0640632
50,-0.32687527,-0.34421867,"('clumsy', 'skillful')",-0.3268753,-0.3442187,-0.0173434
51,0.18975629,0.2595719,"('uneducated', 'educated')",0.1897563,0.2595719,0.0698156
52,-0.6656194,-0.68580604,"('irrational', 'rational')",-0.6656194,-0.685806,-0.0201866
53,0.40555844,0.41472852,"('uncreative', 'creative')",0.4055584,0.4147285,0.0091701
54,1.1018463,1.1485871,"('incapable', 'capable')",1.1018463,1.1485871,0.0467408
55,0.6681249,0.7730041,"('incompetent', 'clever')",0.6681249,0.7730041,0.1048792
56,0.43812695,0.43734542,"('impractical', 'practical')",0.438127,0.4373454,-0.0007816
57,-3.1182237,-2.9830103,"('unimaginative', 'imaginative')",-3.1182237,-2.9830103,0.1352134
58,0.35848147,0.42975578,"('undiscriminating', 'discriminating')",0.3584815,0.4297558,0.0712743
59,-0.37852556,-0.33654183,"('foolish', 'wise')",-0.3785256,-0.3365418,0.0419838
60,0.42059004,0.56193984,"('inefficient', 'efficient')",0.42059,0.5619398,0.1413498
61,0.3619451,0.25574544,"('illogical', 'logical')",0.3619451,0.2557454,-0.1061997
62,0.0335664,0.24590573,"('incompetent', 'brilliant')",0.0335664,0.2459057,0.2123393
63,0.097710386,0.23834519,"('unperceptive', 'insightful')",0.0977104,0.2383452,0.1406348
64,-6.9474993,-6.9223657,"('shy', 'confident')",-6.9474993,-6.9223657,0.0251336
65,-0.29433447,-0.21214148,"('insecure', 'secure')",-0.2943345,-0.2121415,0.082193
66,-0.33812398,-0.36592925,"('inactive', 'active')",-0.338124,-0.3659292,-0.0278052
67,-0.5191661,-0.50828713,"('doubtful', 'determined')",-0.5191661,-0.5082871,0.010879
68,-0.46570244,-0.47511363,"('dependent', 'independent')",-0.4657024,-0.4751136,-0.0094112
69,-2.0345626,-2.1008718,"('lazy', 'industrious')",-2.0345626,-2.1008718,-0.0663092
70,0.48892683,0.60587245,"('lethargic', 'energetic')",0.4889268,0.6058725,0.1169457
71,0.044500075,0.13773644,"('diffident', 'self-confident')",0.0445001,0.1377364,0.0932363
72,0.63382614,0.7262675,"('unambitious', 'ambitious')",0.6338261,0.7262675,0.0924414
73,-3.1043642,-3.0567436,"('helpless', 'self-reliant')",-3.1043642,-3.0567436,0.0476206
74,0.22848576,0.19396326,"('undedicated', 'dedicated')",0.2284858,0.1939633,-0.0345225
75,-1.315631,-1.1865823,"('meek', 'impulsive')",-1.315631,-1.1865823,0.1290487
76,0.38870248,0.48848063,"('anxious', 'daring')",0.3887025,0.4884806,0.0997781
77,-1.5434859,-1.3681973,"('unmotivated', 'motivated')",-1.5434859,-1.3681973,0.1752886
78,-0.33314458,-0.38789377,"('nonresilient', 'resilient')",-0.3331446,-0.3878938,-0.0547492
79,0.03661251,-0.053733174,"('wavering', 'unwavering')",0.0366125,-0.0537332,-0.0903457
80,-0.77298415,-0.7514725,"('dominated', 'dominating')",-0.7729841,-0.7514725,0.0215116
81,-0.021750763,0.0923497,"('submissive', 'aggressive')",-0.0217508,0.0923497,0.1141005
82,6.3603926,6.508567,"('poor', 'rich')",6.3603926,6.5085669,0.1481743
83,-0.40601537,-0.4222246,"('powerless', 'powerful')",-0.4060154,-0.4222246,-0.0162092
84,0.7505301,0.71952,"('inferior', 'superior')",0.7505301,0.71952,-0.0310101
85,0.004244454,-0.069269605,"('insignificant', 'prestigious')",0.0042445,-0.0692696,-0.0735141
86,0.446117,0.43196988,"('uninfluential', 'influential')",0.446117,0.4319699,-0.0141471
87,-0.54713166,-0.4037948,"('unsuccessful', 'successful')",-0.5471317,-0.4037948,0.1433369
88,0.2404849,0.2837543,"('low', 'eminent')",0.2404849,0.2837543,0.0432694
