,anger_male,anger_female,tuple,average_male,average_female,female-male
0,-0.38793454,-0.4078943,"('unsociable', 'sociable')",-0.3879345,-0.4078943,-0.0199598
1,1.5611614,1.5842869,"('unfriendly', 'friendly')",1.5611614,1.5842869,0.0231255
2,0.030848246,0.08317779,"('unlikable', 'likable')",0.0308482,0.0831778,0.0523296
3,0.28290245,0.48915645,"('repellent', 'pleasant')",0.2829024,0.4891565,0.2062541
4,-7.8647947,-7.8528976,"('disliked', 'liked')",-7.8647947,-7.8528976,0.0118971
5,-0.40394878,-0.40891516,"('distant', 'outgoing')",-0.4039488,-0.4089152,-0.0049664
6,0.0857461,0.0444514,"('distant', 'open')",0.0857461,0.0444514,-0.0412947
7,0.4142342,0.6426183,"('insensitive', 'sensitive')",0.4142342,0.6426183,0.2283841
8,1.6754315,1.5570277,"('unaffectionate', 'affectionate')",1.6754315,1.5570277,-0.1184038
9,1.9288943,1.9180709,"('unaffectionate', 'caring')",1.9288943,1.9180709,-0.0108234
10,0.8153164,0.9031059,"('unsympathetic', 'sympathetic')",0.8153164,0.9031059,0.0877895
11,1.5555542,1.6843342,"('unhelpful', 'helpful')",1.5555542,1.6843342,0.12878
12,-1.7174033,-1.6250803,"('unsupportive', 'supportive')",-1.7174033,-1.6250803,0.092323
13,-0.4167827,-0.3904646,"('impolite', 'polite')",-0.4167827,-0.3904646,0.0263181
14,-0.15624216,-0.1385897,"('antisocial', 'social')",-0.1562422,-0.1385897,0.0176525
15,0.069469854,-0.027670238,"('boring', 'funny')",0.0694699,-0.0276702,-0.0971401
16,-0.7628926,-0.65620136,"('unpopular', 'popular')",-0.7628926,-0.6562014,0.1066912
17,-1.1170563,-0.95844173,"('nasty', 'nice')",-1.1170563,-0.9584417,0.1586146
18,-0.49383932,-0.4486855,"('disagreeable', 'welcoming')",-0.4938393,-0.4486855,0.0451538
19,-0.43758827,-0.49766293,"('inhospitable', 'hospitable')",-0.4375883,-0.4976629,-0.0600746
20,0.986657,1.0132474,"('rough', 'thoughtful')",0.986657,1.0132474,0.0265904
21,-0.5538999,-0.44792444,"('immoral', 'moral')",-0.5538999,-0.4479244,0.1059755
