,exxon_male,exxon_female,tuple,mobil_male,mobil_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.7980225,-1.8758373,"('unsociable', 'sociable')",-1.8955328,-2.0200572,-0.39786297,-0.5950851,-1.3638061,-1.4969932,-0.1331871
1,-0.3819423,-0.565877,"('unfriendly', 'friendly')",-1.1507674,-1.2668586,0.97396815,0.734687,-0.1862472,-0.3660162,-0.179769
2,0.77968633,0.7608655,"('unlikable', 'likable')",0.63089925,0.642955,0.47271028,0.4836537,0.6277653,0.6291581,0.0013928
3,-0.60046166,-0.595727,"('repellent', 'pleasant')",-1.2115866,-1.2344381,0.62034553,0.5991514,-0.3972342,-0.4103379,-0.0131037
4,0.29474255,0.18024765,"('disliked', 'liked')",0.27094924,0.18595979,-5.9490247,-6.0842476,-1.7944442,-1.9060133,-0.1115691
5,0.3720769,0.3503118,"('distant', 'outgoing')",1.3194104,1.326783,-0.7804899,-0.8030875,0.3036658,0.2913357,-0.0123301
6,0.24802269,0.19362077,"('distant', 'open')",0.7185134,0.67135775,-0.6199558,-0.7228823,0.1155268,0.0473654,-0.0681614
7,-0.6945271,-0.7587232,"('insensitive', 'sensitive')",-1.4827932,-1.5356613,0.15928318,0.06513138,-0.672679,-0.7430844,-0.0704054
8,-1.2212815,-1.2822058,"('unaffectionate', 'affectionate')",-2.013581,-2.0113957,0.25793096,0.15008874,-0.9923105,-1.0478376,-0.0555271
9,-0.6951296,-0.79406136,"('unaffectionate', 'caring')",-1.6305531,-1.694328,0.67119235,0.5742986,-0.5514967,-0.6380302,-0.0865335
10,-1.749802,-1.8123068,"('unsympathetic', 'sympathetic')",-3.0077422,-3.1401196,-0.7723751,-0.9113876,-1.8433064,-1.9546046,-0.1112982
11,-1.541131,-1.5459613,"('unhelpful', 'helpful')",-2.1320643,-2.132537,1.243137,1.2836413,-0.8100195,-0.7982856,0.0117339
12,-0.7032356,-0.76674247,"('unsupportive', 'supportive')",-1.5189321,-1.548776,-2.05795,-2.1138473,-1.426706,-1.4764552,-0.0497492
13,-1.1798539,-1.1623894,"('impolite', 'polite')",-1.5527987,-1.5643979,-1.1645589,-1.1592333,-1.2990705,-1.2953402,0.0037303
14,-1.4318335,-1.4402508,"('antisocial', 'social')",-1.5327395,-1.5684851,-0.06917162,-0.1644737,-1.0112482,-1.0577366,-0.0464884
15,-0.11148976,-0.2301004,"('boring', 'funny')",0.1410557,0.21286537,-0.24256167,-0.22350995,-0.0709986,-0.0802483,-0.0092497
