,newmont_male,newmont_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.63585675,-0.87305504,"('unsociable', 'sociable')",-0.15220892,-0.2701251,-0.3940328,-0.5715901,-0.1775573
1,-1.9212259,-2.0555253,"('unfriendly', 'friendly')",1.5953814,1.3498628,-0.1629223,-0.3528312,-0.1899089
2,0.22804636,0.2767908,"('unlikable', 'likable')",0.9433694,0.96040606,0.5857079,0.6185985,0.0328906
3,-0.17836256,-0.038166746,"('repellent', 'pleasant')",0.68487686,0.72867227,0.2532572,0.3452528,0.0919956
4,-0.5104316,-0.54068756,"('disliked', 'liked')",-6.5731473,-6.710875,-3.5417895,-3.6257813,-0.0839918
5,-0.2722944,-0.2845075,"('distant', 'outgoing')",-0.12690932,-0.23472802,-0.1996019,-0.2596178,-0.0600159
6,-0.9445772,-0.89500433,"('distant', 'open')",0.032759964,-0.12449943,-0.4559086,-0.5097519,-0.0538433
7,0.012598997,0.057114482,"('insensitive', 'sensitive')",0.2574642,0.29774052,0.1350316,0.1774275,0.0423959
8,-1.2548333,-1.3133842,"('unaffectionate', 'affectionate')",0.8198228,0.6887316,-0.2175053,-0.3123263,-0.094821
9,-0.8985539,-0.9002052,"('unaffectionate', 'caring')",1.2366467,1.1457435,0.1690464,0.1227691,-0.0462773
10,-0.06487838,-0.11956093,"('unsympathetic', 'sympathetic')",-0.5800228,-0.5946254,-0.3224506,-0.3570932,-0.0346426
11,0.08444464,0.143108,"('unhelpful', 'helpful')",1.2891487,1.4355435,0.6867967,0.7893258,0.1025291
12,0.005778565,0.07642062,"('unsupportive', 'supportive')",-1.9602048,-1.9843028,-0.9772131,-0.953941,0.0232721
13,0.37702543,0.25446242,"('impolite', 'polite')",-1.0782156,-1.0089695,-0.3505951,-0.3772536,-0.0266585
14,0.96957433,0.9394611,"('antisocial', 'social')",0.09268885,0.056749657,0.5311316,0.4981054,-0.0330262
15,-0.8010584,-0.8761835,"('boring', 'funny')",-0.08628898,-0.08751419,-0.4436737,-0.4818488,-0.0381751
16,-0.8285955,-0.82797825,"('unpopular', 'popular')",0.31994992,0.2066975,-0.2543228,-0.3106404,-0.0563176
17,-0.351095,-0.21785586,"('nasty', 'nice')",-0.7476406,-0.6776623,-0.5493678,-0.4477591,0.1016087
18,-0.21374491,-0.12036324,"('disagreeable', 'welcoming')",-0.71049315,-0.77767175,-0.462119,-0.4490175,0.0131015
19,-0.96932024,-0.93814504,"('inhospitable', 'hospitable')",-0.5869189,-0.5716974,-0.7781196,-0.7549212,0.0231984
20,0.16416512,0.27690187,"('rough', 'thoughtful')",1.004645,0.95536125,0.5844051,0.6161315,0.0317264
21,0.47205105,0.3978949,"('immoral', 'moral')",-0.47498643,-0.39531124,-0.0014677,0.0012918,0.0027595
22,0.47471237,0.4934653,"('untrustworthy', 'trustworthy')",-0.8743203,-0.8988659,-0.199804,-0.2027003,-0.0028963
23,0.16621447,0.1269035,"('insincere', 'sincere')",5.22964,5.2547812,2.6979272,2.6908424,-0.0070848
24,0.24291906,0.23280798,"('dishonest', 'honest')",0.42271274,0.45815656,0.3328159,0.3454823,0.0126664
25,-1.2010814,-1.1803379,"('egoistic', 'altruistic')",1.3434532,1.2451098,0.0711859,0.0323859,-0.0388
26,-0.68541235,-0.83244264,"('hardhearted', 'benevolent')",1.7925811,1.7053063,0.5535843,0.4364318,-0.1171525
27,-1.006603,-0.87757176,"('hardhearted', 'softhearted')",1.190703,1.0765307,0.09205,0.0994795,0.0074295
28,-0.39342672,-0.55921614,"('disloyal', 'loyal')",1.0249937,0.9186921,0.3157835,0.179738,-0.1360455
