,global_male,global_female,tuple,payments_male,payments_female,inc_male,inc_female,average_male,average_female,female-male
0,0.39357445,0.38329732,"('unsociable', 'sociable')",1.4616208,1.365119,-0.3028068,-0.38506535,0.5174628,0.4544503,-0.0630125
1,0.33571976,0.23928031,"('unfriendly', 'friendly')",0.97116774,0.88774127,2.114045,2.0761037,1.1403108,1.0677084,-0.0726024
2,0.9709831,1.0392876,"('unlikable', 'likable')",0.7802084,0.8004507,0.63630843,0.68596995,0.7958333,0.8419027,0.0460694
3,-0.37534386,-0.29307616,"('repellent', 'pleasant')",0.013176663,0.02660954,0.13156341,0.16716336,-0.0768679,-0.0331011,0.0437668
4,-0.20557469,-0.2604792,"('disliked', 'liked')",0.043508887,0.019094247,-6.2738023,-6.3858514,-2.1452894,-2.2090788,-0.0637894
5,-0.26224872,-0.20829448,"('distant', 'outgoing')",0.65844697,0.6785957,0.20066223,0.23030631,0.1989535,0.2335358,0.0345823
6,-0.8688294,-0.8270661,"('distant', 'open')",-0.3414659,-0.28939986,0.5779638,0.629034,-0.2107772,-0.1624774,0.0482998
7,0.77508336,0.7907908,"('insensitive', 'sensitive')",0.4259163,0.43710658,0.7322284,0.8030539,0.6444094,0.6769838,0.0325744
8,-0.32263386,-0.34001985,"('unaffectionate', 'affectionate')",-0.37354302,-0.3556035,0.9823348,0.9894776,0.095386,0.0979514,0.0025654
9,0.7879537,0.7959463,"('unaffectionate', 'caring')",1.180826,1.1677647,1.3457962,1.4241111,1.1048586,1.1292741,0.0244155
10,0.16048606,0.21705028,"('unsympathetic', 'sympathetic')",-0.3820014,-0.37174827,-0.6086117,-0.538521,-0.276709,-0.231073,0.045636
11,0.7934103,0.8977456,"('unhelpful', 'helpful')",0.95015526,0.9487695,1.7997293,1.9351498,1.1810983,1.2605549,0.0794566
12,2.3337784,2.5300674,"('unsupportive', 'supportive')",0.9683762,1.0421392,-1.6275834,-1.5740433,0.5581904,0.6660544,0.107864
13,0.92116493,0.95312977,"('impolite', 'polite')",0.8617651,0.86835974,-0.27119124,-0.2676234,0.5039129,0.5179554,0.0140425
14,0.7120715,0.7651346,"('antisocial', 'social')",2.0559435,2.0617158,-0.66863394,-0.7061827,0.6997937,0.7068892,0.0070955
15,-0.03679215,-0.14410058,"('boring', 'funny')",0.09057164,0.05902732,0.62486297,0.58432764,0.2262142,0.1664181,-0.0597961
16,-1.3400347,-1.3476806,"('unpopular', 'popular')",-1.5489872,-1.5667742,0.15806854,0.20931575,-0.9103177,-0.9017131,0.0086046
17,-1.0648711,-0.9691119,"('nasty', 'nice')",0.04516842,0.1279335,-0.26338768,-0.16694373,-0.4276968,-0.3360407,0.0916561
18,0.57348406,0.6206403,"('disagreeable', 'welcoming')",0.1692871,0.20801196,0.027362123,0.04095473,0.2567111,0.289869,0.0331579
19,-0.33763874,-0.33592933,"('inhospitable', 'hospitable')",-1.0897332,-1.0968841,0.24102867,0.3133357,-0.3954478,-0.3731592,0.0222886
20,0.32485005,0.34953815,"('rough', 'thoughtful')",-0.17866868,-0.18848069,0.7438596,0.73818696,0.2966803,0.2997481,0.0030678
21,0.69828755,0.7111623,"('immoral', 'moral')",0.75515723,0.7077741,-0.7112587,-0.62530065,0.2473953,0.2645453,0.01715
22,0.7016897,0.7151364,"('untrustworthy', 'trustworthy')",-0.39719197,-0.4181249,-0.6274401,-0.6146524,-0.1076474,-0.1058803,0.0017671
23,1.06221,1.0892266,"('insincere', 'sincere')",1.570122,1.4854765,5.9413524,6.0333867,2.8578949,2.8693631,0.0114682
24,1.049106,1.0498338,"('dishonest', 'honest')",0.1383676,0.1183777,1.0266124,1.0363234,0.7380287,0.734845,-0.0031837
25,0.08558643,0.0516212,"('egoistic', 'altruistic')",0.76731133,0.77176535,1.9540823,1.9260914,0.93566,0.9164926,-0.0191674
26,0.49015617,0.4026308,"('hardhearted', 'benevolent')",1.5597336,1.494507,1.8061726,1.7083486,1.2853541,1.2018288,-0.0835253
