,decongestant_male,decongestant_female,tuple,average_male,average_female,female-male
0,-1.6903957,-1.8836348,"('unsociable', 'sociable')",-1.6903957,-1.8836348,-0.1932391
1,-1.6596707,-1.8941519,"('unfriendly', 'friendly')",-1.6596707,-1.8941519,-0.2344812
2,0.070528775,0.05581613,"('unlikable', 'likable')",0.0705288,0.0558161,-0.0147127
3,-0.570063,-0.5077236,"('repellent', 'pleasant')",-0.570063,-0.5077236,0.0623394
4,-1.4221412,-1.5037494,"('disliked', 'liked')",-1.4221412,-1.5037494,-0.0816082
5,-0.85679054,-0.8114683,"('distant', 'outgoing')",-0.8567905,-0.8114683,0.0453222
6,-0.9627299,-0.9794772,"('distant', 'open')",-0.9627299,-0.9794772,-0.0167473
7,-1.3435695,-1.2200432,"('insensitive', 'sensitive')",-1.3435695,-1.2200432,0.1235263
8,-2.2723427,-2.375497,"('unaffectionate', 'affectionate')",-2.2723427,-2.3754971,-0.1031544
9,-2.4137304,-2.4554157,"('unaffectionate', 'caring')",-2.4137304,-2.4554157,-0.0416853
10,-1.4398347,-1.4713483,"('unsympathetic', 'sympathetic')",-1.4398347,-1.4713483,-0.0315136
11,-0.21524441,-0.17904589,"('unhelpful', 'helpful')",-0.2152444,-0.1790459,0.0361985
12,-1.8986096,-1.8531536,"('unsupportive', 'supportive')",-1.8986096,-1.8531536,0.045456
13,-1.0694206,-1.2710909,"('impolite', 'polite')",-1.0694206,-1.2710909,-0.2016703
14,-0.35554853,-0.30923358,"('antisocial', 'social')",-0.3555485,-0.3092336,0.0463149
15,0.039602324,-0.061687175,"('boring', 'funny')",0.0396023,-0.0616872,-0.1012895
16,-0.5766841,-0.6538943,"('unpopular', 'popular')",-0.5766841,-0.6538943,-0.0772102
17,-0.2144381,-0.18936655,"('nasty', 'nice')",-0.2144381,-0.1893665,0.0250716
18,-0.45835128,-0.5061655,"('disagreeable', 'welcoming')",-0.4583513,-0.5061655,-0.0478142
19,-1.6062278,-1.6330785,"('inhospitable', 'hospitable')",-1.6062278,-1.6330785,-0.0268507
20,0.83113545,0.7888262,"('rough', 'thoughtful')",0.8311355,0.7888262,-0.0423093
21,-0.29799467,-0.33812293,"('immoral', 'moral')",-0.2979947,-0.3381229,-0.0401282
22,-0.3052653,-0.35080385,"('untrustworthy', 'trustworthy')",-0.3052653,-0.3508039,-0.0455386
23,-0.044211153,-0.055681318,"('insincere', 'sincere')",-0.0442112,-0.0556813,-0.0114701
24,-1.3010848,-1.4433815,"('dishonest', 'honest')",-1.3010848,-1.4433815,-0.1422967
25,-0.480193,-0.5487985,"('egoistic', 'altruistic')",-0.480193,-0.5487985,-0.0686055
26,0.33044976,0.080740295,"('hardhearted', 'benevolent')",0.3304498,0.0807403,-0.2497095
27,-0.551769,-0.5006321,"('hardhearted', 'softhearted')",-0.551769,-0.5006321,0.0511369
28,-1.6343741,-1.693037,"('disloyal', 'loyal')",-1.6343741,-1.693037,-0.0586629
29,-0.65416515,-0.5978907,"('unfair', 'fair')",-0.6541651,-0.5978907,0.0562744
30,-0.1954593,-0.30235612,"('intolerant', 'tolerant')",-0.1954593,-0.3023561,-0.1068968
31,-1.2500141,-1.3145901,"('evil', 'good')",-1.2500141,-1.3145901,-0.064576
32,-0.35013443,-0.4818779,"('unkind', 'kind')",-0.3501344,-0.4818779,-0.1317435
33,0.011233963,-0.13374835,"('wrong', 'right')",0.011234,-0.1337484,-0.1449824
34,0.8753229,0.9669548,"('mean', 'honorable')",0.8753229,0.9669548,0.0916319
35,0.5179638,0.53802663,"('corrupt', 'incorrupt')",0.5179638,0.5380266,0.0200628
36,-0.8489184,-0.94125926,"('hostile', 'amicable')",-0.8489184,-0.9412593,-0.0923409
37,-0.338272,-0.3178789,"('fake', 'genuine')",-0.338272,-0.3178789,0.0203931
