,sherwin_male,sherwin_female,tuple,williams_male,williams_female,co_male,co_female,average_male,average_female,female-male
0,-2.5042193,-2.2538624,"('unsociable', 'sociable')",-0.71615595,-0.8531966,-0.7676239,-0.7526412,-1.3293331,-1.2865667,0.0427664
1,0.08174366,0.15911722,"('unfriendly', 'friendly')",1.2564591,1.0760509,1.8813498,1.8494394,1.0731842,1.0282025,-0.0449817
2,0.16736436,0.23266008,"('unlikable', 'likable')",0.6787124,0.5722034,0.32512185,0.41026422,0.3903995,0.4050426,0.0146431
3,-1.3208896,-1.0129898,"('repellent', 'pleasant')",-0.45434663,-0.34997654,0.32443964,0.3439603,-0.4835989,-0.3396687,0.1439302
4,0.7745887,0.6906007,"('disliked', 'liked')",1.4754164,1.4922174,-6.7983904,-6.775614,-1.5161284,-1.5309318,-0.0148034
5,1.6931573,1.5712402,"('distant', 'outgoing')",1.6181908,1.6429335,-0.1463799,-0.08398804,1.0549893,1.0433953,-0.011594
6,1.2855647,1.1564178,"('distant', 'open')",1.627099,1.6206219,0.5017563,0.56536365,1.13814,1.1141345,-0.0240055
7,-1.0648227,-0.765877,"('insensitive', 'sensitive')",-0.08476515,-0.017942294,0.2046786,0.331134,-0.3149698,-0.1508951,0.1640747
8,0.006244637,-0.22887598,"('unaffectionate', 'affectionate')",0.9596303,0.7680805,1.1993713,1.1304767,0.7217487,0.5565604,-0.1651883
9,0.15391068,0.18077162,"('unaffectionate', 'caring')",1.5364571,1.4284933,1.6363745,1.672269,1.1089141,1.0938446,-0.0150695
10,-2.5229127,-2.0958047,"('unsympathetic', 'sympathetic')",-0.9724394,-0.82185084,-0.36846626,-0.28752425,-1.2879395,-1.0683932,0.2195463
11,-1.7509459,-1.6237295,"('unhelpful', 'helpful')",-1.0316715,-1.1225753,1.1891316,1.3041202,-0.531162,-0.4807282,0.0504338
12,-0.45390737,-0.2080654,"('unsupportive', 'supportive')",1.3444216,1.4576784,-1.7321284,-1.5553916,-0.280538,-0.1019262,0.1786118
13,-1.6770526,-1.6308115,"('impolite', 'polite')",-1.1867156,-1.212554,-0.8897319,-0.87479377,-1.2511667,-1.2393864,0.0117803
14,-2.0724726,-1.9456054,"('antisocial', 'social')",-0.36858705,-0.28797978,-0.9627145,-0.9627742,-1.1345913,-1.0654531,0.0691382
15,1.104591,1.1203785,"('boring', 'funny')",0.7937937,0.7202824,0.44383466,0.4768496,0.7807398,0.7725035,-0.0082363
16,0.819478,0.7146456,"('unpopular', 'popular')",0.48667464,0.39475414,-0.070189655,-0.19287923,0.4119876,0.3055069,-0.1064807
17,0.59948117,0.63031757,"('nasty', 'nice')",0.6920697,0.8172851,-0.30631697,-0.2619393,0.3284113,0.3952212,0.0668099
18,0.8759077,0.9372485,"('disagreeable', 'welcoming')",-0.095875934,-0.070058376,-0.820214,-0.79045373,-0.0133941,0.0255788,0.0389729
19,1.2377143,1.3066441,"('inhospitable', 'hospitable')",0.82273436,0.8864881,-0.1176334,-0.02822676,0.6476051,0.7216351,0.07403
20,-0.15727687,-0.07414314,"('rough', 'thoughtful')",0.23452164,0.1559754,0.56826437,0.60318196,0.2151697,0.2283381,0.0131684
21,-1.7869374,-1.4849026,"('immoral', 'moral')",-0.048627045,0.07935071,-1.1201566,-0.97084993,-0.9852403,-0.792134,0.1931063
22,-0.78813595,-0.63475144,"('untrustworthy', 'trustworthy')",-0.24414232,-0.31968746,-0.79949045,-0.7503835,-0.6105896,-0.5682741,0.0423155
23,-1.4032481,-1.1389703,"('insincere', 'sincere')",-0.83315873,-0.9190526,5.3596025,5.337823,1.0410652,1.0932666,0.0522014
24,-0.73292613,-0.61446285,"('dishonest', 'honest')",-0.039529175,-0.048536398,0.846732,0.90087956,0.0247589,0.0792934,0.0545345
25,0.70748323,0.5797589,"('egoistic', 'altruistic')",1.170685,0.93313575,1.546449,1.4638954,1.1415391,0.9922633,-0.1492758
26,1.0643942,1.1251205,"('hardhearted', 'benevolent')",0.7251377,0.58420676,1.8474975,1.7718874,1.2123431,1.1604048,-0.0519383
27,0.8707388,0.82701224,"('hardhearted', 'softhearted')",0.44025928,0.38786367,1.3109212,1.213112,0.8739731,0.8093294,-0.0646437
28,-2.2175002,-2.052881,"('disloyal', 'loyal')",-0.95225996,-1.0778638,0.5347533,0.5280147,-0.8783356,-0.8675768,0.0107588
29,0.6066389,0.6352054,"('unfair', 'fair')",-0.3111259,-0.21184981,-0.51867217,-0.49014276,-0.0743864,-0.0222624,0.052124
30,-1.6452141,-1.3705053,"('intolerant', 'tolerant')",-0.56406754,-0.54520786,0.07613184,0.16335244,-0.71105,-0.5841202,0.1269298
31,1.6235592,1.6706944,"('evil', 'good')",1.3731196,1.4525015,-0.41224918,-0.42222244,0.8614766,0.9003245,0.0388479
32,-0.8206702,-0.80496424,"('unkind', 'kind')",-0.18248889,-0.287966,0.91695064,0.87249464,-0.0287361,-0.0734786,-0.0447425
33,2.0341916,1.9748302,"('wrong', 'right')",1.730455,1.6863673,0.021962725,0.05640178,1.2622031,1.2391997,-0.0230034
34,-0.2504828,-0.10758771,"('mean', 'honorable')",-0.092321396,-0.017493185,4.924771,5.018032,1.5273221,1.6309837,0.1036616
35,2.201173,1.9166989,"('corrupt', 'incorrupt')",1.0867909,0.98727924,-0.189723,-0.2581652,1.032747,0.8819377,-0.1508093
36,1.6521451,1.6154448,"('hostile', 'amicable')",1.8447331,1.8240973,0.57003886,0.5044522,1.355639,1.3146648,-0.0409742
37,0.30555,0.41967577,"('fake', 'genuine')",0.52626634,0.576726,0.1465635,0.25763842,0.3261266,0.4180134,0.0918868
38,-0.4203596,-0.3184982,"('untruthful', 'truthful')",-0.028327331,-0.011626802,-0.2747184,-0.14645864,-0.2411351,-0.1588612,0.0822739
39,-0.40881062,-0.31176293,"('exploitative', 'cooperative')",0.59353536,0.5122537,0.7721138,0.8546801,0.3189462,0.3517236,0.0327774
40,0.004690174,0.20601869,"('stingy', 'generous')",0.5377064,0.4978541,-1.8485279,-1.8936268,-0.4353771,-0.3965847,0.0387924
41,-0.9522593,-0.6689723,"('unforgiving', 'forgiving')",0.43479404,0.45855471,0.06324263,0.1329478,-0.1514075,-0.0258233,0.1255842
42,0.5216948,0.6557654,"('unreliable', 'reliable')",0.95858574,1.1652839,-2.6004055,-2.420707,-0.373375,-0.1998859,0.1734891
43,-1.7716455,-1.5557017,"('irresponsible', 'responsible')",-1.0787585,-1.0573597,0.12645203,0.31403095,-0.907984,-0.7663435,0.1416405
44,0.1556309,0.043050382,"('prejudiced', 'unprejudiced')",-0.8690403,-0.8847492,-1.3512363,-1.3855299,-0.6882153,-0.7424095,-0.0541942
45,-1.5582284,-1.1387833,"('incompetent', 'competent')",-0.73540294,-0.72291833,-0.88564026,-0.86302257,-1.0597572,-0.9082414,0.1515158
46,-2.5009649,-2.1289134,"('uncompetitive', 'competitive')",-1.1157417,-1.0612439,-1.595081,-1.5289075,-1.7372626,-1.5730216,0.164241
47,-1.0766442,-1.0130897,"('stupid', 'smart')",0.49985918,0.49322322,4.969727,4.997334,1.464314,1.4924892,0.0281752
48,-2.224111,-2.018102,"('unintelligent', 'intelligent')",-1.2147932,-1.2332894,-0.44522446,-0.42533264,-1.2947096,-1.2255747,0.0691349
49,-0.5091686,-0.45380348,"('unable', 'able')",-1.0124764,-1.048645,-0.60765994,-0.5240583,-0.7097683,-0.6755023,0.034266
50,0.675646,0.62968177,"('clumsy', 'skillful')",0.36839342,0.22404733,-0.28170326,-0.3472503,0.2541121,0.1688263,-0.0852858
51,-0.76782566,-0.7230823,"('uneducated', 'educated')",-0.63038707,-0.63766956,-0.15820645,-0.23452964,-0.5188064,-0.5317605,-0.0129541
52,1.0939201,0.91427153,"('irrational', 'rational')",1.3441955,1.1529216,0.74873066,0.67179143,1.0622821,0.9129949,-0.1492872
53,0.42724127,0.62461036,"('uncreative', 'creative')",1.4600115,1.4758023,0.90279096,0.9796656,0.9300146,1.0266927,0.0966781
54,0.8825692,0.8718619,"('incapable', 'capable')",0.7524792,0.66807,0.99032706,1.0199326,0.8751252,0.8532882,-0.021837
55,-2.250525,-1.9310906,"('incompetent', 'clever')",-1.1868249,-1.1576657,-0.44826266,-0.36691397,-1.2952042,-1.1518901,0.1433141
56,-1.5139537,-1.3113428,"('impractical', 'practical')",-0.13345744,-0.032035913,-0.7205314,-0.57699925,-0.7893142,-0.640126,0.1491882
