,hca_male,hca_female,tuple,healthcare_male,healthcare_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.5499579,-0.6466489,"('unsociable', 'sociable')",0.78123975,0.655954,-0.2715264,-0.3840216,-0.0134148,-0.1249055,-0.1114907
1,-1.6954277,-1.6106673,"('unfriendly', 'friendly')",0.47267208,0.41691336,1.6770198,1.583451,0.1514214,0.129899,-0.0215224
2,1.539682,1.5746351,"('unlikable', 'likable')",1.3780308,1.414162,1.1218904,1.2085563,1.3465344,1.3991178,0.0525834
3,0.05662548,0.17921486,"('repellent', 'pleasant')",-1.0329486,-0.8829659,-0.07120304,-0.04963529,-0.3491754,-0.2511288,0.0980466
4,0.18673496,0.17875709,"('disliked', 'liked')",0.3961612,0.37289366,-5.622438,-5.687481,-1.6798472,-1.7119433,-0.0320961
5,-0.925861,-0.8646085,"('distant', 'outgoing')",0.059662156,0.10977912,-0.3848328,-0.35920665,-0.4170105,-0.3713454,0.0456651
6,-1.0563997,-0.9103337,"('distant', 'open')",-0.0864906,-0.0137627125,0.13350719,0.12298877,-0.3364611,-0.2670359,0.0694252
7,0.14699432,0.20364709,"('insensitive', 'sensitive')",0.57627493,0.62899375,0.48166633,0.4733328,0.4016452,0.4353245,0.0336793
8,-1.1306688,-1.0794566,"('unaffectionate', 'affectionate')",-0.33970883,-0.3721266,0.30499598,0.23914011,-0.3884605,-0.4041477,-0.0156872
9,-0.7629932,-0.74149907,"('unaffectionate', 'caring')",1.1870664,1.1690211,1.0147536,1.0005513,0.4796089,0.4760245,-0.0035844
10,-0.4178574,-0.31975073,"('unsympathetic', 'sympathetic')",0.22420046,0.2986486,-0.29353914,-0.31890154,-0.1623987,-0.1133346,0.0490641
11,0.12634286,0.12231687,"('unhelpful', 'helpful')",0.48835197,0.46437445,1.8164712,1.8290162,0.8103887,0.8052359,-0.0051528
12,1.1423701,1.3541428,"('unsupportive', 'supportive')",1.9928904,2.1406891,-1.4696668,-1.4258226,0.5551979,0.6896698,0.1344719
13,0.19983117,0.110610396,"('impolite', 'polite')",0.8407749,0.81977874,-0.058548756,-0.08994046,0.3273524,0.2801496,-0.0472028
14,0.607975,0.57370645,"('antisocial', 'social')",0.621178,0.59001243,-0.3678707,-0.43431127,0.2870941,0.2431359,-0.0439582
15,0.024643607,-0.22861011,"('boring', 'funny')",0.63890743,0.5074995,0.72131234,0.66811454,0.4616211,0.315668,-0.1459531
16,-0.9054134,-0.92449903,"('unpopular', 'popular')",-0.15206781,-0.1011353,0.41806078,0.38714468,-0.2131401,-0.2128299,0.0003102
17,-0.43698242,-0.41938594,"('nasty', 'nice')",-0.36453563,-0.2996114,-0.27850565,-0.23527208,-0.3600079,-0.3180898,0.0419181
18,-0.36399204,-0.31638855,"('disagreeable', 'welcoming')",0.14880799,0.14533697,-0.29810485,-0.33753416,-0.1710963,-0.1695286,0.0015677
19,-0.46923196,-0.3436571,"('inhospitable', 'hospitable')",0.49103755,0.5163573,0.15728989,0.22629464,0.0596985,0.1329983,0.0732998
20,-0.05153192,-0.09227129,"('rough', 'thoughtful')",0.033766307,0.07773508,0.77066386,0.7174096,0.2509661,0.2342911,-0.016675
21,0.92147267,0.91503775,"('immoral', 'moral')",1.1941532,1.1570947,-0.3801805,-0.345756,0.5784818,0.5754588,-0.003023
22,0.49874142,0.5869715,"('untrustworthy', 'trustworthy')",0.11779086,0.048855472,-0.70720696,-0.7660165,-0.0302249,-0.0433965,-0.0131716
23,-0.0686276,-0.059692834,"('insincere', 'sincere')",1.0041002,0.98867714,5.5491657,5.456995,2.1615461,2.1286597,-0.0328864
24,0.681637,0.67844117,"('dishonest', 'honest')",0.5517141,0.49711353,0.791659,0.74151427,0.6750034,0.639023,-0.0359804
25,-1.1694298,-1.194279,"('egoistic', 'altruistic')",-0.01917138,-0.09240799,1.5505942,1.5186781,0.1206644,0.0773304,-0.043334
26,-0.2706164,-0.24715242,"('hardhearted', 'benevolent')",1.5940156,1.6122673,1.7862228,1.7144244,1.0365407,1.0265131,-0.0100276
27,0.018350195,-0.0058175735,"('hardhearted', 'softhearted')",0.9851501,1.0051872,1.4670248,1.3801112,0.8235084,0.7931603,-0.0303481
28,-0.27304906,-0.34782264,"('disloyal', 'loyal')",0.03985972,-0.123426445,1.0999422,0.96305865,0.2889176,0.1639365,-0.1249811
29,-0.10711859,-0.14919561,"('unfair', 'fair')",-0.6740058,-0.66648847,-0.7059077,-0.8229045,-0.4956774,-0.5461962,-0.0505188
30,0.6109293,0.53570974,"('intolerant', 'tolerant')",1.5369749,1.4610502,1.4260896,1.3240118,1.1913312,1.1069239,-0.0844073
31,-1.2736164,-1.0284762,"('evil', 'good')",-0.7425026,-0.6803822,-1.2592019,-1.300006,-1.0917737,-1.0029548,0.0888189
32,0.7299206,0.59622014,"('unkind', 'kind')",1.8827785,1.8002169,1.3842086,1.281373,1.3323026,1.2259367,-0.1063659
33,0.58905405,0.5399307,"('wrong', 'right')",0.48034322,0.47185674,-0.51753724,-0.5458832,0.1839533,0.1553014,-0.0286519
34,0.31814715,0.5491508,"('mean', 'honorable')",0.5288094,0.6592367,5.931122,6.0202084,2.2593595,2.4095319,0.1501724
35,-0.21620972,-0.34426254,"('corrupt', 'incorrupt')",-0.9400478,-0.99006295,0.19026238,0.055014517,-0.3219984,-0.426437,-0.1044386
36,-1.1664345,-1.1250098,"('hostile', 'amicable')",-0.74194926,-0.7605985,0.464617,0.2739845,-0.4812556,-0.5372079,-0.0559523
37,0.11742088,0.09858674,"('fake', 'genuine')",0.31671458,0.34622335,0.2797269,0.26994938,0.2379541,0.2382532,0.0002991
38,0.008906394,0.10079147,"('untruthful', 'truthful')",0.28406814,0.3029551,0.19321437,0.25013104,0.162063,0.2179592,0.0558962
39,1.850903,1.8344038,"('exploitative', 'cooperative')",0.70716226,0.7073403,0.039226968,0.034824148,0.8657641,0.858856,-0.0069081
40,0.51974386,0.5616614,"('stingy', 'generous')",0.7368619,0.81403804,-1.4503701,-1.5731136,-0.0645881,-0.0658047,-0.0012166
41,0.45455164,0.55706066,"('unforgiving', 'forgiving')",0.96017694,0.95647466,0.48789737,0.37951252,0.6342087,0.6310159,-0.0031928
42,1.4624014,1.4737763,"('unreliable', 'reliable')",1.4720364,1.5712712,-2.671701,-2.6420577,0.0875789,0.13433,0.0467511
43,0.36442026,0.4576017,"('irresponsible', 'responsible')",1.3716686,1.4387361,0.39231873,0.41764718,0.7094692,0.7713283,0.0618591
44,0.3314638,0.30421647,"('prejudiced', 'unprejudiced')",-0.89010656,-0.82432145,-1.3845041,-1.3576152,-0.6477156,-0.6259067,0.0218089
