,marshall_male,marshall_female,tuple,&_male,&_female,ilsley_male,ilsley_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.4893056,-0.59318894,"('unsociable', 'sociable')",0.3965875,0.38897097,-0.8017393,-0.8920444,-0.14970276,-0.28935194,-0.26104,-0.3464036,-0.0853636
1,-0.7817126,-0.8032269,"('unfriendly', 'friendly')",-1.4826721,-1.560318,-2.0524666,-2.111321,1.3023616,1.1534564,-0.7536225,-0.8303524,-0.0767299
2,0.3950594,0.47045454,"('unlikable', 'likable')",0.69029707,0.7137362,-0.20639947,-0.1135622,0.54923785,0.56800467,0.3570487,0.4096583,0.0526096
3,-0.081887566,0.040466703,"('repellent', 'pleasant')",-0.05649044,0.054526474,-0.6132533,-0.5405002,0.37784284,0.43840775,-0.0934471,-0.0017748,0.0916723
4,-0.784847,-0.85227,"('disliked', 'liked')",0.042066712,0.0017845798,0.87541,0.8270076,-5.8570657,-5.844756,-1.431109,-1.4670585,-0.0359495
5,-0.33321255,-0.27507615,"('distant', 'outgoing')",-0.7502721,-0.7563947,0.76217866,0.76472056,-0.14541516,-0.15247656,-0.1166803,-0.1048067,0.0118736
6,0.09023221,0.1451343,"('distant', 'open')",-0.8617848,-0.8092683,0.25209376,0.28239453,-0.27760315,-0.33027565,-0.1992655,-0.1780038,0.0212617
7,-0.061117563,-0.05301864,"('insensitive', 'sensitive')",-0.35625535,-0.28482366,-0.27800488,-0.3075447,0.16885394,0.13112335,-0.131631,-0.1285659,0.0030651
8,0.29894808,0.3078491,"('unaffectionate', 'affectionate')",-0.23742129,-0.27385455,-0.88561165,-0.9043737,1.0403954,0.91219383,0.0540776,0.0104537,-0.0436239
9,0.58253324,0.56212986,"('unaffectionate', 'caring')",-0.6606702,-0.6982052,-1.0668137,-1.1158983,1.3471863,1.2624286,0.0505589,0.0026138,-0.0479451
10,-0.16134124,-0.22117928,"('unsympathetic', 'sympathetic')",0.11579308,0.16507715,-0.7884122,-0.8203565,-0.4062467,-0.5000928,-0.3100518,-0.3441378,-0.034086
11,-0.8204408,-0.8519609,"('unhelpful', 'helpful')",-1.0798005,-1.0635912,-1.2975242,-1.3050696,1.2730149,1.2662995,-0.4811877,-0.4885805,-0.0073928
12,0.61023796,0.63990414,"('unsupportive', 'supportive')",0.4111603,0.5147703,0.07648305,0.08238846,-1.457255,-1.4471964,-0.0898434,-0.0525334,0.03731
13,-0.7348259,-0.768566,"('impolite', 'polite')",-0.0005952567,0.006669976,-0.6175659,-0.68054515,-1.1538182,-1.2149204,-0.6267014,-0.6643404,-0.037639
14,-0.3699934,-0.41562825,"('antisocial', 'social')",1.14199,1.1726421,-0.328668,-0.29746926,-0.29225168,-0.32600653,0.0377692,0.0333845,-0.0043847
15,-0.58456236,-0.6576401,"('boring', 'funny')",0.37568447,0.29735348,-0.26090646,-0.28307596,-0.100995496,-0.08715005,-0.142695,-0.1826282,-0.0399332
