,first_male,first_female,tuple,republic_male,republic_female,bank_male,bank_female,sf_male,sf_female,_male,_female,average_male,average_female,female-male
0,-0.06571457,-0.19819091,"('unsociable', 'sociable')",0.24728031,0.07723502,0.65588844,0.58400375,-0.7088513,-0.79298425,,,0.0321507,-0.0824841,-0.1146348
1,-1.5639099,-1.4746943,"('unfriendly', 'friendly')",-0.43715018,-0.325467,0.111192204,0.119395435,1.4531018,1.4862919,,,-0.1091915,-0.0486185,0.060573
2,0.8552179,0.9694351,"('unlikable', 'likable')",0.8731638,1.0086176,1.5522467,1.684622,0.76624876,0.8572016,,,1.0117192,1.1299691,0.1182499
3,0.52767104,0.5578618,"('repellent', 'pleasant')",-0.065980285,-0.06016839,0.31262586,0.42992675,0.36045462,0.4330817,,,0.2836928,0.3401754,0.0564826
4,-0.058393136,0.04173543,"('disliked', 'liked')",-0.000982888,0.08139309,-0.34605384,-0.27754796,-7.683653,-7.717184,,,-2.0222707,-1.9679009,0.0543698
5,-1.6087649,-1.445414,"('distant', 'outgoing')",-0.36361828,-0.26674587,-0.27265865,-0.18258616,-0.35178393,-0.3114109,,,-0.6492065,-0.5515392,0.0976673
6,-1.7816638,-1.5940132,"('distant', 'open')",-0.7759696,-0.648429,-1.0427091,-0.8830386,0.031006668,0.12771407,,,-0.892334,-0.7494416,0.1428924
7,1.190022,1.0863267,"('insensitive', 'sensitive')",0.14618862,0.09835574,0.47554776,0.586208,0.43716416,0.5125953,,,0.5622306,0.5708715,0.0086409
8,-1.1355021,-1.023704,"('unaffectionate', 'affectionate')",-0.05828888,-0.004362799,-0.1511357,-0.2133808,1.1154094,1.1340102,,,-0.0573793,-0.0268594,0.0305199
9,-0.52305794,-0.49793357,"('unaffectionate', 'caring')",-0.110746264,-0.17231846,1.0078614,0.99213594,1.290304,1.3384981,,,0.4160903,0.4150955,-0.0009948
10,0.88588506,0.74988693,"('unsympathetic', 'sympathetic')",0.26044038,0.093920924,-0.21013011,-0.17758256,0.25056243,0.3065511,,,0.2966895,0.2431941,-0.0534954
11,1.8453039,1.6174457,"('unhelpful', 'helpful')",0.8280913,0.68226326,1.3753963,1.3077912,2.2509594,2.1654024,,,1.5749377,1.4432256,-0.1317121
12,0.92866385,0.9994514,"('unsupportive', 'supportive')",0.78981274,0.7845879,0.9118228,1.0195801,-2.0353508,-1.9915347,,,0.1487371,0.2030212,0.0542841
13,0.8923296,0.7572018,"('impolite', 'polite')",0.27436972,0.1745643,1.1421945,1.1709812,-0.46645537,-0.5301053,,,0.4606096,0.3931605,-0.0674491
14,0.944209,0.88425064,"('antisocial', 'social')",1.1302887,1.0707856,1.7699708,1.8570064,-0.37985322,-0.4215795,,,0.8661538,0.8476158,-0.018538
15,0.44988498,0.40266812,"('boring', 'funny')",0.48520806,0.4172642,1.0328037,1.0383239,0.4383024,0.37504944,,,0.6015497,0.5583264,-0.0432233
16,-1.2531466,-1.2642144,"('unpopular', 'popular')",-0.4221558,-0.45985222,-0.6863863,-0.6418809,0.26222885,0.277499,,,-0.524865,-0.5221121,0.0027529
17,0.15082899,0.18726432,"('nasty', 'nice')",0.2573311,0.30759907,-0.07031099,0.015084282,-0.18236192,-0.21026765,,,0.0388718,0.07492,0.0360482
18,0.0034331605,0.117001876,"('disagreeable', 'welcoming')",0.573584,0.6742693,-0.09292866,-0.048262928,-0.5252436,-0.5258151,,,-0.0102888,0.0542983,0.0645871
19,-0.8589663,-0.80675495,"('inhospitable', 'hospitable')",0.38524154,0.40919125,-0.97983384,-0.97697693,-0.33184955,-0.34211057,,,-0.446352,-0.4291628,0.0171892
20,-0.15367202,-0.14097957,"('rough', 'thoughtful')",-0.59413046,-0.5465121,-0.059037954,0.024131287,0.2807559,0.23497003,,,-0.1315211,-0.1070976,0.0244235
21,1.847339,1.6749011,"('immoral', 'moral')",0.49955466,0.34866017,1.06483,1.0843427,-0.61125785,-0.6268227,,,0.7001165,0.6202703,-0.0798462
22,0.0025367662,0.042858865,"('untrustworthy', 'trustworthy')",-0.097863115,-0.05333066,-0.35806766,-0.33394024,-1.0780616,-1.0220865,,,-0.3828639,-0.3416246,0.0412393
23,1.3976368,1.2458553,"('insincere', 'sincere')",0.754562,0.6197735,1.9262586,1.8878291,6.8946023,6.8259926,,,2.7432649,2.6448627,-0.0984022
24,0.15514657,0.20078765,"('dishonest', 'honest')",0.1201449,0.08264889,0.46892124,0.5044976,1.0746623,1.1114845,,,0.4547188,0.4748546,0.0201358
25,-0.9102198,-0.84132415,"('egoistic', 'altruistic')",0.20687845,0.25782037,-0.26341373,-0.25312835,0.74856085,0.6914834,,,-0.0545486,-0.0362872,0.0182614
26,-0.30504173,-0.30406332,"('hardhearted', 'benevolent')",1.5351052,1.4935809,0.87477845,0.86931956,0.8575601,0.8854747,,,0.7406005,0.736078,-0.0045225
