,wingtip_male,wingtip_female,tuple,average_male,average_female,female-male
0,0.5019885,0.1478385,"('unsociable', 'sociable')",0.5019885,0.1478385,-0.35415
1,-0.28900418,-0.420114,"('unfriendly', 'friendly')",-0.2890042,-0.420114,-0.1311098
2,0.10601293,0.18476142,"('unlikable', 'likable')",0.1060129,0.1847614,0.0787485
3,-0.11353535,0.10986876,"('repellent', 'pleasant')",-0.1135354,0.1098688,0.2234042
4,-3.3903131,-3.3812969,"('disliked', 'liked')",-3.3903131,-3.3812969,0.0090162
5,-1.9183879,-1.8506436,"('distant', 'outgoing')",-1.9183879,-1.8506436,0.0677443
6,-2.1265774,-2.0062733,"('distant', 'open')",-2.1265774,-2.0062733,0.1203041
7,1.0327691,1.0957141,"('insensitive', 'sensitive')",1.0327691,1.0957141,0.062945
8,-0.24702944,-0.22572026,"('unaffectionate', 'affectionate')",-0.2470294,-0.2257203,0.0213091
9,-0.106673725,-0.16321677,"('unaffectionate', 'caring')",-0.1066737,-0.1632168,-0.0565431
10,0.85496753,0.7325324,"('unsympathetic', 'sympathetic')",0.8549675,0.7325324,-0.1224351
11,1.4810567,1.4792608,"('unhelpful', 'helpful')",1.4810567,1.4792608,-0.0017959
12,-0.764591,-0.6736739,"('unsupportive', 'supportive')",-0.764591,-0.6736739,0.0909171
13,0.7296203,0.43785438,"('impolite', 'polite')",0.7296203,0.4378544,-0.2917659
14,1.0731578,0.91515577,"('antisocial', 'social')",1.0731578,0.9151558,-0.158002
15,0.12293971,-0.024885405,"('boring', 'funny')",0.1229397,-0.0248854,-0.1478251
16,-1.0765119,-1.0836916,"('unpopular', 'popular')",-1.0765119,-1.0836916,-0.0071797
17,-0.3169515,-0.3320016,"('nasty', 'nice')",-0.3169515,-0.3320016,-0.0150501
18,-0.7125854,-0.646104,"('disagreeable', 'welcoming')",-0.7125854,-0.646104,0.0664814
19,-1.2586863,-1.1927695,"('inhospitable', 'hospitable')",-1.2586863,-1.1927695,0.0659168
