,albemarle_male,albemarle_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.6449823,-1.8089794,"('unsociable', 'sociable')",-0.102740735,-0.29162398,-0.8738616,-1.0503017,-0.1764401
1,-1.2900678,-1.2050672,"('unfriendly', 'friendly')",1.2534058,0.9962558,-0.018331,-0.1044057,-0.0860747
2,1.1885859,1.1594703,"('unlikable', 'likable')",0.7127626,0.7444285,0.9506742,0.9519494,0.0012752
3,-0.7871944,-0.7303404,"('repellent', 'pleasant')",0.5469594,0.6195477,-0.1201175,-0.0553963,0.0647212
4,0.07508103,0.16007821,"('disliked', 'liked')",-6.1975484,-6.0931363,-3.0612338,-2.9665291,0.0947047
5,0.13491255,0.21653782,"('distant', 'outgoing')",-0.23856919,-0.27042517,-0.0518283,-0.0269437,0.0248846
6,0.24706617,0.37418473,"('distant', 'open')",-0.48575884,-0.5726959,-0.1193463,-0.0992556,0.0200907
7,-1.082423,-0.98085594,"('insensitive', 'sensitive')",0.14619294,0.13190083,-0.468115,-0.4244775,0.0436375
8,-0.3391999,-0.24181452,"('unaffectionate', 'affectionate')",0.33946255,0.18336263,0.0001313,-0.0292259,-0.0293572
9,-0.6825188,-0.56304914,"('unaffectionate', 'caring')",0.8828486,0.79828525,0.1001649,0.1176181,0.0174532
10,-1.9810965,-2.0000381,"('unsympathetic', 'sympathetic')",-0.5511527,-0.7026661,-1.2661246,-1.3513521,-0.0852275
11,-1.6867069,-1.6406049,"('unhelpful', 'helpful')",1.5699348,1.5763577,-0.058386,-0.0321236,0.0262624
12,-1.0477927,-0.93811524,"('unsupportive', 'supportive')",-1.8624032,-1.8523906,-1.4550979,-1.3952529,0.059845
13,-1.2851138,-1.4065123,"('impolite', 'polite')",-0.56907797,-0.6007244,-0.9270959,-1.0036184,-0.0765225
14,-0.46721488,-0.58098155,"('antisocial', 'social')",0.12835832,0.12183657,-0.1694283,-0.2295725,-0.0601442
15,0.4194082,0.31163707,"('boring', 'funny')",0.15880802,0.1164135,0.2891081,0.2140253,-0.0750828
16,-0.72412753,-0.67278945,"('unpopular', 'popular')",0.40802097,0.36701784,-0.1580533,-0.1528858,0.0051675
17,-0.21295236,-0.13285674,"('nasty', 'nice')",-0.28595048,-0.23720409,-0.2494514,-0.1850304,0.064421
18,0.09680982,0.15837209,"('disagreeable', 'welcoming')",-0.49940574,-0.6372579,-0.201298,-0.2394429,-0.0381449
19,-0.74816805,-0.672091,"('inhospitable', 'hospitable')",-0.6574721,-0.71590495,-0.7028201,-0.693998,0.0088221
20,-0.67699295,-0.7094827,"('rough', 'thoughtful')",0.692475,0.6328988,0.007741,-0.038292,-0.046033
21,-0.9432305,-1.0104175,"('immoral', 'moral')",-0.3780727,-0.37742254,-0.6606516,-0.69392,-0.0332684
22,-0.6226954,-0.60680836,"('untrustworthy', 'trustworthy')",-1.1288579,-1.0494024,-0.8757766,-0.8281053,0.0476713
23,-1.510846,-1.527333,"('insincere', 'sincere')",5.1691484,5.0201936,1.8291512,1.7464303,-0.0827209
24,-0.6421136,-0.62219816,"('dishonest', 'honest')",0.7147742,0.67552567,0.0363303,0.0266638,-0.0096665
25,1.1655506,1.1965392,"('egoistic', 'altruistic')",1.1836164,1.0908808,1.1745834,1.1437099,-0.0308735
26,-0.12346459,-0.18034756,"('hardhearted', 'benevolent')",1.3229164,1.1146103,0.5997259,0.4671314,-0.1325945
27,0.2876256,0.42540255,"('hardhearted', 'softhearted')",0.7530416,0.62688,0.5203336,0.5261413,0.0058077
28,-1.1936692,-1.2220969,"('disloyal', 'loyal')",0.77133137,0.63967615,-0.2111689,-0.2912104,-0.0800415
29,-0.051061664,-0.09042908,"('unfair', 'fair')",-0.13222036,-0.2447572,-0.091641,-0.1675932,-0.0759522
30,-0.31758645,-0.36750767,"('intolerant', 'tolerant')",1.0301993,0.95028394,0.3563064,0.2913882,-0.0649182
31,-0.48165357,-0.3905728,"('evil', 'good')",-0.74010473,-0.840821,-0.6108792,-0.6156969,-0.0048177
32,-0.47280246,-0.49079442,"('unkind', 'kind')",0.44306654,0.2342311,-0.014868,-0.1282817,-0.1134137
33,0.63023865,0.6574493,"('wrong', 'right')",-0.509721,-0.45939732,0.0602588,0.099026,0.0387672
34,-0.090466484,-0.01337508,"('mean', 'honorable')",5.489541,5.455039,2.6995373,2.7208319,0.0212946
35,2.0317798,2.0995486,"('corrupt', 'incorrupt')",-0.481715,-0.49341002,0.7750324,0.8030693,0.0280369
36,0.858152,0.9836832,"('hostile', 'amicable')",-0.3411996,-0.43867546,0.2584762,0.2725039,0.0140277
37,-0.01034293,0.06260086,"('fake', 'genuine')",-0.08275969,-0.021960357,-0.0465513,0.0203203,0.0668716
38,-0.5606414,-0.47508907,"('untruthful', 'truthful')",0.12642457,0.24018677,-0.2171084,-0.1174512,0.0996572
39,-0.41505504,-0.38361406,"('exploitative', 'cooperative')",-0.1388324,-0.06214616,-0.2769437,-0.2228801,0.0540636
40,0.36844322,0.4179449,"('stingy', 'generous')",-1.5065805,-1.5440168,-0.5690686,-0.563036,0.0060326
41,-1.0536588,-1.0433949,"('unforgiving', 'forgiving')",-0.21202163,-0.30776522,-0.6328402,-0.6755801,-0.0427399
42,0.6691873,0.6854583,"('unreliable', 'reliable')",-3.071402,-3.0110626,-1.2011074,-1.1628022,0.0383052
43,-1.8263865,-1.8301941,"('irresponsible', 'responsible')",0.24835488,0.14686723,-0.7890158,-0.8416634,-0.0526476
44,0.6876511,0.69930124,"('prejudiced', 'unprejudiced')",-1.7435235,-1.7521678,-0.5279362,-0.5264333,0.0015029
45,-1.769302,-1.7932278,"('incompetent', 'competent')",-0.24738947,-0.32051948,-1.0083457,-1.0568737,-0.048528
46,-1.8019321,-1.88949,"('uncompetitive', 'competitive')",-0.7061455,-0.711616,-1.2540388,-1.300553,-0.0465142
47,0.20448577,0.2282771,"('stupid', 'smart')",5.0006127,4.962245,2.6025493,2.5952611,-0.0072882
48,-1.0324429,-1.1474744,"('unintelligent', 'intelligent')",1.2095773,1.0809578,0.0885672,-0.0332583,-0.1218255
49,-0.31602693,-0.30079582,"('unable', 'able')",-0.14991595,-0.07593734,-0.2329714,-0.1883666,0.0446048
50,0.20801678,0.2761348,"('clumsy', 'skillful')",-0.33543432,-0.45461315,-0.0637088,-0.0892392,-0.0255304
51,-0.6010976,-0.7181886,"('uneducated', 'educated')",0.45260566,0.34068444,-0.074246,-0.1887521,-0.1145061
52,-0.5962373,-0.60135126,"('irrational', 'rational')",-0.17616425,-0.19508654,-0.3862008,-0.3982189,-0.0120181
53,-0.878722,-0.77694046,"('uncreative', 'creative')",0.45476902,0.32365292,-0.2119765,-0.2266438,-0.0146673
54,0.35640082,0.415688,"('incapable', 'capable')",0.49949172,0.46825826,0.4279463,0.4419731,0.0140268
55,-1.0747844,-1.1868021,"('incompetent', 'clever')",0.4697202,0.43028146,-0.3025321,-0.3782603,-0.0757282
56,-0.041396976,-0.083268285,"('impractical', 'practical')",0.020075668,0.03805846,-0.0106607,-0.0226049,-0.0119442
57,-1.1612927,-1.1814127,"('unimaginative', 'imaginative')",-3.193716,-3.2935636,-2.1775043,-2.2374883,-0.059984
58,-0.5497315,-0.58317333,"('undiscriminating', 'discriminating')",0.39473304,0.30184507,-0.0774992,-0.1406641,-0.0631649
59,0.27862912,0.34211087,"('foolish', 'wise')",0.024002984,0.08737517,0.151316,0.214743,0.063427
60,-0.8331798,-0.94335234,"('inefficient', 'efficient')",0.14240655,0.19314691,-0.3453866,-0.3751027,-0.0297161
61,-0.5266869,-0.5698987,"('illogical', 'logical')",0.5080364,0.3676401,-0.0093253,-0.1011293,-0.091804
62,-0.7041129,-0.74365556,"('incompetent', 'brilliant')",0.72570074,0.8432683,0.0107939,0.0498064,0.0390125
63,-1.4829351,-1.4611875,"('unperceptive', 'insightful')",0.5197412,0.49838638,-0.4815969,-0.4814005,0.0001964
64,-0.5402343,-0.65455514,"('shy', 'confident')",-5.7930045,-5.574531,-3.1666193,-3.1145432,0.0520761
65,-0.82374525,-0.98168373,"('insecure', 'secure')",-0.24151239,-0.22280778,-0.5326288,-0.6022457,-0.0696169
66,0.24049884,0.26659116,"('inactive', 'active')",0.28933167,0.2393629,0.2649153,0.252977,-0.0119383
67,0.24629505,0.09720135,"('doubtful', 'determined')",-0.34594446,-0.4311967,-0.0498247,-0.1669977,-0.117173
68,0.17774649,0.07122003,"('dependent', 'independent')",-0.23603827,-0.2900273,-0.0291459,-0.1094036,-0.0802577
69,1.8012234,1.8312893,"('lazy', 'industrious')",-0.34124216,-0.25752425,0.7299906,0.7868825,0.0568919
