,knight_male,knight_female,tuple,average_male,average_female,female-male
0,0.14778684,0.14106573,"('unsociable', 'sociable')",0.1477868,0.1410657,-0.0067211
1,1.1309992,1.1192489,"('unfriendly', 'friendly')",1.1309992,1.1192489,-0.0117503
2,0.17695227,0.18211903,"('unlikable', 'likable')",0.1769523,0.182119,0.0051667
3,0.59709865,0.7604577,"('repellent', 'pleasant')",0.5970986,0.7604577,0.1633591
4,-6.793515,-7.066069,"('disliked', 'liked')",-6.7935152,-7.0660691,-0.2725539
5,-0.8187093,-0.8083325,"('distant', 'outgoing')",-0.8187093,-0.8083325,0.0103768
6,-0.13850285,-0.25773844,"('distant', 'open')",-0.1385029,-0.2577384,-0.1192355
7,1.3928604,1.5493226,"('insensitive', 'sensitive')",1.3928604,1.5493226,0.1564622
8,1.3453484,1.3057137,"('unaffectionate', 'affectionate')",1.3453484,1.3057137,-0.0396347
9,1.53402,1.6020346,"('unaffectionate', 'caring')",1.5340199,1.6020346,0.0680147
10,0.8459069,0.977023,"('unsympathetic', 'sympathetic')",0.8459069,0.977023,0.1311161
11,1.2004855,1.3893763,"('unhelpful', 'helpful')",1.2004855,1.3893763,0.1888908
12,-1.5841626,-1.5682697,"('unsupportive', 'supportive')",-1.5841626,-1.5682697,0.0158929
13,-0.3339459,-0.019473575,"('impolite', 'polite')",-0.3339459,-0.0194736,0.3144723
14,-0.01882736,0.13175486,"('antisocial', 'social')",-0.0188274,0.1317549,0.1505823
15,0.5895549,0.48729315,"('boring', 'funny')",0.5895549,0.4872932,-0.1022617
16,-0.70948017,-0.7524455,"('unpopular', 'popular')",-0.7094802,-0.7524455,-0.0429653
17,0.03530044,0.022255722,"('nasty', 'nice')",0.0353004,0.0222557,-0.0130447
18,-0.705302,-0.60728234,"('disagreeable', 'welcoming')",-0.705302,-0.6072823,0.0980197
19,-0.5769248,-0.64492226,"('inhospitable', 'hospitable')",-0.5769248,-0.6449223,-0.0679975
20,0.508882,0.4663735,"('rough', 'thoughtful')",0.508882,0.4663735,-0.0425085
21,-0.5071848,-0.28021047,"('immoral', 'moral')",-0.5071848,-0.2802105,0.2269743
22,-0.29913497,-0.28369582,"('untrustworthy', 'trustworthy')",-0.299135,-0.2836958,0.0154392
23,5.689626,5.9982553,"('insincere', 'sincere')",5.6896262,5.9982553,0.3086291
24,0.9798709,0.96914834,"('dishonest', 'honest')",0.9798709,0.9691483,-0.0107226
25,1.1898345,1.1236573,"('egoistic', 'altruistic')",1.1898345,1.1236573,-0.0661772
26,1.4093195,1.217706,"('hardhearted', 'benevolent')",1.4093195,1.217706,-0.1916135
27,1.649421,1.5009776,"('hardhearted', 'softhearted')",1.649421,1.5009776,-0.1484434
28,1.2482046,1.1610757,"('disloyal', 'loyal')",1.2482046,1.1610757,-0.0871289
29,-0.42106327,-0.5275247,"('unfair', 'fair')",-0.4210633,-0.5275247,-0.1064614
30,0.7497593,0.8524755,"('intolerant', 'tolerant')",0.7497593,0.8524755,0.1027162
31,-0.8632249,-1.1839451,"('evil', 'good')",-0.8632249,-1.1839451,-0.3207202
32,1.1721039,1.1206886,"('unkind', 'kind')",1.1721039,1.1206886,-0.0514153
33,-0.20493461,-0.38041496,"('wrong', 'right')",-0.2049346,-0.380415,-0.1754804
34,4.2669115,4.5346236,"('mean', 'honorable')",4.2669115,4.5346236,0.2677121
35,-0.36357635,-0.8397157,"('corrupt', 'incorrupt')",-0.3635764,-0.8397157,-0.4761393
36,-0.17950933,-0.5474345,"('hostile', 'amicable')",-0.1795093,-0.5474345,-0.3679252
37,1.0835469,1.0486947,"('fake', 'genuine')",1.0835469,1.0486947,-0.0348522
38,-0.71314013,-0.5628546,"('untruthful', 'truthful')",-0.7131401,-0.5628546,0.1502855
39,0.33345947,0.38981813,"('exploitative', 'cooperative')",0.3334595,0.3898181,0.0563586
40,-1.0487407,-1.1779811,"('stingy', 'generous')",-1.0487407,-1.1779811,-0.1292404
41,0.45300442,0.37694883,"('unforgiving', 'forgiving')",0.4530044,0.3769488,-0.0760556
42,-2.0461426,-2.0911226,"('unreliable', 'reliable')",-2.0461426,-2.0911226,-0.04498
43,0.58527803,0.8128544,"('irresponsible', 'responsible')",0.585278,0.8128544,0.2275764
44,-1.412523,-1.3336953,"('prejudiced', 'unprejudiced')",-1.412523,-1.3336953,0.0788277
45,0.36694974,0.1999876,"('incompetent', 'competent')",0.3669497,0.1999876,-0.1669621
46,-0.80257016,-0.7136691,"('uncompetitive', 'competitive')",-0.8025702,-0.7136691,0.0889011
47,4.321174,4.6217513,"('stupid', 'smart')",4.3211741,4.6217513,0.3005772
48,0.16905658,0.3416573,"('unintelligent', 'intelligent')",0.1690566,0.3416573,0.1726007
49,-0.37742943,-0.21878535,"('unable', 'able')",-0.3774294,-0.2187853,0.1586441
50,-0.19542265,-0.28225324,"('clumsy', 'skillful')",-0.1954226,-0.2822532,-0.0868306
51,0.38246283,0.56276715,"('uneducated', 'educated')",0.3824628,0.5627671,0.1803043
52,0.04620348,-0.3097842,"('irrational', 'rational')",0.0462035,-0.3097842,-0.3559877
53,0.21743456,0.09510423,"('uncreative', 'creative')",0.2174346,0.0951042,-0.1223304
54,0.97845083,1.0628123,"('incapable', 'capable')",0.9784508,1.0628123,0.0843615
55,0.6448857,0.7759692,"('incompetent', 'clever')",0.6448857,0.7759692,0.1310835
56,0.044394717,0.037812643,"('impractical', 'practical')",0.0443947,0.0378126,-0.0065821
57,-1.5161026,-1.6770545,"('unimaginative', 'imaginative')",-1.5161026,-1.6770545,-0.1609519
58,0.42307988,0.48210388,"('undiscriminating', 'discriminating')",0.4230799,0.4821039,0.059024
59,-0.14613645,-0.1768994,"('foolish', 'wise')",-0.1461364,-0.1768994,-0.030763
60,-0.23029745,0.25261664,"('inefficient', 'efficient')",-0.2302974,0.2526166,0.482914
61,0.23219311,0.1653839,"('illogical', 'logical')",0.2321931,0.1653839,-0.0668092
62,0.3521682,0.5818105,"('incompetent', 'brilliant')",0.3521682,0.5818105,0.2296423
63,-0.11581202,0.051987667,"('unperceptive', 'insightful')",-0.115812,0.0519877,0.1677997
64,-6.122952,-6.1338434,"('shy', 'confident')",-6.122952,-6.1338434,-0.0108914
65,-0.014695816,0.16414608,"('insecure', 'secure')",-0.0146958,0.1641461,0.1788419
66,0.11403515,-0.011543555,"('inactive', 'active')",0.1140352,-0.0115436,-0.1255788
67,-0.641986,-0.53218764,"('doubtful', 'determined')",-0.641986,-0.5321876,0.1097984
68,-1.255844,-1.1370846,"('dependent', 'independent')",-1.255844,-1.1370846,0.1187594
69,-1.4068787,-1.7074828,"('lazy', 'industrious')",-1.4068787,-1.7074828,-0.3006041
70,1.3741602,1.4993601,"('lethargic', 'energetic')",1.3741602,1.4993601,0.1251999
71,0.3039214,0.2722337,"('diffident', 'self-confident')",0.3039214,0.2722337,-0.0316877
72,0.67010343,0.9335433,"('unambitious', 'ambitious')",0.6701034,0.9335433,0.2634399
73,-2.4078844,-2.4674017,"('helpless', 'self-reliant')",-2.4078844,-2.4674017,-0.0595173
74,0.34863302,0.22898148,"('undedicated', 'dedicated')",0.348633,0.2289815,-0.1196515
75,-0.5438701,-0.5667397,"('meek', 'impulsive')",-0.5438701,-0.5667397,-0.0228696
76,0.34909832,0.5802345,"('anxious', 'daring')",0.3490983,0.5802345,0.2311362
77,-1.3756037,-1.1135164,"('unmotivated', 'motivated')",-1.3756037,-1.1135164,0.2620873
78,-0.9216964,-0.93974626,"('nonresilient', 'resilient')",-0.9216964,-0.9397463,-0.0180499
79,-0.009104852,-0.15573451,"('wavering', 'unwavering')",-0.0091049,-0.1557345,-0.1466296
80,-0.008463135,0.009063212,"('dominated', 'dominating')",-0.0084631,0.0090632,0.0175263
81,-0.2599257,-0.059342846,"('submissive', 'aggressive')",-0.2599257,-0.0593428,0.2005829
82,6.029254,6.07591,"('poor', 'rich')",6.029254,6.0759101,0.0466561
83,-0.37526143,-0.40356177,"('powerless', 'powerful')",-0.3752614,-0.4035618,-0.0283004
84,0.3186328,0.34722003,"('inferior', 'superior')",0.3186328,0.34722,0.0285872
85,-0.76249003,-0.86987495,"('insignificant', 'prestigious')",-0.76249,-0.869875,-0.107385
86,0.63723207,0.50201917,"('uninfluential', 'influential')",0.6372321,0.5020192,-0.1352129
87,0.003997406,-0.029074645,"('unsuccessful', 'successful')",0.0039974,-0.0290746,-0.033072
88,-0.14183164,-0.085186705,"('low', 'eminent')",-0.1418316,-0.0851867,0.0566449
