,healthpeak_male,healthpeak_female,tuple,properties_male,properties_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.5268389,-1.6002704,"('unsociable', 'sociable')",0.7908936,0.6634096,-0.54153883,-0.66913086,-0.4258281,-0.5353305,-0.1095024
1,-1.2648064,-1.2254301,"('unfriendly', 'friendly')",-0.44851214,-0.53294665,1.9417492,1.8330606,0.0761435,0.0248946,-0.0512489
2,0.51066566,0.5433573,"('unlikable', 'likable')",1.033843,1.1159992,0.54159516,0.6291604,0.695368,0.762839,0.067471
3,-1.1318145,-1.0084513,"('repellent', 'pleasant')",0.10685991,0.18035969,-0.01938109,0.021383505,-0.3481119,-0.2689027,0.0792092
4,0.53840154,0.56029665,"('disliked', 'liked')",-0.60627055,-0.595719,-5.8313675,-5.8846855,-1.9664122,-1.9733693,-0.0069571
5,0.43597347,0.51275504,"('distant', 'outgoing')",-1.3586481,-1.3332057,0.07500361,0.030793574,-0.282557,-0.263219,0.019338
6,0.29390803,0.4084989,"('distant', 'open')",-1.6574173,-1.6019787,0.71254766,0.64651424,-0.2169872,-0.1823218,0.0346654
7,-0.43202448,-0.4239186,"('insensitive', 'sensitive')",1.1425477,1.1682944,0.8215884,0.809986,0.5107039,0.5181206,0.0074167
8,-1.0949743,-1.0886827,"('unaffectionate', 'affectionate')",-1.0330864,-1.0471333,0.97506917,0.8887529,-0.3843306,-0.4156877,-0.0313571
9,-0.93380183,-0.9016317,"('unaffectionate', 'caring')",0.12165323,0.13157426,1.1671845,1.1525218,0.1183453,0.1274881,0.0091428
10,-2.0260983,-1.9976866,"('unsympathetic', 'sympathetic')",0.5452898,0.5754638,-0.48921847,-0.46702734,-0.6566757,-0.6297501,0.0269256
11,-0.69637156,-0.66507727,"('unhelpful', 'helpful')",0.8619951,0.91234744,1.5429835,1.6450424,0.5695357,0.6307708,0.0612351
12,0.2118988,0.3645447,"('unsupportive', 'supportive')",1.2745278,1.4285825,-1.354314,-1.3161521,0.0440375,0.1589917,0.1149542
13,-0.35820475,-0.4187595,"('impolite', 'polite')",0.9339473,0.882433,-0.55780804,-0.651083,0.0059782,-0.0624698,-0.068448
14,-0.6696094,-0.7225249,"('antisocial', 'social')",1.7243941,1.6945308,-0.889809,-0.92026716,0.0549919,0.0172463,-0.0377456
15,1.0255631,0.9371166,"('boring', 'funny')",-0.014219154,-0.03587337,0.68127877,0.6182674,0.5642076,0.5065036,-0.057704
16,-0.66070205,-0.6131969,"('unpopular', 'popular')",-1.0587038,-0.99636453,0.3403224,0.35576767,-0.4596945,-0.4179312,0.0417633
17,0.20932312,0.28422424,"('nasty', 'nice')",-0.20217425,-0.12038448,-0.23445359,-0.14837064,-0.0757682,0.0051564,0.0809246
18,-0.10391769,-0.043760575,"('disagreeable', 'welcoming')",-0.5260119,-0.48739403,-0.2138709,-0.25883892,-0.2812668,-0.2633312,0.0179356
19,0.26204127,0.34277955,"('inhospitable', 'hospitable')",-1.0546366,-1.0062975,0.2859561,0.37035275,-0.1688797,-0.0977217,0.071158
20,-0.6378963,-0.61140656,"('rough', 'thoughtful')",0.1641826,0.214237,1.162315,1.1515596,0.2295338,0.2514633,0.0219295
21,-0.32083693,-0.3554308,"('immoral', 'moral')",1.4424716,1.3990676,-0.7185059,-0.66016334,0.1343763,0.1278245,-0.0065518
22,0.17492108,0.1891379,"('untrustworthy', 'trustworthy')",0.3189706,0.33592436,-0.98160124,-1.017935,-0.1625699,-0.1642909,-0.001721
23,-1.0713296,-1.0810405,"('insincere', 'sincere')",1.2216023,1.1567291,5.135424,5.078906,1.761899,1.7181981,-0.0437009
24,-0.34124547,-0.41695315,"('dishonest', 'honest')",0.16207488,0.11471178,0.73030645,0.6305076,0.1837119,0.1094221,-0.0742898
25,0.21046689,0.18735737,"('egoistic', 'altruistic')",0.04440523,-0.0036418065,1.7051097,1.6198578,0.6533273,0.6011911,-0.0521362
26,-0.14091302,-0.14969167,"('hardhearted', 'benevolent')",0.94701743,0.9704451,1.8392664,1.8108478,0.8817903,0.8772004,-0.0045899
27,0.1318596,0.17587,"('hardhearted', 'softhearted')",0.18157454,0.2076772,1.7466984,1.5788158,0.6867108,0.654121,-0.0325898
28,-1.4605298,-1.5598832,"('disloyal', 'loyal')",0.21196249,0.047295827,0.820073,0.7223888,-0.1428314,-0.2633995,-0.1205681
29,-0.31200913,-0.34095985,"('unfair', 'fair')",-0.4962609,-0.5177927,-0.3836801,-0.5208826,-0.3973167,-0.4598784,-0.0625617
30,-0.3516166,-0.37039864,"('intolerant', 'tolerant')",2.0436156,2.0242233,1.1865529,1.130004,0.9595173,0.9279429,-0.0315744
31,0.20406343,0.30351877,"('evil', 'good')",-2.1011753,-2.0324628,-0.41946298,-0.46823272,-0.7721916,-0.7323922,0.0397994
32,0.37527594,0.34977016,"('unkind', 'kind')",1.2888077,1.2468302,0.924986,0.8381448,0.8630233,0.8115818,-0.0514415
33,0.85183793,0.82816046,"('wrong', 'right')",-0.0727298,-0.08148665,-0.22154503,-0.30851597,0.1858544,0.1460526,-0.0398018
34,-0.17239785,-0.059177924,"('mean', 'honorable')",0.54513127,0.60715455,5.9611955,6.060475,2.1113097,2.2028171,0.0915074
35,0.65240556,0.6455209,"('corrupt', 'incorrupt')",-2.4688177,-2.526515,0.17396945,-0.019052465,-0.5474809,-0.6333489,-0.085868
36,-0.09988025,-0.0766822,"('hostile', 'amicable')",-2.5591278,-2.5869527,0.55492985,0.35119122,-0.7013594,-0.7708145,-0.0694551
37,-0.08482767,-0.050675225,"('fake', 'genuine')",0.338811,0.33448857,0.50841045,0.52371454,0.2541313,0.269176,0.0150447
38,-0.5910356,-0.5363295,"('untruthful', 'truthful')",-0.5327243,-0.5297924,-0.20538434,-0.17322198,-0.4430481,-0.4131146,0.0299335
39,0.8552844,0.83874,"('exploitative', 'cooperative')",0.79521203,0.81052005,0.29581195,0.28889522,0.6487695,0.6460518,-0.0027177
40,-0.27256075,-0.26591277,"('stingy', 'generous')",-0.03589614,-0.0016335228,-1.0833249,-1.2095321,-0.4639273,-0.4923595,-0.0284322
41,-0.6793047,-0.6582984,"('unforgiving', 'forgiving')",0.014938295,0.087232396,0.020560894,-0.05793459,-0.2146018,-0.2096668,0.004935
42,1.3868188,1.4691101,"('unreliable', 'reliable')",1.4161714,1.5290818,-2.4834535,-2.3931022,0.1065122,0.2016966,0.0951844
43,-0.8499342,-0.77749205,"('irresponsible', 'responsible')",1.313364,1.3899615,0.40329078,0.3986377,0.2889069,0.3370357,0.0481288
44,0.89755267,0.9273643,"('prejudiced', 'unprejudiced')",-0.3818125,-0.31763417,-1.2038138,-1.1839123,-0.2293579,-0.1913941,0.0379638
45,-1.1193268,-0.9924595,"('incompetent', 'competent')",0.6652065,0.7466038,-0.36539608,-0.36661148,-0.2731721,-0.2041557,0.0690164
46,-1.6000724,-1.551999,"('uncompetitive', 'competitive')",1.3306361,1.3781322,-0.75808793,-0.78850514,-0.3425081,-0.3207906,0.0217175
47,0.6091393,0.65266687,"('stupid', 'smart')",1.3441706,1.347069,5.371978,5.444505,2.4417626,2.4814137,0.0396511
48,-1.5146519,-1.5635542,"('unintelligent', 'intelligent')",0.26113373,0.24096525,0.49373806,0.51042396,-0.25326,-0.2707217,-0.0174617
49,-0.18512478,-0.09043005,"('unable', 'able')",-0.13205394,-0.03433358,-0.31960627,-0.16788898,-0.2122617,-0.0975509,0.1147108
50,0.9420324,0.98642117,"('clumsy', 'skillful')",0.1825386,0.21090825,0.27858055,0.25794297,0.4677172,0.4850908,0.0173736
51,-0.8439091,-0.96421957,"('uneducated', 'educated')",0.42112565,0.33296892,0.066459514,0.0077798255,-0.1187746,-0.2078236,-0.089049
52,0.104136586,-0.026594507,"('irrational', 'rational')",-1.4237161,-1.5880877,0.11161706,-0.057747386,-0.4026541,-0.5574765,-0.1548224
53,-1.8613051,-1.8740718,"('uncreative', 'creative')",0.2612026,0.19822034,0.99250466,0.9223835,-0.2025326,-0.251156,-0.0486234
54,0.16599925,0.15123188,"('incapable', 'capable')",-0.19956475,-0.21993999,1.0721809,1.1557252,0.3462051,0.3623391,0.016134
55,-1.1363165,-1.1228237,"('incompetent', 'clever')",0.97945654,1.0049443,-0.10025755,-0.07175046,-0.0857058,-0.06321,0.0224958
56,0.2556573,0.29207304,"('impractical', 'practical')",1.5409822,1.5895901,-0.44759658,-0.37212282,0.449681,0.5031801,0.0534991
57,-1.2944225,-1.2999007,"('unimaginative', 'imaginative')",0.31084603,0.3094229,-2.1729012,-2.1678023,-1.0521592,-1.05276,-0.0006008
58,-1.7789685,-1.7819676,"('undiscriminating', 'discriminating')",-0.18463099,-0.22140232,0.11637545,0.054314118,-0.6157413,-0.6496853,-0.033944
59,1.4019088,1.3905386,"('foolish', 'wise')",-0.05219413,-0.058169164,0.5851672,0.55637515,0.6449606,0.6295815,-0.0153791
60,-0.402136,-0.36065927,"('inefficient', 'efficient')",2.1049042,2.1740477,-0.4285122,-0.30854478,0.424752,0.5016146,0.0768626
61,-1.0571427,-1.1339568,"('illogical', 'logical')",-0.44964042,-0.57936716,0.00899414,-0.17763613,-0.499263,-0.63032,-0.131057
62,-0.7233173,-0.6494559,"('incompetent', 'brilliant')",1.0623957,1.1572849,-0.41996303,-0.24953473,-0.0269616,0.0860981,0.1130597
63,-0.73913664,-0.6285506,"('unperceptive', 'insightful')",1.7086421,1.7825959,0.80310655,0.9339112,0.5908707,0.6959855,0.1051148
64,0.6684587,0.61770403,"('shy', 'confident')",0.9423055,0.9085564,-6.629579,-6.636672,-1.6729383,-1.7034705,-0.0305322
65,-0.66357857,-0.8040432,"('insecure', 'secure')",1.0770133,0.9928029,-0.48941025,-0.5113289,-0.0253252,-0.107523,-0.0821978
66,-0.63728845,-0.6343802,"('inactive', 'active')",-0.6379261,-0.6543001,1.2417214,1.1680251,-0.0111644,-0.0402184,-0.029054
67,0.53563416,0.5115033,"('doubtful', 'determined')",0.6845044,0.65815514,-0.50933385,-0.4148605,0.2369349,0.2515993,0.0146644
68,-0.6876418,-0.7609476,"('dependent', 'independent')",-0.94002056,-1.0216501,-0.5197651,-0.5712963,-0.7158092,-0.7846313,-0.0688221
69,1.273944,1.3376902,"('lazy', 'industrious')",0.026831534,0.06396046,-0.07495748,-0.09338632,0.408606,0.4360881,0.0274821
70,-0.452323,-0.4211699,"('lethargic', 'energetic')",1.4697455,1.541283,0.65628785,0.7569453,0.5579034,0.6256862,0.0677828
