,perspecta_male,perspecta_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.6920711,-0.70870364,"('unsociable', 'sociable')",-0.032911368,-0.10097311,-0.3624912,-0.4048384,-0.0423472
1,-1.7368523,-1.739183,"('unfriendly', 'friendly')",1.7828376,1.6706675,0.0229927,-0.0342577,-0.0572504
2,0.52544963,0.56447715,"('unlikable', 'likable')",0.7273946,0.7917809,0.6264221,0.678129,0.0517069
3,-1.0010813,-0.88744783,"('repellent', 'pleasant')",0.22311047,0.31987014,-0.3889855,-0.2837889,0.1051966
4,0.16855788,0.17028017,"('disliked', 'liked')",-5.929099,-6.1199946,-2.8802705,-2.9748573,-0.0945868
5,-0.8528742,-0.773332,"('distant', 'outgoing')",-0.14620003,-0.260708,-0.4995371,-0.51702,-0.0174829
6,-1.1220734,-1.0186946,"('distant', 'open')",0.24062356,0.13236403,-0.4407249,-0.4431653,-0.0024404
7,-0.99422705,-0.90273285,"('insensitive', 'sensitive')",0.4325201,0.55886406,-0.2808535,-0.1719344,0.1089191
8,-1.4791809,-1.4584695,"('unaffectionate', 'affectionate')",0.7274111,0.6306826,-0.3758849,-0.4138935,-0.0380086
9,-1.9219505,-1.8364971,"('unaffectionate', 'caring')",0.7996072,0.7899922,-0.5611717,-0.5232524,0.0379193
10,-1.8646352,-1.7523348,"('unsympathetic', 'sympathetic')",-0.4249633,-0.35102203,-1.1447992,-1.0516784,0.0931208
11,-0.982503,-0.8842291,"('unhelpful', 'helpful')",1.156138,1.2605239,0.0868175,0.1881474,0.1013299
12,-1.1341709,-0.8799826,"('unsupportive', 'supportive')",-1.7665213,-1.7220818,-1.4503461,-1.3010322,0.1493139
13,-0.2428933,-0.2018784,"('impolite', 'polite')",-0.7034024,-0.64874,-0.4731478,-0.4253092,0.0478386
14,0.5636406,0.59096706,"('antisocial', 'social')",0.033415936,0.04042387,0.2985283,0.3156955,0.0171672
15,0.33241895,0.20391569,"('boring', 'funny')",0.6246096,0.5304512,0.4785143,0.3671834,-0.1113309
16,-1.023853,-1.012217,"('unpopular', 'popular')",0.39423043,0.37392443,-0.3148113,-0.3191463,-0.004335
17,-0.24432641,-0.16828758,"('nasty', 'nice')",-0.18164799,-0.18040887,-0.2129872,-0.1743482,0.038639
18,-0.3186642,-0.21547376,"('disagreeable', 'welcoming')",-0.20134076,-0.22999717,-0.2600025,-0.2227355,0.037267
19,-1.3927209,-1.2877352,"('inhospitable', 'hospitable')",-0.13935256,-0.12392156,-0.7660367,-0.7058284,0.0602083
20,0.36836863,0.36023062,"('rough', 'thoughtful')",1.2562908,1.2070448,0.8123297,0.7836378,-0.0286919
21,-0.007160289,-0.017933056,"('immoral', 'moral')",-0.2989326,-0.15982297,-0.1530464,-0.088878,0.0641684
22,0.5763092,0.6414017,"('untrustworthy', 'trustworthy')",-0.7475724,-0.74975556,-0.0856316,-0.0541769,0.0314547
23,-1.5533624,-1.5230196,"('insincere', 'sincere')",5.004791,5.060037,1.7257142,1.7685088,0.0427946
24,-0.9849771,-1.0126694,"('dishonest', 'honest')",0.59256834,0.5932761,-0.1962044,-0.2096967,-0.0134923
25,-0.30082363,-0.3520937,"('egoistic', 'altruistic')",1.7460701,1.6758487,0.7226232,0.6618775,-0.0607457
26,0.4607778,0.42632163,"('hardhearted', 'benevolent')",2.09362,2.085763,1.2771989,1.2560422,-0.0211567
27,0.078202665,0.1594419,"('hardhearted', 'softhearted')",1.4352999,1.3127419,0.7567513,0.7360919,-0.0206594
28,-1.2534322,-1.3775216,"('disloyal', 'loyal')",0.7551392,0.6783241,-0.2491465,-0.3495988,-0.1004523
29,-0.27698317,-0.35778594,"('unfair', 'fair')",-0.4838944,-0.6698337,-0.3804388,-0.5138098,-0.133371
30,0.049559295,0.080800354,"('intolerant', 'tolerant')",1.6475933,1.6312623,0.8485763,0.8560313,0.007455
31,-0.7573427,-0.66313577,"('evil', 'good')",-0.7849067,-0.8834097,-0.7711247,-0.7732728,-0.0021481
32,-0.3642292,-0.33669242,"('unkind', 'kind')",0.5895324,0.5490566,0.1126516,0.1061821,-0.0064695
33,0.13495484,0.16059749,"('wrong', 'right')",-0.38991648,-0.47016117,-0.1274808,-0.1547818,-0.027301
34,-0.66181874,-0.5345887,"('mean', 'honorable')",5.325175,5.490657,2.3316779,2.478034,0.1463561
35,0.72994244,0.60697377,"('corrupt', 'incorrupt')",-0.123336345,-0.36561948,0.3033031,0.1206771,-0.182626
36,-0.84646875,-0.9255699,"('hostile', 'amicable')",-0.03254625,-0.25516245,-0.4395075,-0.5903662,-0.1508587
37,0.13875064,0.2078768,"('fake', 'genuine')",0.2841273,0.31924102,0.211439,0.2635589,0.0521199
38,-1.0869358,-1.0102303,"('untruthful', 'truthful')",-0.47776255,-0.43273687,-0.7823492,-0.7214836,0.0608656
39,0.5387764,0.5413978,"('exploitative', 'cooperative')",0.41124487,0.42815706,0.4750106,0.4847775,0.0097669
40,0.14795342,0.12795626,"('stingy', 'generous')",-1.1057979,-1.24848,-0.4789222,-0.5602618,-0.0813396
41,-0.093294606,-0.033488117,"('unforgiving', 'forgiving')",-0.042371385,-0.10601226,-0.067833,-0.0697502,-0.0019172
42,0.8030622,0.9732636,"('unreliable', 'reliable')",-2.8901947,-2.8146594,-1.0435662,-0.9206979,0.1228683
43,-0.81905824,-0.6544583,"('irresponsible', 'responsible')",0.800096,0.84973764,-0.0094811,0.0976397,0.1071208
44,1.8536578,1.8255551,"('prejudiced', 'unprejudiced')",-1.1758533,-1.213645,0.3389023,0.3059551,-0.0329472
45,-0.9896689,-0.8289509,"('incompetent', 'competent')",-0.083999336,-0.05474734,-0.5368341,-0.4418491,0.094985
46,-1.2317771,-1.1430103,"('uncompetitive', 'competitive')",-0.41073754,-0.3622285,-0.8212573,-0.7526194,0.0686379
47,0.17828718,0.26119596,"('stupid', 'smart')",5.112055,5.2711253,2.6451709,2.7661607,0.1209898
48,-0.40678096,-0.4480398,"('unintelligent', 'intelligent')",1.0332793,1.1048518,0.3132492,0.328406,0.0151568
49,-0.04306468,0.120656624,"('unable', 'able')",-0.07045607,-0.0067585744,-0.0567604,0.056949,0.1137094
50,0.04121272,0.10647941,"('clumsy', 'skillful')",-0.18733674,-0.23098047,-0.073062,-0.0622505,0.0108115
51,-0.67020166,-0.7939158,"('uneducated', 'educated')",0.17556714,0.15932965,-0.2473173,-0.3172931,-0.0699758
52,-0.42443144,-0.63020754,"('irrational', 'rational')",0.36619848,0.1402875,-0.0291165,-0.24496,-0.2158435
