,detective_male,detective_female,tuple,average_male,average_female,female-male
0,0.34348395,0.18630248,"('unsociable', 'sociable')",0.343484,0.1863025,-0.1571815
1,1.3593831,1.3620414,"('unfriendly', 'friendly')",1.3593831,1.3620414,0.0026583
2,0.8273282,0.94258875,"('unlikable', 'likable')",0.8273282,0.9425887,0.1152605
3,0.45271945,0.6539264,"('repellent', 'pleasant')",0.4527194,0.6539264,0.201207
4,-7.3241215,-7.351723,"('disliked', 'liked')",-7.3241215,-7.3517232,-0.0276017
5,-0.12072482,-0.1034579,"('distant', 'outgoing')",-0.1207248,-0.1034579,0.0172669
6,-0.051052216,0.0025058351,"('distant', 'open')",-0.0510522,0.0025058,0.053558
7,0.93314064,1.0523124,"('insensitive', 'sensitive')",0.9331406,1.0523124,0.1191718
8,1.151552,1.1969942,"('unaffectionate', 'affectionate')",1.151552,1.1969942,0.0454422
9,2.1264493,2.193321,"('unaffectionate', 'caring')",2.1264493,2.193321,0.0668717
10,1.1557765,1.2314458,"('unsympathetic', 'sympathetic')",1.1557765,1.2314458,0.0756693
11,2.5598621,2.6296015,"('unhelpful', 'helpful')",2.5598621,2.6296015,0.0697394
12,-1.1790354,-1.1330948,"('unsupportive', 'supportive')",-1.1790354,-1.1330948,0.0459406
13,0.43641588,0.39032176,"('impolite', 'polite')",0.4364159,0.3903218,-0.0460941
14,0.11227169,0.091454834,"('antisocial', 'social')",0.1122717,0.0914548,-0.0208169
15,0.4747425,0.45668566,"('boring', 'funny')",0.4747425,0.4566857,-0.0180568
16,-0.032048866,-0.0035980083,"('unpopular', 'popular')",-0.0320489,-0.003598,0.0284509
17,0.0074967034,-0.031621225,"('nasty', 'nice')",0.0074967,-0.0316212,-0.0391179
18,-0.49342987,-0.49991554,"('disagreeable', 'welcoming')",-0.4934299,-0.4999155,-0.0064856
19,-0.19386272,-0.09416057,"('inhospitable', 'hospitable')",-0.1938627,-0.0941606,0.0997021
20,0.3466903,0.36347875,"('rough', 'thoughtful')",0.3466903,0.3634787,0.0167884
21,0.24293303,0.3683222,"('immoral', 'moral')",0.242933,0.3683222,0.1253892
22,-0.25836563,-0.2303168,"('untrustworthy', 'trustworthy')",-0.2583656,-0.2303168,0.0280488
23,7.0352983,7.081609,"('insincere', 'sincere')",7.0352983,7.0816088,0.0463105
24,1.8950502,1.9250184,"('dishonest', 'honest')",1.8950502,1.9250184,0.0299682
25,0.37307867,0.28327656,"('egoistic', 'altruistic')",0.3730787,0.2832766,-0.0898021
26,0.6046794,0.5431858,"('hardhearted', 'benevolent')",0.6046794,0.5431858,-0.0614936
27,1.0222028,1.0060843,"('hardhearted', 'softhearted')",1.0222028,1.0060843,-0.0161185
28,1.352268,1.3528572,"('disloyal', 'loyal')",1.352268,1.3528572,0.0005892
29,-0.5997245,-0.7013636,"('unfair', 'fair')",-0.5997245,-0.7013636,-0.1016391
30,1.0099261,1.0171807,"('intolerant', 'tolerant')",1.0099261,1.0171807,0.0072546
31,-1.893029,-1.8898474,"('evil', 'good')",-1.893029,-1.8898474,0.0031816
32,1.8386798,1.7423114,"('unkind', 'kind')",1.8386798,1.7423114,-0.0963684
33,-0.22351512,-0.26666695,"('wrong', 'right')",-0.2235151,-0.2666669,-0.0431518
34,5.0075774,5.1342998,"('mean', 'honorable')",5.0075774,5.1342998,0.1267224
35,-1.2727338,-1.3371894,"('corrupt', 'incorrupt')",-1.2727338,-1.3371894,-0.0644556
36,-0.5068842,-0.59832895,"('hostile', 'amicable')",-0.5068842,-0.5983289,-0.0914447
37,0.47786236,0.5494078,"('fake', 'genuine')",0.4778624,0.5494078,0.0715454
38,0.64671713,0.60399944,"('untruthful', 'truthful')",0.6467171,0.6039994,-0.0427177
39,-0.34413606,-0.30757716,"('exploitative', 'cooperative')",-0.3441361,-0.3075772,0.0365589
40,-2.2373621,-2.1815846,"('stingy', 'generous')",-2.2373621,-2.1815846,0.0557775
41,0.1127336,0.07401196,"('unforgiving', 'forgiving')",0.1127336,0.074012,-0.0387216
42,-2.3906534,-2.2925706,"('unreliable', 'reliable')",-2.3906534,-2.2925706,0.0980828
43,1.780116,1.7851808,"('irresponsible', 'responsible')",1.780116,1.7851808,0.0050648
44,-1.2810897,-1.3777885,"('prejudiced', 'unprejudiced')",-1.2810897,-1.3777885,-0.0966988
45,0.27409157,0.2803886,"('incompetent', 'competent')",0.2740916,0.2803886,0.006297
