,marketaxess_male,marketaxess_female,tuple,hldgs_male,hldgs_female,inc_male,inc_female,average_male,average_female,female-male
0,0.4745291,0.36048836,"('unsociable', 'sociable')",-0.40862656,-0.5409699,-0.021076813,-0.2064894,0.0149419,-0.1289903,-0.1439322
1,-2.9063783,-2.8580394,"('unfriendly', 'friendly')",-1.5536547,-1.5229665,1.3491099,1.1949112,-1.0369744,-1.0620315,-0.0250571
2,0.31931242,0.35462052,"('unlikable', 'likable')",0.9471222,1.0997897,1.1054444,1.2528999,0.7906264,0.9024367,0.1118103
3,0.44417202,0.5157832,"('repellent', 'pleasant')",-0.14122146,-0.097991645,0.19788346,0.2723006,0.1669447,0.2300307,0.063086
4,-1.483302,-1.4304409,"('disliked', 'liked')",-0.14430292,-0.1082094,-5.598362,-5.567926,-2.4086556,-2.3688587,0.0397969
5,-2.8916008,-2.7028856,"('distant', 'outgoing')",-1.0763943,-0.8911104,-0.5553685,-0.48485267,-1.5077879,-1.3596163,0.1481716
6,-2.6386657,-2.421883,"('distant', 'open')",-1.215579,-0.97323817,-0.10043081,-0.04137118,-1.3182251,-1.1454975,0.1727276
7,0.7133688,0.75171155,"('insensitive', 'sensitive')",-0.4818166,-0.45689902,0.055282928,0.086502664,0.0956117,0.1271051,0.0314934
8,-2.2041602,-2.2095704,"('unaffectionate', 'affectionate')",-1.4577998,-1.3595723,0.23637228,0.13092181,-1.1418626,-1.1460737,-0.0042111
9,-2.2581573,-2.2594714,"('unaffectionate', 'caring')",-1.3996884,-1.3515573,0.9285186,0.8412982,-0.9097757,-0.9232435,-0.0134678
10,0.82996565,0.80681264,"('unsympathetic', 'sympathetic')",-0.9369297,-0.9536747,-0.11302753,-0.17913437,-0.0733305,-0.1086655,-0.035335
11,0.87292624,0.824735,"('unhelpful', 'helpful')",0.32105333,0.26757902,2.285803,2.3008103,1.1599275,1.1310414,-0.0288861
12,-0.31331614,-0.17672767,"('unsupportive', 'supportive')",-0.31428084,-0.17511724,-1.8689909,-1.7802681,-0.8321959,-0.7107043,0.1214916
13,1.3779491,1.3147496,"('impolite', 'polite')",0.17887707,0.105728745,-0.097734064,-0.14058295,0.486364,0.4266318,-0.0597322
14,1.5315375,1.4906408,"('antisocial', 'social')",0.8501973,0.7976331,-0.289494,-0.30454147,0.6974136,0.6612441,-0.0361695
15,0.18803535,0.061561167,"('boring', 'funny')",0.3972523,0.34241495,1.0595789,1.0403463,0.5482888,0.4814408,-0.066848
